WSPD_SCLR,time,week_of_year
2.54,2017-05-14 00:00:00,20
2.585,2017-05-14 01:00:00,20
2.457,2017-05-14 02:00:00,20
2.223,2017-05-14 03:00:00,20
2.13,2017-05-14 04:00:00,20
1.762,2017-05-14 05:00:00,20
1.264,2017-05-14 06:00:00,20
1.611,2017-05-14 07:00:00,20
1.611,2017-05-14 08:00:00,20
1.196,2017-05-14 09:00:00,20
1.338,2017-05-14 10:00:00,20
1.223,2017-05-14 11:00:00,20
0.928,2017-05-14 12:00:00,20
1.854,2017-05-14 13:00:00,20
1.993,2017-05-14 14:00:00,20
1.772,2017-05-14 15:00:00,20
1.913,2017-05-14 16:00:00,20
1.091,2017-05-14 17:00:00,20
1.811,2017-05-14 18:00:00,20
0.962,2017-05-14 19:00:00,20
1.803,2017-05-14 20:00:00,20
2.303,2017-05-14 21:00:00,20
3.137,2017-05-14 22:00:00,20
2.831,2017-05-14 23:00:00,20
2.671,2017-05-15 00:00:00,20
3.011,2017-05-15 01:00:00,20
2.726,2017-05-15 02:00:00,20
2.598,2017-05-15 03:00:00,20
2.926,2017-05-15 04:00:00,20
2.009,2017-05-15 05:00:00,20
2.025,2017-05-15 06:00:00,20
2.135,2017-05-15 07:00:00,20
2.399,2017-05-15 08:00:00,20
2.762,2017-05-15 09:00:00,20
1.787,2017-05-15 10:00:00,20
1.09,2017-05-15 11:00:00,20
1.159,2017-05-15 12:00:00,20
2.219,2017-05-15 13:00:00,20
3.662,2017-05-15 14:00:00,20
5.25,2017-05-15 15:00:00,20
6.698,2017-05-15 16:00:00,20
5.759,2017-05-15 17:00:00,20
5.464,2017-05-15 18:00:00,20
5.322,2017-05-15 19:00:00,20
5.001,2017-05-15 20:00:00,20
3.894,2017-05-15 21:00:00,20
4.096,2017-05-15 22:00:00,20
4.46,2017-05-15 23:00:00,20
4.798,2017-05-16 00:00:00,20
2.442,2017-05-16 01:00:00,20
3.202,2017-05-16 02:00:00,20
3.557,2017-05-16 03:00:00,20
3.209,2017-05-16 04:00:00,20
3.596,2017-05-16 05:00:00,20
3.536,2017-05-16 06:00:00,20
3.333,2017-05-16 07:00:00,20
3.39,2017-05-16 08:00:00,20
3.276,2017-05-16 09:00:00,20
3.403,2017-05-16 10:00:00,20
3.293,2017-05-16 11:00:00,20
3.024,2017-05-16 12:00:00,20
3.867,2017-05-16 13:00:00,20
2.18,2017-05-16 14:00:00,20
1.738,2017-05-16 15:00:00,20
3.765,2017-05-16 16:00:00,20
3.516,2017-05-16 17:00:00,20
2.634,2017-05-16 18:00:00,20
0.626,2017-05-16 19:00:00,20
1.989,2017-05-16 20:00:00,20
3.122,2017-05-16 21:00:00,20
