WDIR_VECT,time,TEMP_MEAN,week_of_year
3.6,2018-10-22 00:00:00,10.2,43
5.1,2018-10-22 01:00:00,9.5,43
6.8,2018-10-22 02:00:00,9.1,43
6.5,2018-10-22 03:00:00,8.6,43
7.7,2018-10-22 04:00:00,8.4,43
15.4,2018-10-22 05:00:00,8.5,43
16.8,2018-10-22 06:00:00,8.9,43
15.6,2018-10-22 07:00:00,8.4,43
2.9,2018-10-22 08:00:00,8.0,43
22.9,2018-10-22 09:00:00,8.3,43
30.5,2018-10-22 10:00:00,9.6,43
49.9,2018-10-22 11:00:00,11.7,43
86.5,2018-10-22 12:00:00,13.3,43
33.7,2018-10-22 13:00:00,14.2,43
37.9,2018-10-22 14:00:00,15.1,43
35.2,2018-10-22 15:00:00,15.9,43
255.8,2018-10-22 16:00:00,16.3,43
275.2,2018-10-22 17:00:00,15.6,43
None,2018-10-22 18:00:00,14.8,43
None,2018-10-22 19:00:00,12.9,43
None,2018-10-22 20:00:00,11.6,43
19.8,2018-10-22 21:00:00,11.1,43
4.3,2018-10-22 22:00:00,10.8,43
5.8,2018-10-22 23:00:00,10.7,43
5.8,2018-10-23 00:00:00,10.3,43
9.8,2018-10-23 01:00:00,9.5,43
3.8,2018-10-23 02:00:00,9.6,43
7.8,2018-10-23 03:00:00,9.3,43
3.2,2018-10-23 04:00:00,9.1,43
None,2018-10-23 05:00:00,9.2,43
None,2018-10-23 06:00:00,9.6,43
None,2018-10-23 07:00:00,7.9,43
0.2,2018-10-23 08:00:00,8.3,43
13.8,2018-10-23 09:00:00,8.3,43
155.1,2018-10-23 10:00:00,10.1,43
157.8,2018-10-23 11:00:00,10.9,43
148.5,2018-10-23 12:00:00,11.6,43
184.8,2018-10-23 13:00:00,11.6,43
186.1,2018-10-23 14:00:00,11.3,43
150.2,2018-10-23 15:00:00,12.2,43
158.2,2018-10-23 16:00:00,12.4,43
8.7,2018-10-23 17:00:00,11.9,43
125.9,2018-10-23 18:00:00,11.8,43
5.5,2018-10-23 19:00:00,11.7,43
96.2,2018-10-23 20:00:00,11.8,43
77.5,2018-10-23 21:00:00,11.7,43
52.2,2018-10-23 22:00:00,11.2,43
101.2,2018-10-23 23:00:00,11.2,43
97.9,2018-10-24 00:00:00,11.4,43
27.2,2018-10-24 01:00:00,11.0,43
40.4,2018-10-24 02:00:00,10.8,43
115.9,2018-10-24 03:00:00,11.1,43
14.1,2018-10-24 04:00:00,10.7,43
14.0,2018-10-24 05:00:00,10.6,43
5.2,2018-10-24 06:00:00,10.5,43
71.6,2018-10-24 07:00:00,10.5,43
93.4,2018-10-24 08:00:00,10.8,43
2.0,2018-10-24 09:00:00,10.8,43
34.2,2018-10-24 10:00:00,11.2,43
28.8,2018-10-24 11:00:00,11.6,43
130.5,2018-10-24 12:00:00,12.4,43
172.2,2018-10-24 13:00:00,12.9,43
191.7,2018-10-24 14:00:00,13.7,43
198.0,2018-10-24 15:00:00,13.7,43
201.7,2018-10-24 16:00:00,13.8,43
212.9,2018-10-24 17:00:00,13.7,43
62.2,2018-10-24 18:00:00,13.4,43
5.3,2018-10-24 19:00:00,12.7,43
26.3,2018-10-24 20:00:00,12.1,43
22.2,2018-10-24 21:00:00,11.9,43
7.9,2018-10-24 22:00:00,11.5,43
11.0,2018-10-24 23:00:00,10.9,43
19.2,2018-10-25 00:00:00,10.7,43
7.9,2018-10-25 01:00:00,10.9,43
20.3,2018-10-25 02:00:00,11.1,43
26.7,2018-10-25 03:00:00,10.7,43
33.0,2018-10-25 04:00:00,10.7,43
44.3,2018-10-25 05:00:00,10.7,43
42.8,2018-10-25 06:00:00,10.4,43
41.5,2018-10-25 07:00:00,10.4,43
40.3,2018-10-25 08:00:00,10.7,43
46.6,2018-10-25 09:00:00,11.3,43
40.3,2018-10-25 10:00:00,10.8,43
36.9,2018-10-25 11:00:00,10.5,43
53.5,2018-10-25 12:00:00,10.8,43
38.1,2018-10-25 13:00:00,10.9,43
25.5,2018-10-25 14:00:00,10.9,43
29.0,2018-10-25 15:00:00,11.0,43
91.6,2018-10-25 16:00:00,11.4,43
21.9,2018-10-25 17:00:00,11.4,43
26.7,2018-10-25 18:00:00,11.7,43
12.5,2018-10-25 19:00:00,11.6,43
19.9,2018-10-25 20:00:00,11.5,43
21.6,2018-10-25 21:00:00,11.4,43
12.3,2018-10-25 22:00:00,11.3,43
5.9,2018-10-25 23:00:00,11.3,43
33.2,2018-10-26 00:00:00,11.2,43
41.8,2018-10-26 01:00:00,11.4,43
12.9,2018-10-26 02:00:00,11.3,43
56.7,2018-10-26 03:00:00,11.3,43
29.2,2018-10-26 04:00:00,11.3,43
99.5,2018-10-26 05:00:00,11.3,43
74.6,2018-10-26 06:00:00,11.5,43
146.7,2018-10-26 07:00:00,12.1,43
151.3,2018-10-26 08:00:00,12.7,43
162.4,2018-10-26 09:00:00,12.9,43
204.0,2018-10-26 10:00:00,12.9,43
32.0,2018-10-26 11:00:00,13.2,43
12.5,2018-10-26 12:00:00,14.0,43
306.1,2018-10-26 13:00:00,15.1,43
232.2,2018-10-26 14:00:00,15.9,43
13.3,2018-10-26 15:00:00,16.6,43
12.1,2018-10-26 16:00:00,16.2,43
217.9,2018-10-26 17:00:00,15.8,43
186.4,2018-10-26 18:00:00,14.7,43
5.2,2018-10-26 19:00:00,13.4,43
3.4,2018-10-26 20:00:00,11.5,43
9.0,2018-10-26 21:00:00,10.4,43
14.7,2018-10-26 22:00:00,9.9,43
8.7,2018-10-26 23:00:00,9.4,43
14.3,2018-10-27 00:00:00,9.1,43
17.4,2018-10-27 01:00:00,8.9,43
21.9,2018-10-27 02:00:00,8.8,43
2.7,2018-10-27 03:00:00,9.0,43
10.4,2018-10-27 04:00:00,9.0,43
22.6,2018-10-27 05:00:00,8.6,43
19.3,2018-10-27 06:00:00,8.1,43
17.0,2018-10-27 07:00:00,7.7,43
16.2,2018-10-27 08:00:00,7.7,43
23.7,2018-10-27 09:00:00,7.4,43
3.4,2018-10-27 10:00:00,8.0,43
28.1,2018-10-27 11:00:00,8.3,43
24.7,2018-10-27 12:00:00,9.8,43
16.6,2018-10-27 13:00:00,11.4,43
123.2,2018-10-27 14:00:00,12.2,43
105.7,2018-10-27 15:00:00,12.4,43
85.6,2018-10-27 16:00:00,12.2,43
17.7,2018-10-27 17:00:00,11.4,43
84.1,2018-10-27 18:00:00,11.7,43
84.8,2018-10-27 19:00:00,12.7,43
62.7,2018-10-27 20:00:00,10.5,43
66.6,2018-10-27 21:00:00,10.2,43
144.6,2018-10-27 22:00:00,9.8,43
78.1,2018-10-27 23:00:00,9.0,43
98.1,2018-10-28 00:00:00,9.4,43
58.4,2018-10-28 01:00:00,9.3,43
142.1,2018-10-28 02:00:00,8.7,43
23.6,2018-10-28 03:00:00,9.0,43
172.5,2018-10-28 04:00:00,9.1,43
43.7,2018-10-28 05:00:00,9.2,43
13.9,2018-10-28 06:00:00,9.6,43
49.7,2018-10-28 07:00:00,10.0,43
152.4,2018-10-28 08:00:00,9.8,43
142.9,2018-10-28 09:00:00,9.9,43
104.5,2018-10-28 10:00:00,10.0,43
140.5,2018-10-28 11:00:00,10.5,43
126.1,2018-10-28 12:00:00,11.0,43
147.5,2018-10-28 13:00:00,11.6,43
193.8,2018-10-28 14:00:00,10.7,43
197.1,2018-10-28 15:00:00,10.1,43
40.6,2018-10-28 16:00:00,10.3,43
39.9,2018-10-28 17:00:00,10.4,43
118.6,2018-10-28 18:00:00,10.0,43
45.1,2018-10-28 19:00:00,9.6,43
35.6,2018-10-28 20:00:00,9.2,43
30.4,2018-10-28 21:00:00,8.8,43
20.4,2018-10-28 22:00:00,8.4,43
27.5,2018-10-28 23:00:00,8.1,43
