WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,-7.7, None,85.3,2018-02-26 00:00:00,9
None,-6.9, None,86.5,2018-02-26 01:00:00,9
None,-7.4, None,87.7,2018-02-26 02:00:00,9
None,-7.4, None,85.2,2018-02-26 03:00:00,9
None,-7.4, None,88.5,2018-02-26 04:00:00,9
None,-7.5, None,86.6,2018-02-26 05:00:00,9
None,-8.4, None,90.2,2018-02-26 06:00:00,9
None,-9.3, None,93.2,2018-02-26 07:00:00,9
None,-10.1, None,91.7,2018-02-26 08:00:00,9
None,-7.3, None,82.0,2018-02-26 09:00:00,9
None,-4.8, None,72.2,2018-02-26 10:00:00,9
None,-3.4, None,66.5,2018-02-26 11:00:00,9
None,-1.0, None,56.8,2018-02-26 12:00:00,9
None,0.6, None,49.7,2018-02-26 13:00:00,9
None,1.4, None,45.4,2018-02-26 14:00:00,9
None,1.4, None,44.1,2018-02-26 15:00:00,9
None,1.1, None,46.0,2018-02-26 16:00:00,9
None,0.1, None,49.8,2018-02-26 17:00:00,9
None,-0.7, None,53.7,2018-02-26 18:00:00,9
None,-0.8, None,55.2,2018-02-26 19:00:00,9
None,-0.9, None,56.4,2018-02-26 20:00:00,9
None,-0.8, None,55.4,2018-02-26 21:00:00,9
None,-0.9, None,56.7,2018-02-26 22:00:00,9
None,-0.9, None,58.2,2018-02-26 23:00:00,9
None,-1.1, None,62.2,2018-02-27 00:00:00,9
None,-1.5, None,68.4,2018-02-27 01:00:00,9
None,-1.6, None,69.1,2018-02-27 02:00:00,9
None,-1.7, None,67.5,2018-02-27 03:00:00,9
None,-1.9, None,67.4,2018-02-27 04:00:00,9
None,-2.0, None,65.7,2018-02-27 05:00:00,9
None,-2.3, None,68.5,2018-02-27 06:00:00,9
None,-2.3, None,67.2,2018-02-27 07:00:00,9
None,-2.2, None,64.9,2018-02-27 08:00:00,9
None,-2.3, None,68.5,2018-02-27 09:00:00,9
None,-0.7, None,59.1,2018-02-27 10:00:00,9
None,0.3, None,54.1,2018-02-27 11:00:00,9
None,1.7, None,47.6,2018-02-27 12:00:00,9
None,2.3, None,45.2,2018-02-27 13:00:00,9
None,2.7, None,40.1,2018-02-27 14:00:00,9
None,1.9, None,48.2,2018-02-27 15:00:00,9
None,1.4, None,48.1,2018-02-27 16:00:00,9
None,0.6, None,52.7,2018-02-27 17:00:00,9
None,-0.6, None,56.3,2018-02-27 18:00:00,9
None,-1.4, None,64.8,2018-02-27 19:00:00,9
None,-1.7, None,66.3,2018-02-27 20:00:00,9
None,-2.2, None,67.1,2018-02-27 21:00:00,9
None,-3.0, None,71.8,2018-02-27 22:00:00,9
None,-2.7, None,71.2,2018-02-27 23:00:00,9
None,-3.1, None,76.4,2018-02-28 00:00:00,9
None,-3.5, None,79.4,2018-02-28 01:00:00,9
None,-3.3, None,75.8,2018-02-28 02:00:00,9
None,-3.3, None,76.6,2018-02-28 03:00:00,9
None,-4.1, None,80.9,2018-02-28 04:00:00,9
None,-4.1, None,83.4,2018-02-28 05:00:00,9
None,-4.4, None,82.6,2018-02-28 06:00:00,9
None,-7.3, None,88.5,2018-02-28 07:00:00,9
None,-5.5, None,85.8,2018-02-28 08:00:00,9
None,-3.1, None,72.1,2018-02-28 09:00:00,9
None,-1.3, None,68.1,2018-02-28 10:00:00,9
None,-0.1, None,62.2,2018-02-28 11:00:00,9
None,0.5, None,58.1,2018-02-28 12:00:00,9
None,1.2, None,51.8,2018-02-28 13:00:00,9
None,1.2, None,50.9,2018-02-28 14:00:00,9
None,0.9, None,51.5,2018-02-28 15:00:00,9
None,0.7, None,52.2,2018-02-28 16:00:00,9
None,0.5, None,54.5,2018-02-28 17:00:00,9
None,0.2, None,56.7,2018-02-28 18:00:00,9
None,-0.1, None,59.9,2018-02-28 19:00:00,9
None,-0.4, None,63.3,2018-02-28 20:00:00,9
None,-0.5, None,65.7,2018-02-28 21:00:00,9
None,-0.6, None,68.3,2018-02-28 22:00:00,9
None,-0.8, None,71.3,2018-02-28 23:00:00,9
None,-0.9, None,72.5,2018-03-01 00:00:00,9
None,-1.0, None,73.0,2018-03-01 01:00:00,9
None,-1.3, None,74.2,2018-03-01 02:00:00,9
None,-1.6, None,74.8,2018-03-01 03:00:00,9
None,-1.5, None,74.3,2018-03-01 04:00:00,9
None,-1.0, None,72.8,2018-03-01 05:00:00,9
None,-1.1, None,73.3,2018-03-01 06:00:00,9
None,-1.3, None,74.0,2018-03-01 07:00:00,9
None,-1.1, None,72.9,2018-03-01 08:00:00,9
None,-0.8, None,71.1,2018-03-01 09:00:00,9
None,0.3, None,65.5,2018-03-01 10:00:00,9
None,1.5, None,60.2,2018-03-01 11:00:00,9
None,2.3, None,54.7,2018-03-01 12:00:00,9
None,2.8, None,56.1,2018-03-01 13:00:00,9
None,3.4, None,55.4,2018-03-01 14:00:00,9
None,3.0, None,58.6,2018-03-01 15:00:00,9
None,3.4, None,56.8,2018-03-01 16:00:00,9
None,3.1, None,58.7,2018-03-01 17:00:00,9
None,2.3, None,64.3,2018-03-01 18:00:00,9
None,0.9, None,72.2,2018-03-01 19:00:00,9
None,-0.7, None,80.1,2018-03-01 20:00:00,9
None,-0.8, None,81.5,2018-03-01 21:00:00,9
None,-0.9, None,82.2,2018-03-01 22:00:00,9
None,-2.2, None,87.2,2018-03-01 23:00:00,9
None,-3.1, None,88.7,2018-03-02 00:00:00,9
None,-3.6, None,89.8,2018-03-02 01:00:00,9
None,-4.0, None,89.7,2018-03-02 02:00:00,9
None,-4.7, None,91.2,2018-03-02 03:00:00,9
None,-5.1, None,89.4,2018-03-02 04:00:00,9
None,-2.7, None,66.2,2018-03-02 05:00:00,9
None,-2.4, None,60.5,2018-03-02 06:00:00,9
None,-2.4, None,58.3,2018-03-02 07:00:00,9
None,-3.4, None,75.0,2018-03-02 08:00:00,9
None,-3.8, None,79.8,2018-03-02 09:00:00,9
None,-3.7, None,80.5,2018-03-02 10:00:00,9
None,-3.5, None,81.8,2018-03-02 11:00:00,9
None,-3.0, None,81.1,2018-03-02 12:00:00,9
