AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
2.5,0.0, 14.9,2019-01-15 00:00:00, 21.0,82.0,3
2.3,0.0, 16.0,2019-01-15 00:15:00, 18.0,81.0,3
2.0,0.0, 15.0,2019-01-15 00:30:00, 24.0,83.0,3
2.0,0.0, 17.0,2019-01-15 00:45:00, 33.0,80.0,3
2.2,0.0, 15.3,2019-01-15 01:00:00, 27.0,78.0,3
2.0,0.0, 15.8,2019-01-15 01:15:00, 33.0,81.0,3
1.8,0.0, 18.3,2019-01-15 01:30:00, 40.0,84.0,3
1.8,0.0, 12.2,2019-01-15 01:45:00, 43.0,86.0,3
1.7,0.0, 13.7,2019-01-15 02:00:00, 38.0,85.0,3
1.5,0.0, 13.4,2019-01-15 02:15:00, 44.0,84.0,3
1.6,0.0, 17.4,2019-01-15 02:30:00, 53.0,82.0,3
1.8,0.0, 18.8,2019-01-15 02:45:00, 59.0,75.0,3
1.7,0.0, 13.7,2019-01-15 03:00:00, 47.0,79.0,3
1.3,0.0, 13.6,2019-01-15 03:15:00, 38.0,82.0,3
1.1,0.0, 15.5,2019-01-15 03:30:00, 53.0,82.0,3
1.3,0.0, 14.0,2019-01-15 03:45:00, 53.0,75.0,3
1.3,0.0, 10.9,2019-01-15 04:00:00, 22.0,79.0,3
1.2,0.0, 8.0,2019-01-15 04:15:00, 322.0,79.0,3
1.2,0.0, 11.1,2019-01-15 04:30:00, 41.0,79.0,3
1.5,0.0, 9.6,2019-01-15 04:45:00, 12.0,75.0,3
1.5,0.0, 10.9,2019-01-15 05:00:00, 53.0,73.0,3
1.7,0.0, 14.3,2019-01-15 05:15:00, 51.0,66.0,3
1.9,0.0, 15.3,2019-01-15 05:30:00, 60.0,66.0,3
1.9,0.0, 15.8,2019-01-15 05:45:00, 61.0,65.0,3
1.9,0.0, 11.7,2019-01-15 06:00:00, 53.0,68.0,3
1.9,0.0, 13.4,2019-01-15 06:15:00, 63.0,67.0,3
2.1,0.0, 15.4,2019-01-15 06:30:00, 56.0,64.0,3
1.9,0.0, 13.0,2019-01-15 06:45:00, 52.0,68.0,3
1.8,0.0, 11.9,2019-01-15 07:00:00, 42.0,70.0,3
1.3,0.0, 11.4,2019-01-15 07:15:00, 42.0,73.0,3
1.2,0.0, 14.0,2019-01-15 07:30:00, 40.0,72.0,3
1.0,0.0, 12.8,2019-01-15 07:45:00, 35.0,72.0,3
1.0,0.0, 13.6,2019-01-15 08:00:00, 47.0,73.0,3
1.2,0.0, 13.5,2019-01-15 08:15:00, 48.0,69.0,3
1.2,0.0, 12.1,2019-01-15 08:30:00, 35.0,70.0,3
1.4,0.0, 12.4,2019-01-15 08:45:00, 44.0,68.0,3
1.7,0.0, 12.8,2019-01-15 09:00:00, 47.0,67.0,3
2.3,0.0, 13.5,2019-01-15 09:15:00, 49.0,65.0,3
2.7,0.0, 13.3,2019-01-15 09:30:00, 44.0,64.0,3
2.8,0.0, 12.3,2019-01-15 09:45:00, 42.0,65.0,3
2.8,0.0, 13.0,2019-01-15 10:00:00, 45.0,65.0,3
3.1,0.0, 12.6,2019-01-15 10:15:00, 42.0,62.0,3
3.2,0.0, 13.4,2019-01-15 10:30:00, 48.0,64.0,3
3.3,0.0, 13.1,2019-01-15 10:45:00, 48.0,64.0,3
3.9,0.0, 13.9,2019-01-15 11:00:00, 60.0,60.0,3
4.7,0.0, 11.8,2019-01-15 11:15:00, 55.0,61.0,3
5.0,0.0, 12.5,2019-01-15 11:30:00, 54.0,58.0,3
5.3,0.0, 12.0,2019-01-15 11:45:00, 56.0,57.0,3
5.7,0.0, 13.0,2019-01-15 12:00:00, 58.0,54.0,3
5.9,0.0, 13.8,2019-01-15 12:15:00, 53.0,53.0,3
6.0,0.0, 12.3,2019-01-15 12:30:00, 46.0,53.0,3
6.5,0.0, 12.9,2019-01-15 12:45:00, 49.0,52.0,3
7.0,0.0, 11.1,2019-01-15 13:00:00, 51.0,46.0,3
7.0,0.0, 10.8,2019-01-15 13:15:00, 46.0,50.0,3
6.8,0.0, 8.5,2019-01-15 13:30:00, 44.0,52.0,3
6.8,0.0, 9.3,2019-01-15 13:45:00, 50.0,51.0,3
6.2,0.0, 9.6,2019-01-15 14:00:00, 45.0,55.0,3
5.8,0.0, 10.9,2019-01-15 14:15:00, 44.0,54.0,3
5.5,0.0, 9.7,2019-01-15 14:30:00, 42.0,57.0,3
5.5,0.0, 9.0,2019-01-15 14:45:00, 46.0,57.0,3
5.6,0.0, 12.7,2019-01-15 15:00:00, 51.0,56.0,3
5.0,0.0, 12.7,2019-01-15 15:15:00, 46.0,61.0,3
4.4,0.0, 13.4,2019-01-15 15:30:00, 56.0,62.0,3
3.9,0.0, 13.9,2019-01-15 15:45:00, 52.0,62.0,3
3.5,0.0, 12.2,2019-01-15 16:00:00, 50.0,66.0,3
3.1,0.0, 11.4,2019-01-15 16:15:00, 45.0,65.0,3
3.0,0.0, 12.4,2019-01-15 16:30:00, 49.0,65.0,3
2.9,0.0, 12.1,2019-01-15 16:45:00, 46.0,63.0,3
2.8,0.0, 11.4,2019-01-15 17:00:00, 40.0,65.0,3
2.7,0.0, 12.7,2019-01-15 17:15:00, 42.0,61.0,3
2.7,0.0, 13.1,2019-01-15 17:30:00, 41.0,64.0,3
2.4,0.0, 12.3,2019-01-15 17:45:00, 47.0,64.0,3
2.4,0.0, 12.5,2019-01-15 18:00:00, 45.0,65.0,3
2.4,0.0, 13.0,2019-01-15 18:15:00, 48.0,63.0,3
2.4,0.0, 14.2,2019-01-15 18:30:00, 50.0,63.0,3
2.6,0.0, 14.2,2019-01-15 18:45:00, 49.0,62.0,3
2.6,0.0, 13.6,2019-01-15 19:00:00, 46.0,61.0,3
2.5,0.0, 12.5,2019-01-15 19:15:00, 46.0,62.0,3
2.5,0.0, 12.5,2019-01-15 19:30:00, 44.0,62.0,3
2.4,0.0, 11.6,2019-01-15 19:45:00, 47.0,63.0,3
2.6,0.0, 11.2,2019-01-15 20:00:00, 47.0,62.0,3
2.6,0.0, 11.1,2019-01-15 20:15:00, 48.0,62.0,3
2.5,0.0, 12.4,2019-01-15 20:30:00, 49.0,66.0,3
2.5,0.0, 13.2,2019-01-15 20:45:00, 46.0,67.0,3
2.1,0.0, 13.0,2019-01-15 21:00:00, 43.0,68.0,3
1.9,0.0, 13.3,2019-01-15 21:15:00, 42.0,72.0,3
1.8,0.0, 12.7,2019-01-15 21:30:00, 36.0,75.0,3
1.7,0.0, 11.6,2019-01-15 21:45:00, 40.0,72.0,3
1.6,0.0, 10.9,2019-01-15 22:00:00, 34.0,73.0,3
1.5,0.0, 10.9,2019-01-15 22:15:00, 39.0,73.0,3
1.7,0.0, 13.2,2019-01-15 22:30:00, 49.0,72.0,3
1.9,0.0, 13.3,2019-01-15 22:45:00, 49.0,72.0,3
2.0,0.0, 10.6,2019-01-15 23:00:00, 49.0,70.0,3
1.9,0.0, 12.8,2019-01-15 23:15:00, 51.0,71.0,3
1.8,0.0, 11.6,2019-01-15 23:30:00, 48.0,70.0,3
1.7,0.0, 11.0,2019-01-15 23:45:00, 43.0,72.0,3
1.4,0.0, 12.0,2019-01-16 00:00:00, 51.0,72.0,3
1.5,0.0, 13.0,2019-01-16 00:15:00, 50.0,73.0,3
1.5,0.0, 11.6,2019-01-16 00:30:00, 47.0,73.0,3
1.3,0.0, 12.8,2019-01-16 00:45:00, 51.0,74.0,3
1.2,0.0, 12.5,2019-01-16 01:00:00, 58.0,77.0,3
1.1,0.0, 13.9,2019-01-16 01:15:00, 54.0,77.0,3
1.1,0.0, 13.2,2019-01-16 01:30:00, 56.0,78.0,3
1.1,0.0, 12.5,2019-01-16 01:45:00, 55.0,78.0,3
1.0,0.0, 11.6,2019-01-16 02:00:00, 54.0,78.0,3
0.8,0.0, 11.6,2019-01-16 02:15:00, 54.0,79.0,3
0.7,0.0, 15.1,2019-01-16 02:30:00, 54.0,79.0,3
0.9,0.0, 10.6,2019-01-16 02:45:00, 54.0,78.0,3
0.8,0.0, 12.6,2019-01-16 03:00:00, 50.0,79.0,3
0.8,0.0, 12.2,2019-01-16 03:15:00, 46.0,79.0,3
1.0,0.0, 12.7,2019-01-16 03:30:00, 49.0,79.0,3
1.0,0.0, 13.1,2019-01-16 03:45:00, 52.0,78.0,3
1.0,0.0, 15.2,2019-01-16 04:00:00, 52.0,79.0,3
0.9,0.0, 16.0,2019-01-16 04:15:00, 56.0,79.0,3
0.7,0.0, 14.6,2019-01-16 04:30:00, 54.0,80.0,3
0.4,0.0, 12.8,2019-01-16 04:45:00, 44.0,81.0,3
0.2,0.0, 11.4,2019-01-16 05:00:00, 39.0,82.0,3
0.0,0.0, 12.0,2019-01-16 05:15:00, 32.0,83.0,3
0.1,0.0, 11.5,2019-01-16 05:30:00, 37.0,82.0,3
0.2,0.0, 14.0,2019-01-16 05:45:00, 54.0,81.0,3
0.4,0.0, 13.9,2019-01-16 06:00:00, 48.0,81.0,3
0.3,0.0, 13.2,2019-01-16 06:15:00, 41.0,80.0,3
0.2,0.0, 14.7,2019-01-16 06:30:00, 46.0,80.0,3
0.1,0.0, 13.9,2019-01-16 06:45:00, 46.0,79.0,3
0.4,0.0, 12.4,2019-01-16 07:00:00, 30.0,79.0,3
0.3,0.0, 12.4,2019-01-16 07:15:00, 41.0,78.0,3
0.6,0.0, 14.6,2019-01-16 07:30:00, 44.0,77.0,3
1.0,0.0, 13.6,2019-01-16 07:45:00, 43.0,75.0,3
1.2,0.0, 14.3,2019-01-16 08:00:00, 42.0,75.0,3
1.2,0.0, 11.6,2019-01-16 08:15:00, 44.0,75.0,3
1.6,0.0, 10.6,2019-01-16 08:30:00, 40.0,71.0,3
1.7,0.0, 13.8,2019-01-16 08:45:00, 52.0,71.0,3
1.9,0.0, 13.1,2019-01-16 09:00:00, 51.0,70.0,3
2.3,0.0, 12.2,2019-01-16 09:15:00, 51.0,70.0,3
