snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
0.0, None, None,2016-11-04 00:00:00,5.4, None, None,45
0.0, None, None,2016-11-04 01:00:00,4.7, None, None,45
0.0, None, None,2016-11-04 02:00:00,4.6, None, None,45
0.0, None, None,2016-11-04 03:00:00,5.4, None, None,45
0.0, None, None,2016-11-04 04:00:00,5.3, None, None,45
0.0, None, None,2016-11-04 05:00:00,5.7, None, None,45
0.0, None, None,2016-11-04 06:00:00,5.7, None, None,45
0.0, None, None,2016-11-04 07:00:00,5.9, None, None,45
0.0, None, None,2016-11-04 08:00:00,6.5, None, None,45
0.0, None, None,2016-11-04 09:00:00,6.5, None, None,45
0.0, None, None,2016-11-04 10:00:00,7.2, None, None,45
0.0, None, None,2016-11-04 11:00:00,7.5, None, None,45
0.0, None, None,2016-11-04 12:00:00,7.9, None, None,45
0.0, None, None,2016-11-04 13:00:00,8.1, None, None,45
0.0, None, None,2016-11-04 14:00:00,6.9, None, None,45
0.0, None, None,2016-11-04 15:00:00,5.5, None, None,45
0.0, None, None,2016-11-04 16:00:00,5.9, None, None,45
0.0, None, None,2016-11-04 17:00:00,7.8, None, None,45
None, None, None,2016-11-04 18:00:00,9.3, None, None,45
None, None, None,2016-11-04 19:00:00,10.5, None, None,45
None, None, None,2016-11-04 20:00:00,9.9, None, None,45
None, None, None,2016-11-04 21:00:00,10.6, None, None,45
None, None, None,2016-11-04 22:00:00,9.6, None, None,45
None, None, None,2016-11-04 23:00:00,8.3, None, None,45
None, None, None,2016-11-05 00:00:00,9.5, None, None,45
None, None, None,2016-11-05 01:00:00,7.4, None, None,45
None, None, None,2016-11-05 02:00:00,8.1, None, None,45
None, None, None,2016-11-05 03:00:00,7.9, None, None,45
None, None, None,2016-11-05 04:00:00,8.3, None, None,45
None, None, None,2016-11-05 05:00:00,8.2, None, None,45
0.0, None, None,2016-11-05 06:00:00,7.3, None, None,45
None, None, None,2016-11-05 07:00:00,10.2, None, None,45
None, None, None,2016-11-05 08:00:00,8.6, None, None,45
0.0, None, None,2016-11-05 09:00:00,6.7, None, None,45
0.0, None, None,2016-11-05 10:00:00,6.5, None, None,45
0.0, None, None,2016-11-05 11:00:00,5.9, None, None,45
0.0, None, None,2016-11-05 12:00:00,5.9, None, None,45
0.0, None, None,2016-11-05 13:00:00,5.6, None, None,45
0.0, None, None,2016-11-05 14:00:00,4.9, None, None,45
0.0, None, None,2016-11-05 15:00:00,4.5, None, None,45
