pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,12.7,12.6, 1018.8, 0.0, None,18.1,73.0,2022-07-23 00:00:00, None,8.0, 924.0,30
None,12.6,12.5, 1018.7, 0.0, None,18.1,74.0,2022-07-23 01:00:00, None,8.0, 924.0,30
None,11.8,11.8, 1018.6, 0.0, None,18.1,78.0,2022-07-23 02:00:00, None,8.0, 924.0,30
None,11.8,11.6, 1018.5, -0.1, None,18.1,81.0,2022-07-23 03:00:00, None,9.0, 924.0,30
None,11.8,11.4, 1018.5, 0.1, None,18.1,81.0,2022-07-23 04:00:00, None,8.0, 924.0,30
None,11.4,11.3, 1018.5, 0.1, None,18.1,84.0,2022-07-23 05:00:00, None,9.0, 924.0,30
None,10.7,10.6, 1019.8, 0.0, None,18.1,90.0,2022-07-23 06:00:00, None,10.0, 925.0,30
None,10.7,10.5, 1019.8, 0.0, None,10.8,90.0,2022-07-23 07:00:00, None,9.0, 925.0,30
None,10.5,10.4, 1019.9, 0.0, None,10.9,92.0,2022-07-23 08:00:00, None,9.0, 925.0,30
None,11.0,10.4, 1020.0, 0.0, None,10.9,90.0,2022-07-23 09:00:00, None,9.0, 925.0,30
None,11.6,10.4, 1020.1, 0.0, None,11.7,86.0,2022-07-23 10:00:00, None,9.0, 925.0,30
None,12.9,10.4, 1020.0, 0.2, None,12.8,82.0,2022-07-23 11:00:00, None,10.0, 925.0,30
None,12.1,10.4, 1020.1, 0.1, None,13.0,83.0,2022-07-23 12:00:00, None,9.0, 925.0,30
None,11.7,10.4, 1021.3, 0.0, None,13.0,85.0,2022-07-23 13:00:00, None,9.0, 926.0,30
None,11.3,10.4, 1021.4, 0.0, None,13.0,91.0,2022-07-23 14:00:00, None,10.0, 926.0,30
None,11.3,10.4, 1021.4, 0.0, None,13.0,89.0,2022-07-23 15:00:00, None,9.0, 926.0,30
None,11.8,10.4, 1021.3, -0.1, None,13.0,84.0,2022-07-23 16:00:00, None,9.0, 926.0,30
None,11.2,10.4, 1021.4, -0.2, None,13.0,87.0,2022-07-23 17:00:00, None,9.0, 926.0,30
None,11.1,10.4, 1021.5, 0.2, None,13.0,86.0,2022-07-23 18:00:00, None,9.0, 926.0,30
