pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
0.0, 15.98, 58.26, 25.3, None, 54.05, 5.064, 136.7, 8.0, None, 16.0, 16.1, 8.0, 0.0, None, None, 58.0,2022-07-23 00:00:00, None,30
0.0, 14.15, 65.11, 25.3, None, 40.61, 6.239, 119.9, 8.0, None, 14.2, 14.0, 8.0, 0.0, None, None, 65.0,2022-07-23 01:00:00, None,30
0.0, 13.87, 66.75, 25.3, None, 15.77, 8.72, 110.1, 8.0, None, 13.9, 13.0, 8.0, 0.0, None, None, 67.0,2022-07-23 02:00:00, None,30
0.0, 12.96, 70.2, 25.3, None, 18.61, 8.7, 110.2, 8.0, None, 13.0, 12.6, 8.0, 0.0, None, None, 70.0,2022-07-23 03:00:00, None,30
0.0, 11.43, 76.41, 25.3, None, 26.21, 5.925, 115.4, 8.0, None, 11.4, 11.4, 8.0, 0.0, None, None, 76.0,2022-07-23 04:00:00, None,30
0.0, 10.83, 81.8, 25.3, None, 57.26, 2.039, 146.5, 8.0, None, 10.8, 10.6, 8.0, 0.0, None, None, 82.0,2022-07-23 05:00:00, None,30
0.0, 11.04, 82.1, 25.3, None, 39.42, 3.197, 132.8, 8.0, None, 11.0, 10.2, 8.0, 0.0, None, None, 82.0,2022-07-23 06:00:00, None,30
0.0, 12.58, 72.28, 12.9, None, 38.74, 7.25, 106.1, 8.0, None, 12.6, 10.9, 8.0, 0.0, None, None, 72.0,2022-07-23 07:00:00, None,30
0.0, 16.06, 65.05, 15.9, None, 35.0, 5.35, 74.82, 10.0, None, 16.1, 10.9, 10.0, 0.0, None, None, 65.0,2022-07-23 08:00:00, None,30
0.0, 18.3, 57.52, 18.2, None, 67.8, 4.188, 287.0, 11.0, None, 18.3, 10.9, 11.0, 0.0, None, None, 58.0,2022-07-23 09:00:00, None,30
0.0, 20.02, 51.22, 19.9, None, 51.34, 4.453, 46.83, 11.0, None, 20.0, 10.9, 11.0, 0.0, None, None, 51.0,2022-07-23 10:00:00, None,30
0.0, 21.72, 44.71, 21.8, None, 65.46, 3.715, 330.1, 9.0, None, 21.7, 10.9, 9.0, 0.0, None, None, 45.0,2022-07-23 11:00:00, None,30
0.0, 24.11, 36.37, 24.0, None, 62.11, 5.308, 21.01, 8.0, None, 24.1, 10.9, 8.0, 0.0, None, None, 36.0,2022-07-23 12:00:00, None,30
0.0, 25.41, 32.2, 25.4, None, 64.75, 5.244, 15.18, 7.0, None, 25.4, 10.9, 7.0, 0.0, None, None, 32.0,2022-07-23 13:00:00, None,30
0.0, 25.56, 25.71, 26.4, None, 59.33, 5.614, 339.3, 4.0, None, 25.6, 10.9, 4.0, 0.0, None, None, 26.0,2022-07-23 14:00:00, None,30
0.0, 26.48, 23.57, 27.3, None, 45.25, 7.305, 316.1, 4.0, None, 26.5, 10.9, 4.0, 0.0, None, None, 24.0,2022-07-23 15:00:00, None,30
0.0, 27.73, 23.26, 28.5, None, 56.89, 5.689, 350.8, 5.0, None, 27.7, 10.9, 5.0, 0.0, None, None, 23.0,2022-07-23 16:00:00, None,30
0.0, 27.25, 24.94, 28.5, None, 65.8, 6.848, 324.9, 6.0, None, 27.3, 10.9, 6.0, 0.0, None, None, 25.0,2022-07-23 17:00:00, None,30
0.0, 28.32, 24.15, 28.5, None, 54.31, 5.354, 46.26, 6.0, None, 28.3, 10.9, 6.0, 0.0, None, None, 24.0,2022-07-23 18:00:00, None,30
0.0, 27.5, 26.87, 28.4, None, 62.16, 4.195, 311.3, 7.0, None, 27.5, 27.0, 7.0, 0.0, None, None, 27.0,2022-07-23 19:00:00, None,30
0.0, 24.47, 31.7, 28.4, None, 62.08, 1.474, 177.2, 7.0, None, 24.5, 24.4, 7.0, 0.0, None, None, 32.0,2022-07-23 20:00:00, None,30
0.0, 21.64, 38.64, 28.4, None, 31.79, 2.033, 176.5, 7.0, None, 21.6, 21.3, 7.0, 0.0, None, None, 39.0,2022-07-23 21:00:00, None,30
0.0, 18.85, 46.86, 28.4, None, 35.92, 1.223, 166.6, 8.0, None, 18.9, 18.8, 8.0, 0.0, None, None, 47.0,2022-07-23 22:00:00, None,30
0.0, 16.82, 53.92, 28.4, None, 49.16, 1.307, 176.0, 7.0, None, 16.8, 16.9, 7.0, 0.0, None, None, 54.0,2022-07-23 23:00:00, None,30
0.0, 15.94, 58.2, 28.4, None, 57.46, 0.876, 223.9, 8.0, None, 15.9, 16.1, 8.0, 0.0, None, None, 58.0,2022-07-24 00:00:00, None,30
0.0, 14.45, 65.74, 28.4, None, 66.31, 0.861, 184.8, 8.0, None, 14.5, 14.4, 8.0, 0.0, None, None, 66.0,2022-07-24 01:00:00, None,30
0.0, 13.41, 73.48, 28.4, None, 59.26, 0.419, 203.5, 9.0, None, 13.4, 13.4, 9.0, 0.0, None, None, 73.0,2022-07-24 02:00:00, None,30
0.0, 12.81, 79.14, 28.4, None, 71.66, 0.544, 163.2, 9.0, None, 12.8, 12.8, 9.0, 0.0, None, None, 79.0,2022-07-24 03:00:00, None,30
0.0, 13.2, 74.94, 28.4, None, 48.79, 1.473, 147.6, 9.0, None, 13.2, 12.7, 9.0, 0.0, None, None, 75.0,2022-07-24 04:00:00, None,30
0.0, 12.13, 82.8, 28.4, None, 63.05, 2.164, 170.1, 10.0, None, 12.1, 12.0, 10.0, 0.0, None, None, 83.0,2022-07-24 05:00:00, None,30
0.0, 12.58, 82.4, 28.4, None, 52.01, 0.799, 173.0, 9.0, None, 12.6, 11.5, 9.0, 0.0, None, None, 82.0,2022-07-24 06:00:00, None,30
0.0, 14.28, 71.33, 14.3, None, 76.69, 1.991, 16.99, 10.0, None, 14.3, 12.2, 10.0, 0.0, None, None, 71.0,2022-07-24 07:00:00, None,30
0.0, 17.93, 61.89, 17.8, None, 61.7, 2.949, 21.65, 11.0, None, 17.9, 12.2, 11.0, 0.0, None, None, 62.0,2022-07-24 08:00:00, None,30
0.0, 20.47, 54.33, 20.4, None, 29.47, 2.993, 9.21, 11.0, None, 20.5, 12.2, 11.0, 0.0, None, None, 54.0,2022-07-24 09:00:00, None,30
0.0, 22.82, 39.66, 22.9, None, 24.45, 6.392, 295.2, 8.0, None, 22.8, 12.2, 8.0, 0.0, None, None, 40.0,2022-07-24 10:00:00, None,30
0.0, 24.85, 30.41, 25.0, None, 51.93, 3.95, 16.59, 7.0, None, 24.9, 12.2, 7.0, 0.0, None, None, 30.0,2022-07-24 11:00:00, None,30
0.0, 26.69, 26.24, 26.7, None, 59.04, 3.772, 27.1, 6.0, None, 26.7, 12.2, 6.0, 0.0, None, None, 26.0,2022-07-24 12:00:00, None,30
0.0, 27.15, 27.73, 27.2, None, 56.32, 3.734, 7.007, 7.0, None, 27.2, 12.2, 7.0, 0.0, None, None, 28.0,2022-07-24 13:00:00, None,30
0.0, 27.48, 27.59, 27.9, None, 64.92, 4.769, 351.8, 8.0, None, 27.5, 12.2, 8.0, 0.0, None, None, 28.0,2022-07-24 14:00:00, None,30
0.0, 28.14, 26.11, 28.6, None, 63.88, 5.577, 29.25, 6.0, None, 28.1, 12.2, 6.0, 0.0, None, None, 26.0,2022-07-24 15:00:00, None,30
0.0, 28.64, 25.41, 28.8, None, 44.3, 5.32, 313.3, 7.0, None, 28.6, 12.2, 7.0, 0.0, None, None, 25.0,2022-07-24 16:00:00, None,30
0.0, 29.02, 24.5, 29.1, None, 68.75, 3.172, 324.8, 6.0, None, 29.0, 12.2, 6.0, 0.0, None, None, 25.0,2022-07-24 17:00:00, None,30
0.0, 29.2, 25.85, 29.6, None, 56.33, 4.24, 328.1, 7.0, None, 29.2, 12.2, 7.0, 0.0, None, None, 26.0,2022-07-24 18:00:00, None,30
0.0, 27.63, 27.11, 29.2, None, 30.39, 7.305, 289.5, 7.0, None, 27.6, 27.4, 7.0, 0.0, None, None, 27.0,2022-07-24 19:00:00, None,30
0.0, 26.14, 28.46, 29.2, None, 69.98, 2.47, 264.3, 6.0, None, 26.1, 25.4, 6.0, 0.0, None, None, 28.0,2022-07-24 20:00:00, None,30
0.0, 24.07, 28.8, 29.2, None, 37.38, 2.117, 219.9, 5.0, None, 24.1, 24.1, 5.0, 0.0, None, None, 29.0,2022-07-24 21:00:00, None,30
0.0, 20.98, 36.98, 29.2, None, 43.6, 1.833, 201.8, 6.0, None, 21.0, 21.0, 6.0, 0.0, None, None, 37.0,2022-07-24 22:00:00, None,30
0.0, 20.67, 44.36, 29.2, None, 57.24, 2.583, 206.0, 8.0, None, 20.7, 20.3, 8.0, 0.0, None, None, 44.0,2022-07-24 23:00:00, None,30
0.0, 19.4, 48.17, 29.2, None, 59.04, 1.616, 178.5, 8.0, None, 19.4, 19.3, 8.0, 0.0, None, None, 48.0,2022-07-25 00:00:00, None,30
0.0, 17.19, 54.89, 29.2, None, 48.63, 1.675, 162.6, 8.0, None, 17.2, 17.3, 8.0, 0.0, None, None, 55.0,2022-07-25 01:00:00, None,30
0.0, 15.65, 63.57, 29.2, None, 21.15, 1.941, 167.2, 8.0, None, 15.7, 15.7, 8.0, 0.0, None, None, 64.0,2022-07-25 02:00:00, None,30
0.0, 13.89, 67.92, 29.2, None, 56.3, 0.967, 146.5, 8.0, None, 13.9, 13.9, 8.0, 0.0, None, None, 68.0,2022-07-25 03:00:00, None,30
0.0, 12.74, 69.3, 29.2, None, 41.82, 1.111, 148.7, 7.0, None, 12.7, 12.9, 7.0, 0.0, None, None, 69.0,2022-07-25 04:00:00, None,30
0.0, 12.02, 72.64, 29.2, None, 62.17, 0.78, 155.2, 8.0, None, 12.0, 12.0, 8.0, 0.0, None, None, 73.0,2022-07-25 05:00:00, None,30
0.0, 12.4, 71.71, 29.2, None, 64.79, 1.144, 144.1, 7.0, None, 12.4, 11.3, 7.0, 0.0, None, None, 72.0,2022-07-25 06:00:00, None,30
0.0, 14.24, 64.5, 14.4, None, 47.2, 1.764, 51.57, 8.0, None, 14.2, 12.2, 8.0, 0.0, None, None, 65.0,2022-07-25 07:00:00, None,30
0.0, 17.71, 59.02, 17.7, None, 45.65, 2.187, 37.8, 9.0, None, 17.7, 12.2, 9.0, 0.0, None, None, 59.0,2022-07-25 08:00:00, None,30
0.0, 20.68, 42.94, 20.7, None, 36.54, 2.198, 14.13, 7.0, None, 20.7, 12.2, 7.0, 0.0, None, None, 43.0,2022-07-25 09:00:00, None,30
0.0, 22.48, 40.22, 22.5, None, 46.46, 3.669, 327.9, 8.0, None, 22.5, 12.2, 8.0, 0.0, None, None, 40.0,2022-07-25 10:00:00, None,30
0.0, 23.46, 38.07, 23.8, None, 56.46, 5.854, 323.2, 9.0, None, 23.5, 12.2, 9.0, 0.0, None, None, 38.0,2022-07-25 11:00:00, None,30
0.0, 24.92, 36.57, 25.2, None, 57.72, 6.241, 27.27, 9.0, None, 24.9, 12.2, 9.0, 0.0, None, None, 37.0,2022-07-25 12:00:00, None,30
0.0, 25.04, 36.72, 25.8, None, 60.63, 4.598, 347.2, 9.0, None, 25.0, 12.2, 9.0, 0.0, None, None, 37.0,2022-07-25 13:00:00, None,30
0.0, 26.16, 35.3, 27.3, None, 58.66, 5.11, 351.9, 10.0, None, 26.2, 12.2, 10.0, 0.0, None, None, 35.0,2022-07-25 14:00:00, None,30
0.0, 27.26, 34.31, 27.3, None, 67.01, 5.32, 328.9, 10.0, None, 27.3, 12.2, 10.0, 0.0, None, None, 34.0,2022-07-25 15:00:00, None,30
0.0, 27.64, 33.43, 28.1, None, 71.87, 5.131, 319.2, 10.0, None, 27.6, 12.2, 10.0, 0.0, None, None, 33.0,2022-07-25 16:00:00, None,30
0.0, 27.79, 32.37, 28.7, None, 58.78, 5.848, 328.0, 9.0, None, 27.8, 12.2, 9.0, 0.0, None, None, 32.0,2022-07-25 17:00:00, None,30
0.0, 28.16, 32.73, 28.9, None, 61.69, 6.049, 347.4, 10.0, None, 28.2, 12.2, 10.0, 0.0, None, None, 33.0,2022-07-25 18:00:00, None,30
0.0, 27.65, 34.42, 28.6, None, 52.69, 6.063, 40.13, 11.0, None, 27.7, 27.3, 11.0, 0.0, None, None, 34.0,2022-07-25 19:00:00, None,30
None, 25.42, 41.71, None, None, 47.15, 5.49, 78.0, None, None, None, None, 11.0, None, None, None, None,2022-07-25 20:00:00, None,30
0.0, 23.59, 46.07, 28.6, None, 35.73, 4.691, 93.5, 12.0, None, 23.6, 23.6, 12.0, 0.0, None, None, 46.0,2022-07-25 21:00:00, None,30
0.0, 21.1, 54.06, 28.6, None, 48.68, 2.781, 188.0, 11.0, None, 21.1, 20.7, 11.0, 0.0, None, None, 54.0,2022-07-25 22:00:00, None,30
0.0, 19.12, 59.46, 28.6, None, 34.01, 1.982, 182.0, 11.0, None, 19.1, 19.2, 11.0, 0.0, None, None, 59.0,2022-07-25 23:00:00, None,30
0.0, 18.0, 63.6, 28.6, None, 44.41, 1.286, 168.2, 11.0, None, 18.0, 18.0, 11.0, 0.0, None, None, 64.0,2022-07-26 00:00:00, None,30
0.0, 16.47, 68.65, 28.6, None, 54.43, 0.907, 173.7, 10.0, None, 16.5, 16.5, 10.0, 0.0, None, None, 69.0,2022-07-26 01:00:00, None,30
0.0, 15.04, 74.81, 28.6, None, 61.94, 0.597, 181.6, 11.0, None, 15.0, 14.9, 11.0, 0.0, None, None, 75.0,2022-07-26 02:00:00, None,30
0.0, 14.54, 77.01, 28.6, None, 65.02, 0.694, 140.9, 11.0, None, 14.5, 14.4, 11.0, 0.0, None, None, 77.0,2022-07-26 03:00:00, None,30
