RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
82.7, None, None, None,1.145,313.7, None, None,9.0,976.0, None, None, None, None, None, None, None, None,11.79, None, None, None, None,58.71, None, None, None, None, None, None,2016-08-19 00:00:00, None,34
85.6, None, None, None,1.344,284.7, None, None,8.0,976.0, None, None, None, None, None, None, None, None,10.69, None, None, None, None,69.77, None, None, None, None, None, None,2016-08-19 01:00:00, None,34
87.0, None, None, None,1.372,316.2, None, None,8.0,976.0, None, None, None, None, None, None, None, None,9.72, None, None, None, None,73.14, None, None, None, None, None, None,2016-08-19 02:00:00, None,34
89.7, None, None, None,1.059,286.5, None, None,7.0,976.0, None, None, None, None, None, None, None, None,8.74, None, None, None, None,68.15, None, None, None, None, None, None,2016-08-19 03:00:00, None,34
90.5, None, None, None,0.816,328.4, None, None,7.0,976.0, None, None, None, None, None, None, None, None,8.05, None, None, None, None,67.25, None, None, None, None, None, None,2016-08-19 04:00:00, None,34
93.9, None, None, None,1.705,358.1, None, None,7.0,977.0, None, None, None, None, None, None, None, None,7.53, None, None, None, None,52.99, None, None, None, None, None, None,2016-08-19 05:00:00, None,34
93.4, None, None, None,1.165,5.12, None, None,6.0,977.0, None, None, None, None, None, None, None, None,7.184, None, None, None, None,56.42, None, None, None, None, None, None,2016-08-19 06:00:00, None,34
95.1, None, None, None,0.495,288.0, None, None,7.0,977.0, None, None, None, None, None, None, None, None,7.483, None, None, None, None,43.49, None, None, None, None, None, None,2016-08-19 07:00:00, None,34
77.3, None, None, None,0.371,60.78, None, None,7.0,977.0, None, None, None, None, None, None, None, None,11.37, None, None, None, None,63.0, None, None, None, None, None, None,2016-08-19 08:00:00, None,34
63.63, None, None, None,1.011,58.05, None, None,10.0,977.0, None, None, None, None, None, None, None, None,16.55, None, None, None, None,34.15, None, None, None, None, None, None,2016-08-19 09:00:00, None,34
45.04, None, None, None,2.213,33.27, None, None,7.0,977.0, None, None, None, None, None, None, None, None,20.01, None, None, None, None,43.71, None, None, None, None, None, None,2016-08-19 10:00:00, None,34
36.31, None, None, None,2.843,174.0, None, None,7.0,976.0, None, None, None, None, None, None, None, None,23.06, None, None, None, None,42.64, None, None, None, None, None, None,2016-08-19 11:00:00, None,34
28.03, None, None, None,5.03,193.9, None, None,7.0,976.0, None, None, None, None, None, None, None, None,26.18, None, None, None, None,36.08, None, None, None, None, None, None,2016-08-19 12:00:00, None,34
25.78, None, None, None,6.245,148.1, None, None,7.0,975.0, None, None, None, None, None, None, None, None,28.5, None, None, None, None,54.82, None, None, None, None, None, None,2016-08-19 13:00:00, None,34
24.24, None, None, None,7.794,163.9, None, None,7.0,974.0, None, None, None, None, None, None, None, None,30.22, None, None, None, None,38.74, None, None, None, None, None, None,2016-08-19 14:00:00, None,34
21.81, None, None, None,7.916,166.4, None, None,6.0,973.0, None, None, None, None, None, None, None, None,31.06, None, None, None, None,35.92, None, None, None, None, None, None,2016-08-19 15:00:00, None,34
20.46, None, None, None,4.851,156.2, None, None,7.0,972.0, None, None, None, None, None, None, None, None,31.97, None, None, None, None,44.18, None, None, None, None, None, None,2016-08-19 16:00:00, None,34
21.33, None, None, None,5.656,164.5, None, None,6.0,971.0, None, None, None, None, None, None, None, None,31.66, None, None, None, None,40.78, None, None, None, None, None, None,2016-08-19 17:00:00, None,34
22.31, None, None, None,5.209,169.6, None, None,7.0,971.0, None, None, None, None, None, None, None, None,31.45, None, None, None, None,32.57, None, None, None, None, None, None,2016-08-19 18:00:00, None,34
41.28, None, None, None,2.063,190.7, None, None,11.0,970.0, None, None, None, None, None, None, None, None,24.86, None, None, None, None,63.28, None, None, None, None, None, None,2016-08-19 19:00:00, None,34
60.38, None, None, None,1.183,3.9, None, None,12.0,970.0, None, None, None, None, None, None, None, None,20.27, None, None, None, None,51.65, None, None, None, None, None, None,2016-08-19 20:00:00, None,34
68.62, None, None, None,1.444,319.7, None, None,12.0,970.0, None, None, None, None, None, None, None, None,18.16, None, None, None, None,63.12, None, None, None, None, None, None,2016-08-19 21:00:00, None,34
73.69, None, None, None,0.935,318.3, None, None,11.0,970.0, None, None, None, None, None, None, None, None,16.26, None, None, None, None,62.06, None, None, None, None, None, None,2016-08-19 22:00:00, None,34
79.6, None, None, None,1.053,354.8, None, None,11.0,970.0, None, None, None, None, None, None, None, None,14.62, None, None, None, None,72.2, None, None, None, None, None, None,2016-08-19 23:00:00, None,34
80.6, None, None, None,0.502,338.3, None, None,10.0,970.0, None, None, None, None, None, None, None, None,13.56, None, None, None, None,46.62, None, None, None, None, None, None,2016-08-20 00:00:00, None,34
84.1, None, None, None,1.061,355.1, None, None,10.0,970.0, None, None, None, None, None, None, None, None,12.83, None, None, None, None,69.31, None, None, None, None, None, None,2016-08-20 01:00:00, None,34
88.5, None, None, None,0.703,325.0, None, None,10.0,970.0, None, None, None, None, None, None, None, None,11.67, None, None, None, None,41.43, None, None, None, None, None, None,2016-08-20 02:00:00, None,34
90.3, None, None, None,0.941,325.1, None, None,9.0,970.0, None, None, None, None, None, None, None, None,10.69, None, None, None, None,44.51, None, None, None, None, None, None,2016-08-20 03:00:00, None,34
92.8, None, None, None,0.773,320.8, None, None,9.0,970.0, None, None, None, None, None, None, None, None,9.82, None, None, None, None,30.82, None, None, None, None, None, None,2016-08-20 04:00:00, None,34
94.6, None, None, None,0.343,249.7, None, None,8.0,970.0, None, None, None, None, None, None, None, None,9.13, None, None, None, None,61.81, None, None, None, None, None, None,2016-08-20 05:00:00, None,34
