pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,1.402, None,2018-04-09 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.35,15
None, None,1.159, None,2018-04-09 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.44,15
None, None,1.158, None,2018-04-09 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.38,15
None, None,1.261, None,2018-04-09 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.49,15
None, None,1.084, None,2018-04-09 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.38,15
None, None,1.177, None,2018-04-09 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.75,15
None, None,0.999, None,2018-04-09 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.87,15
None, None,1.018, None,2018-04-09 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.02,15
None, None,1.149, None,2018-04-09 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.17,15
None, None,1.786, None,2018-04-09 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.14,15
None, None,2.789, None,2018-04-09 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.15,15
None, None,4.557, None,2018-04-09 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.07,15
None, None,5.811, None,2018-04-09 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.63,15
None, None,7.17, None,2018-04-09 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.63,15
None, None,8.78, None,2018-04-09 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.08,15
None, None,8.4, None,2018-04-09 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.54,15
None, None,10.11, None,2018-04-09 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.19,15
None, None,9.3, None,2018-04-09 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.38,15
None, None,6.882, None,2018-04-09 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.37,15
None, None,5.12, None,2018-04-09 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.81,15
None, None,3.19, None,2018-04-09 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.53,15
None, None,2.255, None,2018-04-09 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.43,15
None, None,1.017, None,2018-04-09 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.46,15
None, None,0.737, None,2018-04-09 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.34,15
None, None,-0.423, None,2018-04-10 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.37,15
None, None,-0.601, None,2018-04-10 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.37,15
None, None,-0.582, None,2018-04-10 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.44,15
None, None,-0.732, None,2018-04-10 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.48,15
None, None,-0.845, None,2018-04-10 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.43,15
None, None,-0.63, None,2018-04-10 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.31,15
None, None,-0.19, None,2018-04-10 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.46,15
None, None,0.466, None,2018-04-10 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.28,15
None, None,0.784, None,2018-04-10 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.39,15
None, None,4.908, None,2018-04-10 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.16,15
None, None,3.471, None,2018-04-10 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.17,15
None, None,4.405, None,2018-04-10 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.44,15
None, None,6.409, None,2018-04-10 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 18.86,15
None, None,10.8, None,2018-04-10 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 18.86,15
None, None,10.72, None,2018-04-10 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 18.56,15
None, None,10.1, None,2018-04-10 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 17.96,15
None, None,9.0, None,2018-04-10 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 16.21,15
None, None,6.836, None,2018-04-10 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 16.36,15
None, None,3.951, None,2018-04-10 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 16.03,15
None, None,4.037, None,2018-04-10 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 14.8,15
None, None,2.667, None,2018-04-10 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 14.94,15
None, None,2.231, None,2018-04-10 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 14.67,15
None, None,1.252, None,2018-04-10 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 14.79,15
None, None,0.166, None,2018-04-10 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 14.95,15
None, None,-0.171, None,2018-04-11 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.19,15
None, None,-0.283, None,2018-04-11 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.08,15
None, None,-0.639, None,2018-04-11 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.0,15
None, None,-0.976, None,2018-04-11 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.11,15
None, None,-0.058, None,2018-04-11 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.17,15
None, None,-0.939, None,2018-04-11 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.17,15
None, None,-0.386, None,2018-04-11 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.23,15
None, None,-0.171, None,2018-04-11 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.17,15
None, None,0.045, None,2018-04-11 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.13,15
None, None,0.7, None,2018-04-11 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.15,15
None, None,3.493, None,2018-04-11 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.34,15
None, None,5.5, None,2018-04-11 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 15.83,15
None, None,9.95, None,2018-04-11 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 14.67,15
None, None,10.5, None,2018-04-11 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 13.24,15
None, None,10.47, None,2018-04-11 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 11.74,15
None, None,11.2, None,2018-04-11 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 11.92,15
None, None,11.41, None,2018-04-11 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 11.08,15
None, None,10.85, None,2018-04-11 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 9.75,15
