WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, 21.6, 2.712, None,57.94,2018-07-30 00:00:00, 61.0,20.9,31
None, 20.9, 1.166, None,68.66,2018-07-30 01:00:00, 57.9,19.54,31
None, 19.5, 1.032, None,76.0,2018-07-30 02:00:00, 68.7,18.21,31
None, 18.2, 0.851, None,73.0,2018-07-30 03:00:00, 76.0,17.37,31
None, 17.4, 0.388998, None,81.0,2018-07-30 04:00:00, 73.0,16.16,31
None, 16.2, 0.382999, None,83.5,2018-07-30 05:00:00, 81.0,15.29,31
None, 15.3, 1.283, None,84.2,2018-07-30 06:00:00, 83.5,15.04,31
None, 15.0, 0.592998, None,83.5,2018-07-30 07:00:00, 84.2,16.07,31
None, 16.1, 0.824998, None,76.3,2018-07-30 08:00:00, 83.5,17.84,31
None, 17.8, 0.933, None,65.9,2018-07-30 09:00:00, 76.3,20.02,31
None, 20.0, 1.405, None,53.25,2018-07-30 10:00:00, 65.9,22.46,31
None, 22.5, 1.259, None,45.35,2018-07-30 11:00:00, 53.3,24.38,31
None, 24.4, 1.691, None,33.33,2018-07-30 12:00:00, 45.4,27.67,31
None, 27.7, 1.527, None,27.36,2018-07-30 13:00:00, 33.3,30.11,31
None, 30.1, 1.612, None,24.49,2018-07-30 14:00:00, 27.4,31.64,31
None, 31.6, 1.877, None,20.49,2018-07-30 15:00:00, 24.5,33.23,31
None, 33.2, 2.079, None,18.57,2018-07-30 16:00:00, 20.5,33.93,31
None, 33.9, 1.659, None,16.21,2018-07-30 17:00:00, 18.6,34.24,31
None, 34.2, 2.298, None,14.55,2018-07-30 18:00:00, 16.2,34.43,31
None, 34.4, 2.097, None,21.95,2018-07-30 19:00:00, 14.6,32.49,31
None, 32.5, 1.182, None,38.28,2018-07-30 20:00:00, 22.0,28.58,31
None, 28.6, 2.167, None,44.42,2018-07-30 21:00:00, 38.3,25.57,31
None, 25.6, 1.781, None,52.43,2018-07-30 22:00:00, 44.4,23.66,31
None, 23.7, 2.034, None,64.61,2018-07-30 23:00:00, 52.4,20.91,31
None, 20.9, 1.303, None,65.6,2018-07-31 00:00:00, 64.6,21.03,31
None, 21.0, 1.145, None,66.89,2018-07-31 01:00:00, 65.6,19.94,31
None, 19.9, 1.126, None,70.7,2018-07-31 02:00:00, 66.9,18.87,31
None, 18.9, 1.616, None,74.8,2018-07-31 03:00:00, 70.7,18.15,31
None, 18.2, 1.451, None,77.7,2018-07-31 04:00:00, 74.8,17.24,31
None, 17.2, 1.147, None,82.2,2018-07-31 05:00:00, 77.7,16.32,31
None, 16.3, 1.018, None,83.0,2018-07-31 06:00:00, 82.2,16.08,31
None, 16.1, 0.847, None,75.5,2018-07-31 07:00:00, 83.0,17.5,31
None, 17.5, 1.116, None,70.6,2018-07-31 08:00:00, 75.5,19.62,31
None, 19.6, 2.463, None,59.4,2018-07-31 09:00:00, 70.6,22.57,31
None, 22.6, 1.445, None,53.48,2018-07-31 10:00:00, 59.4,24.28,31
None, 24.3, 1.245, None,46.5,2018-07-31 11:00:00, 53.5,25.9,31
None, 25.9, 1.11, None,42.14,2018-07-31 12:00:00, 46.5,27.47,31
None, 27.5, 1.429, None,31.63,2018-07-31 13:00:00, 42.1,29.41,31
