AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
None, 0.7, None,2021-12-17 00:00:00, -21.4, -14.1,51
-18.4, None, 533.5,2021-12-17 00:10:00, None, None,51
-18.5, None, 533.5,2021-12-17 00:25:00, None, None,51
-18.5, None, 533.5,2021-12-17 00:40:00, None, None,51
-18.5, None, 533.5,2021-12-17 00:55:00, None, None,51
-18.4, None, 533.5,2021-12-17 01:10:00, None, None,51
-18.7, None, 533.5,2021-12-17 01:25:00, None, None,51
-18.9, None, 533.5,2021-12-17 01:40:00, None, None,51
-19.2, None, 533.5,2021-12-17 01:55:00, None, None,51
-19.3, None, 533.5,2021-12-17 02:10:00, None, None,51
-19.4, None, 533.5,2021-12-17 02:25:00, None, None,51
-19.6, None, 533.5,2021-12-17 02:40:00, None, None,51
-19.8, None, 533.5,2021-12-17 02:55:00, None, None,51
-20.0, None, 534.5,2021-12-17 03:10:00, None, None,51
-20.1, None, 534.5,2021-12-17 03:25:00, None, None,51
-20.3, None, 534.5,2021-12-17 03:40:00, None, None,51
None, None, 534.5,2021-12-17 04:17:00, None, None,51
-20.7, None, 534.5,2021-12-17 04:55:00, None, None,51
-20.7, None, 534.5,2021-12-17 05:10:00, None, None,51
-21.0, None, 534.5,2021-12-17 05:25:00, None, None,51
-21.0, None, 534.5,2021-12-17 05:40:00, None, None,51
-21.2, None, 534.5,2021-12-17 05:55:00, None, None,51
-20.9, None, 534.5,2021-12-17 06:10:00, None, None,51
-20.8, None, 534.5,2021-12-17 06:25:00, None, None,51
-20.7, None, 534.5,2021-12-17 06:40:00, None, None,51
-20.8, None, 534.5,2021-12-17 06:55:00, None, None,51
-21.1, None, 534.5,2021-12-17 07:10:00, None, None,51
-21.1, None, 534.5,2021-12-17 07:25:00, None, None,51
-21.2, None, 534.5,2021-12-17 07:40:00, None, None,51
-21.4, None, 534.5,2021-12-17 07:55:00, None, None,51
-21.2, None, 534.5,2021-12-17 08:10:00, None, None,51
-21.2, None, 534.5,2021-12-17 08:25:00, None, None,51
-20.9, None, 534.5,2021-12-17 08:40:00, None, None,51
-20.5, None, 534.5,2021-12-17 08:55:00, None, None,51
-20.3, None, 534.5,2021-12-17 09:10:00, None, None,51
-19.1, None, 533.5,2021-12-17 09:25:00, None, None,51
-18.5, None, 533.5,2021-12-17 09:40:00, None, None,51
-17.1, None, 533.5,2021-12-17 09:55:00, None, None,51
-17.5, None, 533.5,2021-12-17 10:10:00, None, None,51
-14.1, None, 533.5,2021-12-17 10:25:00, None, None,51
-16.2, None, 533.5,2021-12-17 10:40:00, None, None,51
-17.4, None, 533.5,2021-12-17 10:55:00, None, None,51
-17.9, None, 533.5,2021-12-17 11:10:00, None, None,51
-18.4, None, 533.5,2021-12-17 11:25:00, None, None,51
-18.7, None, 533.5,2021-12-17 11:40:00, None, None,51
-18.7, None, 533.5,2021-12-17 11:55:00, None, None,51
-18.6, None, 533.5,2021-12-17 12:10:00, None, None,51
-18.7, None, 533.5,2021-12-17 12:25:00, None, None,51
-18.8, None, 533.5,2021-12-17 12:40:00, None, None,51
-18.9, None, 533.5,2021-12-17 12:55:00, None, None,51
-18.9, None, 533.5,2021-12-17 13:10:00, None, None,51
-18.7, None, 533.5,2021-12-17 13:25:00, None, None,51
-19.0, None, 533.5,2021-12-17 13:40:00, None, None,51
-19.0, None, 533.5,2021-12-17 13:55:00, None, None,51
-19.1, None, 533.5,2021-12-17 14:10:00, None, None,51
-19.1, None, 533.5,2021-12-17 14:25:00, None, None,51
-19.2, None, 533.5,2021-12-17 14:40:00, None, None,51
None, None, 533.5,2021-12-17 15:17:00, None, None,51
-19.8, None, 533.5,2021-12-17 15:55:00, None, None,51
-19.7, None, 533.5,2021-12-17 16:10:00, None, None,51
-19.8, None, 533.5,2021-12-17 16:25:00, None, None,51
-19.8, None, 533.5,2021-12-17 16:40:00, None, None,51
-19.9, None, 533.5,2021-12-17 16:55:00, None, None,51
-19.8, None, 533.5,2021-12-17 17:10:00, None, None,51
-19.8, None, 533.5,2021-12-17 17:25:00, None, None,51
-20.1, None, 534.5,2021-12-17 17:40:00, None, None,51
-20.1, None, 534.5,2021-12-17 17:55:00, None, None,51
-20.1, None, 534.5,2021-12-17 18:10:00, None, None,51
-20.1, None, 534.5,2021-12-17 18:25:00, None, None,51
-20.1, None, 534.5,2021-12-17 18:40:00, None, None,51
-20.3, None, 534.5,2021-12-17 18:55:00, None, None,51
-20.3, None, 534.5,2021-12-17 19:10:00, None, None,51
-20.5, None, 534.5,2021-12-17 19:25:00, None, None,51
-20.6, None, 534.5,2021-12-17 19:40:00, None, None,51
-20.7, None, 534.5,2021-12-17 19:55:00, None, None,51
-20.9, None, 534.5,2021-12-17 20:10:00, None, None,51
-20.8, None, 534.5,2021-12-17 20:25:00, None, None,51
-20.8, None, 534.5,2021-12-17 20:40:00, None, None,51
-20.9, None, 534.5,2021-12-17 20:55:00, None, None,51
-21.0, None, 534.5,2021-12-17 21:10:00, None, None,51
-20.9, None, 534.5,2021-12-17 21:25:00, None, None,51
-20.8, None, 534.5,2021-12-17 21:40:00, None, None,51
-20.7, None, 534.5,2021-12-17 21:55:00, None, None,51
-20.7, None, 534.5,2021-12-17 22:10:00, None, None,51
-20.8, None, 534.5,2021-12-17 22:25:00, None, None,51
-20.7, None, 534.5,2021-12-17 22:40:00, None, None,51
-20.5, None, 534.5,2021-12-17 22:55:00, None, None,51
-20.5, None, 534.5,2021-12-17 23:10:00, None, None,51
-20.4, None, 534.5,2021-12-17 23:25:00, None, None,51
-20.4, None, 534.5,2021-12-17 23:40:00, None, None,51
-20.1, None, 534.5,2021-12-17 23:55:00, None, None,51
None, 5.0, None,2021-12-18 00:00:00, -20.1, -8.6,51
-20.1, None, 534.5,2021-12-18 00:10:00, None, None,51
-19.8, None, 534.5,2021-12-18 00:25:00, None, None,51
-19.8, None, 534.5,2021-12-18 00:40:00, None, None,51
-19.6, None, 533.5,2021-12-18 00:55:00, None, None,51
-19.4, None, 533.5,2021-12-18 01:10:00, None, None,51
-19.2, None, 533.5,2021-12-18 01:25:00, None, None,51
-18.9, None, 533.5,2021-12-18 01:40:00, None, None,51
-18.8, None, 533.5,2021-12-18 01:55:00, None, None,51
-18.7, None, 533.5,2021-12-18 02:10:00, None, None,51
-18.6, None, 533.5,2021-12-18 02:25:00, None, None,51
-18.4, None, 533.5,2021-12-18 02:40:00, None, None,51
-18.3, None, 533.5,2021-12-18 02:55:00, None, None,51
-18.1, None, 533.5,2021-12-18 03:10:00, None, None,51
-18.0, None, 533.5,2021-12-18 03:25:00, None, None,51
-18.0, None, 533.5,2021-12-18 03:40:00, None, None,51
-17.9, None, 533.5,2021-12-18 03:55:00, None, None,51
-17.8, None, 533.5,2021-12-18 04:10:00, None, None,51
-17.8, None, 533.5,2021-12-18 04:25:00, None, None,51
-17.7, None, 533.5,2021-12-18 04:40:00, None, None,51
-17.6, None, 533.5,2021-12-18 04:55:00, None, None,51
-17.6, None, 533.5,2021-12-18 05:10:00, None, None,51
-17.7, None, 534.5,2021-12-18 05:25:00, None, None,51
-17.6, None, 534.5,2021-12-18 05:40:00, None, None,51
-17.5, None, 534.5,2021-12-18 05:55:00, None, None,51
-17.4, None, 534.5,2021-12-18 06:10:00, None, None,51
-17.5, None, 534.5,2021-12-18 06:25:00, None, None,51
-17.5, None, 534.5,2021-12-18 06:40:00, None, None,51
-17.5, None, 534.5,2021-12-18 06:55:00, None, None,51
-17.3, None, 534.5,2021-12-18 07:10:00, None, None,51
-17.3, None, 534.5,2021-12-18 07:25:00, None, None,51
-17.2, None, 534.5,2021-12-18 07:40:00, None, None,51
-16.4, None, 534.5,2021-12-18 07:55:00, None, None,51
-16.4, None, 534.5,2021-12-18 08:10:00, None, None,51
-16.5, None, 534.5,2021-12-18 08:25:00, None, None,51
-15.9, None, 534.5,2021-12-18 08:40:00, None, None,51
-16.0, None, 534.5,2021-12-18 08:55:00, None, None,51
-15.8, None, 534.5,2021-12-18 09:10:00, None, None,51
-15.7, None, 534.5,2021-12-18 09:25:00, None, None,51
-15.3, None, 534.5,2021-12-18 09:40:00, None, None,51
-14.9, None, 535.6,2021-12-18 09:55:00, None, None,51
-14.8, None, 535.6,2021-12-18 10:10:00, None, None,51
-14.5, None, 535.6,2021-12-18 10:25:00, None, None,51
-14.3, None, 535.6,2021-12-18 10:40:00, None, None,51
-14.0, None, 536.6,2021-12-18 10:55:00, None, None,51
-13.7, None, 536.6,2021-12-18 11:10:00, None, None,51
-13.5, None, 536.6,2021-12-18 11:25:00, None, None,51
-13.3, None, 537.7,2021-12-18 11:40:00, None, None,51
-13.1, None, 537.7,2021-12-18 11:55:00, None, None,51
-13.0, None, 537.7,2021-12-18 12:10:00, None, None,51
-12.7, None, 537.7,2021-12-18 12:25:00, None, None,51
-12.8, None, 538.7,2021-12-18 12:40:00, None, None,51
-12.4, None, 538.7,2021-12-18 12:55:00, None, None,51
-12.0, None, 539.8,2021-12-18 13:10:00, None, None,51
-11.9, None, 539.8,2021-12-18 13:25:00, None, None,51
