pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, 18.64, 49.72, 30.5, 50.0, 8.0, 18.6, 18.7, 8.0, 0.0, 0.0,2020-08-19 00:00:00, -6999.0, 725.0,34
0.0, 17.76, 52.11, 30.5, 52.0, 8.0, 17.8, 17.6, 8.0, 0.0, 0.0,2020-08-19 01:00:00, -6999.0, 725.0,34
0.0, 16.63, 56.61, 30.5, 57.0, 8.0, 16.6, 16.6, 8.0, 0.0, 0.0,2020-08-19 02:00:00, -6999.0, 725.0,34
0.0, 16.15, 59.87, 30.5, 60.0, 8.0, 16.2, 15.9, 8.0, 0.0, 0.0,2020-08-19 03:00:00, -6999.0, 725.0,34
0.0, 15.37, 60.64, 30.5, 61.0, 8.0, 15.4, 15.4, 8.0, 0.0, 0.0,2020-08-19 04:00:00, -6999.0, 725.0,34
0.0, 14.44, 64.78, 30.5, 65.0, 8.0, 14.4, 14.4, 8.0, 0.0, 0.0,2020-08-19 05:00:00, -6999.0, 725.0,34
0.0, 13.61, 65.4, 30.5, 65.0, 8.0, 13.6, 13.7, 8.0, 0.0, 0.0,2020-08-19 06:00:00, -6999.0, 725.0,34
0.0, 13.31, 68.46, 13.8, 68.0, 8.0, 13.3, 13.2, 8.0, 0.0, 0.0,2020-08-19 07:00:00, -6999.0, 725.0,34
0.0, 13.94, 64.23, 14.2, 64.0, 7.0, 13.9, 13.0, 7.0, 0.0, 0.0,2020-08-19 08:00:00, -6999.0, 726.0,34
0.0, 16.79, 51.8, 16.8, 52.0, 7.0, 16.8, 13.0, 7.0, 0.0, 0.0,2020-08-19 09:00:00, -6999.0, 726.0,34
0.0, 20.9, 42.92, 20.8, 43.0, 8.0, 20.9, 13.0, 8.0, 0.0, 0.0,2020-08-19 10:00:00, -6999.0, 725.0,34
0.0, 23.73, 37.97, 23.6, 38.0, 8.0, 23.7, 13.0, 8.0, 0.0, 0.0,2020-08-19 11:00:00, -6999.0, 725.0,34
0.0, 26.47, 26.54, 26.7, 27.0, 6.0, 26.5, 13.0, 6.0, 0.0, 0.0,2020-08-19 12:00:00, -6999.0, 724.0,34
0.0, 28.16, 21.93, 28.3, 22.0, 4.0, 28.2, 13.0, 4.0, 0.0, 0.0,2020-08-19 13:00:00, -6999.0, 723.0,34
0.0, 29.27, 20.74, 29.5, 21.0, 5.0, 29.3, 13.0, 5.0, 0.0, 0.0,2020-08-19 14:00:00, -6999.0, 723.0,34
0.0, 29.96, 19.64, 30.5, 20.0, 5.0, 30.0, 13.0, 5.0, 0.0, 0.0,2020-08-19 15:00:00, -6999.0, 723.0,34
0.0, 30.39, 17.14, 31.1, 17.0, 3.0, 30.4, 13.0, 3.0, 0.0, 0.0,2020-08-19 16:00:00, -6999.0, 722.0,34
0.0, 29.86, 20.26, 31.1, 20.0, 5.0, 29.9, 13.0, 5.0, 0.0, 0.0,2020-08-19 17:00:00, -6999.0, 722.0,34
0.0, 28.16, 25.08, 31.1, 25.0, 6.0, 28.2, 13.0, 6.0, 0.0, 0.0,2020-08-19 18:00:00, -6999.0, 722.0,34
0.0, 26.62, 30.74, 28.5, 31.0, 8.0, 26.6, 26.7, 8.0, 0.0, 0.0,2020-08-19 19:00:00, -6999.0, 723.0,34
0.0, 25.18, 35.14, 28.5, 35.0, 9.0, 25.2, 24.8, 9.0, 0.0, 0.0,2020-08-19 20:00:00, -6999.0, 723.0,34
0.0, 21.84, 44.36, 28.5, 44.0, 9.0, 21.8, 22.1, 9.0, 0.0, 0.0,2020-08-19 21:00:00, -6999.0, 723.0,34
0.0, 20.56, 49.95, 28.5, 50.0, 10.0, 20.6, 20.5, 10.0, 0.0, 0.0,2020-08-19 22:00:00, -6999.0, 723.0,34
0.0, 19.09, 52.16, 28.5, 52.0, 9.0, 19.1, 19.1, 9.0, 0.0, 0.0,2020-08-19 23:00:00, -6999.0, 723.0,34
0.0, 18.37, 54.63, 28.5, 55.0, 9.0, 18.4, 18.4, 9.0, 0.0, 0.0,2020-08-20 00:00:00, -6999.0, 723.0,34
0.0, 17.79, 57.59, 28.5, 58.0, 9.0, 17.8, 17.8, 9.0, 0.0, 0.0,2020-08-20 01:00:00, -6999.0, 723.0,34
0.0, 18.17, 55.39, 28.5, 55.0, 9.0, 18.2, 17.8, 9.0, 0.0, 0.0,2020-08-20 02:00:00, -6999.0, 723.0,34
0.0, 18.04, 55.75, 28.5, 56.0, 9.0, 18.0, 17.7, 9.0, 0.0, 0.0,2020-08-20 03:00:00, -6999.0, 723.0,34
0.0, 17.83, 55.9, 28.5, 56.0, 9.0, 17.8, 17.6, 9.0, 0.0, 0.0,2020-08-20 04:00:00, -6999.0, 723.0,34
0.0, 17.34, 58.54, 28.5, 59.0, 9.0, 17.3, 17.2, 9.0, 0.0, 0.0,2020-08-20 05:00:00, -6999.0, 724.0,34
0.0, 17.52, 56.98, 28.5, 57.0, 9.0, 17.5, 16.8, 9.0, 0.0, 0.0,2020-08-20 06:00:00, -6999.0, 723.0,34
0.0, 17.35, 58.98, 17.5, 59.0, 10.0, 17.4, 16.9, 10.0, 0.0, 0.0,2020-08-20 07:00:00, -6999.0, 723.0,34
0.0, 17.96, 58.75, 18.0, 59.0, 10.0, 18.0, 16.9, 10.0, 0.0, 0.0,2020-08-20 08:00:00, -6999.0, 724.0,34
0.0, 19.1, 53.98, 19.1, 54.0, 10.0, 19.1, 16.9, 10.0, 0.0, 0.0,2020-08-20 09:00:00, -6999.0, 724.0,34
0.0, 19.9, 52.19, 20.0, 52.0, 10.0, 19.9, 16.9, 10.0, 0.0, 0.0,2020-08-20 10:00:00, -6999.0, 723.0,34
0.0, 21.26, 49.84, 21.4, 50.0, 11.0, 21.3, 16.9, 11.0, 0.1, 0.0,2020-08-20 11:00:00, -6999.0, 723.0,34
0.0, 22.81, 41.29, 23.4, 41.0, 9.0, 22.8, 16.9, 9.0, 0.0, 0.0,2020-08-20 12:00:00, -6999.0, 723.0,34
0.0, 23.94, 37.8, 24.6, 38.0, 8.0, 23.9, 16.9, 8.0, 0.0, 0.0,2020-08-20 13:00:00, -6999.0, 723.0,34
0.0, 24.72, 34.29, 25.6, 34.0, 8.0, 24.7, 16.9, 8.0, 0.0, 0.0,2020-08-20 14:00:00, -6999.0, 723.0,34
0.0, 25.18, 34.94, 25.6, 35.0, 8.0, 25.2, 16.9, 8.0, 0.0, 0.0,2020-08-20 15:00:00, -6999.0, 722.0,34
0.0, 25.16, 34.52, 26.0, 35.0, 8.0, 25.2, 16.9, 8.0, 0.0, 0.0,2020-08-20 16:00:00, -6999.0, 722.0,34
0.0, 24.14, 38.23, 26.3, 38.0, 10.0, 24.1, 16.9, 10.0, 0.0, 0.0,2020-08-20 17:00:00, -6999.0, 722.0,34
0.0, 23.41, 48.45, 26.3, 48.0, 12.0, 23.4, 16.9, 12.0, 0.0, 0.0,2020-08-20 18:00:00, -6999.0, 722.0,34
0.0, 22.77, 52.94, 23.5, 53.0, 13.0, 22.8, 22.5, 13.0, 0.0, 0.0,2020-08-20 19:00:00, -6999.0, 722.0,34
0.0, 22.1, 52.87, 23.9, 53.0, 12.0, 22.1, 22.2, 12.0, 0.0, 0.0,2020-08-20 20:00:00, -6999.0, 722.0,34
0.0, 21.53, 51.91, 23.9, 52.0, 12.0, 21.5, 21.6, 12.0, 0.0, 0.0,2020-08-20 21:00:00, -6999.0, 722.0,34
0.0, 20.59, 52.17, 23.9, 52.0, 10.0, 20.6, 20.8, 10.0, 0.0, 0.0,2020-08-20 22:00:00, -6999.0, 722.0,34
0.0, 19.65, 56.21, 23.9, 56.0, 11.0, 19.7, 19.6, 11.0, 0.0, 0.0,2020-08-20 23:00:00, -6999.0, 722.0,34
0.0, 19.33, 54.62, 23.9, 55.0, 10.0, 19.3, 19.2, 10.0, 0.0, 0.0,2020-08-21 00:00:00, -6999.0, 722.0,34
0.0, 18.89, 57.51, 23.9, 58.0, 10.0, 18.9, 18.8, 10.0, 0.0, 0.0,2020-08-21 01:00:00, -6999.0, 722.0,34
0.0, 17.87, 57.57, 23.9, 58.0, 9.0, 17.9, 17.9, 9.0, 0.0, 0.0,2020-08-21 02:00:00, -6999.0, 722.0,34
0.0, 17.83, 58.26, 23.9, 58.0, 10.0, 17.8, 17.3, 10.0, 0.0, 0.0,2020-08-21 03:00:00, -6999.0, 721.0,34
0.0, 18.02, 58.85, 23.9, 59.0, 10.0, 18.0, 17.3, 10.0, 0.0, 0.0,2020-08-21 04:00:00, -6999.0, 722.0,34
0.0, 18.03, 58.62, 23.9, 59.0, 10.0, 18.0, 17.3, 10.0, 0.0, 0.0,2020-08-21 05:00:00, -6999.0, 722.0,34
0.0, 17.44, 59.66, 23.9, 60.0, 9.0, 17.4, 17.1, 9.0, 0.0, 0.0,2020-08-21 06:00:00, -6999.0, 721.0,34
0.0, 17.38, 60.82, 17.6, 61.0, 10.0, 17.4, 16.9, 10.0, 0.0, 0.0,2020-08-21 07:00:00, -6999.0, 721.0,34
0.0, 17.76, 60.94, 17.7, 61.0, 10.0, 17.8, 16.9, 10.0, 0.0, 0.0,2020-08-21 08:00:00, -6999.0, 722.0,34
0.0, 18.1, 58.26, 18.2, 58.0, 10.0, 18.1, 16.9, 10.0, 0.0, 0.0,2020-08-21 09:00:00, -6999.0, 721.0,34
0.0, 20.44, 51.26, 20.4, 51.0, 10.0, 20.4, 16.9, 10.0, 0.0, 0.0,2020-08-21 10:00:00, -6999.0, 721.0,34
0.0, 21.96, 47.35, 22.0, 47.0, 10.0, 22.0, 16.9, 10.0, 0.0, 0.0,2020-08-21 11:00:00, -6999.0, 721.0,34
0.0, 22.56, 46.82, 22.6, 47.0, 11.0, 22.6, 16.9, 11.0, 0.0, 0.0,2020-08-21 12:00:00, -6999.0, 720.0,34
0.0, 24.41, 42.33, 24.4, 42.0, 11.0, 24.4, 16.9, 11.0, 0.0, 0.0,2020-08-21 13:00:00, -6999.0, 720.0,34
0.0, 26.15, 33.06, 26.1, 33.0, 8.0, 26.2, 16.9, 8.0, 0.0, 0.0,2020-08-21 14:00:00, -6999.0, 720.0,34
0.0, 29.12, 26.68, 29.1, 27.0, 8.0, 29.1, 16.9, 8.0, 0.0, 0.0,2020-08-21 15:00:00, -6999.0, 720.0,34
0.0, 27.4, 29.1, 29.1, 29.0, 8.0, 27.4, 16.9, 8.0, 0.0, 0.0,2020-08-21 16:00:00, -6999.0, 721.0,34
0.0, 25.16, 33.22, 29.1, 33.0, 8.0, 25.2, 16.9, 8.0, 0.0, 0.0,2020-08-21 17:00:00, -6999.0, 721.0,34
0.0, 20.19, 46.06, 29.1, 46.0, 8.0, 20.2, 16.9, 8.0, 0.0, 0.0,2020-08-21 18:00:00, -6999.0, 723.0,34
0.0, 20.6, 47.35, 21.1, 47.0, 9.0, 20.6, 20.2, 9.0, 0.0, 0.0,2020-08-21 19:00:00, -6999.0, 722.0,34
0.0, 19.74, 52.66, 21.1, 53.0, 10.0, 19.7, 19.7, 10.0, 0.0, 0.0,2020-08-21 20:00:00, -6999.0, 723.0,34
0.0, 17.93, 53.17, 21.1, 53.0, 8.0, 17.9, 17.9, 8.0, 0.0, 0.0,2020-08-21 21:00:00, -6999.0, 723.0,34
0.0, 17.24, 50.57, 21.1, 51.0, 7.0, 17.2, 17.1, 7.0, 0.0, 0.0,2020-08-21 22:00:00, -6999.0, 723.0,34
0.0, 16.79, 49.11, 21.1, 49.0, 6.0, 16.8, 16.4, 6.0, 0.0, 0.0,2020-08-21 23:00:00, -6999.0, 723.0,34
0.0, 17.78, 53.24, 21.1, 53.0, 8.0, 17.8, 16.4, 8.0, 0.0, 0.0,2020-08-22 00:00:00, -6999.0, 724.0,34
0.0, 16.64, 62.49, 21.1, 62.0, 9.0, 16.6, 16.4, 9.0, 0.1, 0.0,2020-08-22 01:00:00, -6999.0, 724.0,34
0.0, 15.81, 66.75, 21.1, 67.0, 10.0, 15.8, 15.7, 10.0, 0.1, 0.0,2020-08-22 02:00:00, -6999.0, 724.0,34
0.0, 14.0, 70.16, 21.1, 70.0, 9.0, 14.0, 14.0, 9.0, 0.0, 0.0,2020-08-22 03:00:00, -6999.0, 725.0,34
0.0, 14.3, 68.44, 21.1, 68.0, 9.0, 14.3, 13.6, 9.0, 0.0, 0.0,2020-08-22 04:00:00, -6999.0, 725.0,34
0.0, 13.33, 70.21, 21.1, 70.0, 8.0, 13.3, 13.3, 8.0, 0.0, 0.0,2020-08-22 05:00:00, -6999.0, 725.0,34
0.0, 11.28, 70.76, 21.1, 71.0, 6.0, 11.3, 11.3, 6.0, 0.0, 0.0,2020-08-22 06:00:00, -6999.0, 726.0,34
0.0, 10.9, 72.12, 11.3, 72.0, 6.0, 10.9, 10.9, 6.0, 0.0, 0.0,2020-08-22 07:00:00, -6999.0, 726.0,34
0.0, 12.44, 79.64, 12.5, 80.0, 9.0, 12.4, 10.8, 9.0, 0.0, 0.0,2020-08-22 08:00:00, -6999.0, 727.0,34
0.0, 14.47, 66.52, 14.5, 67.0, 8.0, 14.5, 10.8, 8.0, 0.0, 0.0,2020-08-22 09:00:00, -6999.0, 727.0,34
0.0, 17.61, 51.64, 17.5, 52.0, 8.0, 17.6, 10.8, 8.0, 0.0, 0.0,2020-08-22 10:00:00, -6999.0, 727.0,34
0.0, 18.89, 42.49, 18.9, 42.0, 6.0, 18.9, 10.8, 6.0, 0.0, 0.0,2020-08-22 11:00:00, -6999.0, 726.0,34
0.0, 19.99, 37.35, 20.2, 37.0, 5.0, 20.0, 10.8, 5.0, 0.0, 0.0,2020-08-22 12:00:00, -6999.0, 726.0,34
0.0, 20.92, 34.07, 21.0, 34.0, 4.0, 20.9, 10.8, 4.0, 0.0, 0.0,2020-08-22 13:00:00, -6999.0, 726.0,34
0.0, 22.29, 30.36, 22.9, 30.0, 4.0, 22.3, 10.8, 4.0, 0.0, 0.0,2020-08-22 14:00:00, -6999.0, 726.0,34
0.0, 23.8, 27.62, 24.1, 28.0, 4.0, 23.8, 10.8, 4.0, 0.0, 0.0,2020-08-22 15:00:00, -6999.0, 726.0,34
0.0, 24.09, 26.33, 24.3, 26.0, 4.0, 24.1, 10.8, 4.0, 0.0, 0.0,2020-08-22 16:00:00, -6999.0, 725.0,34
0.0, 23.18, 31.57, 24.8, 32.0, 5.0, 23.2, 10.8, 5.0, 0.0, 0.0,2020-08-22 17:00:00, -6999.0, 725.0,34
0.0, 22.53, 34.04, 24.8, 34.0, 6.0, 22.5, 10.8, 6.0, 0.0, 0.0,2020-08-22 18:00:00, -6999.0, 725.0,34
0.0, 21.29, 39.05, 22.7, 39.0, 7.0, 21.3, 21.4, 7.0, 0.0, 0.0,2020-08-22 19:00:00, -6999.0, 725.0,34
0.0, 20.2, 40.89, 22.7, 41.0, 7.0, 20.2, 20.3, 7.0, 0.0, 0.0,2020-08-22 20:00:00, -6999.0, 726.0,34
0.0, 18.48, 45.5, 22.7, 46.0, 6.0, 18.5, 18.6, 6.0, 0.0, 0.0,2020-08-22 21:00:00, -6999.0, 726.0,34
0.0, 16.16, 52.0, 22.7, 52.0, 6.0, 16.2, 16.2, 6.0, 0.0, 0.0,2020-08-22 22:00:00, -6999.0, 726.0,34
0.0, 14.05, 60.24, 22.7, 60.0, 6.0, 14.1, 14.0, 6.0, 0.0, 0.0,2020-08-22 23:00:00, -6999.0, 726.0,34
0.0, 12.89, 62.12, 22.7, 62.0, 6.0, 12.9, 12.8, 6.0, 0.0, 0.0,2020-08-23 00:00:00, -6999.0, 726.0,34
0.0, 11.77, 64.82, 22.7, 65.0, 5.0, 11.8, 11.8, 5.0, 0.0, 0.0,2020-08-23 01:00:00, -6999.0, 726.0,34
0.0, 11.04, 67.69, 22.7, 68.0, 5.0, 11.0, 11.1, 5.0, 0.0, 0.0,2020-08-23 02:00:00, -6999.0, 726.0,34
0.0, 10.38, 70.15, 22.7, 70.0, 5.0, 10.4, 10.3, 5.0, 0.0, 0.0,2020-08-23 03:00:00, -6999.0, 726.0,34
0.0, 9.59, 72.2, 22.7, 72.0, 5.0, 9.6, 9.6, 5.0, 0.0, 0.0,2020-08-23 04:00:00, -6999.0, 726.0,34
0.0, 9.37, 73.56, 22.7, 74.0, 5.0, 9.4, 9.3, 5.0, 0.0, 0.0,2020-08-23 05:00:00, -6999.0, 726.0,34
0.0, 8.4, 77.09, 22.7, 77.0, 5.0, 8.4, 8.4, 5.0, 0.0, 0.0,2020-08-23 06:00:00, -6999.0, 726.0,34
0.0, 8.1, 78.13, 8.4, 78.0, 5.0, 8.1, 8.1, 5.0, 0.0, 0.0,2020-08-23 07:00:00, -6999.0, 727.0,34
0.0, 9.28, 73.45, 9.2, 73.0, 5.0, 9.3, 8.1, 5.0, 0.0, 0.0,2020-08-23 08:00:00, -6999.0, 727.0,34
0.0, 11.64, 64.71, 11.6, 65.0, 5.0, 11.6, 8.1, 5.0, 0.0, 0.0,2020-08-23 09:00:00, -6999.0, 727.0,34
0.0, 13.67, 57.9, 13.7, 58.0, 6.0, 13.7, 8.1, 6.0, 0.0, 0.0,2020-08-23 10:00:00, -6999.0, 726.0,34
0.0, 16.57, 50.4, 16.5, 50.0, 6.0, 16.6, 8.1, 6.0, 0.0, 0.0,2020-08-23 11:00:00, -6999.0, 726.0,34
0.0, 19.96, 42.03, 19.8, 42.0, 7.0, 20.0, 8.1, 7.0, 0.0, 0.0,2020-08-23 12:00:00, -6999.0, 725.0,34
0.0, 22.23, 35.47, 22.3, 35.0, 7.0, 22.2, 8.1, 7.0, 0.0, 0.0,2020-08-23 13:00:00, -6999.0, 725.0,34
0.0, 25.76, 27.78, 25.7, 28.0, 6.0, 25.8, 8.1, 6.0, 0.0, 0.0,2020-08-23 14:00:00, -6999.0, 724.0,34
0.0, 27.0, 20.92, 27.2, 21.0, 2.0, 27.0, 8.1, 2.0, 0.0, 0.0,2020-08-23 15:00:00, -6999.0, 724.0,34
0.0, 27.45, 19.27, 27.9, 19.0, 2.0, 27.5, 8.1, 2.0, 0.0, 0.0,2020-08-23 16:00:00, -6999.0, 724.0,34
0.0, 27.36, 19.46, 27.9, 19.0, 2.0, 27.4, 8.1, 2.0, 0.0, 0.0,2020-08-23 17:00:00, -6999.0, 723.0,34
0.0, 24.74, 28.8, 27.9, 29.0, 6.0, 24.7, 8.1, 6.0, 0.0, 0.0,2020-08-23 18:00:00, -6999.0, 723.0,34
