pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, 19.19, 51.24, None, None, None, None, None, None, None, 9.0, 19.2, 18.9, 0.0, None, 30.6, None, 51.0, None,2020-08-19 00:00:00, None,34
0.0, 19.21, 46.04, None, None, None, None, None, None, None, 7.0, 19.2, 18.7, 0.0, None, 30.6, None, 46.0, None,2020-08-19 01:00:00, None,34
0.0, 19.11, 51.17, None, None, None, None, None, None, None, 9.0, 19.1, 18.7, 0.0, None, 30.6, None, 51.0, None,2020-08-19 02:00:00, None,34
0.0, 18.36, 54.29, None, None, None, None, None, None, None, 9.0, 18.4, 18.2, 0.0, None, 30.6, None, 54.0, None,2020-08-19 03:00:00, None,34
0.0, 16.89, 60.97, None, None, None, None, None, None, None, 9.0, 16.9, 16.9, 0.0, None, 30.6, None, 61.0, None,2020-08-19 04:00:00, None,34
0.0, 15.97, 63.2, None, None, None, None, None, None, None, 9.0, 16.0, 16.0, 0.0, None, 30.6, None, 63.0, None,2020-08-19 05:00:00, None,34
0.0, 15.57, 62.15, None, None, None, None, None, None, None, 8.0, 15.6, 15.5, 0.0, None, 30.6, None, 62.0, None,2020-08-19 06:00:00, None,34
0.0, 14.92, 64.56, None, None, None, None, None, None, None, 8.0, 14.9, 14.9, 0.0, None, 15.7, None, 65.0, None,2020-08-19 07:00:00, None,34
0.0, 15.9, 62.01, None, None, None, None, None, None, None, 9.0, 15.9, 14.9, 0.0, None, 15.8, None, 62.0, None,2020-08-19 08:00:00, None,34
0.0, 20.97, 49.45, None, None, None, None, None, None, None, 10.0, 21.0, 14.9, 0.0, None, 20.9, None, 49.0, None,2020-08-19 09:00:00, None,34
0.0, 21.67, 46.75, None, None, None, None, None, None, None, 10.0, 21.7, 14.9, 0.0, None, 21.7, None, 47.0, None,2020-08-19 10:00:00, None,34
0.0, 22.34, 45.15, None, None, None, None, None, None, None, 10.0, 22.3, 14.9, 0.0, None, 22.8, None, 45.0, None,2020-08-19 11:00:00, None,34
0.0, 23.23, 41.23, None, None, None, None, None, None, None, 9.0, 23.2, 14.9, 0.0, None, 23.3, None, 41.0, None,2020-08-19 12:00:00, None,34
0.0, 24.33, 36.02, None, None, None, None, None, None, None, 8.0, 24.3, 14.9, 0.0, None, 24.7, None, 36.0, None,2020-08-19 13:00:00, None,34
0.0, 26.55, 31.13, None, None, None, None, None, None, None, 8.0, 26.6, 14.9, 0.0, None, 26.6, None, 31.0, None,2020-08-19 14:00:00, None,34
0.0, 27.12, 31.6, None, None, None, None, None, None, None, 10.0, 27.1, 14.9, 0.0, None, 27.2, None, 32.0, None,2020-08-19 15:00:00, None,34
