ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
13.4,13.4,0.0,2016-12-23, None,52
13.0,13.0,0.0,2016-12-26, None,52
6.6,6.6,0.0,2016-12-28, None,52
