pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
2.0,5.4,5.3, 1001.6, 0.1, 0.0, 8.5,98.0,2022-05-07 00:00:00, 5.0, 899.0,19
1.8,5.1,5.0, 1002.6, 0.0, 0.0, 8.5,98.0,2022-05-07 01:00:00, 5.0, 900.0,19
1.6,5.0,4.9, 1001.5, 0.0, 0.0, 8.5,98.0,2022-05-07 02:00:00, 5.0, 899.0,19
1.7,5.0,4.9, 1001.6, 0.3, 0.0, 8.5,98.0,2022-05-07 03:00:00, 5.0, 899.0,19
1.7,4.6,4.5, 1001.6, 0.0, 0.0, 8.5,98.0,2022-05-07 04:00:00, 4.0, 899.0,19
1.7,3.9,3.9, 1002.9, 0.0, 0.0, 8.5,98.0,2022-05-07 05:00:00, 4.0, 900.0,19
1.7,4.4,3.9, 1003.1, 0.0, 0.0, 8.5,98.0,2022-05-07 06:00:00, 4.0, 900.0,19
1.7,4.7,4.4, 1004.3, 0.0, 0.0, 4.7,97.0,2022-05-07 07:00:00, 4.0, 901.0,19
1.7,5.2,4.4, 1003.2, 0.0, 0.0, 5.3,87.0,2022-05-07 08:00:00, 3.0, 900.0,19
1.7,4.8,4.4, 1004.4, 0.1, 0.0, 5.4,89.0,2022-05-07 09:00:00, 3.0, 901.0,19
1.3,5.4,4.4, 1005.5, 0.2, 0.0, 5.6,86.0,2022-05-07 10:00:00, 4.0, 902.0,19
1.3,5.8,4.4, 1005.4, 0.4, 0.0, 5.9,91.0,2022-05-07 11:00:00, 5.0, 902.0,19
1.3,6.8,4.4, 1004.3, 0.1, 0.0, 6.9,81.0,2022-05-07 12:00:00, 4.0, 901.0,19
1.3,5.9,4.4, 1003.3, 0.0, 0.0, 6.9,79.0,2022-05-07 13:00:00, 3.0, 900.0,19
1.3,6.8,4.4, 1004.3, 0.0, 0.0, 7.5,76.0,2022-05-07 14:00:00, 3.0, 901.0,19
1.3,6.8,4.4, 1004.3, 0.0, 0.0, 7.5,74.0,2022-05-07 15:00:00, 3.0, 901.0,19
1.3,9.6,4.4, 1004.0, 0.0, 0.0, 9.6,64.0,2022-05-07 16:00:00, 3.0, 901.0,19
1.3,6.9,4.4, 1004.4, 0.1, 0.0, 9.7,79.0,2022-05-07 17:00:00, 4.0, 901.0,19
1.7,4.9,4.4, 1005.7, 0.4, 0.0, 9.7,92.0,2022-05-07 18:00:00, 4.0, 902.0,19
1.7,5.1,4.6, 1004.5, 0.2, 0.0, 5.2,91.0,2022-05-07 19:00:00, 4.0, 901.0,19
1.7,5.0,4.6, 1005.6, 0.0, 0.0, 5.3,95.0,2022-05-07 20:00:00, 4.0, 902.0,19
1.5,4.7,4.6, 1005.7, 0.0, 0.0, 5.3,95.0,2022-05-07 21:00:00, 4.0, 902.0,19
1.5,5.0,4.6, 1005.6, 0.0, 0.0, 5.3,83.0,2022-05-07 22:00:00, 2.0, 902.0,19
1.7,3.9,3.9, 1004.5, 0.2, 0.0, 5.3,89.0,2022-05-07 23:00:00, 2.0, 901.0,19
2.1,3.3,3.3, 1005.6, 0.4, 0.0, 5.3,91.0,2022-05-08 00:00:00, 2.0, 902.0,19
2.5,2.9,2.8, 1005.8, 0.4, 0.0, 5.3,95.0,2022-05-08 01:00:00, 2.0, 902.0,19
2.5,3.1,2.6, 1004.5, 0.1, 0.0, 5.3,88.0,2022-05-08 02:00:00, 1.0, 901.0,19
2.4,2.6,2.5, 1005.7, 0.2, 0.0, 5.3,89.0,2022-05-08 03:00:00, 1.0, 902.0,19
2.6,2.1,2.0, 1004.3, 0.2, 0.0, 5.3,90.0,2022-05-08 04:00:00, 0.0, 901.0,19
3.1,1.3,1.3, 1005.8, 0.5, 0.0, 5.3,91.0,2022-05-08 05:00:00, 0.0, 902.0,19
3.8,0.8,0.8, 1005.0, 0.7, 1.0, 5.3,92.0,2022-05-08 06:00:00, 0.0, 901.0,19
4.4,1.0,0.8, 1006.1, 0.6, 0.0, 1.1,90.0,2022-05-08 07:00:00, 0.0, 902.0,19
4.9,1.3,0.8, 1004.9, 0.5, 0.0, 1.4,89.0,2022-05-08 08:00:00, 0.0, 901.0,19
4.9,1.9,0.8, 1004.9, 0.1, 0.0, 1.9,83.0,2022-05-08 09:00:00, -1.0, 901.0,19
4.7,2.9,0.8, 1004.8, 0.0, 0.0, 3.1,77.0,2022-05-08 10:00:00, -1.0, 901.0,19
4.3,3.6,0.8, 1004.8, 0.0, 0.0, 3.7,72.0,2022-05-08 11:00:00, -1.0, 901.0,19
None,4.2,0.8, None, None, None, 4.3,72.0,2022-05-08 12:00:00, 0.0, None,19
None,4.7,0.8, 1004.8, 0.1, 0.0, 4.6,72.0,2022-05-08 13:00:00, 0.0, 901.0,19
None,5.1,0.8, 1004.7, 0.0, 0.0, 5.4,69.0,2022-05-08 14:00:00, 0.0, 901.0,19
None,5.5,0.8, 1003.6, 0.0, 0.0, 6.3,61.0,2022-05-08 15:00:00, -1.0, 900.0,19
None,6.8,0.8, 1004.6, 0.0, 0.0, 6.8,54.0,2022-05-08 16:00:00, -2.0, 901.0,19
None,7.2,0.8, 1003.6, 0.0, 0.0, 7.2,53.0,2022-05-08 17:00:00, -2.0, 900.0,19
None,6.8,0.8, 1003.7, 0.0, 0.0, 7.3,51.0,2022-05-08 18:00:00, -3.0, 900.0,19
None,5.3,5.3, 1004.9, 0.0, 0.0, 6.8,60.0,2022-05-08 19:00:00, -2.0, 901.0,19
None,4.2,4.2, 1005.0, 0.0, 0.0, 6.8,74.0,2022-05-08 20:00:00, 0.0, 901.0,19
None,2.9,2.9, 1005.1, 0.0, 0.0, 6.8,87.0,2022-05-08 21:00:00, 1.0, 901.0,19
None,2.5,2.4, 1005.0, 0.0, 0.0, 6.8,91.0,2022-05-08 22:00:00, 1.0, 901.0,19
None,2.5,2.3, 1003.8, 0.0, 0.0, 6.8,91.0,2022-05-08 23:00:00, 1.0, 900.0,19
None,2.0,2.0, 1004.9, 0.2, 0.0, 6.8,91.0,2022-05-09 00:00:00, 1.0, 901.0,19
None,1.6,1.5, 1003.8, 0.2, 0.0, 6.8,95.0,2022-05-09 01:00:00, 1.0, 900.0,19
None,0.9,0.8, 1005.0, 0.4, 0.0, 6.8,96.0,2022-05-09 02:00:00, 0.0, 901.0,19
None,0.5,0.5, 1006.1, 0.2, 0.0, 6.8,97.0,2022-05-09 03:00:00, 0.0, 902.0,19
None,0.5,0.3, 1005.9, 0.3, 0.0, 6.8,97.0,2022-05-09 04:00:00, 0.0, 902.0,19
None,0.4,0.3, 1005.9, 0.4, 0.0, 6.8,98.0,2022-05-09 05:00:00, 0.0, 902.0,19
None,0.5,0.3, 1005.9, 0.2, 0.0, 6.8,98.0,2022-05-09 06:00:00, 0.0, 902.0,19
None,1.0,0.5, 1006.1, 0.0, 0.0, 1.1,98.0,2022-05-09 07:00:00, 1.0, 902.0,19
None,3.1,0.5, 1007.2, 0.0, 0.0, 3.2,83.0,2022-05-09 09:00:00, 1.0, 903.0,19
None,4.6,0.5, 1006.0, 0.0, 0.0, 4.6,77.0,2022-05-09 10:00:00, 1.0, 902.0,19
None,6.1,0.5, 1006.9, 0.0, 0.0, 6.1,72.0,2022-05-09 11:00:00, 1.0, 903.0,19
None,6.6,0.5, 1006.9, 0.0, 0.0, 6.7,71.0,2022-05-09 12:00:00, 2.0, 903.0,19
None,6.7,0.5, 1006.9, 0.0, 0.0, 7.1,69.0,2022-05-09 13:00:00, 2.0, 903.0,19
None,7.3,0.5, 1006.9, 0.0, 0.0, 7.4,61.0,2022-05-09 14:00:00, 0.0, 903.0,19
None,8.3,0.5, 1006.9, 0.0, 0.0, 8.8,62.0,2022-05-09 15:00:00, 1.0, 903.0,19
None,6.0,0.5, 1007.1, 0.1, 0.0, 8.8,81.0,2022-05-09 16:00:00, 3.0, 903.0,19
None,6.9,0.5, 1009.3, 0.0, 0.0, 8.8,73.0,2022-05-09 17:00:00, 2.0, 905.0,19
None,4.4,0.5, 1009.6, 1.6, 0.0, 8.8,93.0,2022-05-09 18:00:00, 3.0, 905.0,19
None,5.0,4.3, 1010.5, 0.0, 0.0, 5.1,82.0,2022-05-09 19:00:00, 2.0, 906.0,19
None,4.7,4.3, 1011.6, 0.0, 0.0, 5.1,79.0,2022-05-09 20:00:00, 1.0, 907.0,19
None,3.8,3.8, 1011.6, 0.1, 0.0, 5.1,85.0,2022-05-09 21:00:00, 1.0, 907.0,19
None,2.8,2.8, 1013.7, 0.0, 0.0, 5.1,94.0,2022-05-09 22:00:00, 2.0, 909.0,19
None,2.3,2.3, 1013.6, 0.0, 0.0, 5.1,96.0,2022-05-09 23:00:00, 2.0, 909.0,19
None,2.1,2.0, 1013.6, 0.0, 0.0, 5.1,97.0,2022-05-10 00:00:00, 2.0, 909.0,19
None,2.2,1.9, 1014.7, 0.0, 0.0, 5.1,97.0,2022-05-10 01:00:00, 2.0, 910.0,19
None,2.1,1.9, 1014.6, 0.0, 0.0, 5.1,97.0,2022-05-10 02:00:00, 2.0, 910.0,19
None,1.6,1.5, 1014.6, 0.0, 0.0, 5.1,98.0,2022-05-10 03:00:00, 1.0, 910.0,19
None,0.8,0.6, 1016.0, 0.0, 0.0, 5.1,98.0,2022-05-10 04:00:00, 0.0, 911.0,19
None,0.4,0.2, 1016.0, 0.0, 0.0, 5.1,98.0,2022-05-10 05:00:00, 0.0, 911.0,19
None,-0.4,-0.6, 1017.5, 0.0, 0.0, 5.1,98.0,2022-05-10 06:00:00, -1.0, 912.0,19
None,0.3,-0.5, 1017.3, 0.0, 0.0, 0.7,98.0,2022-05-10 07:00:00, 0.0, 912.0,19
1.6,5.3,-0.5, 1017.9, 0.0, 0.0, 5.2,74.0,2022-05-10 08:00:00, 1.0, 913.0,19
1.6,7.0,-0.5, 1017.8, 0.0, 0.0, 6.9,57.0,2022-05-10 09:00:00, -1.0, 913.0,19
1.6,8.3,-0.5, 1018.9, 0.0, 0.0, 8.5,53.0,2022-05-10 10:00:00, -1.0, 914.0,19
1.6,9.2,-0.5, 1017.7, 0.0, 0.0, 9.1,41.0,2022-05-10 11:00:00, -4.0, 913.0,19
1.6,9.6,-0.5, 1017.7, 0.0, 0.0, 10.0,41.0,2022-05-10 12:00:00, -4.0, 913.0,19
1.6,9.6,-0.5, 1018.8, 0.0, 0.0, 10.0,42.0,2022-05-10 13:00:00, -3.0, 914.0,19
1.6,10.3,-0.5, 1019.8, 0.0, 0.0, 11.3,38.0,2022-05-10 14:00:00, -4.0, 915.0,19
1.6,10.4,-0.5, 1017.7, 0.0, 0.0, 11.3,37.0,2022-05-10 15:00:00, -4.0, 913.0,19
1.6,10.9,-0.5, 1019.9, 0.0, 0.0, 11.6,39.0,2022-05-10 16:00:00, -2.0, 915.0,19
1.6,9.4,-0.5, 1021.3, 0.0, 0.0, 11.6,48.0,2022-05-10 17:00:00, -1.0, 916.0,19
0.0,9.8,-0.5, 1020.2, 0.0, 0.0, 11.6,45.0,2022-05-10 18:00:00, -2.0, 915.0,19
0.0,8.6,8.6, 1021.4, 0.0, 0.0, 10.6,53.0,2022-05-10 19:00:00, 0.0, 916.0,19
0.0,7.7,7.8, 1022.0, 0.0, 0.0, 10.6,60.0,2022-05-10 20:00:00, 0.0, 917.0,19
0.0,4.6,4.6, 1022.2, 0.0, 0.0, 10.6,78.0,2022-05-10 21:00:00, 1.0, 917.0,19
0.0,3.4,3.4, 1023.3, 0.0, 0.0, 10.6,85.0,2022-05-10 22:00:00, 1.0, 918.0,19
0.0,2.3,2.3, 1023.3, 0.0, 0.0, 10.6,89.0,2022-05-10 23:00:00, 1.0, 918.0,19
0.0,0.9,0.8, 1023.4, 0.0, 0.0, 10.6,92.0,2022-05-11 00:00:00, 0.0, 918.0,19
0.0,0.0,-0.2, 1024.6, 0.0, 0.0, 10.6,94.0,2022-05-11 01:00:00, -1.0, 919.0,19
0.0,0.0,-0.2, 1023.4, 0.0, 0.0, 10.6,95.0,2022-05-11 02:00:00, -1.0, 918.0,19
0.0,-0.8,-0.9, 1023.5, 0.0, 0.0, 10.6,95.0,2022-05-11 03:00:00, -2.0, 918.0,19
0.0,-1.2,-1.4, 1024.6, 0.0, 0.0, 10.6,96.0,2022-05-11 04:00:00, -2.0, 919.0,19
0.0,-1.9,-2.0, 1024.9, 0.0, 0.0, 10.6,96.0,2022-05-11 05:00:00, -2.0, 919.0,19
0.0,-1.8,-2.1, 1025.9, 0.0, 0.0, 10.6,97.0,2022-05-11 06:00:00, -2.0, 920.0,19
0.0,-0.1,-2.0, 1024.8, 0.0, 0.0, -0.1,95.0,2022-05-11 07:00:00, -1.0, 919.0,19
0.0,4.0,-2.0, 1024.4, 0.0, 0.0, 4.0,77.0,2022-05-11 08:00:00, 0.0, 919.0,19
0.0,6.9,-2.0, 1024.4, 0.0, 0.0, 6.8,64.0,2022-05-11 09:00:00, 0.0, 919.0,19
0.0,9.3,-2.0, 1024.3, 0.0, 0.0, 9.7,52.0,2022-05-11 10:00:00, 0.0, 919.0,19
0.0,10.4,-2.0, 1022.0, 0.0, 0.0, 10.6,51.0,2022-05-11 11:00:00, 0.0, 917.0,19
0.0,10.0,-2.0, 1023.4, 0.0, 0.0, 10.6,45.0,2022-05-11 12:00:00, -2.0, 918.0,19
0.0,13.0,-2.0, 1022.0, 0.0, 0.0, 13.1,30.0,2022-05-11 13:00:00, -4.0, 917.0,19
0.0,12.8,-2.0, 1022.0, 0.0, 0.0, 13.5,22.0,2022-05-11 14:00:00, -8.0, 917.0,19
0.0,13.3,-2.0, 1019.8, 0.0, 0.0, 14.1,21.0,2022-05-11 15:00:00, -9.0, 915.0,19
0.0,13.2,-2.0, 1021.0, 0.0, 0.0, 14.1,25.0,2022-05-11 16:00:00, -7.0, 916.0,19
None,14.5,-2.0, 1020.9, 0.0, 0.0, 14.3,26.0,2022-05-11 17:00:00, -5.0, 916.0,19
None,13.6,-2.0, 1019.9, 0.0, 0.0, 14.5,26.0,2022-05-11 18:00:00, -6.0, 915.0,19
None,9.6,9.7, 1020.2, 0.0, 0.0, 13.7,56.0,2022-05-11 19:00:00, 0.0, 915.0,19
None,6.7,6.8, 1020.0, 0.0, 0.0, 13.7,63.0,2022-05-11 20:00:00, 0.0, 915.0,19
None,3.7,3.7, 1021.2, 0.0, 0.0, 13.7,78.0,2022-05-11 21:00:00, 0.0, 916.0,19
