pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 6.598, 69.15, 12.9, 69.0, 1.0, 6.6, 6.6, 1.0, 1.0, None,2022-05-07 00:00:00, None, None,19
None, 5.631, 69.4, 12.9, 69.0, 1.0, 5.6, 5.7, 1.0, 0.0, None,2022-05-07 01:00:00, None, None,19
None, 5.591, 66.35, 12.9, 66.0, 0.0, 5.6, 5.5, 0.0, 0.0, None,2022-05-07 02:00:00, None, None,19
None, 5.148, 67.34, 12.9, 67.0, 0.0, 5.1, 5.1, 0.0, 0.0, None,2022-05-07 03:00:00, None, None,19
None, 4.65, 72.36, 12.9, 72.0, 0.0, 4.7, 4.7, 0.0, 0.0, None,2022-05-07 04:00:00, None, None,19
None, 4.386, 74.49, 12.9, 74.0, 0.0, 4.4, 4.1, 0.0, 0.0, None,2022-05-07 05:00:00, None, None,19
None, 4.198, 74.98, 12.9, 75.0, 0.0, 4.2, 4.0, 0.0, 0.0, None,2022-05-07 06:00:00, None, None,19
None, 4.707, 75.75, 5.1, 76.0, 1.0, 4.7, 4.0, 1.0, 0.0, None,2022-05-07 07:00:00, None, None,19
None, 5.833, 65.61, 5.9, 66.0, 0.0, 5.8, 4.0, 0.0, 0.0, None,2022-05-07 08:00:00, None, None,19
None, 8.36, 55.35, 8.2, 55.0, 0.0, 8.4, 4.0, 0.0, 0.0, None,2022-05-07 09:00:00, None, None,19
None, 10.09, 45.99, 10.0, 46.0, -1.0, 10.1, 4.0, -1.0, -1.0, None,2022-05-07 10:00:00, None, None,19
None, 11.5, 39.25, 12.1, 39.0, -2.0, 11.5, 4.0, -2.0, 0.0, None,2022-05-07 11:00:00, None, None,19
None, 11.32, 35.2, 13.0, 35.0, -3.0, 11.3, 4.0, -3.0, 0.0, None,2022-05-07 12:00:00, None, None,19
None, 13.59, 27.99, 13.7, 28.0, -5.0, 13.6, 4.0, -5.0, -1.0, None,2022-05-07 13:00:00, None, None,19
None, 13.48, 25.02, 14.5, 25.0, -6.0, 13.5, 4.0, -6.0, 0.0, None,2022-05-07 14:00:00, None, None,19
None, 13.91, 23.34, 14.5, 23.0, -6.0, 13.9, 4.0, -6.0, 0.0, None,2022-05-07 15:00:00, None, None,19
None, 14.25, 22.82, 14.5, 23.0, -7.0, 14.3, 4.0, -7.0, -0.1, None,2022-05-07 16:00:00, None, None,19
None, 13.16, 24.66, 14.9, 25.0, -7.0, 13.2, 4.0, -7.0, -0.1, None,2022-05-07 17:00:00, None, None,19
None, 12.49, 29.52, 14.9, 30.0, -5.0, 12.5, 4.0, -5.0, 0.0, None,2022-05-07 18:00:00, None, None,19
None, 10.21, 32.33, 12.5, 32.0, -5.0, 10.2, 10.1, -5.0, 0.1, None,2022-05-07 19:00:00, None, None,19
None, 9.21, 35.68, 12.5, 36.0, -6.0, 9.2, 9.3, -6.0, 0.0, None,2022-05-07 20:00:00, None, None,19
None, 8.27, 38.15, 12.5, 38.0, -5.0, 8.3, 8.1, -5.0, 0.8, None,2022-05-07 21:00:00, None, None,19
