pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-1.6,-1.7, 1006.6, -0.1, 0.0,7.7,80.0,2022-05-07 00:00:00, 59.0,-4.0, 911.0,19
None,-1.8,-1.9, 1006.6, 0.0, 0.0,7.7,81.0,2022-05-07 01:00:00, 59.0,-5.0, 911.0,19
None,-1.9,-2.1, 1006.6, 0.1, 0.0,7.7,83.0,2022-05-07 02:00:00, 59.0,-4.0, 911.0,19
None,-0.7,-2.1, 1006.5, 0.1, 0.0,7.7,77.0,2022-05-07 03:00:00, 59.0,-4.0, 911.0,19
None,-0.7,-2.1, 1006.4, 0.0, 0.0,7.7,79.0,2022-05-07 04:00:00, 59.0,-3.0, 911.0,19
None,-0.8,-2.1, 1006.4, 0.0, 0.0,7.7,79.0,2022-05-07 05:00:00, 59.0,-4.0, 911.0,19
None,-1.2,-2.1, 1007.6, 0.0, 0.0,7.7,83.0,2022-05-07 06:00:00, 59.0,-3.0, 912.0,19
None,-1.4,-1.4, 1007.7, 0.0, 0.0,-0.9,87.0,2022-05-07 07:00:00, 59.0,-3.0, 912.0,19
None,-1.0,-1.4, 1007.7, 0.2, 0.0,-0.6,90.0,2022-05-07 08:00:00, 59.0,-2.0, 912.0,19
None,-0.1,-1.4, 1008.0, 0.3, 1.0,-0.2,87.0,2022-05-07 09:00:00, 59.0,-2.0, 912.0,19
None,1.2,-1.4, 1008.0, 0.2, 0.0,1.4,82.0,2022-05-07 10:00:00, 59.0,-2.0, 912.0,19
None,1.6,-1.4, 1007.0, 0.0, 0.0,1.8,87.0,2022-05-07 11:00:00, 59.0,0.0, 911.0,19
None,2.2,-1.4, 1007.1, 0.1, 1.0,2.2,84.0,2022-05-07 12:00:00, 59.0,-1.0, 911.0,19
None,3.2,-1.4, 1007.0, 0.0, -1.0,3.5,76.0,2022-05-07 13:00:00, 58.0,-1.0, 911.0,19
None,4.9,-1.4, 1006.8, -0.1, 0.0,5.0,64.0,2022-05-07 14:00:00, 58.0,-2.0, 911.0,19
None,5.6,-1.4, 1006.6, 0.1, 0.0,5.7,61.0,2022-05-07 15:00:00, 58.0,-1.0, 911.0,19
None,6.0,-1.4, 1006.6, -0.1, 0.0,6.4,59.0,2022-05-07 16:00:00, 57.0,-2.0, 911.0,19
None,6.9,-1.4, 1006.5, 0.0, 0.0,7.1,55.0,2022-05-07 17:00:00, 57.0,-2.0, 911.0,19
None,6.4,-1.4, 1006.6, 0.0, -1.0,7.1,64.0,2022-05-07 18:00:00, 57.0,0.0, 911.0,19
None,6.0,5.7, 1006.6, -0.5, -1.0,6.6,67.0,2022-05-07 19:00:00, 56.0,1.0, 911.0,19
None,5.5,5.3, 1006.7, 0.2, 0.0,6.6,69.0,2022-05-07 20:00:00, 56.0,0.0, 911.0,19
None,4.4,4.2, 1007.8, 0.0, 0.0,6.6,81.0,2022-05-07 21:00:00, 56.0,1.0, 912.0,19
None,3.0,3.2, 1007.8, -0.1, 0.0,6.6,80.0,2022-05-07 22:00:00, 55.0,0.0, 912.0,19
None,1.7,1.9, 1007.9, 0.1, 1.0,6.6,88.0,2022-05-07 23:00:00, 56.0,0.0, 912.0,19
None,1.2,1.4, 1007.9, 0.0, 0.0,6.6,85.0,2022-05-08 00:00:00, 55.0,-1.0, 912.0,19
None,1.0,0.9, 1007.8, -0.1, 1.0,6.6,90.0,2022-05-08 01:00:00, 56.0,0.0, 912.0,19
None,-0.4,-0.3, 1008.9, 0.1, 0.0,6.6,94.0,2022-05-08 02:00:00, 56.0,-1.0, 913.0,19
None,-0.1,-0.7, 1008.8, 0.0, 0.0,6.6,94.0,2022-05-08 03:00:00, 56.0,-1.0, 913.0,19
None,-0.2,-0.7, 1008.7, 0.0, 0.0,6.6,95.0,2022-05-08 04:00:00, 56.0,-1.0, 913.0,19
None,-1.1,-1.2, 1008.7, 0.0, 0.0,6.6,96.0,2022-05-08 05:00:00, 56.0,-2.0, 913.0,19
None,-1.3,-1.5, 1008.8, 0.1, 0.0,6.6,97.0,2022-05-08 06:00:00, 56.0,-1.0, 913.0,19
None,-1.0,-1.5, 1008.8, 0.0, 0.0,-1.0,96.0,2022-05-08 07:00:00, 56.0,-2.0, 913.0,19
None,1.2,-1.5, 1008.6, 0.1, 0.0,1.2,89.0,2022-05-08 08:00:00, 56.0,0.0, 913.0,19
None,2.6,-1.5, 1008.6, 0.1, 0.0,2.8,79.0,2022-05-08 09:00:00, 56.0,0.0, 913.0,19
None,6.1,-1.5, 1008.4, 0.0, 0.0,6.2,58.0,2022-05-08 10:00:00, 56.0,-2.0, 913.0,19
None,6.8,-1.5, 1007.4, -0.1, 0.0,7.8,47.0,2022-05-08 11:00:00, 55.0,-4.0, 912.0,19
None,7.7,-1.5, 1007.3, -0.4, -1.0,8.0,40.0,2022-05-08 12:00:00, 54.0,-5.0, 912.0,19
None,9.1,-1.5, 1007.2, 0.1, -1.0,9.1,35.0,2022-05-08 13:00:00, 53.0,-5.0, 912.0,19
None,8.4,-1.5, 1007.4, -0.2, -1.0,10.1,37.0,2022-05-08 14:00:00, 53.0,-6.0, 912.0,19
None,8.5,-1.5, 1007.4, -0.3, 0.0,10.1,36.0,2022-05-08 15:00:00, 52.0,-6.0, 912.0,19
None,9.9,-1.5, 1007.2, 0.1, 0.0,10.1,29.0,2022-05-08 16:00:00, 52.0,-7.0, 912.0,19
None,9.1,-1.5, 1007.4, -0.3, -1.0,10.1,31.0,2022-05-08 17:00:00, 51.0,-8.0, 912.0,19
None,9.3,-1.5, 1007.4, 0.0, 0.0,10.1,31.0,2022-05-08 18:00:00, 51.0,-7.0, 912.0,19
None,9.2,8.4, 1007.4, -0.2, -1.0,9.3,31.0,2022-05-08 19:00:00, 51.0,-7.0, 912.0,19
None,9.0,8.4, 1007.2, 0.0, 0.0,9.4,29.0,2022-05-08 20:00:00, 50.0,-8.0, 912.0,19
None,7.9,7.9, 1007.2, -0.1, 1.0,9.4,32.0,2022-05-08 21:00:00, 51.0,-7.0, 912.0,19
None,5.8,5.9, 1007.0, -0.1, 0.0,9.4,41.0,2022-05-08 22:00:00, 50.0,-7.0, 912.0,19
None,3.3,3.4, 1007.2, -0.1, 0.0,9.4,49.0,2022-05-08 23:00:00, 50.0,-6.0, 912.0,19
None,2.3,2.1, 1008.3, -0.1, 1.0,9.4,56.0,2022-05-09 00:00:00, 51.0,-5.0, 913.0,19
None,1.6,1.5, 1008.2, 0.0, 0.0,9.4,62.0,2022-05-09 01:00:00, 50.0,-5.0, 913.0,19
None,1.1,0.9, 1008.4, 0.0, 0.0,9.4,59.0,2022-05-09 02:00:00, 51.0,-5.0, 913.0,19
None,0.2,0.1, 1008.4, 0.0, 0.0,9.4,71.0,2022-05-09 03:00:00, 51.0,-5.0, 913.0,19
None,-0.1,-0.1, 1008.3, 0.0, 0.0,9.4,70.0,2022-05-09 04:00:00, 51.0,-5.0, 913.0,19
None,-1.1,-1.4, 1009.6, 0.0, 0.0,9.4,73.0,2022-05-09 05:00:00, 51.0,-5.0, 914.0,19
None,-1.6,-1.6, 1009.6, 0.0, 0.0,9.4,76.0,2022-05-09 06:00:00, 51.0,-5.0, 914.0,19
None,-0.5,-2.1, 1009.5, 0.0, 0.0,-0.6,68.0,2022-05-09 07:00:00, 50.0,-5.0, 914.0,19
None,3.0,-2.1, 1009.2, 0.3, 0.0,2.9,55.0,2022-05-09 08:00:00, 51.0,-6.0, 914.0,19
None,6.6,-2.1, 1009.0, 0.2, 0.0,6.7,35.0,2022-05-09 09:00:00, 50.0,-7.0, 914.0,19
None,8.2,-2.1, 1009.0, -0.2, 0.0,8.2,31.0,2022-05-09 10:00:00, 50.0,-8.0, 914.0,19
None,8.9,-2.1, 1008.1, -0.2, -1.0,9.2,28.0,2022-05-09 11:00:00, 50.0,-9.0, 913.0,19
None,9.5,-2.1, 1008.1, 0.0, 0.0,9.8,25.0,2022-05-09 12:00:00, 50.0,-10.0, 913.0,19
None,9.6,-2.1, 1008.2, -0.5, -1.0,10.5,26.0,2022-05-09 13:00:00, 49.0,-9.0, 913.0,19
None,10.4,-2.1, 1008.2, -0.1, -1.0,11.3,23.0,2022-05-09 14:00:00, 47.0,-10.0, 913.0,19
None,10.4,-2.1, 1007.1, -0.1, 0.0,11.3,24.0,2022-05-09 15:00:00, 47.0,-9.0, 912.0,19
None,11.2,-2.1, 1007.1, -0.2, -1.0,11.3,23.0,2022-05-09 16:00:00, 46.0,-9.0, 912.0,19
None,10.9,-2.1, 1007.2, -0.2, 0.0,11.7,29.0,2022-05-09 17:00:00, 46.0,-7.0, 912.0,19
None,11.2,-2.1, 1007.2, -0.2, -1.0,11.7,27.0,2022-05-09 18:00:00, 45.0,-8.0, 912.0,19
None,10.9,10.8, 1007.2, -0.1, -1.0,11.6,27.0,2022-05-09 19:00:00, 44.0,-7.0, 912.0,19
None,10.5,10.4, 1005.8, -0.2, 1.0,11.6,30.0,2022-05-09 20:00:00, 45.0,-7.0, 911.0,19
None,7.9,7.7, 1005.7, -0.1, -1.0,11.6,35.0,2022-05-09 21:00:00, 44.0,-6.0, 911.0,19
None,6.9,6.8, 1006.7, -0.2, 1.0,11.6,36.0,2022-05-09 22:00:00, 44.0,-7.0, 912.0,19
None,5.8,5.7, 1006.7, -0.2, 0.0,11.6,40.0,2022-05-09 23:00:00, 44.0,-7.0, 912.0,19
None,4.3,4.1, 1006.8, 0.0, 0.0,11.6,46.0,2022-05-10 00:00:00, 44.0,-6.0, 912.0,19
None,4.2,3.9, 1006.8, 0.0, 0.0,11.6,46.0,2022-05-10 01:00:00, 44.0,-7.0, 912.0,19
None,3.2,3.1, 1006.9, 0.0, 0.0,11.6,51.0,2022-05-10 02:00:00, 44.0,-6.0, 912.0,19
None,3.5,3.1, 1006.8, 0.0, 0.0,11.6,50.0,2022-05-10 03:00:00, 44.0,-6.0, 912.0,19
None,3.1,2.9, 1006.8, 0.0, 0.0,11.6,53.0,2022-05-10 04:00:00, 44.0,-6.0, 912.0,19
None,2.5,2.5, 1005.8, -0.1, 0.0,11.6,62.0,2022-05-10 05:00:00, 44.0,-4.0, 911.0,19
