CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -2.665, 88.3, None, None, None, None, 53.14, 2.0, 3.109, 253.1, -4.0, None, -2.7, -2.8, None, None, None, None, 0.3, None, None, 88.0, None,2022-05-07 00:00:00, 148.0, None, 148.4,19
None, -3.64, 96.5, None, None, None, None, 48.05, 0.0, 2.389, 256.2, -4.0, None, -3.6, -3.6, None, None, None, None, 0.3, None, None, 97.0, None,2022-05-07 01:00:00, 148.0, None, 148.1,19
None, -3.201, 97.1, None, None, None, None, 45.79, 1.0, 2.472, 248.9, -4.0, None, -3.2, -3.7, None, None, None, None, 0.3, None, None, 97.0, None,2022-05-07 02:00:00, 149.0, None, 148.5,19
None, -3.057, 96.4, None, None, None, None, 32.46, 0.0, 5.328, 217.6, -4.0, None, -3.1, -3.7, None, None, None, None, 0.3, None, None, 96.0, None,2022-05-07 03:00:00, 149.0, None, 148.6,19
None, -3.064, 97.4, None, None, None, None, 39.08, -2.0, 3.677, 241.6, -3.0, None, -3.1, -3.7, None, None, None, None, 0.3, None, None, 97.0, None,2022-05-07 04:00:00, 147.0, None, 146.8,19
None, -3.006, 97.6, None, None, None, None, 23.81, 0.0, 5.83, 232.8, -3.0, None, -3.0, -3.7, None, None, None, None, 0.3, None, None, 98.0, None,2022-05-07 05:00:00, 147.0, None, 146.6,19
None, -3.056, 97.6, None, None, None, None, 32.23, 1.0, 5.006, 244.0, -3.0, None, -3.1, -3.7, None, None, None, None, 0.3, None, None, 98.0, None,2022-05-07 06:00:00, 147.0, None, 147.1,19
None, -2.92, 97.4, None, None, None, None, 32.07, 0.0, 5.626, 239.7, -3.0, None, -2.9, -3.1, None, None, None, None, -3.0, None, None, 97.0, None,2022-05-07 07:00:00, 147.0, None, 147.2,19
None, -2.877, 95.9, None, None, None, None, 35.01, 0.0, 3.723, 247.0, -3.0, None, -2.9, -3.1, None, None, None, None, -2.7, None, None, 96.0, None,2022-05-07 08:00:00, 147.0, None, 147.4,19
None, -2.656, 93.9, None, None, None, None, 38.7, 0.0, 2.538, 258.9, -3.0, None, -2.7, -3.1, None, None, None, None, -2.1, None, None, 94.0, None,2022-05-07 09:00:00, 147.0, None, 147.1,19
None, -0.905, 90.5, None, None, None, None, 34.18, 0.0, 3.546, 250.1, -2.0, None, -0.9, -3.1, None, None, None, None, -0.9, None, None, 91.0, None,2022-05-07 10:00:00, 147.0, None, 146.8,19
None, 0.018, 85.9, None, None, None, None, 35.6, -1.0, 3.358, 250.0, -2.0, None, 0.0, -3.1, None, None, None, None, 0.0, None, None, 86.0, None,2022-05-07 11:00:00, 146.0, None, 145.8,19
None, -1.432, 86.3, None, None, None, None, 47.95, -1.0, 1.425, 252.2, -3.0, None, -1.4, -3.1, None, None, None, None, 0.0, None, None, 86.0, None,2022-05-07 12:00:00, 145.0, None, 145.3,19
None, -0.027, 81.1, None, None, None, None, 45.36, 2.0, 2.321, 239.4, -3.0, None, 0.0, -3.1, None, None, None, None, 0.1, None, None, 81.0, None,2022-05-07 13:00:00, 147.0, None, 146.7,19
None, 1.21, 83.5, None, None, None, None, 53.91, 0.0, 1.61, 258.7, -1.0, None, 1.2, -3.1, None, None, None, None, 1.9, None, None, 84.0, None,2022-05-07 14:00:00, 146.0, None, 146.2,19
None, 2.449, 68.82, None, None, None, None, 49.29, -1.0, 2.339, 254.8, -2.0, None, 2.4, -3.1, None, None, None, None, 2.7, None, None, 69.0, None,2022-05-07 15:00:00, 145.0, None, 144.9,19
None, 1.206, 72.55, None, None, None, None, 50.26, 1.0, 2.21, 250.3, -3.0, None, 1.2, -3.1, None, None, None, None, 3.2, None, None, 73.0, None,2022-05-07 16:00:00, 145.0, None, 145.2,19
None, 0.265, 75.68, None, None, None, None, 59.4, 2.0, 1.066, 238.1, -4.0, None, 0.3, -3.1, None, None, None, None, 3.2, None, None, 76.0, None,2022-05-07 17:00:00, 146.0, None, 146.4,19
None, 0.071, 77.28, None, None, None, None, 56.61, 2.0, 1.465, 228.6, -3.0, None, 0.1, -3.1, None, None, None, None, 3.2, None, None, 77.0, None,2022-05-07 18:00:00, 147.0, None, 147.4,19
None, -0.357, 76.14, None, None, None, None, 48.31, -2.0, 1.483, 234.0, -4.0, None, -0.4, -0.3, None, None, None, None, 0.8, None, None, 76.0, None,2022-05-07 19:00:00, 146.0, None, 145.6,19
None, -1.25, 79.82, None, None, None, None, 50.07, 0.0, 1.245, 206.5, -4.0, None, -1.3, -1.2, None, None, None, None, 0.8, None, None, 80.0, None,2022-05-07 20:00:00, 145.0, None, 145.3,19
None, -1.682, 82.6, None, None, None, None, 56.96, 0.0, 1.104, 217.1, -4.0, None, -1.7, -1.7, None, None, None, None, 0.8, None, None, 83.0, None,2022-05-07 21:00:00, 145.0, None, 145.4,19
None, -1.952, 80.2, None, None, None, None, 55.42, 0.0, 0.829, 230.2, -5.0, None, -2.0, -2.0, None, None, None, None, 0.8, None, None, 80.0, None,2022-05-07 22:00:00, 145.0, None, 145.3,19
None, -2.34, 81.4, None, None, None, None, 53.59, 0.0, 1.121, 190.6, -5.0, None, -2.3, -2.4, None, None, None, None, 0.8, None, None, 81.0, None,2022-05-07 23:00:00, 145.0, None, 145.3,19
None, -2.433, 77.87, None, None, None, None, 60.42, 0.0, 0.771, 181.9, -5.0, None, -2.4, -2.7, None, None, None, None, 0.8, None, None, 78.0, None,2022-05-08 00:00:00, 145.0, None, 145.1,19
None, -2.62, 80.8, None, None, None, None, 58.64, 1.0, 1.138, 197.4, -5.0, None, -2.6, -3.0, None, None, None, None, 0.8, None, None, 81.0, None,2022-05-08 01:00:00, 145.0, None, 145.4,19
None, -3.241, 85.0, None, None, None, None, 26.4, 0.0, 3.044, 192.7, -5.0, None, -3.2, -3.3, None, None, None, None, 0.8, None, None, 85.0, None,2022-05-08 02:00:00, 145.0, None, 145.3,19
None, -3.33, 83.6, None, None, None, None, 44.77, 0.0, 1.557, 215.1, -5.0, None, -3.3, -3.5, None, None, None, None, 0.8, None, None, 84.0, None,2022-05-08 03:00:00, 145.0, None, 145.2,19
None, -3.339, 80.3, None, None, None, None, 64.51, 0.0, 2.727, 257.6, -6.0, None, -3.3, -3.7, None, None, None, None, 0.8, None, None, 80.0, None,2022-05-08 04:00:00, 145.0, None, 145.2,19
None, -4.028, 83.6, None, None, None, None, 66.9, 0.0, 1.33, 179.9, -6.0, None, -4.0, -4.0, None, None, None, None, 0.8, None, None, 84.0, None,2022-05-08 05:00:00, 145.0, None, 144.9,19
None, -4.338, 86.7, None, None, None, None, 41.13, 0.0, 1.543, 186.5, -6.0, None, -4.3, -4.3, None, None, None, None, 0.8, None, None, 87.0, None,2022-05-08 06:00:00, 145.0, None, 144.9,19
None, -3.787, 85.5, None, None, None, None, 31.83, 0.0, 2.307, 183.6, -6.0, None, -3.8, -4.4, None, None, None, None, -3.8, None, None, 86.0, None,2022-05-08 07:00:00, 145.0, None, 145.0,19
None, -3.037, 87.2, None, None, None, None, 38.87, 0.0, 2.045, 218.7, -4.0, None, -3.0, -4.4, None, None, None, None, -3.1, None, None, 87.0, None,2022-05-08 08:00:00, 145.0, None, 144.8,19
None, -2.388, 84.9, None, None, None, None, 29.62, 0.0, 3.574, 235.4, -4.0, None, -2.4, -4.4, None, None, None, None, -2.3, None, None, 85.0, None,2022-05-08 09:00:00, 145.0, None, 144.7,19
None, -0.349, 83.1, None, None, None, None, 36.03, 0.0, 3.016, 249.4, -3.0, None, -0.3, -4.4, None, None, None, None, -0.4, None, None, 83.0, None,2022-05-08 10:00:00, 145.0, None, 144.8,19
None, 0.388, 82.1, None, None, None, None, 35.17, 1.0, 3.32, 258.4, -2.0, None, 0.4, -4.4, None, None, None, None, 0.3, None, None, 82.0, None,2022-05-08 11:00:00, 146.0, None, 145.5,19
None, -0.569, 88.8, None, None, None, None, 37.1, 0.0, 3.076, 258.4, -2.0, None, -0.6, -4.4, None, None, None, None, 0.6, None, None, 89.0, None,2022-05-08 12:00:00, 146.0, None, 145.5,19
