pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -38.02, 66.98, -35.5, 67.0, -42.0, -38.0, -38.1, 1028.7, 0.0, -42.0, 923.0, 0.0,2020-01-15 00:00:00, 52.0, 51.98, 923.0,3
None, -38.45, 66.22, -35.5, 66.0, -42.0, -38.5, -38.5, 1028.5, -0.1, -42.0, 923.0, 0.0,2020-01-15 01:00:00, 52.0, 52.05, 923.0,3
None, -38.45, 65.97, -35.5, 66.0, -42.0, -38.5, -38.5, 1028.4, 0.0, -42.0, 923.0, 0.0,2020-01-15 02:00:00, 52.0, 51.82, 923.0,3
None, -38.65, 65.82, -35.5, 66.0, -42.0, -38.7, -38.7, 1029.5, 0.0, -42.0, 924.0, 0.0,2020-01-15 03:00:00, 52.0, 51.99, 924.0,3
None, -38.84, 66.05, -35.5, 66.0, -42.0, -38.8, -38.8, 1029.5, 0.0, -42.0, 924.0, 0.0,2020-01-15 04:00:00, 52.0, 51.99, 924.0,3
None, -38.94, 65.64, -35.5, 66.0, -43.0, -38.9, -38.9, 1029.8, 0.0, -43.0, 924.0, 0.0,2020-01-15 05:00:00, 52.0, 51.95, 924.0,3
None, -39.1, 65.37, -35.5, 65.0, -43.0, -39.1, -39.1, 1029.9, 0.0, -43.0, 924.0, 0.0,2020-01-15 06:00:00, 52.0, 51.89, 924.0,3
None, -39.28, 65.29, -39.1, 65.0, -43.0, -39.3, -39.3, 1030.0, 0.0, -43.0, 924.0, 1.0,2020-01-15 07:00:00, 52.0, 52.29, 924.0,3
None, -39.33, 65.29, -39.1, 65.0, -43.0, -39.3, -39.3, 1030.1, 0.0, -43.0, 924.0, 0.0,2020-01-15 08:00:00, 52.0, 52.32, 924.0,3
None, -39.57, 64.79, -39.1, 65.0, -43.0, -39.6, -39.6, 1030.2, 0.0, -43.0, 924.0, 0.0,2020-01-15 09:00:00, 52.0, 52.26, 924.0,3
None, -39.54, 64.69, -39.1, 65.0, -43.0, -39.5, -39.6, 1031.3, 0.0, -43.0, 925.0, 0.0,2020-01-15 10:00:00, 52.0, 52.18, 925.0,3
None, -38.59, 65.12, -38.6, 65.0, -42.0, -38.6, -39.6, 1031.2, 0.1, -42.0, 925.0, 0.0,2020-01-15 11:00:00, 52.0, 52.01, 925.0,3
None, -36.59, 68.83, -36.6, 69.0, -40.0, -36.6, -39.6, 1029.9, 0.2, -40.0, 924.0, 0.0,2020-01-15 12:00:00, 52.0, 52.06, 924.0,3
None, -33.95, 69.74, -34.0, 70.0, -37.0, -34.0, -39.6, 1029.6, 0.1, -37.0, 924.0, 0.0,2020-01-15 13:00:00, 52.0, 52.3, 924.0,3
None, -32.89, 70.72, -32.8, 71.0, -36.0, -32.9, -39.6, 1028.4, 0.0, -36.0, 923.0, 0.0,2020-01-15 14:00:00, 52.0, 51.93, 923.0,3
None, -32.24, 69.04, -31.6, 69.0, -36.0, -32.2, -39.6, 1027.2, 0.1, -36.0, 922.0, 0.0,2020-01-15 15:00:00, 52.0, 51.95, 922.0,3
None, -30.86, 68.7, -30.2, 69.0, -35.0, -30.9, -39.6, 1027.0, 0.0, -35.0, 922.0, 0.0,2020-01-15 16:00:00, 52.0, 51.96, 922.0,3
None, -33.88, 70.73, -30.2, 71.0, -37.0, -33.9, -39.6, 1027.4, -0.2, -37.0, 922.0, 0.0,2020-01-15 17:00:00, 52.0, 51.81, 922.0,3
None, -34.9, 70.0, -30.2, 70.0, -38.0, -34.9, -39.6, 1026.5, 0.0, -38.0, 921.0, 0.0,2020-01-15 18:00:00, 52.0, 51.91, 921.0,3
None, -35.72, 69.65, -34.9, 70.0, -39.0, -35.7, -35.7, 1025.5, 0.0, -39.0, 920.0, 1.0,2020-01-15 19:00:00, 52.0, 52.23, 920.0,3
None, -36.03, 69.52, -34.9, 70.0, -39.0, -36.0, -36.0, 1024.4, 0.0, -39.0, 919.0, 0.0,2020-01-15 20:00:00, 52.0, 52.13, 919.0,3
None, -35.93, 70.0, -34.9, 70.0, -39.0, -35.9, -36.2, 1023.3, 0.0, -39.0, 918.0, 0.0,2020-01-15 21:00:00, 52.0, 52.02, 918.0,3
None, -32.53, 73.0, -32.5, 73.0, -35.0, -32.5, -36.2, 1022.9, 0.0, -35.0, 918.0, 0.0,2020-01-15 22:00:00, 52.0, 52.23, 918.0,3
