pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
1.6,-7.4,-8.5,0.1,0.0,-7.3,-6999.0,2020-01-15 00:00:00,-6999.0,-6999.0,3
1.6,-7.7,-8.5,0.0,0.0,-7.3,-6999.0,2020-01-15 01:00:00,-6999.0,-6999.0,3
1.6,-7.9,-8.5,0.1,0.0,-7.3,-6999.0,2020-01-15 02:00:00,-6999.0,-6999.0,3
2.1,-8.1,-8.5,0.5,1.0,-7.3,-6999.0,2020-01-15 03:00:00,-6999.0,-6999.0,3
5.9,-8.4,-8.5,3.8,4.0,-7.3,-6999.0,2020-01-15 04:00:00,-6999.0,-6999.0,3
10.8,-8.4,-8.5,4.9,5.0,-7.3,-6999.0,2020-01-15 05:00:00,-6999.0,-6999.0,3
13.8,-7.9,-8.5,3.0,3.0,-7.3,-6999.0,2020-01-15 06:00:00,-6999.0,-6999.0,3
15.6,-8.0,-8.1,2.1,2.0,-7.9,-6999.0,2020-01-15 07:00:00,-6999.0,-6999.0,3
15.8,-7.5,-8.1,0.2,0.0,-7.5,-6999.0,2020-01-15 08:00:00,-6999.0,-6999.0,3
15.8,-7.2,-8.1,0.0,0.0,-7.2,-6999.0,2020-01-15 09:00:00,-6999.0,-6999.0,3
15.8,-6.8,-8.1,0.0,0.0,-6.8,-6999.0,2020-01-15 10:00:00,-6999.0,-6999.0,3
15.8,-6.3,-8.1,0.0,0.0,-6.1,-6999.0,2020-01-15 11:00:00,-6999.0,-6999.0,3
15.8,-6.3,-8.1,0.0,0.0,-6.0,-6999.0,2020-01-15 12:00:00,-6999.0,-6999.0,3
15.8,-6.3,-8.1,0.0,0.0,-5.8,-6999.0,2020-01-15 13:00:00,-6999.0,-6999.0,3
15.8,-5.3,-8.1,0.0,0.0,-5.4,-6999.0,2020-01-15 14:00:00,-6999.0,-6999.0,3
16.2,-5.0,-8.1,0.4,0.0,-4.2,-6999.0,2020-01-15 15:00:00,-6999.0,-6999.0,3
17.9,-5.3,-8.1,1.7,2.0,-4.2,-6999.0,2020-01-15 16:00:00,-6999.0,-6999.0,3
18.2,-5.0,-8.1,0.3,0.0,-4.2,-6999.0,2020-01-15 17:00:00,-6999.0,-6999.0,3
18.2,-3.8,-8.1,0.1,0.0,-3.8,-6999.0,2020-01-15 18:00:00,-6999.0,-6999.0,3
18.2,-3.0,-4.0,0.0,0.0,-3.0,-6999.0,2020-01-15 19:00:00,-6999.0,-6999.0,3
18.2,-2.2,-4.0,0.0,0.0,-2.0,-6999.0,2020-01-15 20:00:00,-6999.0,-6999.0,3
18.0,-1.5,-4.0,0.0,0.0,-1.5,-6999.0,2020-01-15 21:00:00,-6999.0,-6999.0,3
17.3,-0.9,-4.0,0.0,0.0,-0.8,-6999.0,2020-01-15 22:00:00,-6999.0,-6999.0,3
16.9,0.3,-4.0,0.0,0.0,0.5,-6999.0,2020-01-15 23:00:00,-6999.0,-6999.0,3
