time,tasmin,tasmax,pcp,week_of_year
2019-07-23,11.4,25.0, 9.2,30
2019-07-24,10.1,18.9, 0.0,30
2019-07-25,8.5,18.1, 0.4,30
2019-07-26,12.6,19.7, 3.7,30
2019-07-27,10.4,18.2, 0.5,30
2019-07-28,10.8,20.0, 0.0,30
2019-07-29,9.1,19.2, 0.0,30
