pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 12.83, 85.4, None, None, 45.36, 0.869, 189.6, None, None, None, None, None, None, 10.0, 932.0, None, None, None,2020-07-15 00:00:00, None, None,29
None, 11.74, 91.5, None, None, 39.3, 2.75, 124.8, None, None, None, None, None, None, 10.0, 932.0, None, None, None,2020-07-15 01:00:00, None, None,29
None, 11.55, 87.9, None, None, 57.15, 1.989, 192.7, None, None, None, None, None, None, 10.0, 932.0, None, None, None,2020-07-15 02:00:00, None, None,29
None, 11.06, 91.2, None, None, 60.8, 1.581, 175.7, None, None, None, None, None, None, 10.0, 933.0, None, None, None,2020-07-15 03:00:00, None, None,29
None, 9.15, 96.1, None, None, 52.84, 1.22, 158.4, None, None, None, None, None, None, 9.0, 933.0, None, None, None,2020-07-15 04:00:00, None, None,29
None, 9.12, 97.8, None, None, 75.22, 0.927, 145.0, None, None, None, None, None, None, 9.0, 933.0, None, None, None,2020-07-15 05:00:00, None, None,29
None, 9.39, 97.6, None, None, 53.6, 1.019, 183.1, None, None, None, None, None, None, 9.0, 933.0, None, None, None,2020-07-15 06:00:00, None, None,29
None, 10.42, 96.5, None, None, 71.19, 0.428, 106.7, None, None, None, None, None, None, 10.0, 934.0, None, None, None,2020-07-15 07:00:00, None, None,29
None, 12.63, 88.7, None, None, 56.6, 0.689, 169.2, None, None, None, None, None, None, 11.0, 933.0, None, None, None,2020-07-15 08:00:00, None, None,29
None, 15.03, 78.45, None, None, 43.68, 1.386, 122.7, None, None, None, None, None, None, 12.0, 933.0, None, None, None,2020-07-15 09:00:00, None, None,29
None, 15.68, 79.0, None, None, 49.42, 4.121, 153.5, None, None, None, None, None, None, 12.0, 933.0, None, None, None,2020-07-15 10:00:00, None, None,29
None, 15.82, 73.64, None, None, 22.99, 5.065, 209.1, None, None, None, None, None, None, 11.0, 933.0, None, None, None,2020-07-15 11:00:00, None, None,29
None, 16.3, 72.73, None, None, 22.5, 7.596, 210.3, None, None, None, None, None, None, 11.0, 932.0, None, None, None,2020-07-15 12:00:00, None, None,29
None, 15.62, 85.7, None, None, 22.21, 6.669, 200.5, None, None, None, None, None, None, 13.0, 932.0, None, None, None,2020-07-15 13:00:00, None, None,29
None, 15.49, 92.3, None, None, 20.69, 5.602, 185.2, None, None, None, None, None, None, 14.0, 932.0, None, None, None,2020-07-15 14:00:00, None, None,29
None, 15.32, 91.7, None, None, 21.5, 6.213, 189.8, None, None, None, None, None, None, 14.0, 931.0, None, None, None,2020-07-15 15:00:00, None, None,29
None, 15.31, 92.7, None, None, 25.48, 5.558, 212.5, None, None, None, None, None, None, 14.0, 931.0, None, None, None,2020-07-15 16:00:00, None, None,29
None, 15.14, 93.1, None, None, 20.78, 6.234, 198.4, None, None, None, None, None, None, 14.0, 930.0, None, None, None,2020-07-15 17:00:00, None, None,29
None, 14.98, 95.5, None, None, 16.72, 8.6, 182.7, None, None, None, None, None, None, 14.0, 929.0, None, None, None,2020-07-15 18:00:00, None, None,29
None, 15.18, 97.4, None, None, 36.52, 6.229, 187.6, None, None, None, None, None, None, 15.0, 928.0, None, None, None,2020-07-15 19:00:00, None, None,29
None, 15.39, 95.6, None, None, 21.0, 5.527, 166.5, None, None, None, None, None, None, 15.0, 928.0, None, None, None,2020-07-15 20:00:00, None, None,29
None, 15.4, 94.3, None, None, 29.73, 3.271, 146.9, None, None, None, None, None, None, 14.0, 927.0, None, None, None,2020-07-15 21:00:00, None, None,29
None, 15.15, 93.8, None, None, 32.6, 3.693, 175.5, None, None, None, None, None, None, 14.0, 927.0, None, None, None,2020-07-15 22:00:00, None, None,29
None, 14.9, 86.4, None, None, 42.09, 2.178, 223.7, None, None, None, None, None, None, 13.0, 927.0, None, None, None,2020-07-15 23:00:00, None, None,29
None, 14.67, 83.6, None, None, 33.59, 3.117, 246.9, None, None, None, None, None, None, 12.0, 927.0, None, None, None,2020-07-16 00:00:00, None, None,29
None, 14.23, 82.6, None, None, 37.95, 3.72, 246.8, None, None, None, None, None, None, 11.0, 927.0, None, None, None,2020-07-16 01:00:00, None, None,29
None, 14.51, 74.93, None, None, 36.1, 4.386, 240.2, None, None, None, None, None, None, 10.0, 927.0, None, None, None,2020-07-16 02:00:00, None, None,29
None, 14.35, 75.52, None, None, 68.64, 1.97, 199.5, None, None, None, None, None, None, 11.0, 926.0, None, None, None,2020-07-16 03:00:00, None, None,29
None, 12.87, 89.4, None, None, 44.09, 3.824, 173.5, None, None, None, None, None, None, 11.0, 926.0, None, None, None,2020-07-16 04:00:00, None, None,29
None, 12.87, 88.8, None, None, 34.52, 5.45, 155.4, None, None, None, None, None, None, 11.0, 926.0, None, None, None,2020-07-16 05:00:00, None, None,29
None, 12.62, 93.3, None, None, 29.15, 4.586, 157.1, None, None, None, None, None, None, 12.0, 926.0, None, None, None,2020-07-16 06:00:00, None, None,29
None, 13.41, 86.4, None, None, 17.66, 6.88, 182.7, None, None, None, None, None, None, 11.0, 926.0, None, None, None,2020-07-16 07:00:00, None, None,29
None, 13.62, 87.0, None, None, 46.69, 3.207, 159.4, None, None, None, None, None, None, 12.0, 926.0, None, None, None,2020-07-16 08:00:00, None, None,29
None, 14.5, 85.6, None, None, 22.33, 3.09, 212.0, None, None, None, None, None, None, 12.0, 926.0, None, None, None,2020-07-16 09:00:00, None, None,29
None, 13.72, 92.6, None, None, 67.28, 1.4, 264.3, None, None, None, None, None, None, 12.0, 926.0, None, None, None,2020-07-16 10:00:00, None, None,29
None, 14.49, 89.1, None, None, 40.51, 3.158, 349.6, None, None, None, None, None, None, 13.0, 926.0, None, None, None,2020-07-16 11:00:00, None, None,29
None, 14.76, 87.8, None, None, 49.62, 2.954, 253.1, None, None, None, None, None, None, 13.0, 926.0, None, None, None,2020-07-16 12:00:00, None, None,29
None, 17.38, 67.34, None, None, 52.37, 5.753, 322.9, None, None, None, None, None, None, 11.0, 926.0, None, None, None,2020-07-16 13:00:00, None, None,29
None, 17.0, 66.37, None, None, 58.73, 5.805, 313.9, None, None, None, None, None, None, 11.0, 925.0, None, None, None,2020-07-16 14:00:00, None, None,29
None, 17.0, 66.64, None, None, 59.89, 4.24, 274.8, None, None, None, None, None, None, 11.0, 926.0, None, None, None,2020-07-16 15:00:00, None, None,29
None, 19.59, 53.91, None, None, 63.07, 5.471, 300.5, None, None, None, None, None, None, 10.0, 926.0, None, None, None,2020-07-16 16:00:00, None, None,29
None, 16.24, 79.64, None, None, 43.13, 6.904, 337.2, None, None, None, None, None, None, 12.0, 926.0, None, None, None,2020-07-16 17:00:00, None, None,29
None, 17.65, 63.58, None, None, 57.76, 4.248, 241.3, None, None, None, None, None, None, 11.0, 926.0, None, None, None,2020-07-16 18:00:00, None, None,29
None, 17.72, 63.48, None, None, 58.06, 5.824, 301.8, None, None, None, None, None, None, 10.0, 926.0, None, None, None,2020-07-16 19:00:00, None, None,29
None, 17.84, 58.3, None, None, 53.75, 5.525, 325.7, None, None, None, None, None, None, 9.0, 926.0, None, None, None,2020-07-16 20:00:00, None, None,29
None, 16.47, 66.23, None, None, 56.95, 3.794, 256.5, None, None, None, None, None, None, 10.0, 926.0, None, None, None,2020-07-16 21:00:00, None, None,29
None, 15.8, 64.23, None, None, 66.09, 2.584, 317.1, None, None, None, None, None, None, 9.0, 927.0, None, None, None,2020-07-16 22:00:00, None, None,29
None, 15.22, 62.8, None, None, 46.75, 4.723, 316.7, None, None, None, None, None, None, 8.0, 927.0, None, None, None,2020-07-16 23:00:00, None, None,29
None, 14.39, 66.03, None, None, 49.13, 4.63, 321.0, None, None, None, None, None, None, 8.0, 928.0, None, None, None,2020-07-17 00:00:00, None, None,29
None, 13.89, 66.4, None, None, 55.04, 3.802, 309.0, None, None, None, None, None, None, 8.0, 928.0, None, None, None,2020-07-17 01:00:00, None, None,29
None, 12.86, 70.83, None, None, 57.84, 2.261, 272.9, None, None, None, None, None, None, 8.0, 928.0, None, None, None,2020-07-17 02:00:00, None, None,29
None, 12.75, 74.06, None, None, 75.43, 1.573, 354.8, None, None, None, None, None, None, 8.0, 929.0, None, None, None,2020-07-17 03:00:00, None, None,29
None, 11.2, 79.15, None, None, 39.88, 1.84, 154.6, None, None, None, None, None, None, 8.0, 929.0, None, None, None,2020-07-17 04:00:00, None, None,29
None, 11.65, 74.63, None, None, 51.13, 2.115, 234.2, None, None, None, None, None, None, 7.0, 929.0, None, None, None,2020-07-17 05:00:00, None, None,29
None, 11.07, 75.91, None, None, 52.55, 1.598, 242.0, None, None, None, None, None, None, 7.0, 930.0, None, None, None,2020-07-17 06:00:00, None, None,29
None, 11.47, 75.28, None, None, 53.93, 1.892, 315.4, None, None, None, None, None, None, 7.0, 930.0, None, None, None,2020-07-17 07:00:00, None, None,29
None, 13.0, 67.19, None, None, 57.43, 2.743, 323.7, None, None, None, None, None, None, 8.0, 930.0, None, None, None,2020-07-17 08:00:00, None, None,29
None, 14.97, 59.07, None, None, 55.99, 4.123, 316.9, None, None, None, None, None, None, 7.0, 931.0, None, None, None,2020-07-17 09:00:00, None, None,29
None, 15.86, 56.88, None, None, 48.93, 6.321, 357.6, None, None, None, None, None, None, 8.0, 931.0, None, None, None,2020-07-17 10:00:00, None, None,29
None, 17.11, 53.48, None, None, 37.44, 8.51, 15.29, None, None, None, None, None, None, 8.0, 931.0, None, None, None,2020-07-17 11:00:00, None, None,29
None, 17.83, 54.43, None, None, 35.11, 10.45, 2.477, None, None, None, None, None, None, 9.0, 931.0, None, None, None,2020-07-17 12:00:00, None, None,29
None, 18.51, 49.4, None, None, 32.65, 9.71, 5.374, None, None, None, None, None, None, 8.0, 931.0, None, None, None,2020-07-17 13:00:00, None, None,29
None, 18.28, 48.24, None, None, 30.99, 10.3, 352.3, None, None, None, None, None, None, 7.0, 931.0, None, None, None,2020-07-17 14:00:00, None, None,29
None, 19.72, 40.86, None, None, 32.61, 8.45, 348.9, None, None, None, None, None, None, 6.0, 932.0, None, None, None,2020-07-17 15:00:00, None, None,29
None, 20.51, 38.41, None, None, 33.97, 9.96, 337.0, None, None, None, None, None, None, 6.0, 932.0, None, None, None,2020-07-17 16:00:00, None, None,29
None, 19.68, 42.07, None, None, 27.25, 11.39, 340.8, None, None, None, None, None, None, 7.0, 932.0, None, None, None,2020-07-17 17:00:00, None, None,29
None, 19.63, 40.4, None, None, 32.64, 9.61, 335.1, None, None, None, None, None, None, 6.0, 932.0, None, None, None,2020-07-17 18:00:00, None, None,29
None, 20.17, 41.09, None, None, 53.0, 7.579, 320.2, None, None, None, None, None, None, 7.0, 932.0, None, None, None,2020-07-17 19:00:00, None, None,29
None, 19.19, 43.01, None, None, 55.34, 5.82, 318.8, None, None, None, None, None, None, 7.0, 932.0, None, None, None,2020-07-17 20:00:00, None, None,29
None, 17.97, 44.06, None, None, 35.29, 5.395, 331.4, None, None, None, None, None, None, 6.0, 933.0, None, None, None,2020-07-17 21:00:00, None, None,29
None, 14.76, 58.36, None, None, 37.38, 2.507, 330.8, None, None, None, None, None, None, 7.0, 933.0, None, None, None,2020-07-17 22:00:00, None, None,29
None, 10.82, 87.9, None, None, 51.51, 0.518, 197.7, None, None, None, None, None, None, 9.0, 934.0, None, None, None,2020-07-17 23:00:00, None, None,29
None, 9.77, 88.2, None, None, 2.556, 0.162, 221.5, None, None, None, None, None, None, 8.0, 934.0, None, None, None,2020-07-18 00:00:00, None, None,29
None, 13.42, 64.44, None, None, 77.28, 0.733, 305.0, None, None, None, None, None, None, 7.0, 934.0, None, None, None,2020-07-18 01:00:00, None, None,29
None, 12.91, 65.42, None, None, 54.04, 1.816, 314.8, None, None, None, None, None, None, 7.0, 934.0, None, None, None,2020-07-18 02:00:00, None, None,29
None, 11.97, 69.4, None, None, 64.64, 1.263, 297.5, None, None, None, None, None, None, 7.0, 934.0, None, None, None,2020-07-18 03:00:00, None, None,29
None, 9.08, 84.4, None, None, 46.21, 1.34, 236.7, None, None, None, None, None, None, 7.0, 934.0, None, None, None,2020-07-18 04:00:00, None, None,29
None, 9.07, 84.9, None, None, 70.87, 1.426, 180.0, None, None, None, None, None, None, 7.0, 934.0, None, None, None,2020-07-18 05:00:00, None, None,29
None, 8.61, 91.8, None, None, 55.8, 0.913, 157.7, None, None, None, None, None, None, 7.0, 934.0, None, None, None,2020-07-18 06:00:00, None, None,29
