CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 8.41, 64.03, None, None, None, 5.9, 7.574, 1.0, 3.09, 223.8, 2.0, 3.1, 8.4, 7.6, None, 224.0, 16.6, 64.0, None,2020-07-15 00:00:00, -12.0, None,29
None, 7.828, 74.34, None, None, None, 4.6, 7.495, -1.0, 2.811, 227.9, 4.0, 2.8, 7.8, 7.6, None, 228.0, 16.6, 74.0, None,2020-07-15 01:00:00, -12.0, None,29
None, 7.634, 74.18, None, None, None, 5.2, 16.31, 0.0, 2.603, 227.8, 3.0, 2.6, 7.6, 6.6, None, 228.0, 16.6, 74.0, None,2020-07-15 02:00:00, -12.0, None,29
None, 7.659, 75.67, None, None, None, 8.9, 11.29, 1.0, 3.73, 220.2, 4.0, 3.7, 7.7, 6.6, None, 220.0, 16.6, 76.0, None,2020-07-15 03:00:00, -12.0, None,29
None, 7.536, 75.18, None, None, None, 8.5, 60.0, 0.0, 2.211, 216.3, 3.0, 2.2, 7.5, 6.6, None, 216.0, 16.6, 75.0, None,2020-07-15 04:00:00, -12.0, None,29
None, 7.46, 78.07, None, None, None, 7.6, 59.32, 1.0, 2.051, 236.7, 4.0, 2.1, 7.5, 6.6, None, 237.0, 16.6, 78.0, None,2020-07-15 05:00:00, -12.0, None,29
None, 7.594, 76.48, None, None, None, 5.6, 16.79, 0.0, 2.799, 230.1, 4.0, 2.8, 7.6, 6.6, None, 230.0, 16.6, 76.0, None,2020-07-15 06:00:00, -12.0, None,29
None, 8.72, 73.43, None, None, None, 11.0, 10.75, 0.0, 3.984, 226.6, 4.0, 4.0, 8.7, 7.6, None, 227.0, 8.7, 73.0, None,2020-07-15 07:00:00, -12.0, None,29
None, 8.83, 74.8, None, None, None, 5.9, 13.41, 1.0, 2.436, 227.2, 5.0, 2.4, 8.8, 7.6, None, 227.0, 9.6, 75.0, None,2020-07-15 08:00:00, -12.0, None,29
None, 10.36, 71.18, None, None, None, 5.4, 15.37, 0.0, 2.195, 231.0, 6.0, 2.2, 10.4, 7.6, None, 231.0, 10.5, 71.0, None,2020-07-15 09:00:00, -12.0, None,29
None, 12.67, 64.82, None, None, None, 10.0, 20.18, -1.0, 3.036, 225.9, 6.0, 3.0, 12.7, 7.6, None, 226.0, 12.6, 65.0, None,2020-07-15 10:00:00, -13.0, None,29
None, 14.92, 57.28, None, None, None, 7.1, 36.83, 0.0, 2.347, 259.7, 6.0, 2.3, 14.9, 7.6, None, 260.0, 14.9, 57.0, None,2020-07-15 11:00:00, -13.0, None,29
None, 16.2, 56.91, None, None, None, 11.3, 51.51, 0.0, 2.636, 259.7, 7.0, 2.6, 16.2, 7.6, None, 260.0, 16.2, 57.0, None,2020-07-15 12:00:00, -13.0, None,29
None, 17.79, 53.77, None, None, None, 7.9, 43.74, 0.0, 2.373, 252.4, 8.0, 2.4, 17.8, 7.6, None, 252.0, 17.8, 54.0, None,2020-07-15 13:00:00, -13.0, None,29
None, 17.88, 54.79, None, None, None, 14.1, 52.81, 2.0, 3.203, 260.1, 8.0, 3.2, 17.9, 7.6, None, 260.0, 18.3, 55.0, None,2020-07-15 14:00:00, -12.0, None,29
None, 18.31, 51.66, None, None, None, 9.3, 23.78, 0.0, 3.728, 231.4, 8.0, 3.7, 18.3, 7.6, None, 231.0, 19.2, 52.0, None,2020-07-15 15:00:00, -12.0, None,29
None, 18.0, 50.54, None, None, None, 9.8, 19.12, -1.0, 4.675, 227.2, 8.0, 4.7, 18.0, 7.6, None, 227.0, 19.2, 51.0, None,2020-07-15 16:00:00, -13.0, None,29
None, 17.98, 52.85, None, None, None, 10.3, 17.98, 0.0, 4.869, 227.2, 8.0, 4.9, 18.0, 7.6, None, 227.0, 19.2, 53.0, None,2020-07-15 17:00:00, -13.0, None,29
