pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 12.75, 86.0, None, None, 16.32, 6.484, 216.0, None, None, None, None, None, None, 11.0, 925.0, None, None, None,2020-07-15 00:00:00, None, None,29
None, 13.08, 82.1, None, None, 14.03, 10.86, 214.8, None, None, None, None, None, None, 10.0, 924.0, None, None, None,2020-07-15 01:00:00, None, None,29
None, 12.74, 84.8, None, None, 12.27, 11.06, 216.0, None, None, None, None, None, None, 10.0, 925.0, None, None, None,2020-07-15 02:00:00, None, None,29
None, 13.32, 77.96, None, None, 12.47, 13.17, 223.1, None, None, None, None, None, None, 10.0, 925.0, None, None, None,2020-07-15 03:00:00, None, None,29
None, 13.25, 75.88, None, None, 12.15, 14.12, 218.9, None, None, None, None, None, None, 9.0, 925.0, None, None, None,2020-07-15 04:00:00, None, None,29
None, 13.35, 73.04, None, None, 13.16, 12.38, 223.6, None, None, None, None, None, None, 8.0, 925.0, None, None, None,2020-07-15 05:00:00, None, None,29
None, 13.45, 70.85, None, None, 13.01, 13.13, 222.9, None, None, None, None, None, None, 8.0, 926.0, None, None, None,2020-07-15 06:00:00, None, None,29
None, 13.76, 69.72, None, None, 13.36, 12.86, 227.3, None, None, None, None, None, None, 9.0, 926.0, None, None, None,2020-07-15 07:00:00, None, None,29
None, 15.6, 60.24, None, None, 19.4, 12.49, 244.5, None, None, None, None, None, None, 8.0, 927.0, None, None, None,2020-07-15 08:00:00, None, None,29
None, 16.23, 57.24, None, None, 22.16, 14.92, 249.5, None, None, None, None, None, None, 8.0, 927.0, None, None, None,2020-07-15 09:00:00, None, None,29
None, 17.43, 51.74, None, None, 21.63, 13.95, 264.3, None, None, None, None, None, None, 8.0, 927.0, None, None, None,2020-07-15 10:00:00, None, None,29
None, 18.26, 49.54, None, None, 14.25, 16.96, 301.3, None, None, None, None, None, None, 7.0, 927.0, None, None, None,2020-07-15 11:00:00, None, None,29
None, 18.78, 51.11, None, None, 33.43, 11.19, 268.8, None, None, None, None, None, None, 9.0, 927.0, None, None, None,2020-07-15 12:00:00, None, None,29
None, 19.75, 45.0, None, None, 28.2, 11.63, 259.8, None, None, None, None, None, None, 7.0, 926.0, None, None, None,2020-07-15 13:00:00, None, None,29
None, 20.13, 45.24, None, None, 20.18, 11.67, 273.8, None, None, None, None, None, None, 8.0, 926.0, None, None, None,2020-07-15 14:00:00, None, None,29
None, 20.17, 41.88, None, None, 23.64, 14.17, 270.8, None, None, None, None, None, None, 6.0, 926.0, None, None, None,2020-07-15 15:00:00, None, None,29
None, 20.2, 42.41, None, None, 21.25, 14.51, 252.6, None, None, None, None, None, None, 7.0, 926.0, None, None, None,2020-07-15 16:00:00, None, None,29
None, 19.34, 50.5, None, None, 18.13, 13.68, 247.6, None, None, None, None, None, None, 9.0, 926.0, None, None, None,2020-07-15 17:00:00, None, None,29
None, 18.65, 56.19, None, None, 20.71, 9.65, 224.1, None, None, None, None, None, None, 10.0, 926.0, None, None, None,2020-07-15 18:00:00, None, None,29
None, 17.25, 62.93, None, None, 17.9, 11.71, 206.0, None, None, None, None, None, None, 10.0, 925.0, None, None, None,2020-07-15 19:00:00, None, None,29
None, 16.43, 70.15, None, None, 36.84, 3.393, 165.1, None, None, None, None, None, None, 11.0, 924.0, None, None, None,2020-07-15 20:00:00, None, None,29
None, 16.61, 67.7, None, None, 37.16, 2.926, 166.8, None, None, None, None, None, None, 11.0, 924.0, None, None, None,2020-07-15 21:00:00, None, None,29
None, 15.86, 71.5, None, None, 52.61, 1.685, 120.2, None, None, None, None, None, None, 11.0, 924.0, None, None, None,2020-07-15 22:00:00, None, None,29
None, 14.36, 90.9, None, None, 46.71, 0.727, 107.3, None, None, None, None, None, None, 13.0, 923.0, None, None, None,2020-07-15 23:00:00, None, None,29
None, 13.73, 91.5, None, None, 28.73, 1.937, 71.06, None, None, None, None, None, None, 12.0, 922.0, None, None, None,2020-07-16 00:00:00, None, None,29
None, 13.37, 94.3, None, None, 17.59, 3.566, 102.1, None, None, None, None, None, None, 12.0, 922.0, None, None, None,2020-07-16 01:00:00, None, None,29
None, 13.12, 96.6, None, None, 61.89, 2.843, 92.6, None, None, None, None, None, None, 13.0, 921.0, None, None, None,2020-07-16 02:00:00, None, None,29
None, 13.47, 93.2, None, None, 48.7, 3.187, 137.7, None, None, None, None, None, None, 12.0, 921.0, None, None, None,2020-07-16 03:00:00, None, None,29
None, 13.11, 95.7, None, None, 38.07, 2.741, 137.9, None, None, None, None, None, None, 12.0, 921.0, None, None, None,2020-07-16 04:00:00, None, None,29
None, 12.99, 95.9, None, None, 27.45, 1.99, 185.5, None, None, None, None, None, None, 12.0, 921.0, None, None, None,2020-07-16 05:00:00, None, None,29
None, 13.53, 87.5, None, None, 14.75, 5.326, 213.3, None, None, None, None, None, None, 11.0, 920.0, None, None, None,2020-07-16 06:00:00, None, None,29
None, 14.01, 84.4, None, None, 16.9, 8.7, 220.1, None, None, None, None, None, None, 11.0, 920.0, None, None, None,2020-07-16 07:00:00, None, None,29
None, 15.44, 74.81, None, None, 15.98, 10.81, 218.9, None, None, None, None, None, None, 11.0, 920.0, None, None, None,2020-07-16 08:00:00, None, None,29
None, 16.74, 68.62, None, None, 15.59, 13.31, 213.5, None, None, None, None, None, None, 11.0, 920.0, None, None, None,2020-07-16 09:00:00, None, None,29
None, 18.47, 59.22, None, None, 20.3, 13.43, 228.0, None, None, None, None, None, None, 10.0, 920.0, None, None, None,2020-07-16 10:00:00, None, None,29
None, 17.67, 58.67, None, None, 19.96, 15.46, 230.2, None, None, None, None, None, None, 9.0, 920.0, None, None, None,2020-07-16 11:00:00, None, None,29
None, 18.42, 60.05, None, None, 22.44, 9.52, 231.1, None, None, None, None, None, None, 11.0, 919.0, None, None, None,2020-07-16 12:00:00, None, None,29
None, 19.22, 56.43, None, None, 22.25, 10.73, 238.8, None, None, None, None, None, None, 10.0, 919.0, None, None, None,2020-07-16 13:00:00, None, None,29
None, 20.22, 53.0, None, None, 23.1, 11.24, 225.7, None, None, None, None, None, None, 10.0, 919.0, None, None, None,2020-07-16 14:00:00, None, None,29
None, 19.58, 58.96, None, None, 30.41, 8.6, 224.6, None, None, None, None, None, None, 11.0, 918.0, None, None, None,2020-07-16 15:00:00, None, None,29
