pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 14.25, 18.8, -6999.0, -6999.0, -6999.0, -6999.0, 14.3, 13.9, -0.2, -6999.0, 0.0,2020-07-15 00:00:00, -5.0, None, -6999.0,29
None, 14.43, 18.8, -6999.0, -6999.0, -6999.0, -6999.0, 14.4, 13.3, -0.3, -6999.0, 0.0,2020-07-15 01:00:00, -5.0, None, -6999.0,29
None, 14.37, 18.8, -6999.0, -6999.0, -6999.0, -6999.0, 14.4, 12.9, 0.0, -6999.0, 0.0,2020-07-15 02:00:00, -5.0, None, -6999.0,29
None, 13.59, 18.8, -6999.0, -6999.0, -6999.0, -6999.0, 13.6, 12.9, 0.0, -6999.0, 0.0,2020-07-15 03:00:00, -5.0, None, -6999.0,29
None, 12.62, 18.8, -6999.0, -6999.0, -6999.0, -6999.0, 12.6, 12.6, -0.2, -6999.0, 0.0,2020-07-15 04:00:00, -5.0, None, -6999.0,29
None, 10.53, 18.8, -6999.0, -6999.0, -6999.0, -6999.0, 10.5, 10.5, 0.3, -6999.0, 0.0,2020-07-15 05:00:00, -5.0, -4.81, -6999.0,29
None, 10.83, 18.8, -6999.0, -6999.0, -6999.0, -6999.0, 10.8, 10.5, 0.0, -6999.0, 0.0,2020-07-15 06:00:00, -5.0, -4.683, -6999.0,29
None, 10.41, 11.7, -6999.0, -6999.0, -6999.0, -6999.0, 10.4, 10.3, 0.1, -6999.0, 0.0,2020-07-15 07:00:00, -5.0, -4.746, -6999.0,29
None, 11.21, 11.7, -6999.0, -6999.0, -6999.0, -6999.0, 11.2, 10.3, -0.1, -6999.0, 0.0,2020-07-15 08:00:00, -5.0, -4.688, -6999.0,29
None, 12.16, 12.2, -6999.0, -6999.0, -6999.0, -6999.0, 12.2, 10.3, 0.0, -6999.0, 0.0,2020-07-15 09:00:00, -5.0, -4.629, -6999.0,29
None, 13.83, 13.8, -6999.0, -6999.0, -6999.0, -6999.0, 13.8, 10.3, -0.2, -6999.0, 0.0,2020-07-15 10:00:00, -5.0, -4.681, -6999.0,29
None, 16.19, 16.5, -6999.0, -6999.0, -6999.0, -6999.0, 16.2, 10.3, 0.0, -6999.0, 0.0,2020-07-15 11:00:00, -5.0, -4.739, -6999.0,29
None, 19.26, 20.5, -6999.0, -6999.0, -6999.0, -6999.0, 19.3, 10.3, -0.1, -6999.0, 0.0,2020-07-15 12:00:00, -5.0, None, -6999.0,29
None, 19.65, 20.6, -6999.0, -6999.0, -6999.0, -6999.0, 19.7, 10.3, 0.0, -6999.0, 0.0,2020-07-15 13:00:00, -5.0, None, -6999.0,29
