BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,49.4, None,2021-07-16 00:00:00, None,29
None, None, None,52.8, None,2021-07-16 01:00:00, None,29
None, None, None,57.4, None,2021-07-16 02:00:00, None,29
None, None, None,60.9, None,2021-07-16 03:00:00, None,29
None, None, None,63.9, None,2021-07-16 04:00:00, None,29
None, None, None,68.4, None,2021-07-16 05:00:00, None,29
None, None, None,72.9, None,2021-07-16 06:00:00, None,29
None, None, None,77.2, None,2021-07-16 07:00:00, None,29
None, None, None,79.0, None,2021-07-16 08:00:00, None,29
None, None, None,79.2, None,2021-07-16 09:00:00, None,29
None, None, None,76.5, None,2021-07-16 10:00:00, None,29
None, None, None,89.5, None,2021-07-16 11:00:00, None,29
None, None, None,96.5, None,2021-07-16 12:00:00, None,29
None, None, None,96.4, None,2021-07-16 13:00:00, None,29
None, None, None,97.6, None,2021-07-16 14:00:00, None,29
None, None, None,99.3, None,2021-07-16 15:00:00, None,29
None, None, None,100.0, None,2021-07-16 16:00:00, None,29
None, None, None,100.0, None,2021-07-16 17:00:00, None,29
None, None, None,100.0, None,2021-07-16 18:00:00, None,29
None, None, None,100.0, None,2021-07-16 19:00:00, None,29
None, None, None,100.0, None,2021-07-16 20:00:00, None,29
None, None, None,100.0, None,2021-07-16 21:00:00, None,29
None, None, None,100.0, None,2021-07-16 22:00:00, None,29
None, None, None,100.0, None,2021-07-16 23:00:00, None,29
None, None, None,100.0, None,2021-07-17 00:00:00, None,29
None, None, None,100.0, None,2021-07-17 01:00:00, None,29
None, None, None,100.0, None,2021-07-17 02:00:00, None,29
None, None, None,99.9, None,2021-07-17 03:00:00, None,29
None, None, None,100.0, None,2021-07-17 04:00:00, None,29
None, None, None,99.8, None,2021-07-17 05:00:00, None,29
None, None, None,99.6, None,2021-07-17 06:00:00, None,29
None, None, None,98.6, None,2021-07-17 07:00:00, None,29
None, None, None,96.2, None,2021-07-17 08:00:00, None,29
None, None, None,98.2, None,2021-07-17 09:00:00, None,29
None, None, None,95.8, None,2021-07-17 10:00:00, None,29
None, None, None,93.9, None,2021-07-17 11:00:00, None,29
None, None, None,87.8, None,2021-07-17 12:00:00, None,29
None, None, None,83.6, None,2021-07-17 13:00:00, None,29
None, None, None,81.4, None,2021-07-17 14:00:00, None,29
None, None, None,78.8, None,2021-07-17 15:00:00, None,29
None, None, None,79.0, None,2021-07-17 16:00:00, None,29
None, None, None,84.6, None,2021-07-17 17:00:00, None,29
None, None, None,86.6, None,2021-07-17 18:00:00, None,29
None, None, None,85.5, None,2021-07-17 19:00:00, None,29
None, None, None,83.3, None,2021-07-17 20:00:00, None,29
None, None, None,86.1, None,2021-07-17 21:00:00, None,29
None, None, None,88.8, None,2021-07-17 22:00:00, None,29
None, None, None,92.7, None,2021-07-17 23:00:00, None,29
None, None, None,97.4, None,2021-07-18 00:00:00, None,29
None, None, None,97.0, None,2021-07-18 01:00:00, None,29
None, None, None,99.4, None,2021-07-18 02:00:00, None,29
None, None, None,99.9, None,2021-07-18 03:00:00, None,29
None, None, None,100.0, None,2021-07-18 04:00:00, None,29
None, None, None,99.2, None,2021-07-18 05:00:00, None,29
None, None, None,96.7, None,2021-07-18 06:00:00, None,29
None, None, None,91.1, None,2021-07-18 07:00:00, None,29
None, None, None,89.2, None,2021-07-18 08:00:00, None,29
None, None, None,86.9, None,2021-07-18 09:00:00, None,29
None, None, None,86.8, None,2021-07-18 10:00:00, None,29
None, None, None,87.6, None,2021-07-18 11:00:00, None,29
None, None, None,88.2, None,2021-07-18 12:00:00, None,29
None, None, None,81.6, None,2021-07-18 13:00:00, None,29
None, None, None,76.6, None,2021-07-18 14:00:00, None,29
None, None, None,74.8, None,2021-07-18 15:00:00, None,29
None, None, None,74.1, None,2021-07-18 16:00:00, None,29
None, None, None,74.4, None,2021-07-18 17:00:00, None,29
None, None, None,76.7, None,2021-07-18 18:00:00, None,29
None, None, None,80.7, None,2021-07-18 19:00:00, None,29
None, None, None,87.0, None,2021-07-18 20:00:00, None,29
None, None, None,93.3, None,2021-07-18 21:00:00, None,29
None, None, None,95.7, None,2021-07-18 22:00:00, None,29
None, None, None,98.1, None,2021-07-18 23:00:00, None,29
None, None, None,99.7, None,2021-07-19 00:00:00, None,29
None, None, None,99.8, None,2021-07-19 01:00:00, None,29
None, None, None,99.9, None,2021-07-19 02:00:00, None,29
None, None, None,99.9, None,2021-07-19 03:00:00, None,29
None, None, None,99.9, None,2021-07-19 04:00:00, None,29
None, None, None,99.9, None,2021-07-19 05:00:00, None,29
None, None, None,99.9, None,2021-07-19 06:00:00, None,29
None, None, None,97.1, None,2021-07-19 07:00:00, None,29
None, None, None,92.2, None,2021-07-19 08:00:00, None,29
None, None, None,90.8, None,2021-07-19 09:00:00, None,29
None, None, None,86.3, None,2021-07-19 10:00:00, None,29
None, None, None,80.7, None,2021-07-19 11:00:00, None,29
None, None, None,72.9, None,2021-07-19 12:00:00, None,29
None, None, None,66.6, None,2021-07-19 13:00:00, None,29
None, None, None,60.8, None,2021-07-19 14:00:00, None,29
None, None, None,57.3, None,2021-07-19 15:00:00, None,29
None, None, None,54.9, None,2021-07-19 16:00:00, None,29
None, None, None,52.7, None,2021-07-19 17:00:00, None,29
None, None, None,52.9, None,2021-07-19 18:00:00, None,29
None, None, None,61.2, None,2021-07-19 19:00:00, None,29
None, None, None,77.6, None,2021-07-19 20:00:00, None,29
None, None, None,84.8, None,2021-07-19 21:00:00, None,29
None, None, None,90.9, None,2021-07-19 22:00:00, None,29
None, None, None,95.7, None,2021-07-19 23:00:00, None,29
None, None, None,97.6, None,2021-07-20 00:00:00, None,29
None, None, None,99.6, None,2021-07-20 01:00:00, None,29
None, None, None,99.9, None,2021-07-20 02:00:00, None,29
None, None, None,99.9, None,2021-07-20 03:00:00, None,29
None, None, None,99.9, None,2021-07-20 04:00:00, None,29
None, None, None,99.9, None,2021-07-20 05:00:00, None,29
None, None, None,99.9, None,2021-07-20 06:00:00, None,29
None, None, None,100.0, None,2021-07-20 07:00:00, None,29
None, None, None,99.7, None,2021-07-20 08:00:00, None,29
None, None, None,95.3, None,2021-07-20 09:00:00, None,29
None, None, None,90.3, None,2021-07-20 10:00:00, None,29
None, None, None,90.4, None,2021-07-20 11:00:00, None,29
None, None, None,94.0, None,2021-07-20 12:00:00, None,29
None, None, None,99.6, None,2021-07-20 13:00:00, None,29
None, None, None,90.2, None,2021-07-20 14:00:00, None,29
None, None, None,78.5, None,2021-07-20 15:00:00, None,29
None, None, None,75.8, None,2021-07-20 16:00:00, None,29
None, None, None,75.6, None,2021-07-20 17:00:00, None,29
None, None, None,78.5, None,2021-07-20 18:00:00, None,29
None, None, None,76.3, None,2021-07-20 19:00:00, None,29
None, None, None,92.6, None,2021-07-20 20:00:00, None,29
None, None, None,98.3, None,2021-07-20 21:00:00, None,29
None, None, None,99.6, None,2021-07-20 22:00:00, None,29
None, None, None,99.9, None,2021-07-20 23:00:00, None,29
None, None, None,99.9, None,2021-07-21 00:00:00, None,29
None, None, None,99.9, None,2021-07-21 01:00:00, None,29
None, None, None,99.9, None,2021-07-21 02:00:00, None,29
None, None, None,99.9, None,2021-07-21 03:00:00, None,29
None, None, None,99.9, None,2021-07-21 04:00:00, None,29
None, None, None,99.9, None,2021-07-21 05:00:00, None,29
None, None, None,99.9, None,2021-07-21 06:00:00, None,29
None, None, None,99.9, None,2021-07-21 07:00:00, None,29
None, None, None,99.9, None,2021-07-21 08:00:00, None,29
None, None, None,99.9, None,2021-07-21 09:00:00, None,29
None, None, None,98.5, None,2021-07-21 10:00:00, None,29
None, None, None,89.1, None,2021-07-21 11:00:00, None,29
None, None, None,79.3, None,2021-07-21 12:00:00, None,29
None, None, None,69.7, None,2021-07-21 13:00:00, None,29
None, None, None,62.6, None,2021-07-21 14:00:00, None,29
None, None, None,79.9, None,2021-07-21 15:00:00, None,29
None, None, None,92.7, None,2021-07-21 16:00:00, None,29
None, None, None,91.4, None,2021-07-21 17:00:00, None,29
None, None, None,86.3, None,2021-07-21 18:00:00, None,29
None, None, None,83.8, None,2021-07-21 19:00:00, None,29
None, None, None,90.2, None,2021-07-21 20:00:00, None,29
None, None, None,90.9, None,2021-07-21 21:00:00, None,29
None, None, None,89.9, None,2021-07-21 22:00:00, None,29
None, None, None,93.1, None,2021-07-21 23:00:00, None,29
None, None, None,91.5, None,2021-07-22 00:00:00, None,29
None, None, None,92.7, None,2021-07-22 01:00:00, None,29
None, None, None,99.3, None,2021-07-22 02:00:00, None,29
