time,TEMP_MEAN,HUMIDITY,week_of_year
2021-07-16 00:00:00, None,39.5,29
2021-07-16 01:00:00, None,44.6,29
2021-07-16 02:00:00, None,50.3,29
2021-07-16 03:00:00, None,56.1,29
2021-07-16 04:00:00, None,66.2,29
2021-07-16 05:00:00, None,65.0,29
2021-07-16 06:00:00, None,53.9,29
2021-07-16 07:00:00, None,44.7,29
2021-07-16 08:00:00, None,37.8,29
2021-07-16 09:00:00, None,28.3,29
2021-07-16 10:00:00, None,24.1,29
2021-07-16 11:00:00, None,17.3,29
2021-07-16 12:00:00, None,18.2,29
2021-07-16 13:00:00, None,15.9,29
2021-07-16 14:00:00, None,15.1,29
2021-07-16 15:00:00, None,11.9,29
2021-07-16 16:00:00, None,13.8,29
2021-07-16 17:00:00, None,14.5,29
2021-07-16 18:00:00, None,15.5,29
2021-07-16 19:00:00, None,20.7,29
2021-07-16 20:00:00, None,24.6,29
2021-07-16 21:00:00, None,26.4,29
2021-07-16 22:00:00, None,34.3,29
2021-07-16 23:00:00, None,36.7,29
2021-07-17 00:00:00, None,38.4,29
2021-07-17 01:00:00, None,39.5,29
2021-07-17 02:00:00, None,43.6,29
2021-07-17 03:00:00, None,49.9,29
2021-07-17 04:00:00, None,51.7,29
2021-07-17 05:00:00, None,58.0,29
2021-07-17 06:00:00, None,43.6,29
2021-07-17 07:00:00, None,33.0,29
2021-07-17 08:00:00, None,30.1,29
2021-07-17 09:00:00, None,27.3,29
2021-07-17 10:00:00, None,24.7,29
2021-07-17 11:00:00, None,21.1,29
2021-07-17 12:00:00, None,17.4,29
2021-07-17 13:00:00, None,14.9,29
2021-07-17 14:00:00, None,15.3,29
2021-07-17 15:00:00, None,15.1,29
2021-07-17 16:00:00, None,14.8,29
2021-07-17 17:00:00, None,15.8,29
2021-07-17 18:00:00, None,16.6,29
2021-07-17 19:00:00, None,20.2,29
2021-07-17 20:00:00, None,25.5,29
2021-07-17 21:00:00, None,36.5,29
2021-07-17 22:00:00, None,37.0,29
2021-07-17 23:00:00, None,42.2,29
2021-07-18 00:00:00, None,46.5,29
2021-07-18 01:00:00, None,54.0,29
2021-07-18 02:00:00, None,55.8,29
2021-07-18 03:00:00, None,64.7,29
2021-07-18 04:00:00, None,68.0,29
2021-07-18 05:00:00, None,67.4,29
2021-07-18 06:00:00, None,52.5,29
2021-07-18 07:00:00, None,43.7,29
2021-07-18 08:00:00, None,36.8,29
2021-07-18 09:00:00, None,29.8,29
2021-07-18 10:00:00, None,23.9,29
2021-07-18 11:00:00, None,19.6,29
2021-07-18 12:00:00, None,18.0,29
2021-07-18 13:00:00, None,17.2,29
2021-07-18 14:00:00, None,14.7,29
2021-07-18 15:00:00, None,14.8,29
2021-07-18 16:00:00, None,14.7,29
2021-07-18 17:00:00, None,13.6,29
2021-07-18 18:00:00, None,15.6,29
2021-07-18 19:00:00, None,19.1,29
2021-07-18 20:00:00, None,26.5,29
2021-07-18 21:00:00, None,32.2,29
2021-07-18 22:00:00, None,32.4,29
2021-07-18 23:00:00, None,39.1,29
2021-07-19 00:00:00, None,50.8,29
2021-07-19 01:00:00, None,53.3,29
2021-07-19 02:00:00, None,60.0,29
