CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
0.331, None, None, None, None, None, None, None, None, 0.3, 0.3, None, -0.1, None, 2.1, None, None,2022-10-22 00:00:00, None, None, None,43
-0.197, None, None, None, None, None, None, None, None, -0.2, -0.2, None, 0.0, None, 2.1, None, None,2022-10-22 01:00:00, None, None, None,43
-0.046, None, None, None, None, None, None, None, None, 0.0, -0.4, None, -0.1, None, 2.1, None, None,2022-10-22 02:00:00, None, None, None,43
-0.329, None, None, None, None, None, None, None, None, -0.3, -0.4, None, 0.0, None, 2.1, None, None,2022-10-22 03:00:00, None, None, None,43
-0.951, None, None, None, None, None, None, None, None, -1.0, -1.0, None, 0.0, None, 2.1, None, None,2022-10-22 04:00:00, None, None, None,43
-1.282, None, None, None, None, None, None, None, None, -1.3, -1.3, None, -0.1, None, 2.1, None, None,2022-10-22 05:00:00, None, None, None,43
-1.509, None, None, None, None, None, None, None, None, -1.5, -1.6, None, 0.0, None, 2.1, None, None,2022-10-22 06:00:00, None, None, None,43
-1.698, None, None, None, None, None, None, None, None, -1.7, -1.7, None, -0.1, None, -1.5, None, None,2022-10-22 07:00:00, None, None, None,43
-1.865, None, None, None, None, None, None, None, None, -1.9, -2.1, None, -0.1, None, -1.5, None, None,2022-10-22 08:00:00, None, None, None,43
-1.291, None, None, None, None, None, None, None, None, -1.3, -2.1, None, 0.0, None, -1.3, None, None,2022-10-22 09:00:00, None, None, None,43
-0.65, None, None, None, None, None, None, None, None, -0.7, -2.1, None, 0.0, None, -0.5, None, None,2022-10-22 10:00:00, None, None, None,43
-0.074, None, None, None, None, None, None, None, None, -0.1, -2.1, None, 0.1, None, 0.0, None, None,2022-10-22 11:00:00, None, None, None,43
1.868, None, None, None, None, None, None, None, None, 1.9, -2.1, None, 0.1, None, 4.1, None, None,2022-10-22 13:00:00, None, None, None,43
1.774, None, None, None, None, None, None, None, None, 1.8, -2.1, None, 1.0, None, 4.1, None, None,2022-10-22 14:00:00, None, None, None,43
