pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
0.0, 7.4, 6.3, 1006.7, 0.0, 0.0, 9.1, 76.0,2022-10-22 00:00:00, 4.0, 971.0,43
0.0, 7.2, 6.3, 1006.7, 0.0, 0.0, 9.1, 78.0,2022-10-22 01:00:00, 4.0, 971.0,43
0.0, 6.7, 6.3, 1006.7, 0.0, 0.0, 9.1, 78.0,2022-10-22 02:00:00, 3.0, 971.0,43
0.0, 6.0, 6.0, 1006.7, 0.0, 0.0, 9.1, 80.0,2022-10-22 03:00:00, 3.0, 971.0,43
0.0, 4.7, 4.2, 1006.8, 0.0, 0.0, 9.1, 86.0,2022-10-22 04:00:00, 3.0, 971.0,43
0.0, 6.1, 4.2, 1005.7, 0.0, 0.0, 9.1, 70.0,2022-10-22 05:00:00, 1.0, 970.0,43
0.0, 4.3, 4.2, 1006.8, 0.0, 0.0, 9.1, 81.0,2022-10-22 06:00:00, 1.0, 971.0,43
0.0, 4.8, 3.7, 1007.9, 0.0, 0.0, 5.9, 78.0,2022-10-22 07:00:00, 1.0, 972.0,43
0.0, 4.1, 3.6, 1007.9, 0.0, 0.0, 5.9, 84.0,2022-10-22 08:00:00, 2.0, 972.0,43
0.0, 5.7, 3.2, 1007.9, 0.0, 0.0, 5.9, 78.0,2022-10-22 09:00:00, 2.0, 972.0,43
0.0, 8.0, 3.2, 1008.9, 0.0, 0.0, 7.9, 66.0,2022-10-22 10:00:00, 2.0, 973.0,43
0.0, 9.3, 3.2, 1008.8, 0.0, 0.0, 9.3, 58.0,2022-10-22 11:00:00, 1.0, 973.0,43
0.0, 10.1, 3.2, 1008.8, 0.0, 0.0, 10.2, 54.0,2022-10-22 12:00:00, 1.0, 973.0,43
0.0, 10.6, 3.2, 1008.7, 0.0, 0.0, 10.7, 51.0,2022-10-22 13:00:00, 1.0, 973.0,43
0.0, 11.7, 3.2, 1008.7, 0.0, 0.0, 11.7, 48.0,2022-10-22 14:00:00, 1.0, 973.0,43
0.0, 11.3, 3.2, 1008.8, 0.0, 0.0, 11.7, 48.0,2022-10-22 15:00:00, 0.0, 973.0,43
0.0, 11.4, 3.2, 1008.8, 0.0, 0.0, 11.7, 47.0,2022-10-22 16:00:00, 1.0, 973.0,43
0.0, 10.5, 3.2, 1009.8, 0.0, 0.0, 11.7, 50.0,2022-10-22 17:00:00, 1.0, 974.0,43
0.0, 9.3, 3.2, 1011.0, 0.0, 0.0, 11.7, 54.0,2022-10-22 18:00:00, 1.0, 975.0,43
0.0, 7.6, 7.6, 1012.0, 0.0, 0.0, 9.3, 63.0,2022-10-22 19:00:00, 1.0, 976.0,43
0.0, 7.2, 7.0, 1012.1, 0.0, 0.0, 9.3, 68.0,2022-10-22 20:00:00, 2.0, 976.0,43
0.0, 6.5, 6.4, 1012.1, 0.0, 0.0, 9.3, 71.0,2022-10-22 21:00:00, 2.0, 976.0,43
0.0, 6.4, 6.1, 1014.0, 0.0, 0.0, 9.3, 71.0,2022-10-22 22:00:00, 1.0, 978.0,43
0.0, 5.9, 5.6, 1013.0, 0.0, 0.0, 9.3, 74.0,2022-10-22 23:00:00, 2.0, 977.0,43
0.0, 5.3, 5.3, 1014.0, 0.0, 0.0, 9.3, 78.0,2022-10-23 00:00:00, 2.0, 978.0,43
0.0, 4.7, 4.6, 1015.1, 0.0, 0.0, 9.3, 82.0,2022-10-23 01:00:00, 2.0, 979.0,43
0.0, 4.8, 4.3, 1015.0, 0.0, 0.0, 9.3, 83.0,2022-10-23 02:00:00, 2.0, 979.0,43
0.0, 3.2, 3.3, 1016.1, 0.0, 0.0, 9.3, 88.0,2022-10-23 03:00:00, 1.0, 980.0,43
0.0, 3.0, 2.5, 1017.2, 0.0, 0.0, 9.3, 89.0,2022-10-23 04:00:00, 1.0, 981.0,43
0.0, 3.3, 2.5, 1017.2, 0.0, 0.0, 9.3, 91.0,2022-10-23 05:00:00, 2.0, 981.0,43
0.0, 2.6, 2.5, 1018.3, 0.0, 0.0, 9.3, 93.0,2022-10-23 06:00:00, 1.0, 982.0,43
0.0, 1.8, 1.4, 1018.4, 0.0, 0.0, 2.5, 95.0,2022-10-23 07:00:00, 1.0, 982.0,43
0.0, 2.1, 1.4, 1019.4, 0.0, 0.0, 2.5, 94.0,2022-10-23 08:00:00, 1.0, 983.0,43
0.0, 3.4, 1.4, 1019.4, 0.0, 0.0, 3.4, 88.0,2022-10-23 09:00:00, 2.0, 983.0,43
0.0, 3.7, 1.4, 1020.4, 0.0, 0.0, 3.8, 92.0,2022-10-23 10:00:00, 3.0, 984.0,43
0.0, 5.6, 1.4, 1020.4, 0.0, 0.0, 5.6, 85.0,2022-10-23 11:00:00, 3.0, 984.0,43
0.0, 6.4, 1.4, 1020.4, 0.0, 0.0, 6.4, 80.0,2022-10-23 12:00:00, 3.0, 984.0,43
0.0, 7.6, 1.4, 1020.3, 0.0, 0.0, 7.5, 78.0,2022-10-23 13:00:00, 4.0, 984.0,43
0.0, 7.3, 1.4, 1020.4, 0.0, 0.0, 7.7, 76.0,2022-10-23 14:00:00, 4.0, 984.0,43
0.0, 7.0, 1.4, 1021.5, 0.0, 0.0, 7.7, 83.0,2022-10-23 15:00:00, 4.0, 985.0,43
0.3, 6.6, 1.4, 1019.4, 0.3, 0.0, 7.7, 93.0,2022-10-23 16:00:00, 6.0, 983.0,43
2.8, 6.5, 1.4, 1020.4, 2.5, 0.0, 7.7, 97.0,2022-10-23 17:00:00, 6.0, 984.0,43
3.1, 6.8, 1.4, 1019.4, 0.3, 0.0, 7.7, 98.0,2022-10-23 18:00:00, 6.0, 983.0,43
3.3, 6.8, 6.7, 1017.4, 0.2, 0.0, 6.8, 98.0,2022-10-23 19:00:00, 7.0, 981.0,43
3.6, 6.4, 6.4, 1016.3, 0.3, 0.0, 6.8, 97.0,2022-10-23 20:00:00, 6.0, 980.0,43
4.7, 6.1, 6.1, 1016.3, 1.1, 0.0, 6.8, 98.0,2022-10-23 21:00:00, 6.0, 980.0,43
6.1, 5.7, 5.6, 1016.3, 1.4, 0.0, 6.8, 97.0,2022-10-23 22:00:00, 5.0, 980.0,43
6.9, 5.5, 5.4, 1016.2, 0.8, 0.0, 6.8, 98.0,2022-10-23 23:00:00, 5.0, 980.0,43
7.4, 5.6, 5.4, 1014.1, 0.5, 0.0, 6.8, 99.0,2022-10-24 00:00:00, 5.0, 978.0,43
8.3, 5.6, 5.4, 1013.1, 0.9, 0.0, 6.8, 99.0,2022-10-24 01:00:00, 5.0, 977.0,43
8.5, 5.5, 5.4, 1013.1, 0.2, 0.0, 6.8, 99.0,2022-10-24 02:00:00, 5.0, 977.0,43
8.9, 5.7, 5.4, 1012.0, 0.4, 0.0, 6.8, 99.0,2022-10-24 03:00:00, 5.0, 976.0,43
9.8, 5.6, 5.4, 1012.1, 0.9, 0.0, 6.8, 99.0,2022-10-24 04:00:00, 5.0, 976.0,43
10.0, 5.7, 5.4, 1012.1, 0.2, 0.0, 6.8, 99.0,2022-10-24 05:00:00, 6.0, 976.0,43
10.7, 5.9, 5.4, 1012.0, 0.7, 0.0, 6.8, 99.0,2022-10-24 06:00:00, 6.0, 976.0,43
10.7, 6.0, 5.9, 1012.0, 0.0, 0.0, 6.0, 99.0,2022-10-24 07:00:00, 6.0, 976.0,43
10.7, 5.9, 5.8, 1012.1, 0.0, 0.0, 6.1, 99.0,2022-10-24 08:00:00, 6.0, 976.0,43
10.7, 5.9, 5.8, 1012.1, 0.0, 0.0, 6.1, 99.0,2022-10-24 09:00:00, 6.0, 976.0,43
10.7, 6.0, 5.8, 1012.1, 0.1, 0.0, 6.1, 99.0,2022-10-24 10:00:00, 6.0, 976.0,43
11.1, 6.5, 5.8, 1013.1, 0.4, 0.0, 6.5, 99.0,2022-10-24 11:00:00, 6.0, 977.0,43
11.1, 7.2, 5.8, 1013.1, 0.0, 0.0, 7.1, 98.0,2022-10-24 12:00:00, 7.0, 977.0,43
11.1, 8.3, 5.8, 1014.1, 0.0, 0.0, 8.2, 94.0,2022-10-24 13:00:00, 7.0, 978.0,43
11.1, 10.1, 5.8, 1013.0, 0.0, 0.0, 10.4, 78.0,2022-10-24 14:00:00, 7.0, 977.0,43
11.3, 9.0, 5.8, 1015.1, 0.2, 0.0, 10.4, 92.0,2022-10-24 15:00:00, 8.0, 979.0,43
11.4, 7.2, 5.8, 1016.2, 0.4, 0.0, 10.4, 94.0,2022-10-24 16:00:00, 6.0, 980.0,43
8.9, 7.6, 5.8, 1016.2, 0.1, 0.0, 10.4, 80.0,2022-10-24 17:00:00, 4.0, 980.0,43
8.6, 6.9, 5.8, 1016.2, 0.0, 0.0, 10.4, 83.0,2022-10-24 18:00:00, 4.0, 980.0,43
8.4, 5.8, 5.8, 1017.3, 0.1, 0.0, 6.9, 88.0,2022-10-24 19:00:00, 4.0, 981.0,43
8.1, 5.5, 4.7, 1017.3, 0.0, 0.0, 6.9, 92.0,2022-10-24 20:00:00, 4.0, 981.0,43
7.0, 5.3, 4.7, 1018.3, 0.1, 0.0, 6.9, 93.0,2022-10-24 21:00:00, 4.0, 982.0,43
5.6, 4.4, 4.4, 1018.3, 0.0, 0.0, 6.9, 95.0,2022-10-24 22:00:00, 4.0, 982.0,43
4.8, 4.4, 4.1, 1019.4, 0.0, 0.0, 6.9, 94.0,2022-10-24 23:00:00, 3.0, 983.0,43
4.3, 4.6, 4.1, 1019.3, 0.0, 0.0, 6.9, 94.0,2022-10-25 00:00:00, 4.0, 983.0,43
3.4, 4.1, 4.0, 1020.3, 0.0, 0.0, 6.9, 97.0,2022-10-25 01:00:00, 3.0, 984.0,43
3.2, 4.5, 4.0, 1020.3, 0.0, 0.0, 6.9, 94.0,2022-10-25 02:00:00, 4.0, 984.0,43
2.8, 4.6, 4.0, 1019.3, 0.0, 0.0, 6.9, 97.0,2022-10-25 03:00:00, 4.0, 983.0,43
1.9, 4.5, 4.0, 1019.3, 0.0, 0.0, 6.9, 98.0,2022-10-25 04:00:00, 4.0, 983.0,43
1.7, 5.1, 4.0, 1018.3, 0.0, 0.0, 6.9, 97.0,2022-10-25 05:00:00, 5.0, 982.0,43
1.0, 5.4, 4.0, 1018.3, 0.1, 0.0, 6.9, 97.0,2022-10-25 06:00:00, 5.0, 982.0,43
1.2, 5.8, 5.4, 1017.3, 0.2, 0.0, 5.8, 98.0,2022-10-25 07:00:00, 5.0, 981.0,43
1.2, 5.9, 5.4, 1016.2, 0.1, 0.0, 5.9, 98.0,2022-10-25 08:00:00, 6.0, 980.0,43
1.2, 6.0, 5.4, 1015.2, 0.1, 0.0, 6.1, 98.0,2022-10-25 09:00:00, 6.0, 979.0,43
1.8, 6.1, 5.4, 1014.2, 0.6, 0.0, 6.3, 98.0,2022-10-25 10:00:00, 6.0, 978.0,43
2.2, 6.1, 5.4, 1013.2, 0.8, 0.0, 6.3, 98.0,2022-10-25 11:00:00, 6.0, 977.0,43
4.2, 6.1, 5.4, 1013.1, 2.0, 0.0, 6.3, 97.0,2022-10-25 12:00:00, 6.0, 977.0,43
5.5, 6.2, 5.4, 1012.1, 1.3, 0.0, 6.3, 98.0,2022-10-25 13:00:00, 6.0, 976.0,43
6.1, 6.1, 5.4, 1011.1, 0.6, 0.0, 6.3, 98.0,2022-10-25 14:00:00, 6.0, 975.0,43
5.9, 6.4, 5.4, 1011.1, 0.1, 0.0, 6.4, 98.0,2022-10-25 15:00:00, 6.0, 975.0,43
5.5, 6.1, 5.4, 1011.1, 0.1, 0.0, 6.4, 98.0,2022-10-25 16:00:00, 6.0, 975.0,43
5.5, 6.2, 5.4, 1010.0, 0.0, 0.0, 6.4, 98.0,2022-10-25 17:00:00, 6.0, 974.0,43
5.5, 6.1, 5.4, 1010.0, 0.0, 0.0, 6.4, 98.0,2022-10-25 18:00:00, 6.0, 974.0,43
5.5, 5.1, 5.1, 1011.1, 0.0, 0.0, 6.2, 98.0,2022-10-25 19:00:00, 5.0, 975.0,43
5.5, 4.3, 4.3, 1010.1, 0.0, 0.0, 6.2, 98.0,2022-10-25 20:00:00, 4.0, 974.0,43
5.5, 3.7, 3.5, 1011.1, 0.0, 0.0, 6.2, 99.0,2022-10-25 21:00:00, 3.0, 975.0,43
5.5, 3.8, 3.2, 1011.1, 0.0, 0.0, 6.2, 99.0,2022-10-25 22:00:00, 4.0, 975.0,43
5.5, 3.9, 3.2, 1012.1, 0.0, 0.0, 6.2, 99.0,2022-10-25 23:00:00, 4.0, 976.0,43
5.5, 3.8, 3.2, 1013.2, 0.0, 0.0, 6.2, 98.0,2022-10-26 00:00:00, 4.0, 977.0,43
None, 3.5, 3.1, 1012.2, None, None, 6.2, 98.0,2022-10-26 01:00:00, 3.0, 976.0,43
None, 4.3, 3.1, 1014.2, 0.0, 0.0, 6.2, 98.0,2022-10-26 02:00:00, 4.0, 978.0,43
None, 3.3, 3.1, 1014.2, 0.0, 0.0, 6.2, 98.0,2022-10-26 03:00:00, 3.0, 978.0,43
None, 3.9, 3.1, 1014.2, 0.0, 0.0, 6.2, 93.0,2022-10-26 04:00:00, 3.0, 978.0,43
None, 3.2, 2.9, 1015.3, 0.0, 0.0, 6.2, 95.0,2022-10-26 05:00:00, 2.0, 979.0,43
None, 1.5, 1.4, 1015.3, 0.0, 0.0, 6.2, 98.0,2022-10-26 06:00:00, 1.0, 979.0,43
None, 2.2, 1.2, 1016.4, 0.0, 0.0, 2.2, 98.0,2022-10-26 07:00:00, 2.0, 980.0,43
None, 2.3, 1.2, 1016.4, 0.0, 0.0, 2.5, 98.0,2022-10-26 08:00:00, 2.0, 980.0,43
None, 3.2, 1.2, 1017.4, 0.0, 0.0, 3.2, 98.0,2022-10-26 09:00:00, 3.0, 981.0,43
None, 3.6, 1.2, 1017.4, 0.0, 0.0, 3.6, 98.0,2022-10-26 10:00:00, 3.0, 981.0,43
None, 4.1, 1.2, 1018.4, 0.0, 0.0, 4.1, 98.0,2022-10-26 11:00:00, 4.0, 982.0,43
None, 4.5, 1.2, 1018.4, 0.0, 0.0, 4.6, 98.0,2022-10-26 12:00:00, 4.0, 982.0,43
None, 4.3, 1.2, 1018.4, 0.1, 0.0, 4.6, 97.0,2022-10-26 13:00:00, 4.0, 982.0,43
None, 4.7, 1.2, 1018.4, 0.2, 0.0, 4.7, 98.0,2022-10-26 14:00:00, 4.0, 982.0,43
None, 5.0, 1.2, 1017.4, 0.2, 0.0, 5.1, 98.0,2022-10-26 15:00:00, 5.0, 981.0,43
None, 4.8, 1.2, 1017.4, 1.3, 0.0, 5.1, 98.0,2022-10-26 16:00:00, 4.0, 981.0,43
None, 4.9, 1.2, 1017.4, 1.0, 0.0, 5.1, 98.0,2022-10-26 17:00:00, 5.0, 981.0,43
None, 5.3, 1.2, 1017.4, 0.5, 0.0, 5.4, 99.0,2022-10-26 18:00:00, 5.0, 981.0,43
None, 5.5, 5.3, 1017.4, 0.3, 0.0, 5.5, 99.0,2022-10-26 19:00:00, 6.0, 981.0,43
None, 5.4, 5.3, 1017.4, 0.7, 0.0, 5.6, 99.0,2022-10-26 20:00:00, 5.0, 981.0,43
None, 5.4, 5.3, 1016.3, 0.1, 0.0, 5.6, 99.0,2022-10-26 21:00:00, 5.0, 980.0,43
None, 5.6, 5.3, 1016.3, 0.0, 0.0, 5.6, 99.0,2022-10-26 22:00:00, 5.0, 980.0,43
