pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,198.0, None, 0.0,-0.1, 16.0, None, None, None,28.0,2021-10-22 00:00:00, None,43
None, None,198.0, None, -0.1,-0.2, 15.0, None, None, None,28.0,2021-10-22 02:00:00, None,43
None, None,144.0, None, -0.7,-0.8, 14.0, None, None, None,31.0,2021-10-22 22:00:00, None,43
None, None,144.0, None, -0.3,-0.3, 14.0, None, None, 0.0,31.0,2021-10-22 23:00:00, None,43
None, None,144.0, None, -0.1,-0.1, 13.0, None, None, 0.0,31.0,2021-10-23 00:00:00, None,43
None, None,144.0, None, -0.5,-0.7, 13.0, None, None, None,31.0,2021-10-23 03:00:00, None,43
None, None,146.0, None, -0.3,-0.5, 14.0, None, None, None,33.0,2021-10-23 16:00:00, None,43
None, None,146.0, None, -0.2,-0.4, 13.0, None, None, None,33.0,2021-10-23 18:00:00, None,43
None, None,146.0, None, -2.8,-2.9, 13.0, None, None, None,32.0,2021-10-24 02:00:00, None,43
None, None,146.0, None, 4.0,1.8, 10.0, None, None, None,31.0,2021-10-24 14:00:00, None,43
None, None,146.0, None, -4.8,-4.8, 13.0, None, None, None,31.0,2021-10-24 22:00:00, None,43
None, None,146.0, None, -6.0,-6.0, 13.0, None, None, None,31.0,2021-10-25 00:00:00, None,43
None, None,146.0, None, -5.0,-5.1, 12.0, None, None, None,30.0,2021-10-25 08:00:00, None,43
None, None,146.0, None, -2.8,-3.0, 12.0, None, None, None,30.0,2021-10-25 11:00:00, None,43
None, None,146.0, None, -2.3,-2.5, 12.0, None, None, 0.0,30.0,2021-10-25 12:00:00, None,43
None, None,146.0, None, -0.5,-0.6, 12.0, None, None, None,32.0,2021-10-25 19:00:00, None,43
None, None,146.0, None, -0.8,-0.9, 13.0, None, None, 0.0,32.0,2021-10-25 21:00:00, None,43
None, None,146.0, None, -1.3,-1.3, 13.0, None, None, None,32.0,2021-10-25 23:00:00, None,43
0.0, None,146.0, None, -1.6,-1.7, 13.0, None, None, 0.0,32.0,2021-10-26 00:00:00, None,43
None, None,146.0, None, -1.9,-2.0, 12.0, None, None, None,32.0,2021-10-26 03:00:00, None,43
None, None,147.0, None, 1.8,1.7, 13.0, None, None, None,34.0,2021-10-26 16:00:00, None,43
2.0, None,149.0, None, 0.1,-0.1, 14.0, None, None, None,36.0,2021-10-27 16:00:00, None,43
None, None,148.0, None, 1.1,0.4, 15.0, None, None, None,35.0,2021-10-28 13:00:00, None,43
None, None,148.0, None, -3.3,-3.2, 16.0, None, None, None,35.0,2021-10-28 20:00:00, None,43
