RelativeHumidity,AirTemperature,time,Rain,week_of_year
100.0,7.2,2019-04-23 00:00:00,0.254,17
100.0,7.2,2019-04-23 00:15:00,0.0,17
100.0,7.4,2019-04-23 00:30:00,0.0,17
100.0,7.4,2019-04-23 00:45:00,0.0,17
100.0,7.5,2019-04-23 01:00:00,0.0,17
100.0,7.6,2019-04-23 01:15:00,0.0,17
100.0,7.6,2019-04-23 01:30:00,0.254,17
100.0,7.7,2019-04-23 01:45:00,0.0,17
100.0,7.7,2019-04-23 02:00:00,0.0,17
100.0,7.7,2019-04-23 02:15:00,0.0,17
100.0,7.6,2019-04-23 02:30:00,0.0,17
100.0,7.6,2019-04-23 02:45:00,0.0,17
100.0,7.5,2019-04-23 03:00:00,0.0,17
100.0,7.5,2019-04-23 03:15:00,0.0,17
100.0,7.5,2019-04-23 03:30:00,0.0,17
100.0,7.4,2019-04-23 03:45:00,0.254,17
100.0,7.3,2019-04-23 04:00:00,0.0,17
100.0,7.2,2019-04-23 04:15:00,0.0,17
100.0,7.1,2019-04-23 04:30:00,0.0,17
100.0,6.9,2019-04-23 04:45:00,0.0,17
100.0,6.6,2019-04-23 05:00:00,0.0,17
100.0,6.6,2019-04-23 05:15:00,0.0,17
100.0,6.5,2019-04-23 05:30:00,0.254,17
100.0,6.5,2019-04-23 05:45:00,0.0,17
99.0,6.7,2019-04-23 06:00:00,0.0,17
97.0,6.9,2019-04-23 06:15:00,0.0,17
96.0,7.1,2019-04-23 06:30:00,0.0,17
94.0,7.1,2019-04-23 06:45:00,0.0,17
92.0,7.3,2019-04-23 07:00:00,0.0,17
91.0,7.5,2019-04-23 07:15:00,0.0,17
92.0,7.4,2019-04-23 07:30:00,0.0,17
89.0,7.7,2019-04-23 07:45:00,0.0,17
87.0,7.7,2019-04-23 08:00:00,0.0,17
85.0,7.9,2019-04-23 08:15:00,0.0,17
80.0,8.3,2019-04-23 08:30:00,0.0,17
79.0,8.6,2019-04-23 08:45:00,0.0,17
84.0,9.0,2019-04-23 09:00:00,0.0,17
80.0,9.0,2019-04-23 09:15:00,0.0,17
77.0,8.8,2019-04-23 09:30:00,0.0,17
73.0,9.2,2019-04-23 09:45:00,0.0,17
74.0,9.9,2019-04-23 10:00:00,0.0,17
70.0,10.3,2019-04-23 10:15:00,0.0,17
73.0,10.3,2019-04-23 10:30:00,0.0,17
70.0,10.2,2019-04-23 10:45:00,0.0,17
67.0,10.4,2019-04-23 11:00:00,0.0,17
65.0,10.3,2019-04-23 11:15:00,0.0,17
69.0,11.2,2019-04-23 11:30:00,0.0,17
62.0,11.4,2019-04-23 11:45:00,0.0,17
59.0,11.1,2019-04-23 12:00:00,0.0,17
