AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
,20.0, None,2017-12-17,-7.7,-5.7,51,,,,,
,9.0, None,2017-12-18,-9.1,-3.8,51,,,,,
,18.0, None,2017-12-19,-8.4,-6.3,51,,,,,
,4.0, None,2017-12-20,-15.5,-7.0,51,,,,,
,7.0, None,2017-12-21,-17.8,-8.9,51,,,,,
,2.0, None,2017-12-22,-16.4,-10.3,51,,,,,
,1.0, None,2017-12-23,-21.2,-14.2,51,,,,,
,,,2017-12-17 00:00:00, None, None,51,502.0,147.0, None, None,-6.0
,,,2017-12-17 01:00:00, None, None,51,502.0,147.0, None, None,-6.2
,,,2017-12-17 02:00:00, None, None,51,502.0,147.0, None, None,-6.5
,,,2017-12-17 03:00:00, None, None,51,502.0,147.0, None, None,-6.4
,,,2017-12-17 04:00:00, None, None,51,502.0,147.0, None, None,-6.7
,,,2017-12-17 05:00:00, None, None,51,502.0,147.0, None, None,-6.8
,,,2017-12-17 06:00:00, None, None,51,502.0,147.0, None, None,-6.9
,,,2017-12-17 07:00:00, None, None,51,503.0,147.0, None, None,-7.0
,,,2017-12-17 08:00:00, None, None,51,505.0,148.0, None, None,-7.0
,,,2017-12-17 09:00:00, None, None,51,505.0,149.0, None, None,-7.2
,,,2017-12-17 10:00:00, None, None,51,507.0,151.0, None, None,-7.2
,,,2017-12-17 11:00:00, None, None,51,508.0,152.0, None, None,-7.3
,,,2017-12-17 12:00:00, None, None,51,509.0,154.0, None, None,-7.3
,,,2017-12-17 13:00:00, None, None,51,510.0,154.0, None, None,-7.5
,,,2017-12-17 14:00:00, None, None,51,510.0,154.0, None, None,-7.7
,,,2017-12-17 15:00:00, None, None,51,510.0,155.0, None, None,-7.6
,,,2017-12-17 16:00:00, None, None,51,510.0,155.0, 686.0, None,-7.5
,,,2017-12-17 17:00:00, None, None,51,510.0,155.0, None, None,-7.6
,,,2017-12-17 18:00:00, None, None,51,510.0,155.0, None, None,-7.2
