RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
16.54, None, None, None,14.6,227.5, None, None,-12.0, None, None, None, None, None, None, None, None,13.04, None, None, None, None,20.58, None, None, None, None, None,2018-06-25 00:00:00, None,26
16.71, None, None, None,16.54,218.4, None, None,-12.0, None, None, None, None, None, None, None, None,12.47, None, None, None, None,19.47, None, None, None, None, None,2018-06-25 01:00:00, None,26
16.73, None, None, None,15.8,237.3, None, None,-12.0, None, None, None, None, None, None, None, None,12.41, None, None, None, None,19.58, None, None, None, None, None,2018-06-25 02:00:00, None,26
16.93, None, None, None,13.45,232.5, None, None,-13.0, None, None, None, None, None, None, None, None,11.73, None, None, None, None,19.75, None, None, None, None, None,2018-06-25 03:00:00, None,26
16.85, None, None, None,12.76,271.4, None, None,-12.0, None, None, None, None, None, None, None, None,11.99, None, None, None, None,26.98, None, None, None, None, None,2018-06-25 04:00:00, None,26
17.15, None, None, None,16.41,245.9, None, None,-13.0, None, None, None, None, None, None, None, None,11.01, None, None, None, None,20.47, None, None, None, None, None,2018-06-25 05:00:00, None,26
19.68, None, None, None,7.72,9.53, None, None,-18.0, None, None, None, None, None, None, None, None,2.576, None, None, None, None,25.25, None, None, None, None, None,2018-06-25 09:00:00, None,26
19.76, None, None, None,10.87,27.21, None, None,-18.0, None, None, None, None, None, None, None, None,2.31, None, None, None, None,23.39, None, None, None, None, None,2018-06-25 10:00:00, None,26
19.35, None, None, None,8.22,1.011, None, None,-18.0, None, None, None, None, None, None, None, None,3.666, None, None, None, None,31.35, None, None, None, None, None,2018-06-25 11:00:00, None,26
19.33, None, None, None,7.67,33.21, None, None,-18.0, None, None, None, None, None, None, None, None,3.727, None, None, None, None,30.84, None, None, None, None, None,2018-06-25 12:00:00, None,26
