wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
262.0, None, None,3.8, None,0.0, None,3.2, None, None,100.0,2016-11-25 00:00:00, None,48
260.0, None, None,2.4, None,1.7, None,1.6, None, None,100.0,2016-11-25 01:00:00, None,48
277.0, None, None,2.0, None,1.7, None,0.9, None, None,100.0,2016-11-25 02:00:00, None,48
307.0, None, None,0.2, None,0.0, None,1.2, None, None,100.0,2016-11-25 03:00:00, None,48
318.0, None, None,0.0, None,1.8, None,0.7, None, None,100.0,2016-11-25 04:00:00, None,48
257.0, None, None,0.2, None,1.8, None,0.4, None, None,100.0,2016-11-25 05:00:00, None,48
43.0, None, None,0.0, None,2.2, None,0.9, None, None,100.0,2016-11-25 06:00:00, None,48
348.0, None, None,0.0, None,1.7, None,1.5, None, None,100.0,2016-11-25 07:00:00, None,48
157.0, None, None,0.0, None,0.0, None,1.8, None, None,100.0,2016-11-25 08:00:00, None,48
255.0, None, None,0.2, None,0.0, None,2.4, None, None,100.0,2016-11-25 09:00:00, None,48
297.0, None, None,0.4, None,0.0, None,3.0, None, None,100.0,2016-11-25 10:00:00, None,48
2.0, None, None,0.8, None,1.7, None,3.6, None, None,100.0,2016-11-25 11:00:00, None,48
303.0, None, None,0.2, None,2.2, None,4.7, None, None,100.0,2016-11-25 12:00:00, None,48
306.0, None, None,0.0, None,0.0, None,5.1, None, None,100.0,2016-11-25 13:00:00, None,48
320.0, None, None,0.0, None,0.0, None,5.2, None, None,100.0,2016-11-25 14:00:00, None,48
304.0, None, None,0.0, None,0.0, None,5.2, None, None,100.0,2016-11-25 15:00:00, None,48
317.0, None, None,0.0, None,0.0, None,5.1, None, None,100.0,2016-11-25 16:00:00, None,48
164.0, None, None,0.0, None,0.0, None,4.7, None, None,100.0,2016-11-25 17:00:00, None,48
139.0, None, None,0.0, None,1.7, None,3.9, None, None,100.0,2016-11-25 18:00:00, None,48
273.0, None, None,0.0, None,2.0, None,3.3, None, None,100.0,2016-11-25 19:00:00, None,48
300.0, None, None,0.0, None,1.9, None,3.1, None, None,100.0,2016-11-25 20:00:00, None,48
284.0, None, None,0.0, None,1.7, None,3.1, None, None,100.0,2016-11-25 21:00:00, None,48
333.0, None, None,0.0, None,2.0, None,3.3, None, None,100.0,2016-11-25 22:00:00, None,48
269.0, None, None,0.0, None,0.0, None,3.3, None, None,100.0,2016-11-25 23:00:00, None,48
315.0, None, None,0.0, None,1.7, None,3.5, None, None,100.0,2016-11-26 00:00:00, None,48
263.0, None, None,0.2, None,0.0, None,3.6, None, None,100.0,2016-11-26 01:00:00, None,48
354.0, None, None,0.4, None,0.0, None,3.7, None, None,100.0,2016-11-26 02:00:00, None,48
265.0, None, None,1.0, None,0.0, None,3.8, None, None,100.0,2016-11-26 03:00:00, None,48
359.0, None, None,3.0, None,0.0, None,3.8, None, None,100.0,2016-11-26 04:00:00, None,48
245.0, None, None,3.2, None,0.0, None,3.5, None, None,100.0,2016-11-26 05:00:00, None,48
271.0, None, None,3.8, None,0.0, None,3.3, None, None,100.0,2016-11-26 06:00:00, None,48
291.0, None, None,2.8, None,0.0, None,2.8, None, None,100.0,2016-11-26 07:00:00, None,48
168.0, None, None,0.8, None,1.6, None,2.8, None, None,100.0,2016-11-26 08:00:00, None,48
254.0, None, None,1.0, None,0.0, None,2.8, None, None,100.0,2016-11-26 09:00:00, None,48
154.0, None, None,1.6, None,1.7, None,3.0, None, None,100.0,2016-11-26 10:00:00, None,48
116.0, None, None,2.4, None,1.6, None,2.9, None, None,100.0,2016-11-26 11:00:00, None,48
262.0, None, None,1.4, None,1.6, None,3.1, None, None,100.0,2016-11-26 12:00:00, None,48
14.0, None, None,1.4, None,1.6, None,3.1, None, None,100.0,2016-11-26 13:00:00, None,48
282.0, None, None,1.2, None,0.0, None,3.1, None, None,100.0,2016-11-26 14:00:00, None,48
262.0, None, None,0.6, None,0.0, None,3.3, None, None,100.0,2016-11-26 15:00:00, None,48
257.0, None, None,0.4, None,0.0, None,3.3, None, None,100.0,2016-11-26 16:00:00, None,48
272.0, None, None,0.4, None,0.0, None,3.1, None, None,100.0,2016-11-26 17:00:00, None,48
314.0, None, None,0.0, None,0.0, None,2.9, None, None,100.0,2016-11-26 18:00:00, None,48
165.0, None, None,0.0, None,0.0, None,2.3, None, None,100.0,2016-11-26 19:00:00, None,48
232.0, None, None,0.0, None,0.0, None,2.4, None, None,100.0,2016-11-26 20:00:00, None,48
258.0, None, None,0.0, None,0.0, None,2.1, None, None,100.0,2016-11-26 21:00:00, None,48
219.0, None, None,0.0, None,0.0, None,1.5, None, None,100.0,2016-11-26 22:00:00, None,48
22.0, None, None,0.0, None,0.0, None,1.8, None, None,100.0,2016-11-26 23:00:00, None,48
