station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-0.032, 0.6, 100.0, 0.0, 943.35, 0.0, 0.0, 2020-01-01 00:00:00, 143.2, 0.0
-0.032, 0.6, 100.0, 0.0, 943.35, 0.0, 0.0, 2020-01-01 01:00:00, 143.2, 0.0
-0.423, 0.6, 100.0, 0.0, 943.35, 0.0, 0.0, 2020-01-01 02:00:00, 143.2, -0.4
-0.423, 0.6, 100.0, 0.0, 943.65, 0.0, 0.0, 2020-01-01 03:00:00, 143.2, -0.4
-0.255, 0.6, 100.0, 0.0, 943.75, 0.0, 0.0, 2020-01-01 04:00:00, 143.2, -0.3
-0.255, 0.6, 100.0, 0.0, 943.85, 0.0, 0.5, 2020-01-01 05:00:00, 143.2, -0.3
-0.255, 0.6, 100.0, 0.0, 943.85, 0.0, 0.5, 2020-01-01 06:00:00, 144.6, -0.3
0.107, 0.6, 100.0, 0.0, 943.65, 0.0, 1.51, 2020-01-01 07:00:00, 139.0, 0.1
0.163, 0.6, 100.0, 0.0, 943.75, 0.0, 1.51, 2020-01-01 08:00:00, 144.6, 0.2
0.356, 0.6, 100.0, 0.0, 943.85, 0.0, 3.02, 2020-01-01 09:00:00, 144.6, 0.4
0.439, 23.1, 100.0, 0.0, 943.85, 0.0, 2.01, 2020-01-01 10:00:00, 146.0, 0.4
0.797, 68.1, 100.0, 0.0, 943.95, 0.4, 1.01, 2020-01-01 11:00:00, 146.0, 0.8
0.907, 100.6, 100.0, 0.0, 944.25, 0.4, 0.5, 2020-01-01 12:00:00, 146.0, 0.9
0.77, 23.1, 100.0, 0.0, 944.75, 0.4, 0.0, 2020-01-01 13:00:00, 146.0, 0.8
0.715, 59.4, 100.0, 0.0, 945.85, 0.4, 3.52, 2020-01-01 14:00:00, 139.0, 0.7
1.071, 43.1, 100.0, 0.0, 947.55, 0.8, 2.52, 2020-01-01 15:00:00, 268.1, 1.1
0.384, 11.9, 99.6, 0.0, 949.25, 0.0, 3.02, 2020-01-01 16:00:00, 283.6, 0.3
-0.873, 0.6, 99.6, 0.0, 950.45, 0.0, 1.51, 2020-01-01 17:00:00, 172.7, -0.9
-0.986, 0.6, 100.0, 0.0, 951.45, 0.0, 2.01, 2020-01-01 18:00:00, 205.0, -1.0
-1.185, 0.6, 100.0, 0.0, 952.15, 0.0, 1.51, 2020-01-01 19:00:00, 256.9, -1.2
-1.356, 0.6, 100.0, 0.0, 953.25, 0.0, 0.5, 2020-01-01 20:00:00, 238.7, -1.4
-1.613, 0.6, 100.0, 0.0, 954.25, 0.0, 1.01, 2020-01-01 21:00:00, 220.4, -1.6
-2.392, 0.6, 100.0, 0.0, 954.75, 0.0, 1.51, 2020-01-01 22:00:00, 136.2, -2.4
-2.566, 0.6, 100.0, 0.0, 955.65, 0.0, 0.0, 2020-01-01 23:00:00, 235.9, -2.6
