station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
0.218, 0.6, 100.0, 0.0, 922.65, 0.2, 0.0, 2020-01-01 00:00:00, 77.2, 0.2
0.356, 0.6, 100.0, 0.0, 922.55, 0.0, 0.0, 2020-01-01 01:00:00, 77.2, 0.4
0.384, 0.6, 100.0, 0.0, 922.85, 0.2, 0.0, 2020-01-01 02:00:00, 77.2, 0.4
0.301, 0.6, 100.0, 0.0, 923.45, 0.0, 0.0, 2020-01-01 03:00:00, 77.2, 0.3
0.273, 0.6, 100.0, 0.0, 923.75, 0.2, 0.0, 2020-01-01 04:00:00, 77.2, 0.3
0.079, 0.6, 100.0, 0.0, 923.85, 0.0, 0.0, 2020-01-01 05:00:00, 77.2, 0.1
0.051, 0.6, 100.0, 0.0, 924.15, 0.0, 0.0, 2020-01-01 06:00:00, 77.2, 0.0
0.051, 0.6, 100.0, 0.0, 924.75, 0.0, 0.0, 2020-01-01 07:00:00, 77.2, 0.0
0.024, 0.6, 100.0, 0.0, 925.45, 0.0, 0.0, 2020-01-01 08:00:00, 77.2, 0.0
0.051, 1.9, 100.0, 0.0, 926.25, 0.0, 0.0, 2020-01-01 09:00:00, 77.2, 0.0
0.135, 5.6, 100.0, 0.0, 926.75, 0.0, 0.0, 2020-01-01 10:00:00, 77.2, 0.1
0.301, 9.4, 100.0, 0.0, 927.15, 0.0, 0.0, 2020-01-01 11:00:00, 77.2, 0.3
0.77, 30.6, 100.0, 0.0, 927.15, 0.0, 0.0, 2020-01-01 12:00:00, 77.2, 0.8
1.071, 53.1, 100.0, 0.0, 926.95, 0.0, 1.01, 2020-01-01 13:00:00, 75.8, 1.1
0.962, 19.4, 100.0, 0.0, 926.95, 0.0, 0.0, 2020-01-01 14:00:00, 57.6, 1.0
1.994, 24.4, 100.0, 0.0, 927.35, 0.4, 1.01, 2020-01-01 15:00:00, 355.2, 2.0
2.021, 0.6, 99.8, 0.0, 928.25, 2.0, 2.01, 2020-01-01 16:00:00, 317.3, 2.0
1.044, 0.6, 99.6, 0.0, 928.95, 0.4, 1.51, 2020-01-01 17:00:00, 348.2, 1.0
0.522, 0.6, 94.9, 0.0, 930.55, 0.2, 4.03, 2020-01-01 18:00:00, 21.1, -0.2
-0.227, 0.6, 93.1, 0.0, 931.15, 0.0, 1.51, 2020-01-01 19:00:00, 221.8, -1.2
-0.986, 0.6, 85.2, 0.0, 932.35, 0.0, 2.52, 2020-01-01 20:00:00, 268.1, -3.2
-2.508, 0.6, 89.7, 0.0, 934.15, 0.0, 1.01, 2020-01-01 21:00:00, 161.5, -4.0
-3.449, 0.6, 94.4, 0.0, 935.65, 0.0, 0.0, 2020-01-01 22:00:00, 129.2, -4.2
-4.137, 0.6, 96.6, 0.0, 936.15, 0.0, 0.0, 2020-01-01 23:00:00, 129.2, -4.6
-4.895, 0.6, 97.7, 0.0, 936.85, 0.0, 0.0, 2020-01-02 00:00:00, 129.2, -5.2
-4.076, 0.6, 97.1, 0.0, 937.55, 0.0, 1.51, 2020-01-02 01:00:00, 153.0, -4.5
-4.865, 0.6, 94.6, 0.0, 938.35, 0.0, 0.0, 2020-01-02 02:00:00, 241.5, -5.6
-5.667, 0.6, 95.4, 0.0, 939.05, 0.0, 0.0, 2020-01-02 03:00:00, 240.1, -6.3
-6.136, 0.6, 95.8, 0.0, 939.65, 0.0, 0.0, 2020-01-02 04:00:00, 240.1, -6.7
-4.651, 0.6, 89.8, 0.0, 940.05, 0.0, 1.01, 2020-01-02 05:00:00, 242.9, -6.1
-4.987, 0.6, 84.6, 0.0, 940.45, 0.0, 1.01, 2020-01-02 06:00:00, 200.8, -7.2
-6.834, 0.6, 83.4, 0.0, 941.05, 0.0, 1.01, 2020-01-02 07:00:00, 18.3, -9.2
-8.198, 0.6, 91.4, 0.0, 941.85, 0.0, 0.0, 2020-01-02 08:00:00, 46.3, -9.4
-8.264, 9.4, 94.5, 0.0, 942.65, 0.0, 0.0, 2020-01-02 09:00:00, 46.3, -9.0
-5.729, 18.1, 93.1, 0.0, 943.25, 0.0, 1.01, 2020-01-02 10:00:00, 42.1, -6.7
-3.986, 24.4, 85.0, 0.0, 943.45, 0.0, 1.01, 2020-01-02 11:00:00, 50.5, -6.1
-3.124, 29.4, 79.8, 0.0, 943.55, 0.0, 1.01, 2020-01-02 12:00:00, 85.6, -6.1
-3.212, 46.9, 78.3, 0.0, 943.65, 0.0, 1.01, 2020-01-02 13:00:00, 43.5, -6.5
-3.301, 24.4, 78.5, 0.0, 943.65, 0.0, 1.01, 2020-01-02 14:00:00, 85.6, -6.5
-4.046, 8.1, 83.5, 0.0, 943.25, 0.0, 0.5, 2020-01-02 15:00:00, 74.4, -6.4
-4.743, 0.6, 88.7, 0.0, 943.25, 0.0, 0.0, 2020-01-02 16:00:00, 74.4, -6.3
