ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
2.0, 0.0, -10.0, 2.0,2018-02-05, 100.0, -6.0,6
7.0, 0.0, -10.0, 7.0,2018-02-06, 97.0, -1.0,6
None, None, -9.5, None,2018-02-07, 100.0, None,6
3.0, 0.0, -2.0, 3.0,2018-02-08, 95.0, 2.0,6
0.0, 0.0, -14.0, 0.0,2018-02-09, 96.0, -11.0,6
0.0, 0.0, -21.0, 0.0,2018-02-10, 95.0, -6.5,6
0.0, 0.0, -22.0, 0.0,2018-02-11, 92.0, -7.5,6
