WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
34.4,6.2, None,90.8,2018-09-24 00:00:00,39
78.9,5.7, None,92.1,2018-09-24 01:00:00,39
348.2,5.7, None,92.6,2018-09-24 02:00:00,39
345.1,5.5, None,93.9,2018-09-24 03:00:00,39
313.4,5.2, None,94.5,2018-09-24 04:00:00,39
331.6,5.2, None,94.1,2018-09-24 05:00:00,39
279.4,5.2, None,95.0,2018-09-24 06:00:00,39
264.8,5.0, None,95.5,2018-09-24 07:00:00,39
309.8,5.2, None,95.6,2018-09-24 08:00:00,39
329.6,5.7, None,94.4,2018-09-24 09:00:00,39
323.4,6.7, None,90.8,2018-09-24 10:00:00,39
325.5,7.9, None,84.5,2018-09-24 11:00:00,39
343.0,8.7, None,78.8,2018-09-24 12:00:00,39
338.5,9.6, None,71.7,2018-09-24 13:00:00,39
352.4,10.7, None,64.3,2018-09-24 14:00:00,39
359.4,11.5, None,63.2,2018-09-24 15:00:00,39
240.2,12.3, None,60.0,2018-09-24 16:00:00,39
347.8,12.7, None,60.5,2018-09-24 17:00:00,39
328.3,11.7, None,66.2,2018-09-24 18:00:00,39
332.4,10.3, None,76.2,2018-09-24 19:00:00,39
338.4,9.1, None,81.3,2018-09-24 20:00:00,39
92.0,8.7, None,84.5,2018-09-24 21:00:00,39
151.4,8.2, None,87.2,2018-09-24 22:00:00,39
109.3,8.2, None,85.0,2018-09-24 23:00:00,39
139.4,8.6, None,80.7,2018-09-25 00:00:00,39
114.7,8.0, None,84.0,2018-09-25 01:00:00,39
346.2,7.0, None,90.0,2018-09-25 02:00:00,39
120.1,6.4, None,93.0,2018-09-25 03:00:00,39
116.2,6.8, None,88.6,2018-09-25 04:00:00,39
119.6,6.7, None,87.0,2018-09-25 05:00:00,39
123.4,6.3, None,87.4,2018-09-25 06:00:00,39
128.0,6.3, None,87.8,2018-09-25 07:00:00,39
126.8,6.4, None,87.2,2018-09-25 08:00:00,39
138.2,7.1, None,84.5,2018-09-25 09:00:00,39
136.2,7.7, None,82.6,2018-09-25 10:00:00,39
150.1,8.8, None,77.6,2018-09-25 11:00:00,39
130.6,10.4, None,70.9,2018-09-25 12:00:00,39
148.9,11.7, None,65.6,2018-09-25 13:00:00,39
179.0,13.6, None,57.4,2018-09-25 14:00:00,39
245.8,14.7, None,52.9,2018-09-25 15:00:00,39
271.8,15.5, None,49.4,2018-09-25 16:00:00,39
286.3,15.9, None,47.5,2018-09-25 17:00:00,39
301.1,15.3, None,50.2,2018-09-25 18:00:00,39
278.4,12.8, None,65.1,2018-09-25 19:00:00,39
20.4,10.0, None,81.3,2018-09-25 20:00:00,39
160.5,8.2, None,88.2,2018-09-25 21:00:00,39
138.5,6.9, None,91.2,2018-09-25 22:00:00,39
176.9,6.3, None,90.3,2018-09-25 23:00:00,39
170.4,5.2, None,91.8,2018-09-26 00:00:00,39
150.2,5.3, None,90.7,2018-09-26 01:00:00,39
143.4,5.6, None,90.5,2018-09-26 02:00:00,39
121.7,6.6, None,88.2,2018-09-26 03:00:00,39
123.8,6.6, None,87.2,2018-09-26 04:00:00,39
170.8,6.1, None,89.6,2018-09-26 05:00:00,39
113.3,5.7, None,92.3,2018-09-26 06:00:00,39
147.8,6.1, None,91.6,2018-09-26 07:00:00,39
144.7,6.8, None,88.9,2018-09-26 08:00:00,39
305.4,6.7, None,90.5,2018-09-26 09:00:00,39
321.7,7.2, None,89.5,2018-09-26 10:00:00,39
329.3,8.1, None,87.5,2018-09-26 11:00:00,39
203.0,10.1, None,78.3,2018-09-26 12:00:00,39
305.4,11.0, None,73.3,2018-09-26 13:00:00,39
333.8,10.5, None,76.4,2018-09-26 14:00:00,39
320.1,11.0, None,73.0,2018-09-26 15:00:00,39
305.8,11.3, None,70.4,2018-09-26 16:00:00,39
334.9,11.0, None,72.9,2018-09-26 17:00:00,39
258.5,10.4, None,79.4,2018-09-26 18:00:00,39
88.8,9.6, None,89.2,2018-09-26 19:00:00,39
97.6,9.0, None,93.5,2018-09-26 20:00:00,39
107.2,8.6, None,94.4,2018-09-26 21:00:00,39
109.7,8.3, None,95.5,2018-09-26 22:00:00,39
37.9,8.1, None,96.2,2018-09-26 23:00:00,39
346.6,7.9, None,96.6,2018-09-27 00:00:00,39
325.5,7.7, None,96.8,2018-09-27 01:00:00,39
329.6,7.7, None,97.1,2018-09-27 02:00:00,39
282.1,7.7, None,97.2,2018-09-27 03:00:00,39
135.3,7.8, None,97.3,2018-09-27 04:00:00,39
156.5,7.9, None,97.4,2018-09-27 05:00:00,39
270.0,8.0, None,97.5,2018-09-27 06:00:00,39
132.3,8.0, None,97.5,2018-09-27 07:00:00,39
115.6,8.1, None,97.5,2018-09-27 08:00:00,39
318.1,8.8, None,94.5,2018-09-27 09:00:00,39
325.8,9.2, None,83.6,2018-09-27 10:00:00,39
340.9,9.3, None,79.8,2018-09-27 11:00:00,39
335.6,9.7, None,76.8,2018-09-27 12:00:00,39
326.7,10.5, None,72.2,2018-09-27 13:00:00,39
343.4,11.2, None,67.9,2018-09-27 14:00:00,39
350.6,11.9, None,64.7,2018-09-27 15:00:00,39
344.8,11.8, None,64.3,2018-09-27 16:00:00,39
342.4,11.5, None,66.6,2018-09-27 17:00:00,39
189.2,11.2, None,70.6,2018-09-27 18:00:00,39
54.4,8.9, None,85.8,2018-09-27 19:00:00,39
113.7,7.1, None,91.6,2018-09-27 20:00:00,39
86.0,6.1, None,92.6,2018-09-27 21:00:00,39
45.7,4.6, None,95.2,2018-09-27 22:00:00,39
135.1,3.3, None,96.3,2018-09-27 23:00:00,39
85.7,2.3, None,97.0,2018-09-28 00:00:00,39
141.1,1.3, None,97.3,2018-09-28 01:00:00,39
75.8,0.4, None,97.7,2018-09-28 02:00:00,39
225.5,-0.4, None,97.8,2018-09-28 03:00:00,39
149.1,-1.1, None,97.9,2018-09-28 04:00:00,39
124.4,-1.6, None,98.2,2018-09-28 05:00:00,39
181.9,-2.0, None,98.3,2018-09-28 06:00:00,39
77.9,-2.2, None,98.6,2018-09-28 07:00:00,39
182.2,-2.3, None,98.4,2018-09-28 08:00:00,39
150.1,-0.8, None,98.5,2018-09-28 09:00:00,39
166.3,0.8, None,98.3,2018-09-28 10:00:00,39
204.2,4.1, None,88.5,2018-09-28 11:00:00,39
170.7,7.2, None,67.5,2018-09-28 12:00:00,39
216.8,9.9, None,50.2,2018-09-28 13:00:00,39
241.4,11.2, None,40.1,2018-09-28 14:00:00,39
237.8,12.2, None,36.7,2018-09-28 15:00:00,39
