ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
10.0,0.0,-7.0,10.0,2017-02-19,103.0,-2.0,8
0.2,0.0,-8.0,0.2,2017-02-20,110.0,-4.0,8
0.4,0.0,-11.0,0.4,2017-02-21,106.0,-2.0,8
0.2,0.0,-10.0,0.2,2017-02-22,104.0,-4.5,8
0.2,0.0,-22.0,0.2,2017-02-23,102.0,-5.5,8
1.4,0.0,-21.5,1.4,2017-02-24,102.0,-7.0,8
1.2,0.0,-16.5,1.2,2017-02-25,103.0,-8.0,8
