BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 2.711, None, 73.01,2017-01-29 00:00:00, 3.833,5
None, None, 2.295, None, 75.29,2017-01-29 01:00:00, 3.217,5
None, None, 2.031, None, 75.95,2017-01-29 02:00:00, 2.713,5
None, None, 1.963, None, 80.0,2017-01-29 03:00:00, 1.591,5
None, None, 1.642, None, 80.7,2017-01-29 04:00:00, 1.405,5
None, None, 3.259, None, 85.0,2017-01-29 05:00:00, 0.597,5
None, None, 3.664, None, 84.4,2017-01-29 06:00:00, 0.857,5
None, None, 1.968, None, 82.7,2017-01-29 07:00:00, 1.059,5
None, None, 2.043, None, 86.2,2017-01-29 08:00:00, 0.076,5
None, None, 1.498, None, 87.8,2017-01-29 09:00:00, -0.639,5
None, None, 1.297, None, 90.3,2017-01-29 10:00:00, -1.036,5
None, None, 1.843, None, 89.9,2017-01-29 11:00:00, -0.523,5
None, None, 1.517, None, 86.2,2017-01-29 12:00:00, 0.54,5
None, None, 1.993, None, 80.3,2017-01-29 13:00:00, 1.763,5
None, None, 4.901, None, 65.42,2017-01-29 14:00:00, 4.27,5
None, None, 1.387, None, 60.48,2017-01-29 15:00:00, 4.921,5
None, None, 2.283, None, 56.91,2017-01-29 16:00:00, 4.647,5
None, None, 4.21, None, 59.64,2017-01-29 17:00:00, 4.022,5
None, None, 4.023, None, 59.48,2017-01-29 18:00:00, 3.465,5
None, None, 3.418, None, 57.21,2017-01-29 19:00:00, 3.217,5
None, None, 3.156, None, 59.01,2017-01-29 20:00:00, 2.618,5
None, None, 2.444, None, 60.05,2017-01-29 21:00:00, 2.26,5
None, None, 2.453, None, 56.68,2017-01-29 22:00:00, 2.827,5
None, None, 3.267, None, 66.06,2017-01-29 23:00:00, 0.552,5
None, None, 4.425, None, 59.7,2017-01-30 00:00:00, 1.303,5
None, None, 4.871, None, 59.67,2017-01-30 01:00:00, 0.958,5
None, None, 4.473, None, 62.53,2017-01-30 02:00:00, 1.05,5
None, None, 3.2, None, 64.23,2017-01-30 03:00:00, 0.591,5
None, None, 4.221, None, 61.31,2017-01-30 04:00:00, 0.617,5
None, None, 7.147, None, 48.19,2017-01-30 05:00:00, 0.352,5
None, None, 7.981, None, 41.77,2017-01-30 06:00:00, -0.267,5
None, None, 4.881, None, 49.64,2017-01-30 07:00:00, -2.13,5
None, None, 4.126, None, 54.25,2017-01-30 08:00:00, -2.658,5
None, None, 3.482, None, 51.11,2017-01-30 09:00:00, -2.499,5
None, None, 3.726, None, 51.29,2017-01-30 10:00:00, -2.291,5
None, None, 3.842, None, 50.14,2017-01-30 11:00:00, -2.004,5
None, None, 3.81, None, 49.57,2017-01-30 12:00:00, -1.584,5
None, None, 4.701, None, 39.2,2017-01-30 13:00:00, -0.068,5
None, None, 4.026, None, 36.42,2017-01-30 14:00:00, -0.302,5
None, None, 3.346, None, 38.5,2017-01-30 15:00:00, -0.441,5
None, None, 2.736, None, 33.3,2017-01-30 16:00:00, -0.114,5
None, None, 2.965, None, 43.73,2017-01-30 17:00:00, -1.178,5
None, None, 1.346, None, 47.47,2017-01-30 18:00:00, -1.644,5
None, None, 1.757, None, 53.07,2017-01-30 19:00:00, -2.101,5
None, None, 2.07, None, 65.84,2017-01-30 20:00:00, -3.022,5
None, None, 2.009, None, 64.79,2017-01-30 21:00:00, -3.181,5
None, None, 2.762, None, 66.03,2017-01-30 22:00:00, -3.276,5
