wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,snw_dpth
29.0, 76.0, 3.6,0.0, 7.3,4.3, 11.4,10.4, 34.0, 0.0, 0.0,80.0,2020-08-05 00:00:00,32,
30.0, 78.0, 3.7,0.0, 7.1,3.3, 10.8,10.2, 32.0, 0.0, 0.0,80.0,2020-08-05 01:00:00,32,
53.0, 80.0, 4.3,0.0, 7.1,2.5, 10.4,10.0, 29.0, 0.0, 0.0,81.0,2020-08-05 02:00:00,32,
39.0, 80.0, 3.3,0.0, 6.9,4.8, 10.2,10.9, 30.0, 0.0, 0.0,78.0,2020-08-05 03:00:00,32,
33.0, 81.0, 2.5,0.0, 6.9,4.0, 10.0,10.2, 53.0, 0.0, 0.0,82.0,2020-08-05 04:00:00,32,
48.0, 78.0, 4.8,0.0, 7.2,2.2, 10.9,10.7, 39.0, 0.0, 0.0,87.0,2020-08-05 05:00:00,32,
167.0, 82.0, 4.0,0.0, 7.3,3.2, 10.2,15.4, 33.0, 0.0, 0.0,65.0,2020-08-05 06:00:00,32,
162.0, 87.0, 2.2,0.0, 8.6,5.4, 10.7,20.3, 48.0, 0.0, 0.0,49.0,2020-08-05 07:00:00,32,
167.0, 65.0, 3.2,0.0, 8.9,7.8, 15.4,21.0, 167.0, 0.0, 0.0,44.0,2020-08-05 08:00:00,32,
160.0, 49.0, 5.4,0.0, 9.2,8.8, 20.3,21.5, 162.0, 0.0, 0.0,46.0,2020-08-05 09:00:00,32,
172.0, 44.0, 7.8,0.0, 8.3,8.0, 21.0,23.1, 167.0, 0.0, 0.0,42.0,2020-08-05 10:00:00,32,
156.0, 46.0, 8.8,0.0, 9.4,11.2, 21.5,23.0, 160.0, 0.0, 0.0,41.0,2020-08-05 11:00:00,32,
174.0, 42.0, 8.0,0.0, 9.5,9.6, 23.1,23.4, 172.0, 0.0, 0.0,41.0,2020-08-05 12:00:00,32,
158.0, 41.0, 11.2,0.0, 9.1,8.1, 23.0,23.9, 156.0, 0.0, 0.0,37.0,2020-08-05 13:00:00,32,
170.0, 41.0, 9.6,0.0, 9.4,8.3, 23.4,23.3, 174.0, 0.0, 0.0,39.0,2020-08-05 14:00:00,32,
149.0, 37.0, 8.1,0.0, 8.3,6.0, 23.9,23.5, 158.0, 0.0, 0.0,38.0,2020-08-05 15:00:00,32,
173.0, 39.0, 8.3,0.0, 8.6,7.7, 23.3,24.0, 170.0, 0.0, 0.0,37.0,2020-08-05 16:00:00,32,
298.0, 38.0, 6.0,0.0, 8.4,4.4, 23.5,18.5, 149.0, 0.0, 0.0,52.0,2020-08-05 17:00:00,32,
340.0, 37.0, 7.7,0.0, 8.4,5.2, 24.0,15.9, 173.0, 0.0, 0.0,57.0,2020-08-05 18:00:00,32,
326.0, 52.0, 4.4,0.0, 8.5,5.6, 18.5,14.2, 298.0, 0.0, 0.0,41.0,2020-08-05 19:00:00,32,
316.0, 57.0, 5.2,0.0, 7.4,5.5, 15.9,14.1, 340.0, 0.0, 0.0,36.0,2020-08-05 20:00:00,32,
270.0, 41.0, 5.6,0.0, 1.1,3.7, 14.2,14.2, 326.0, 0.0, 0.0,50.0,2020-08-05 21:00:00,32,
301.0, 36.0, 5.5,0.0, -0.7,6.6, 14.1,13.2, 316.0, 0.0, 0.0,44.0,2020-08-05 22:00:00,32,
286.0, 50.0, 3.7,0.0, 3.9,7.0, 14.2,12.2, 270.0, 0.0, 0.0,53.0,2020-08-05 23:00:00,32,
258.0, 44.0, 6.6,0.0, 1.2,5.3, 13.2,11.0, 301.0, 0.0, 0.0,56.0,2020-08-06 00:00:00,32,
289.0, 53.0, 7.0,0.0, 2.9,5.6, 12.2,10.8, 286.0, 0.0, 0.0,60.0,2020-08-06 01:00:00,32,
285.0, 56.0, 5.3,0.0, 2.6,9.3, 11.0,9.5, 258.0, 0.0, 0.0,65.0,2020-08-06 02:00:00,32,
242.0, 60.0, 5.6,0.0, 3.4,3.2, 10.8,8.5, 289.0, 0.0, 0.0,69.0,2020-08-06 03:00:00,32,
234.0, 65.0, 9.3,0.0, 3.3,5.1, 9.5,8.5, 285.0, 0.0, 0.0,77.0,2020-08-06 04:00:00,32,
226.0, 69.0, 3.2,0.0, 3.1,3.7, 8.5,8.8, 242.0, 0.0, 0.0,82.0,2020-08-06 05:00:00,32,
216.0, 77.0, 5.1,0.0, 4.7,4.5, 8.5,10.2, 234.0, 0.0, 0.0,79.0,2020-08-06 06:00:00,32,
178.0, 82.0, 3.7,0.0, 5.9,5.4, 8.8,11.5, 226.0, 0.0, 0.0,74.0,2020-08-06 07:00:00,32,
186.0, 79.0, 4.5,0.0, 6.7,7.6, 10.2,15.1, 216.0, 0.0, 0.0,61.0,2020-08-06 08:00:00,32,
185.0, 74.0, 5.4,0.0, 7.0,8.7, 11.5,15.3, 178.0, 0.0, 0.0,61.0,2020-08-06 09:00:00,32,
192.0, 61.0, 7.6,0.0, 7.6,8.4, 15.1,14.7, 186.0, 0.0, 0.0,64.0,2020-08-06 10:00:00,32,
257.0, 61.0, 8.7,0.4, 7.8,4.9, 15.3,11.3, 185.0, 0.0, 0.0,95.0,2020-08-06 11:00:00,32,
276.0, 64.0, 8.4,0.2, 8.0,7.6, 14.7,11.3, 192.0, 0.0, 0.0,94.0,2020-08-06 12:00:00,32,
260.0, 95.0, 4.9,0.2, 10.5,5.4, 11.3,11.5, 257.0, 0.4, 0.4,92.0,2020-08-06 13:00:00,32,
275.0, 94.0, 7.6,0.0, 10.4,5.2, 11.3,11.1, 276.0, 0.2, 0.6,90.0,2020-08-06 14:00:00,32,
273.0, 92.0, 5.4,0.0, 10.2,3.4, 11.5,10.1, 260.0, 0.2, 0.8,92.0,2020-08-06 15:00:00,32,
257.0, 90.0, 5.2,0.0, 9.5,3.6, 11.1,10.4, 275.0, 0.0, 0.8,92.0,2020-08-06 16:00:00,32,
198.0, 92.0, 3.4,0.0, 8.9,5.1, 10.1,9.7, 273.0, 0.0, 0.8,92.0,2020-08-06 17:00:00,32,
257.0, 92.0, 3.6,1.4, 9.2,4.1, 10.4,8.6, 257.0, 0.0, 0.8,97.0,2020-08-06 18:00:00,32,
276.0, 92.0, 5.1,0.6, 8.5,10.3, 9.7,5.9, 198.0, 0.0, 0.8,97.0,2020-08-06 19:00:00,32,
300.0, 97.0, 4.1,1.8, 8.2,9.8, 8.6,6.0, 257.0, 1.4, 2.2,95.0,2020-08-06 20:00:00,32,
289.0, 97.0, 10.3,0.0, 5.5,8.5, 5.9,5.8, 276.0, 0.6, 2.8,97.0,2020-08-06 21:00:00,32,
286.0, 95.0, 9.8,0.0, 5.3,8.3, 6.0,5.4, 300.0, 1.8, 4.6,97.0,2020-08-06 22:00:00,32,
286.0, 97.0, 8.5,0.0, 5.4,7.6, 5.8,5.1, 289.0, 0.0, 4.6,99.0,2020-08-06 23:00:00,32,
292.0, 97.0, 8.3,0.0, 5.0,8.7, 5.4,5.2, 286.0, 0.0, 4.6,99.0,2020-08-07 00:00:00,32,
291.0, 99.0, 7.6,0.0, 5.0,7.9, 5.1,4.6, 286.0, 0.0, 4.6,100.0,2020-08-07 01:00:00,32,
305.0, 99.0, 8.7,0.0, 5.1,6.0, 5.2,3.8, 292.0, 0.0, 4.6,99.0,2020-08-07 02:00:00,32,
308.0, 100.0, 7.9,0.0, 4.6,5.1, 4.6,3.3, 291.0, 0.0, 4.6,99.0,2020-08-07 03:00:00,32,
292.0, 99.0, 6.0,0.0, 3.7,4.8, 3.8,3.8, 305.0, 0.0, 4.6,99.0,2020-08-07 04:00:00,32,
291.0, 99.0, 5.1,0.0, 3.2,5.6, 3.3,5.4, 308.0, 0.0, 4.6,99.0,2020-08-07 05:00:00,32,
283.0, 99.0, 4.8,0.0, 3.7,6.5, 3.8,8.3, 292.0, 0.0, 4.6,91.0,2020-08-07 06:00:00,32,
272.0, 99.0, 5.6,0.0, 5.3,7.7, 5.4,10.4, 291.0, 0.0, 4.6,78.0,2020-08-07 07:00:00,32,
247.0, 91.0, 6.5,0.0, 6.9,6.1, 8.3,12.5, 283.0, 0.0, 4.6,72.0,2020-08-07 08:00:00,32,
245.0, 78.0, 7.7,0.0, 6.7,5.0, 10.4,10.3, 272.0, 0.0, 4.6,79.0,2020-08-07 09:00:00,32,
251.0, 72.0, 6.1,0.0, 7.6,5.0, 12.5,11.1, 247.0, 0.0, 4.6,66.0,2020-08-07 10:00:00,32,
282.0, 79.0, 5.0,0.0, 6.8,6.6, 10.3,12.1, 245.0, 0.0, 4.6,61.0,2020-08-07 11:00:00,32,
245.0, 66.0, 5.0,0.0, 5.0,5.5, 11.1,12.1, 251.0, 0.0, 4.6,64.0,2020-08-07 12:00:00,32,
219.0, 61.0, 6.6,0.0, 4.8,6.1, 12.1,12.6, 282.0, 0.0, 4.2,63.0,2020-08-07 13:00:00,32,
211.0, 64.0, 5.5,0.0, 5.5,5.2, 12.1,11.5, 245.0, 0.0, 4.0,65.0,2020-08-07 14:00:00,32,
211.0, 63.0, 6.1,0.0, 5.7,7.2, 12.6,10.0, 219.0, 0.0, 3.8,73.0,2020-08-07 15:00:00,32,
273.0, 65.0, 5.2,0.0, 5.2,4.9, 11.5,9.3, 211.0, 0.0, 3.8,81.0,2020-08-07 16:00:00,32,
255.0, 73.0, 7.2,0.0, 5.4,4.2, 10.0,8.5, 211.0, 0.0, 3.8,83.0,2020-08-07 17:00:00,32,
305.0, 81.0, 4.9,0.2, 6.2,4.9, 9.3,7.5, 273.0, 0.0, 3.8,93.0,2020-08-07 18:00:00,32,
282.0, 83.0, 4.2,0.2, 5.8,2.2, 8.5,6.9, 255.0, 0.0, 3.8,98.0,2020-08-07 19:00:00,32,
278.0, 93.0, 4.9,0.2, 6.4,1.2, 7.5,6.4, 305.0, 0.2, 2.6,98.0,2020-08-07 20:00:00,32,
23.0, 98.0, 2.2,0.0, 6.6,3.5, 6.9,5.5, 282.0, 0.2, 2.2,98.0,2020-08-07 21:00:00,32,
333.0, 98.0, 1.2,0.0, 6.1,1.4, 6.4,5.7, 278.0, 0.2, 0.6,99.0,2020-08-07 22:00:00,32,
258.0, 98.0, 3.5,0.0, 5.2,2.7, 5.5,5.5, 23.0, 0.0, 0.6,99.0,2020-08-07 23:00:00,32,
319.0, 99.0, 1.4,0.0, 5.6,1.3, 5.7,5.0, 333.0, 0.0, 0.6,98.0,2020-08-08 00:00:00,32,
210.0, 99.0, 2.7,0.0, 5.4,3.4, 5.5,4.6, 258.0, 0.0, 0.6,99.0,2020-08-08 01:00:00,32,
294.0, 98.0, 1.3,0.0, 4.7,2.2, 5.0,3.5, 319.0, 0.0, 0.6,99.0,2020-08-08 02:00:00,32,
273.0, 99.0, 3.4,0.0, 4.5,2.3, 4.6,2.8, 210.0, 0.0, 0.6,99.0,2020-08-08 03:00:00,32,
356.0, 99.0, 2.2,0.0, 3.4,2.1, 3.5,3.7, 294.0, 0.0, 0.6,100.0,2020-08-08 04:00:00,32,
312.0, 99.0, 2.3,0.0, 2.7,4.8, 2.8,5.2, 273.0, 0.0, 0.6,100.0,2020-08-08 05:00:00,32,
292.0, 100.0, 2.1,0.0, 3.7,4.3, 3.7,7.1, 356.0, 0.0, 0.6,94.0,2020-08-08 06:00:00,32,
278.0, 100.0, 4.8,0.0, 5.2,4.6, 5.2,10.4, 312.0, 0.0, 0.6,85.0,2020-08-08 07:00:00,32,
297.0, 94.0, 4.3,0.0, 6.2,7.0, 7.1,10.6, 292.0, 0.0, 0.6,71.0,2020-08-08 08:00:00,32,
309.0, 85.0, 4.6,0.0, 8.0,6.7, 10.4,10.5, 278.0, 0.0, 0.6,71.0,2020-08-08 09:00:00,32,
224.0, 71.0, 7.0,0.0, 5.6,4.9, 10.6,11.3, 297.0, 0.0, 0.6,70.0,2020-08-08 10:00:00,32,
318.0, 71.0, 6.7,0.4, 5.5,11.5, 10.5,8.3, 309.0, 0.0, 0.6,84.0,2020-08-08 11:00:00,32,
285.0, 70.0, 4.9,0.0, 6.0,8.8, 11.3,13.8, 224.0, 0.0, 0.6,60.0,2020-08-08 12:00:00,32,
301.0, 84.0, 11.5,0.0, 5.8,9.9, 8.3,13.2, 318.0, 0.4, 1.0,58.0,2020-08-08 13:00:00,32,
305.0, 60.0, 8.8,0.0, 6.2,9.2, 13.8,15.1, 285.0, 0.0, 1.0,48.0,2020-08-08 14:00:00,32,
304.0, 58.0, 9.9,0.0, 5.1,10.2, 13.2,13.0, 301.0, 0.0, 1.0,56.0,2020-08-08 15:00:00,32,
317.0, 48.0, 9.2,0.0, 4.2,7.0, 15.1,11.6, 305.0, 0.0, 1.0,60.0,2020-08-08 16:00:00,32,
299.0, 56.0, 10.2,0.0, 4.4,6.9, 13.0,10.1, 304.0, 0.0, 1.0,65.0,2020-08-08 17:00:00,32,
312.0, 60.0, 7.0,0.0, 4.1,5.3, 11.6,8.3, 317.0, 0.0, 1.0,82.0,2020-08-08 18:00:00,32,
343.0, 65.0, 6.9,0.0, 3.8,5.3, 10.1,5.2, 299.0, 0.0, 1.0,91.0,2020-08-08 19:00:00,32,
359.0, 82.0, 5.3,0.0, 5.4,5.9, 8.3,4.6, 312.0, 0.0, 0.8,88.0,2020-08-08 20:00:00,32,
4.0, 91.0, 5.3,0.0, 3.9,6.2, 5.2,3.6, 343.0, 0.0, 0.6,93.0,2020-08-08 21:00:00,32,
9.0, 88.0, 5.9,0.0, 2.8,6.6, 4.6,3.2, 359.0, 0.0, 0.4,92.0,2020-08-08 22:00:00,32,
356.0, 93.0, 6.2,0.0, 2.6,7.2, 3.6,3.8, 4.0, 0.0, 0.4,88.0,2020-08-08 23:00:00,32,
351.0, 92.0, 6.6,0.0, 2.0,7.0, 3.2,4.0, 9.0, 0.0, 0.4,86.0,2020-08-09 00:00:00,32,
352.0, 88.0, 7.2,0.0, 2.0,6.5, 3.8,3.8, 356.0, 0.0, 0.4,89.0,2020-08-09 01:00:00,32,
346.0, 86.0, 7.0,0.0, 1.9,6.6, 4.0,3.9, 351.0, 0.0, 0.4,89.0,2020-08-09 02:00:00,32,
339.0, 89.0, 6.5,0.0, 2.2,8.3, 3.8,3.9, 352.0, 0.0, 0.4,86.0,2020-08-09 03:00:00,32,
339.0, 89.0, 6.6,0.0, 2.3,8.1, 3.9,3.9, 346.0, 0.0, 0.4,86.0,2020-08-09 04:00:00,32,
341.0, 86.0, 8.3,0.0, 1.8,6.6, 3.9,4.3, 339.0, 0.0, 0.4,85.0,2020-08-09 05:00:00,32,
332.0, 86.0, 8.1,0.0, 1.8,8.1, 3.9,8.8, 339.0, 0.0, 0.4,67.0,2020-08-09 06:00:00,32,
338.0, 85.0, 6.6,0.0, 2.0,4.7, 4.3,12.2, 341.0, 0.0, 0.4,57.0,2020-08-09 07:00:00,32,
313.0, 67.0, 8.1,0.0, 3.0,11.1, 8.8,12.9, 332.0, 0.0, 0.4,52.0,2020-08-09 08:00:00,32,
307.0, 57.0, 4.7,0.0, 3.9,9.7, 12.2,13.8, 338.0, 0.0, 0.4,52.0,2020-08-09 09:00:00,32,
280.0, 52.0, 11.1,0.0, 3.3,6.5, 12.9,13.8, 313.0, 0.0, 0.4,54.0,2020-08-09 10:00:00,32,
265.0, 52.0, 9.7,0.0, 4.1,6.1, 13.8,14.6, 307.0, 0.0, 0.4,60.0,2020-08-09 11:00:00,32,
258.0, 54.0, 6.5,0.0, 4.7,8.4, 13.8,16.4, 280.0, 0.0, 0.4,46.0,2020-08-09 12:00:00,32,
234.0, 60.0, 6.1,0.0, 6.9,7.6, 14.6,17.4, 265.0, 0.0, 0.0,45.0,2020-08-09 13:00:00,32,
237.0, 46.0, 8.4,0.0, 4.8,5.1, 16.4,17.7, 258.0, 0.0, 0.0,47.0,2020-08-09 14:00:00,32,
275.0, 45.0, 7.6,0.0, 5.4,4.7, 17.4,16.1, 234.0, 0.0, 0.0,45.0,2020-08-09 15:00:00,32,
260.0, None, None,0.0, None,3.8, None,15.5, None, None, None,52.0,2020-08-09 16:00:00,32,
234.0, 45.0, 4.7,0.0, 4.2,3.4, 16.1,14.7, 275.0, 0.0, 0.0,62.0,2020-08-09 17:00:00,32,
321.0, 52.0, 3.8,0.0, 5.7,1.8, 15.5,12.1, 260.0, 0.0, 0.0,74.0,2020-08-09 18:00:00,32,
56.0, 62.0, 3.4,0.0, 7.5,2.6, 14.7,10.5, 234.0, 0.0, 0.0,76.0,2020-08-09 19:00:00,32,
26.0, 74.0, 1.8,0.0, 7.6,2.6, 12.1,9.0, 321.0, 0.0, 0.0,82.0,2020-08-09 20:00:00,32,
78.0, 76.0, 2.6,0.0, 6.5,1.6, 10.5,9.1, 56.0, 0.0, 0.0,77.0,2020-08-09 21:00:00,32,
346.0, 82.0, 2.6,0.0, 6.1,4.6, 9.0,8.0, 26.0, 0.0, 0.0,80.0,2020-08-09 22:00:00,32,
