RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
73.7, None, None, None,0.0,310.2, None, None, -14.0, None, None, None, None, None, None, None, None,-10.86, None, None, None, None,1.573, None, None, None, None,2016-01-08 00:00:00, None,2
73.8, None, None, None,0.0,310.6, None, None, -15.0, None, None, None, None, None, None, None, None,-11.48, None, None, None, None,0.783, None, None, None, None,2016-01-08 01:00:00, None,2
73.6, None, None, None,0.0,304.2, None, None, -15.0, None, None, None, None, None, None, None, None,-11.63, None, None, None, None,18.58, None, None, None, None,2016-01-08 02:00:00, None,2
73.8, None, None, None,0.0,236.3, None, None, -15.0, None, None, None, None, None, None, None, None,-11.96, None, None, None, None,39.88, None, None, None, None,2016-01-08 03:00:00, None,2
73.7, None, None, None,0.0,203.6, None, None, -16.0, None, None, None, None, None, None, None, None,-12.34, None, None, None, None,33.49, None, None, None, None,2016-01-08 04:00:00, None,2
73.6, None, None, None,0.0,211.0, None, None, -16.0, None, None, None, None, None, None, None, None,-12.34, None, None, None, None,23.84, None, None, None, None,2016-01-08 05:00:00, None,2
73.9, None, None, None,0.0,275.2, None, None, -16.0, None, None, None, None, None, None, None, None,-12.33, None, None, None, None,40.3, None, None, None, None,2016-01-08 06:00:00, None,2
73.9, None, None, None,0.0,249.0, None, None, -16.0, None, None, None, None, None, None, None, None,-12.52, None, None, None, None,17.24, None, None, None, None,2016-01-08 07:00:00, None,2
73.8, None, None, None,0.0,215.6, None, None, -16.0, None, None, None, None, None, None, None, None,-12.62, None, None, None, None,23.52, None, None, None, None,2016-01-08 08:00:00, None,2
73.5, None, None, None,0.0,216.0, None, None, -16.0, None, None, None, None, None, None, None, None,-12.34, None, None, None, None,23.98, None, None, None, None,2016-01-08 09:00:00, None,2
73.8, None, None, None,0.0,244.7, None, None, -11.0, None, None, None, None, None, None, None, None,-7.75, None, None, None, None,33.8, None, None, None, None,2016-01-08 10:00:00, None,2
73.3, None, None, None,0.0,279.5, None, None, -13.0, None, None, None, None, None, None, None, None,-9.88, None, None, None, None,19.89, None, None, None, None,2016-01-08 11:00:00, None,2
72.4, None, None, None,0.0,283.9, None, None, -12.0, None, None, None, None, None, None, None, None,-8.18, None, None, None, None,29.54, None, None, None, None,2016-01-08 12:00:00, None,2
72.5, None, None, None,0.852,288.2, None, None, -12.0, None, None, None, None, None, None, None, None,-8.78, None, None, None, None,27.74, None, None, None, None,2016-01-08 13:00:00, None,2
73.2, None, None, None,3.33,303.5, None, None, -13.0, None, None, None, None, None, None, None, None,-10.02, None, None, None, None,11.97, None, None, None, None,2016-01-08 14:00:00, None,2
73.6, None, None, None,8.27,307.3, None, None, -13.0, None, None, None, None, None, None, None, None,-9.43, None, None, None, None,2.173, None, None, None, None,2016-01-08 15:00:00, None,2
73.5, None, None, None,6.157,307.4, None, None, -16.0, None, None, None, None, None, None, None, None,-12.33, None, None, None, None,2.869, None, None, None, None,2016-01-08 16:00:00, None,2
73.2, None, None, None,1.221,304.5, None, None, -16.0, None, None, None, None, None, None, None, None,-12.88, None, None, None, None,43.27, None, None, None, None,2016-01-08 17:00:00, None,2
73.5, None, None, None,3.414,306.4, None, None, -16.0, None, None, None, None, None, None, None, None,-13.15, None, None, None, None,2.563, None, None, None, None,2016-01-08 18:00:00, None,2
73.1, None, None, None,0.994,303.8, None, None, -17.0, None, None, None, None, None, None, None, None,-13.76, None, None, None, None,3.842, None, None, None, None,2016-01-08 19:00:00, None,2
73.4, None, None, None,0.328,229.2, None, None, -17.0, None, None, None, None, None, None, None, None,-13.56, None, None, None, None,38.47, None, None, None, None,2016-01-08 20:00:00, None,2
73.5, None, None, None,2.445,180.8, None, None, -17.0, None, None, None, None, None, None, None, None,-13.37, None, None, None, None,27.92, None, None, None, None,2016-01-08 21:00:00, None,2
73.4, None, None, None,0.227,160.3, None, None, -17.0, None, None, None, None, None, None, None, None,-13.37, None, None, None, None,72.7, None, None, None, None,2016-01-08 22:00:00, None,2
73.2, None, None, None,1.441,195.9, None, None, -17.0, None, None, None, None, None, None, None, None,-13.61, None, None, None, None,15.87, None, None, None, None,2016-01-08 23:00:00, None,2
