TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 1.403, None, 87.0,2016-08-12 00:00:00,12.36,33
None, 1.31, None, 88.2,2016-08-12 01:00:00,11.79,33
None, 1.171, None, 91.4,2016-08-12 02:00:00,11.17,33
None, 0.694, None, 95.2,2016-08-12 03:00:00,11.04,33
None, 1.005, None, 95.9,2016-08-12 04:00:00,9.89,33
None, 0.657998, None, 96.4,2016-08-12 05:00:00,9.72,33
None, 0.582, None, 98.3,2016-08-12 06:00:00,9.83,33
None, 0.351, None, 98.8,2016-08-12 07:00:00,11.05,33
None, 0.515999, None, 88.4,2016-08-12 08:00:00,14.07,33
None, 1.612, None, 71.84,2016-08-12 09:00:00,16.8,33
None, 1.286, None, 63.43,2016-08-12 10:00:00,19.12,33
None, 0.745998, None, 50.08,2016-08-12 11:00:00,21.8,33
None, 1.137, None, 43.48,2016-08-12 12:00:00,23.52,33
None, 1.833, None, 41.44,2016-08-12 13:00:00,24.01,33
None, 2.263, None, 38.41,2016-08-12 14:00:00,24.72,33
None, 2.55, None, 34.75,2016-08-12 15:00:00,25.32,33
None, 1.17, None, 33.57,2016-08-12 16:00:00,26.23,33
None, 1.372, None, 33.8,2016-08-12 17:00:00,26.44,33
None, 0.741998, None, 35.06,2016-08-12 18:00:00,26.58,33
None, 1.289, None, 45.28,2016-08-12 19:00:00,24.59,33
None, 1.152, None, 50.78,2016-08-12 20:00:00,22.17,33
None, 0.940998, None, 61.16,2016-08-12 21:00:00,19.74,33
None, 1.938, None, 65.05,2016-08-12 22:00:00,17.99,33
None, 1.825, None, 61.83,2016-08-12 23:00:00,18.28,33
None, 1.418, None, 68.94,2016-08-13 00:00:00,16.82,33
None, 0.697, None, 76.64,2016-08-13 01:00:00,15.3,33
None, 1.056, None, 81.1,2016-08-13 02:00:00,14.42,33
None, 1.003, None, 83.8,2016-08-13 03:00:00,13.88,33
None, 1.087, None, 85.9,2016-08-13 04:00:00,13.75,33
None, 1.453, None, 91.2,2016-08-13 05:00:00,12.95,33
None, 0.903998, None, 88.1,2016-08-13 06:00:00,13.38,33
None, 0.298999, None, 87.0,2016-08-13 07:00:00,14.22,33
None, 0.92, None, 76.79,2016-08-13 08:00:00,16.67,33
None, 1.554, None, 67.8,2016-08-13 09:00:00,18.93,33
None, 1.493, None, 54.64,2016-08-13 10:00:00,20.96,33
None, 2.035, None, 48.41,2016-08-13 11:00:00,22.69,33
None, 1.685, None, 42.1,2016-08-13 12:00:00,24.17,33
None, 1.408, None, 42.15,2016-08-13 13:00:00,25.15,33
None, 0.981, None, 38.71,2016-08-13 14:00:00,26.41,33
None, 1.828, None, 35.33,2016-08-13 15:00:00,27.13,33
None, 2.267, None, 32.95,2016-08-13 16:00:00,27.49,33
None, 1.269, None, 31.55,2016-08-13 17:00:00,28.07,33
None, 1.256, None, 31.5,2016-08-13 18:00:00,27.95,33
None, 1.217, None, 42.93,2016-08-13 19:00:00,24.98,33
None, 1.405, None, 56.35,2016-08-13 20:00:00,21.45,33
None, 1.54, None, 61.44,2016-08-13 21:00:00,20.04,33
None, 1.359, None, 67.76,2016-08-13 22:00:00,18.03,33
None, 1.397, None, 70.86,2016-08-13 23:00:00,16.65,33
None, 1.177, None, 78.87,2016-08-14 00:00:00,14.85,33
None, 0.773, None, 82.5,2016-08-14 01:00:00,14.41,33
None, 0.757, None, 85.6,2016-08-14 02:00:00,14.08,33
None, 1.359, None, 88.2,2016-08-14 03:00:00,13.7,33
None, 0.751999, None, 88.1,2016-08-14 04:00:00,13.77,33
None, 0.607999, None, 90.6,2016-08-14 05:00:00,13.06,33
None, 0.477999, None, 92.0,2016-08-14 06:00:00,12.69,33
None, 1.792, None, 76.97,2016-08-14 07:00:00,15.24,33
None, 2.113, None, 66.32,2016-08-14 08:00:00,17.14,33
None, 1.891, None, 58.82,2016-08-14 09:00:00,19.1,33
None, 1.641, None, 50.98,2016-08-14 10:00:00,21.31,33
None, 1.868, None, 46.32,2016-08-14 11:00:00,22.78,33
None, 3.576, None, 36.66,2016-08-14 12:00:00,23.96,33
None, 2.771, None, 36.13,2016-08-14 13:00:00,24.59,33
None, 3.272, None, 33.52,2016-08-14 14:00:00,25.51,33
None, 3.354, None, 31.3,2016-08-14 15:00:00,26.28,33
None, 2.963, None, 30.97,2016-08-14 16:00:00,26.63,33
None, 2.775, None, 30.29,2016-08-14 17:00:00,26.99,33
None, 3.532, None, 30.38,2016-08-14 18:00:00,26.86,33
None, 1.799, None, 35.19,2016-08-14 19:00:00,25.61,33
None, 1.153, None, 44.56,2016-08-14 20:00:00,22.55,33
None, 1.199, None, 57.99,2016-08-14 21:00:00,20.17,33
None, 1.292, None, 61.45,2016-08-14 22:00:00,18.93,33
None, 1.258, None, 68.17,2016-08-14 23:00:00,17.14,33
None, 1.447, None, 71.53,2016-08-15 00:00:00,15.9,33
None, 1.254, None, 76.76,2016-08-15 01:00:00,14.37,33
None, 1.103, None, 78.13,2016-08-15 02:00:00,13.94,33
None, 1.119, None, 82.1,2016-08-15 03:00:00,12.84,33
None, 0.587, None, 84.7,2016-08-15 04:00:00,12.4,33
None, 0.586, None, 89.1,2016-08-15 05:00:00,12.0,33
None, 0.519999, None, 84.9,2016-08-15 06:00:00,12.5,33
None, 0.232998, None, 79.06,2016-08-15 07:00:00,14.83,33
None, 0.578, None, 78.2,2016-08-15 08:00:00,15.61,33
None, 0.556999, None, 68.7,2016-08-15 09:00:00,18.12,33
None, 3.243, None, 53.36,2016-08-15 10:00:00,21.16,33
None, 4.427, None, 43.95,2016-08-15 11:00:00,23.28,33
None, 3.919, None, 38.46,2016-08-15 12:00:00,24.37,33
None, 4.177, None, 36.89,2016-08-15 13:00:00,25.12,33
None, 4.027, None, 35.7,2016-08-15 14:00:00,26.12,33
None, 4.644, None, 31.72,2016-08-15 15:00:00,27.17,33
None, 4.993, None, 31.02,2016-08-15 16:00:00,27.37,33
None, 3.653, None, 31.55,2016-08-15 17:00:00,27.56,33
None, 2.984, None, 32.05,2016-08-15 18:00:00,27.12,33
None, 2.394, None, 37.99,2016-08-15 19:00:00,25.77,33
None, 0.93, None, 43.38,2016-08-15 20:00:00,23.87,33
None, 1.126, None, 47.25,2016-08-15 21:00:00,22.69,33
None, 1.129, None, 49.95,2016-08-15 22:00:00,22.05,33
None, 2.061, None, 48.71,2016-08-15 23:00:00,21.82,33
None, 2.387, None, 48.3,2016-08-16 00:00:00,21.53,33
None, 3.657, None, 47.33,2016-08-16 01:00:00,21.15,33
None, 3.724, None, 49.52,2016-08-16 02:00:00,20.06,33
None, 3.418, None, 50.25,2016-08-16 03:00:00,18.82,33
None, 2.517, None, 54.75,2016-08-16 04:00:00,17.31,33
None, 1.61, None, 59.05,2016-08-16 05:00:00,16.21,33
None, 2.561, None, 59.3,2016-08-16 06:00:00,16.06,33
None, 3.93, None, 52.51,2016-08-16 07:00:00,17.43,33
None, 4.683, None, 49.16,2016-08-16 08:00:00,18.25,33
None, 5.574, None, 43.64,2016-08-16 09:00:00,19.32,33
None, 5.093, None, 38.02,2016-08-16 10:00:00,20.44,33
None, 5.023, None, 35.62,2016-08-16 11:00:00,20.88,33
None, 4.407, None, 31.93,2016-08-16 12:00:00,21.73,33
None, 4.713, None, 30.36,2016-08-16 13:00:00,22.54,33
None, 5.31, None, 27.34,2016-08-16 14:00:00,23.19,33
None, 5.583, None, 24.8,2016-08-16 15:00:00,23.81,33
None, 4.878, None, 25.0,2016-08-16 16:00:00,24.21,33
None, 5.043, None, 24.7,2016-08-16 17:00:00,24.24,33
None, 4.867, None, 25.14,2016-08-16 18:00:00,23.93,33
None, 3.4, None, 28.5,2016-08-16 19:00:00,23.01,33
None, 2.318, None, 34.86,2016-08-16 20:00:00,20.38,33
None, 2.292, None, 38.27,2016-08-16 21:00:00,18.76,33
None, 0.813, None, 46.3,2016-08-16 22:00:00,16.09,33
None, 1.208, None, 55.88,2016-08-16 23:00:00,13.73,33
None, 1.558, None, 61.91,2016-08-17 00:00:00,11.77,33
None, 1.397, None, 65.01,2016-08-17 01:00:00,11.23,33
None, 0.679, None, 70.41,2016-08-17 02:00:00,10.32,33
None, 0.367, None, 76.77,2016-08-17 03:00:00,9.48,33
None, 0.33, None, 80.9,2016-08-17 04:00:00,9.35,33
None, 0.305999, None, 82.6,2016-08-17 05:00:00,8.72,33
None, 0.268999, None, 82.2,2016-08-17 06:00:00,9.02,33
None, 0.662998, None, 80.4,2016-08-17 07:00:00,9.44,33
None, 1.214, None, 68.38,2016-08-17 08:00:00,12.12,33
None, 2.984, None, 57.81,2016-08-17 09:00:00,14.29,33
None, 2.745, None, 51.03,2016-08-17 10:00:00,16.5,33
None, 3.157, None, 42.99,2016-08-17 11:00:00,19.07,33
None, 4.518, None, 36.49,2016-08-17 12:00:00,20.9,33
None, 4.111, None, 33.63,2016-08-17 13:00:00,21.82,33
None, 3.509, None, 33.42,2016-08-17 14:00:00,22.3,33
None, 3.899, None, 31.08,2016-08-17 15:00:00,23.06,33
None, 4.179, None, 30.49,2016-08-17 16:00:00,23.38,33
None, 3.672, None, 29.92,2016-08-17 17:00:00,23.32,33
None, 3.403, None, 30.18,2016-08-17 18:00:00,23.24,33
None, 2.1, None, 31.75,2016-08-17 19:00:00,22.25,33
None, 2.159, None, 48.2,2016-08-17 20:00:00,17.91,33
None, 1.796, None, 56.15,2016-08-17 21:00:00,15.31,33
None, 1.653, None, 63.42,2016-08-17 22:00:00,14.82,33
None, 1.07, None, 65.49,2016-08-17 23:00:00,13.77,33
None, 0.892, None, 69.92,2016-08-18 00:00:00,13.03,33
None, 0.61, None, 74.54,2016-08-18 01:00:00,12.68,33
None, 4.295, None, 77.2,2016-08-18 02:00:00,13.33,33
None, 2.866, None, 83.3,2016-08-18 03:00:00,13.29,33
None, 1.115, None, 82.5,2016-08-18 04:00:00,13.26,33
None, 0.873, None, 89.2,2016-08-18 05:00:00,12.59,33
None, 2.301, None, 89.5,2016-08-18 06:00:00,12.41,33
None, 1.262, None, 85.1,2016-08-18 07:00:00,12.9,33
None, 2.019, None, 74.63,2016-08-18 08:00:00,14.67,33
None, 2.722, None, 71.25,2016-08-18 09:00:00,15.86,33
None, 2.568, None, 63.53,2016-08-18 10:00:00,17.52,33
None, 2.375, None, 52.45,2016-08-18 11:00:00,19.14,33
None, 1.847, None, 43.83,2016-08-18 12:00:00,20.7,33
None, 1.994, None, 39.18,2016-08-18 13:00:00,21.91,33
None, 1.701, None, 37.5,2016-08-18 14:00:00,22.63,33
None, 1.678, None, 33.14,2016-08-18 15:00:00,23.41,33
None, 1.733, None, 32.4,2016-08-18 16:00:00,23.71,33
None, 2.208, None, 30.28,2016-08-18 17:00:00,23.81,33
None, 1.778, None, 31.42,2016-08-18 18:00:00,23.78,33
None, 1.638, None, 38.57,2016-08-18 19:00:00,22.58,33
None, 0.97, None, 50.59,2016-08-18 20:00:00,19.19,33
None, 1.547, None, 57.25,2016-08-18 21:00:00,16.88,33
None, 1.326, None, 62.82,2016-08-18 22:00:00,15.21,33
None, 1.205, None, 55.65,2016-08-18 23:00:00,16.91,33
