TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 2.363, None,49.44,2016-08-12 00:00:00,19.43,33
None, 1.802, None,56.29,2016-08-12 01:00:00,17.68,33
None, 2.135, None,55.14,2016-08-12 02:00:00,18.34,33
None, 1.197, None,56.32,2016-08-12 03:00:00,17.82,33
None, 1.493, None,57.64,2016-08-12 04:00:00,17.55,33
None, 1.381, None,65.46,2016-08-12 05:00:00,15.59,33
None, 0.971, None,64.22,2016-08-12 06:00:00,16.79,33
None, 0.958, None,62.39,2016-08-12 07:00:00,17.63,33
None, 0.921998, None,59.73,2016-08-12 08:00:00,18.36,33
None, 0.987999, None,56.46,2016-08-12 09:00:00,19.78,33
None, 1.203, None,51.98,2016-08-12 10:00:00,21.19,33
None, 1.331, None,43.69,2016-08-12 11:00:00,22.98,33
None, 1.583, None,37.65,2016-08-12 12:00:00,24.31,33
None, 1.924, None,34.02,2016-08-12 13:00:00,24.96,33
None, 2.236, None,30.49,2016-08-12 14:00:00,25.77,33
None, 2.022, None,25.78,2016-08-12 15:00:00,26.62,33
None, 1.338, None,25.0,2016-08-12 16:00:00,27.44,33
None, 1.286, None,24.14,2016-08-12 17:00:00,27.76,33
None, 1.42, None,25.3,2016-08-12 18:00:00,27.0,33
None, 1.631, None,29.95,2016-08-12 19:00:00,25.72,33
None, 3.149, None,34.39,2016-08-12 20:00:00,23.81,33
None, 2.446, None,39.79,2016-08-12 21:00:00,21.77,33
None, 1.883, None,39.29,2016-08-12 22:00:00,21.54,33
None, 2.09, None,43.65,2016-08-12 23:00:00,19.94,33
None, 1.1, None,45.58,2016-08-13 00:00:00,19.67,33
None, 0.921, None,49.35,2016-08-13 01:00:00,18.99,33
None, 1.771, None,57.4,2016-08-13 02:00:00,16.67,33
None, 1.599, None,62.7,2016-08-13 03:00:00,15.25,33
None, 1.715, None,62.89,2016-08-13 04:00:00,15.14,33
None, 1.575, None,64.82,2016-08-13 05:00:00,14.68,33
None, 1.174, None,65.03,2016-08-13 06:00:00,15.1,33
None, 0.503, None,62.05,2016-08-13 07:00:00,16.5,33
None, 0.833998, None,60.3,2016-08-13 08:00:00,17.35,33
None, 1.081, None,57.13,2016-08-13 09:00:00,18.53,33
None, 1.076, None,53.46,2016-08-13 10:00:00,19.48,33
None, 1.058, None,48.38,2016-08-13 11:00:00,21.45,33
None, 1.477, None,44.61,2016-08-13 12:00:00,23.19,33
None, 1.687, None,38.61,2016-08-13 13:00:00,25.07,33
None, 1.635, None,33.21,2016-08-13 14:00:00,26.71,33
None, 1.503, None,29.6,2016-08-13 15:00:00,28.03,33
None, 1.606, None,28.72,2016-08-13 16:00:00,28.1,33
None, 1.29, None,27.13,2016-08-13 17:00:00,28.22,33
None, 1.468, None,25.99,2016-08-13 18:00:00,28.57,33
None, 2.314, None,30.23,2016-08-13 19:00:00,26.64,33
None, 2.288, None,30.94,2016-08-13 20:00:00,24.93,33
None, 2.594, None,31.96,2016-08-13 21:00:00,23.61,33
None, 2.372, None,37.29,2016-08-13 22:00:00,22.21,33
None, 3.539, None,41.44,2016-08-13 23:00:00,21.23,33
None, 3.526, None,44.72,2016-08-14 00:00:00,20.33,33
None, 3.657, None,48.91,2016-08-14 01:00:00,19.24,33
None, 2.459, None,51.01,2016-08-14 02:00:00,18.97,33
None, 2.442, None,53.29,2016-08-14 03:00:00,18.45,33
None, 0.963998, None,51.87,2016-08-14 04:00:00,18.66,33
None, 0.690998, None,50.94,2016-08-14 05:00:00,18.79,33
None, 0.683, None,53.62,2016-08-14 06:00:00,18.17,33
None, 0.354999, None,56.73,2016-08-14 07:00:00,18.03,33
None, 1.019, None,50.64,2016-08-14 08:00:00,19.7,33
None, 1.094, None,45.87,2016-08-14 09:00:00,21.18,33
None, 1.986, None,41.63,2016-08-14 10:00:00,22.41,33
None, 2.456, None,35.76,2016-08-14 11:00:00,24.04,33
None, 1.877, None,32.74,2016-08-14 12:00:00,25.17,33
None, 1.973, None,30.1,2016-08-14 13:00:00,26.15,33
None, 1.803, None,27.09,2016-08-14 14:00:00,26.96,33
None, 1.563, None,26.24,2016-08-14 15:00:00,27.58,33
None, 1.606, None,26.31,2016-08-14 16:00:00,28.27,33
None, 1.413, None,25.45,2016-08-14 17:00:00,28.15,33
None, 1.392, None,26.25,2016-08-14 18:00:00,27.69,33
None, 1.95, None,27.91,2016-08-14 19:00:00,26.48,33
None, 1.706, None,30.57,2016-08-14 20:00:00,25.14,33
None, 1.352, None,30.58,2016-08-14 21:00:00,24.31,33
None, 0.861, None,32.82,2016-08-14 22:00:00,22.87,33
None, 0.999, None,34.72,2016-08-14 23:00:00,22.19,33
None, 0.661, None,35.47,2016-08-15 00:00:00,21.67,33
None, 1.178, None,37.85,2016-08-15 01:00:00,20.89,33
None, 1.11, None,42.18,2016-08-15 02:00:00,19.54,33
None, 1.002, None,44.77,2016-08-15 03:00:00,19.09,33
None, 1.716, None,46.66,2016-08-15 04:00:00,18.38,33
None, 1.775, None,46.65,2016-08-15 05:00:00,18.34,33
None, 0.444, None,48.71,2016-08-15 06:00:00,18.39,33
None, 1.207, None,52.05,2016-08-15 07:00:00,17.85,33
None, 1.311, None,51.09,2016-08-15 08:00:00,18.51,33
None, 1.317, None,49.44,2016-08-15 09:00:00,19.89,33
None, 1.289, None,46.65,2016-08-15 10:00:00,21.41,33
None, 1.143, None,38.94,2016-08-15 11:00:00,23.73,33
None, 1.263, None,29.79,2016-08-15 12:00:00,25.61,33
None, 1.48, None,27.02,2016-08-15 13:00:00,26.79,33
None, 1.738, None,25.49,2016-08-15 14:00:00,27.62,33
None, 1.727, None,24.04,2016-08-15 15:00:00,28.36,33
None, 1.455, None,22.81,2016-08-15 16:00:00,28.88,33
None, 1.798, None,22.36,2016-08-15 17:00:00,29.27,33
None, 1.95, None,22.81,2016-08-15 18:00:00,29.25,33
None, 1.631, None,25.1,2016-08-15 19:00:00,27.76,33
None, 2.286, None,28.9,2016-08-15 20:00:00,25.34,33
None, 3.35, None,33.26,2016-08-15 21:00:00,23.07,33
None, 2.143, None,35.56,2016-08-15 22:00:00,21.98,33
None, 1.556, None,33.31,2016-08-15 23:00:00,22.59,33
None, 2.78, None,39.6,2016-08-16 00:00:00,20.29,33
None, 2.884, None,43.14,2016-08-16 01:00:00,19.64,33
None, 1.994, None,46.67,2016-08-16 02:00:00,18.82,33
None, 2.887, None,51.03,2016-08-16 03:00:00,17.64,33
None, 2.671, None,54.09,2016-08-16 04:00:00,17.14,33
None, 3.763, None,49.92,2016-08-16 05:00:00,18.69,33
None, 2.935, None,47.64,2016-08-16 06:00:00,20.09,33
None, 3.001, None,48.41,2016-08-16 07:00:00,20.23,33
None, 4.472, None,46.75,2016-08-16 08:00:00,20.69,33
None, 3.759, None,43.46,2016-08-16 09:00:00,21.66,33
None, 2.962, None,38.04,2016-08-16 10:00:00,22.93,33
None, 2.756, None,32.83,2016-08-16 11:00:00,24.3,33
None, 2.161, None,29.59,2016-08-16 12:00:00,25.59,33
None, 2.436, None,28.58,2016-08-16 13:00:00,26.55,33
None, 2.979, None,28.16,2016-08-16 14:00:00,27.13,33
None, 3.089, None,26.49,2016-08-16 15:00:00,27.88,33
None, 3.331, None,23.17,2016-08-16 16:00:00,28.35,33
None, 2.572, None,23.9,2016-08-16 17:00:00,28.35,33
None, 2.218, None,26.13,2016-08-16 18:00:00,28.02,33
None, 1.783, None,29.46,2016-08-16 19:00:00,26.46,33
None, 0.625998, None,32.95,2016-08-16 20:00:00,24.17,33
None, 1.722, None,31.82,2016-08-16 21:00:00,23.97,33
None, 2.06, None,32.76,2016-08-16 22:00:00,23.19,33
None, 2.282, None,33.16,2016-08-16 23:00:00,22.74,33
None, 1.052, None,36.11,2016-08-17 00:00:00,21.63,33
None, 0.967998, None,37.44,2016-08-17 01:00:00,21.2,33
None, 0.925998, None,41.03,2016-08-17 02:00:00,20.03,33
None, 0.906, None,38.53,2016-08-17 03:00:00,20.36,33
None, 1.02, None,42.84,2016-08-17 04:00:00,19.33,33
None, 0.829999, None,45.03,2016-08-17 05:00:00,18.39,33
None, 1.354, None,43.88,2016-08-17 06:00:00,18.34,33
None, 3.275, None,44.27,2016-08-17 07:00:00,18.65,33
None, 2.671, None,42.87,2016-08-17 08:00:00,19.42,33
None, 3.106, None,39.54,2016-08-17 09:00:00,20.56,33
None, 3.424, None,35.26,2016-08-17 10:00:00,22.36,33
None, 3.107, None,32.5,2016-08-17 11:00:00,23.6,33
None, 2.85, None,30.5,2016-08-17 12:00:00,24.44,33
None, 3.044, None,29.8,2016-08-17 13:00:00,25.15,33
None, 3.427, None,28.79,2016-08-17 14:00:00,25.61,33
None, 4.424, None,27.5,2016-08-17 15:00:00,25.96,33
None, 4.101, None,26.97,2016-08-17 16:00:00,25.99,33
None, 3.933, None,26.31,2016-08-17 17:00:00,26.01,33
None, 3.752, None,25.14,2016-08-17 18:00:00,25.47,33
None, 3.407, None,24.25,2016-08-17 19:00:00,24.33,33
None, 3.033, None,26.18,2016-08-17 20:00:00,22.95,33
None, 2.222, None,26.84,2016-08-17 21:00:00,21.58,33
None, 1.049, None,28.64,2016-08-17 22:00:00,19.7,33
None, 0.828998, None,29.91,2016-08-17 23:00:00,19.07,33
None, 3.562, None,28.42,2016-08-18 00:00:00,19.59,33
None, 4.506, None,29.57,2016-08-18 01:00:00,18.87,33
None, 4.691, None,33.33,2016-08-18 02:00:00,17.9,33
None, 3.588, None,36.64,2016-08-18 03:00:00,17.17,33
None, 4.541, None,36.64,2016-08-18 04:00:00,16.92,33
None, 4.056, None,37.38,2016-08-18 05:00:00,16.59,33
None, 4.373, None,37.51,2016-08-18 06:00:00,16.54,33
None, 4.048, None,37.02,2016-08-18 07:00:00,17.08,33
None, 5.382, None,37.15,2016-08-18 08:00:00,17.65,33
None, 5.691, None,35.85,2016-08-18 09:00:00,18.7,33
None, 5.484, None,33.16,2016-08-18 10:00:00,20.18,33
None, 4.493, None,31.23,2016-08-18 11:00:00,21.44,33
None, 4.4, None,29.68,2016-08-18 12:00:00,22.78,33
None, 3.774, None,26.47,2016-08-18 13:00:00,23.8,33
None, 3.073, None,22.61,2016-08-18 14:00:00,24.88,33
None, 2.628, None,21.05,2016-08-18 15:00:00,25.45,33
None, 2.998, None,22.51,2016-08-18 16:00:00,25.91,33
