RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
60.78, None, None, None, 3.843, 330.1, None, None, None, None, None, None, None, None, None, None, None, None, -1.297, None, None, None, None, 43.93, None, None, None, None,2017-10-30 06:00:00,44
60.33, None, None, None, 3.81, 284.9, None, None, None, None, None, None, None, None, None, None, None, None, -1.88, None, None, None, None, 51.81, None, None, None, None,2017-10-30 07:00:00,44
56.09, None, None, None, 5.516, 317.0, None, None, None, None, None, None, None, None, None, None, None, None, -1.764, None, None, None, None, 48.62, None, None, None, None,2017-10-30 08:00:00,44
50.14, None, None, None, 4.624, 305.1, None, None, None, None, None, None, None, None, None, None, None, None, -0.678, None, None, None, None, 47.77, None, None, None, None,2017-10-30 09:00:00,44
47.01, None, None, None, 3.785, 9.1, None, None, None, None, None, None, None, None, None, None, None, None, -0.021, None, None, None, None, 41.77, None, None, None, None,2017-10-30 10:00:00,44
47.5, None, None, None, 4.415, 5.887, None, None, None, None, None, None, None, None, None, None, None, None, 0.018, None, None, None, None, 37.29, None, None, None, None,2017-10-30 11:00:00,44
45.37, None, None, None, 5.637, 338.1, None, None, None, None, None, None, None, None, None, None, None, None, 0.646, None, None, None, None, 26.93, None, None, None, None,2017-10-30 12:00:00,44
29.86, None, None, None, 3.572, 357.7, None, None, None, None, None, None, None, None, None, None, None, None, 3.62, None, None, None, None, 32.16, None, None, None, None,2017-10-30 14:00:00,44
34.49, None, None, None, 3.027, 8.88, None, None, None, None, None, None, None, None, None, None, None, None, 4.017, None, None, None, None, 61.2, None, None, None, None,2017-10-30 15:00:00,44
38.34, None, None, None, 3.085, 159.1, None, None, None, None, None, None, None, None, None, None, None, None, 4.149, None, None, None, None, 47.75, None, None, None, None,2017-10-30 16:00:00,44
36.67, None, None, None, 2.069, 140.6, None, None, None, None, None, None, None, None, None, None, None, None, 3.741, None, None, None, None, 62.11, None, None, None, None,2017-10-30 17:00:00,44
41.78, None, None, None, 5.722, 335.5, None, None, None, None, None, None, None, None, None, None, None, None, 2.102, None, None, None, None, 22.92, None, None, None, None,2017-10-30 18:00:00,44
37.51, None, None, None, 3.773, 267.8, None, None, None, None, None, None, None, None, None, None, None, None, 1.883, None, None, None, None, 23.62, None, None, None, None,2017-10-30 19:00:00,44
35.38, None, None, None, 4.755, 272.0, None, None, None, None, None, None, None, None, None, None, None, None, 1.766, None, None, None, None, 20.44, None, None, None, None,2017-10-30 20:00:00,44
35.34, None, None, None, 7.602, 332.5, None, None, None, None, None, None, None, None, None, None, None, None, 1.246, None, None, None, None, 29.32, None, None, None, None,2017-10-30 21:00:00,44
32.18, None, None, None, 11.56, 329.7, None, None, None, None, None, None, None, None, None, None, None, None, 1.437, None, None, None, None, 13.21, None, None, None, None,2017-10-30 22:00:00,44
32.31, None, None, None, 3.019, 226.2, None, None, None, None, None, None, None, None, None, None, None, None, 1.484, None, None, None, None, 49.16, None, None, None, None,2017-10-30 23:00:00,44
31.46, None, None, None, 3.921, 312.2, None, None, None, None, None, None, None, None, None, None, None, None, 1.367, None, None, None, None, 19.08, None, None, None, None,2017-10-31 00:00:00,44
31.31, None, None, None, 3.74, 297.1, None, None, None, None, None, None, None, None, None, None, None, None, 1.175, None, None, None, None, 18.44, None, None, None, None,2017-10-31 01:00:00,44
