pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,8.66,43.68, None, None, None, None, None, None, None, -3.0, None, None, None,2017-10-30 06:00:00, None,-0.66, None,44
None,8.09,45.1, None, None, None, None, None, None, None, -3.0, None, None, None,2017-10-30 07:00:00, None,-0.709, None,44
None,7.61,47.06, None, None, None, None, None, None, None, -3.0, None, None, None,2017-10-30 08:00:00, None,-0.757, None,44
None,7.32,48.47, None, None, None, None, None, None, None, -3.0, None, None, None,2017-10-30 09:00:00, None,-0.628, None,44
None,7.37,49.42, None, None, None, None, None, None, None, -3.0, None, None, None,2017-10-30 10:00:00, None,-0.509, None,44
None,7.85,46.45, None, None, None, None, None, None, None, -3.0, None, None, None,2017-10-30 11:00:00, None,-0.633, None,44
None,8.05,45.58, None, None, None, None, None, None, None, -3.0, None, None, None,2017-10-30 12:00:00, None,-0.669, None,44
None,10.01,42.33, None, None, None, None, None, None, None, -2.0, None, None, None,2017-10-30 14:00:00, None,-0.703, None,44
None,9.27,55.67, None, None, None, None, None, None, None, 1.0, None, None, None,2017-10-30 15:00:00, None,-0.815, None,44
None,8.79,67.46, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-30 16:00:00, None,-0.76, None,44
None,6.826,76.9, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-30 17:00:00, None,-0.742, None,44
None,5.925,86.2, None, None, None, None, None, None, None, 4.0, None, None, None,2017-10-30 18:00:00, None,-0.657, None,44
None,5.25,85.6, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-30 19:00:00, None,-0.684, None,44
None,4.623,87.8, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-30 20:00:00, None,-0.807, None,44
None,5.588,79.7, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-30 21:00:00, None,-0.634, None,44
None,3.659,87.2, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-30 22:00:00, None,-0.769, None,44
None,3.323,91.6, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-30 23:00:00, None,-0.472, None,44
None,3.092,91.9, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-31 00:00:00, None,-0.636, None,44
None,2.515,92.8, None, None, None, None, None, None, None, 1.0, None, None, None,2017-10-31 01:00:00, None,-0.693, None,44
None,2.28,93.4, None, None, None, None, None, None, None, 1.0, None, None, None,2017-10-31 02:00:00, None,-0.643, None,44
None,2.717,94.6, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-31 03:00:00, None,-0.65, None,44
None,2.52,94.0, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-31 04:00:00, None,-0.683, None,44
None,3.192,94.2, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-31 05:00:00, None,-0.65, None,44
None,2.902,95.1, None, None, None, None, None, None, None, 2.0, None, None, None,2017-10-31 06:00:00, None,-0.666, None,44
None,4.253,94.8, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-31 07:00:00, None,-0.627, None,44
None,4.444,93.3, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-31 08:00:00, None,-0.61, None,44
None,5.009,92.2, None, None, None, None, None, None, None, 4.0, None, None, None,2017-10-31 09:00:00, None,-0.541, None,44
None,6.07,89.3, None, None, None, None, None, None, None, 4.0, None, None, None,2017-10-31 10:00:00, None,-0.564, None,44
None,7.37,81.3, None, None, None, None, None, None, None, 4.0, None, None, None,2017-10-31 11:00:00, None,-0.48, None,44
None,9.0,75.6, None, None, None, None, None, None, None, 5.0, None, None, None,2017-10-31 12:00:00, None,-0.593, None,44
None,9.71,79.7, None, None, None, None, None, None, None, 6.0, None, None, None,2017-10-31 13:00:00, None,-0.584, None,44
None,11.4,77.3, None, None, None, None, None, None, None, 8.0, None, None, None,2017-10-31 14:00:00, None,-0.503, None,44
None,14.48,62.07, None, None, None, None, None, None, None, 7.0, None, None, None,2017-10-31 15:00:00, None,-0.53, None,44
None,14.38,56.88, None, None, None, None, None, None, None, 6.0, None, None, None,2017-10-31 16:00:00, None,-0.57, None,44
None,14.51,45.42, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-31 17:00:00, None,-0.614, None,44
None,14.07,49.46, None, None, None, None, None, None, None, 4.0, None, None, None,2017-10-31 18:00:00, None,-0.651, None,44
None,13.85,48.52, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-31 19:00:00, None,-0.729, None,44
None,13.27,50.75, None, None, None, None, None, None, None, 3.0, None, None, None,2017-10-31 20:00:00, None,-0.707, None,44
None,11.25,65.17, None, None, None, None, None, None, None, 5.0, None, None, None,2017-10-31 21:00:00, None,-0.588, None,44
None,12.31,55.4, None, None, None, None, None, None, None, 4.0, None, None, None,2017-10-31 22:00:00, None,-0.634, None,44
None,8.79,90.1, None, None, None, None, None, None, None, 7.0, None, None, None,2017-10-31 23:00:00, None,-0.6, None,44
None,8.6,89.6, None, None, None, None, None, None, None, 7.0, None, None, None,2017-11-01 00:00:00, None,-0.488, None,44
None,8.7,86.9, None, None, None, None, None, None, None, 7.0, None, None, None,2017-11-01 01:00:00, None,-0.628, None,44
None,7.99,91.0, None, None, None, None, None, None, None, 7.0, None, None, None,2017-11-01 02:00:00, None,-0.577, None,44
None,8.04,91.5, None, None, None, None, None, None, None, 7.0, None, None, None,2017-11-01 03:00:00, None,-0.64, None,44
None,7.66,91.3, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 04:00:00, None,-0.648, None,44
None,7.08,87.9, None, None, None, None, None, None, None, 5.0, None, None, None,2017-11-01 05:00:00, None,-0.731, None,44
None,6.36,91.6, None, None, None, None, None, None, None, 5.0, None, None, None,2017-11-01 06:00:00, None,-0.631, None,44
None,6.215,93.0, None, None, None, None, None, None, None, 5.0, None, None, None,2017-11-01 07:00:00, None,-0.611, None,44
None,5.925,94.1, None, None, None, None, None, None, None, 5.0, None, None, None,2017-11-01 08:00:00, None,-0.649, None,44
None,6.311,94.9, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 09:00:00, None,-0.513, None,44
None,6.842,93.0, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 10:00:00, None,-0.534, None,44
None,7.94,89.7, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 11:00:00, None,-0.5, None,44
None,7.59,88.6, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 12:00:00, None,-0.454, None,44
None,8.26,85.5, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 13:00:00, None,-0.535, None,44
None,8.7,84.6, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 14:00:00, None,-0.536, None,44
None,9.03,80.5, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 15:00:00, None,-0.516, None,44
None,8.6,82.2, None, None, None, None, None, None, None, 6.0, None, None, None,2017-11-01 16:00:00, None,-0.578, None,44
