station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 1.0, 2017-01-01 00:00:00, -5.6, -0.6
None, 0.0, 2017-01-02 00:00:00, -6.2, -3.2
None, 0.0, 2017-01-03 00:00:00, -6.7, -3.9
None, 0.0, 2017-01-04 00:00:00, -7.9, 0.2
None, 0.0, 2017-01-05 00:00:00, -11.0, -3.4
None, 0.0, 2017-01-06 00:00:00, -6.9, 0.0
None, 0.0, 2017-01-07 00:00:00, -7.8, 0.5
None, 15.0, 2017-01-08 00:00:00, -1.1, 2.6
None, 12.0, 2017-01-09 00:00:00, -0.5, 2.1
None, 1.0, 2017-01-10 00:00:00, -5.5, 0.9
None, 0.0, 2017-01-11 00:00:00, -9.3, -2.8
None, 0.0, 2017-01-12 00:00:00, -12.9, -4.7
None, 0.0, 2017-01-13 00:00:00, -10.5, -1.3
None, 0.0, 2017-01-14 00:00:00, -10.3, -1.0
None, 0.0, 2017-01-15 00:00:00, -6.8, 0.6
None, 5.0, 2017-01-16 00:00:00, -2.5, 3.2
None, 58.0, 2017-01-17 00:00:00, 0.7, 5.4
None, 40.9, 2017-01-18 00:00:00, 1.4, 5.4
None, 21.1, 2017-01-19 00:00:00, 0.5, 3.4
None, 0.0, 2017-01-20 00:00:00, -0.2, 4.7
None, 1.0, 2017-01-21 00:00:00, -0.7, 4.8
None, 0.0, 2017-01-22 00:00:00, -0.5, 3.4
None, 0.0, 2017-01-23 00:00:00, -2.9, 3.0
None, 0.0, 2017-01-24 00:00:00, -4.5, 2.4
None, 1.0, 2017-01-25 00:00:00, -0.4, 3.1
None, 0.0, 2017-01-26 00:00:00, -1.1, 4.1
None, 0.0, 2017-01-27 00:00:00, -1.0, 4.2
None, 0.0, 2017-01-28 00:00:00, -1.9, 2.7
None, 12.0, 2017-01-29 00:00:00, -2.0, 5.5
None, 0.0, 2017-01-30 00:00:00, -2.1, 2.1
None, 0.0, 2017-01-31 00:00:00, -5.4, 1.1
None, 0.0, 2017-02-01 00:00:00, -2.6, 0.7
None, 0.0, 2017-02-02 00:00:00, -2.3, 1.5
None, 19.8, 2017-02-03 00:00:00, -2.1, 0.2
None, 27.2, 2017-02-04 00:00:00, 0.0, 1.4
None, 8.0, 2017-02-05 00:00:00, -2.7, 2.1
None, 16.0, 2017-02-06 00:00:00, -3.6, -1.4
None, 0.0, 2017-02-07 00:00:00, -8.2, -0.6
None, 27.0, 2017-02-08 00:00:00, -6.1, 0.2
None, 67.0, 2017-02-09 00:00:00, 0.1, 4.8
None, 23.0, 2017-02-10 00:00:00, 0.2, 3.2
None, 7.0, 2017-02-11 00:00:00, -0.4, 3.6
None, 0.0, 2017-02-12 00:00:00, -2.1, 2.3
None, 0.0, 2017-02-13 00:00:00, -2.2, 5.4
None, 15.9, 2017-02-14 00:00:00, -2.5, 3.3
None, 44.1, 2017-02-15 00:00:00, 1.7, 6.8
None, 7.0, 2017-02-16 00:00:00, 2.5, 6.2
None, 9.0, 2017-02-17 00:00:00, -0.9, 8.5
None, 4.0, 2017-02-18 00:00:00, -0.4, 4.3
None, 3.0, 2017-02-19 00:00:00, 0.7, 5.1
None, 0.0, 2017-02-20 00:00:00, -0.6, 4.6
None, 0.0, 2017-02-21 00:00:00, -1.7, 4.8
None, 4.0, 2017-02-22 00:00:00, -3.7, 4.2
None, 0.0, 2017-02-23 00:00:00, -5.7, 8.6
None, 3.0, 2017-02-24 00:00:00, -3.1, 5.5
None, 4.0, 2017-02-25 00:00:00, -4.2, 5.0
None, 6.0, 2017-02-26 00:00:00, -5.8, 2.7
