station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 3.3, 2017-01-01 00:00:00, -3.6, 0.3
None, 0.0, 2017-01-02 00:00:00, -7.3, 0.0
None, 0.0, 2017-01-03 00:00:00, -8.5, 0.1
None, 0.0, 2017-01-04 00:00:00, -7.7, -1.7
None, 0.0, 2017-01-05 00:00:00, -5.9, -0.2
None, 0.0, 2017-01-06 00:00:00, -3.1, 0.1
None, 1.8, 2017-01-07 00:00:00, -3.4, 0.3
None, 11.3, 2017-01-08 00:00:00, -0.6, 1.4
None, 22.4, 2017-01-09 00:00:00, 0.7, 1.9
None, 0.0, 2017-01-10 00:00:00, -4.9, 1.3
None, 0.0, 2017-01-11 00:00:00, -6.3, -1.1
None, 0.0, 2017-01-12 00:00:00, -6.5, 0.3
None, 0.0, 2017-01-13 00:00:00, -5.8, -0.1
None, 0.0, 2017-01-14 00:00:00, -4.8, 0.7
None, 0.0, 2017-01-15 00:00:00, -2.2, 3.5
None, 13.1, 2017-01-16 00:00:00, 0.2, 2.9
None, 75.1, 2017-01-17 00:00:00, 2.3, 4.0
None, 66.3, 2017-01-18 00:00:00, 2.2, 5.1
None, 67.3, 2017-01-19 00:00:00, 2.2, 4.8
None, 2.3, 2017-01-20 00:00:00, 1.8, 4.5
None, 0.9, 2017-01-21 00:00:00, 1.8, 4.8
None, 5.5, 2017-01-22 00:00:00, 1.3, 3.0
None, 0.0, 2017-01-23 00:00:00, 0.1, 3.9
None, 0.0, 2017-01-24 00:00:00, -0.2, 4.2
None, 0.0, 2017-01-25 00:00:00, 1.2, 2.9
None, 0.0, 2017-01-26 00:00:00, 0.4, 4.1
None, 0.1, 2017-01-27 00:00:00, 0.9, 4.4
None, 0.0, 2017-01-28 00:00:00, 1.0, 3.8
None, 22.7, 2017-01-29 00:00:00, 2.0, 3.0
None, 0.1, 2017-01-30 00:00:00, 0.1, 4.1
None, 0.0, 2017-01-31 00:00:00, -3.1, 4.4
None, 0.0, 2017-02-01 00:00:00, -3.9, 4.9
None, 0.0, 2017-02-02 00:00:00, -1.9, 6.1
None, 19.7, 2017-02-03 00:00:00, -1.8, 0.3
None, 23.3, 2017-02-04 00:00:00, 0.1, 0.7
None, 1.2, 2017-02-05 00:00:00, -0.7, 0.9
None, 6.3, 2017-02-06 00:00:00, -3.1, -0.3
None, 0.6, 2017-02-07 00:00:00, -4.1, 0.6
