station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, 1.0, -17.2, None, 2017-01-01 00:00:00, None, -12.8
None, 0.0, -12.8, None, 2017-01-02 00:00:00, None, -7.6
None, 0.0, -10.1, None, 2017-01-03 00:00:00, None, -6.7
None, 0.3, -10.9, None, 2017-01-04 00:00:00, None, -6.9
None, 3.7, -14.5, None, 2017-01-05 00:00:00, None, -10.8
None, 0.0, -24.1, None, 2017-01-06 00:00:00, None, -14.5
None, 0.0, -27.4, None, 2017-01-07 00:00:00, None, -20.1
None, 0.0, -26.3, None, 2017-01-08 00:00:00, None, -18.3
None, 0.0, -21.5, None, 2017-01-09 00:00:00, None, -17.2
None, 1.0, -21.2, None, 2017-01-10 00:00:00, None, -16.9
None, 0.0, -17.8, None, 2017-01-11 00:00:00, None, -12.4
None, 0.0, -21.6, None, 2017-01-12 00:00:00, None, -15.8
None, 1.3, -16.7, None, 2017-01-13 00:00:00, None, -8.5
None, 1.0, -9.0, None, 2017-01-14 00:00:00, None, -5.6
None, 1.3, -6.6, None, 2017-01-15 00:00:00, None, -3.3
None, 0.3, -4.7, None, 2017-01-16 00:00:00, None, -2.3
None, 1.0, -5.3, None, 2017-01-17 00:00:00, None, -2.3
None, 4.0, -3.8, None, 2017-01-18 00:00:00, None, -1.4
None, 3.0, -4.9, None, 2017-01-19 00:00:00, None, -2.3
None, 5.0, -11.9, None, 2017-01-20 00:00:00, None, -4.9
None, 0.0, -16.2, None, 2017-01-21 00:00:00, None, -9.9
None, 0.0, -10.5, None, 2017-01-22 00:00:00, None, -7.1
None, 0.0, -10.7, None, 2017-01-23 00:00:00, None, -3.6
None, 0.0, -10.8, None, 2017-01-24 00:00:00, None, -7.1
None, 1.0, -8.1, None, 2017-01-25 00:00:00, None, -4.1
None, 0.0, -7.4, None, 2017-01-26 00:00:00, None, -3.3
None, 2.7, -6.1, None, 2017-01-27 00:00:00, None, -2.3
None, 2.3, -4.3, None, 2017-01-28 00:00:00, None, -1.5
None, 0.0, -12.0, None, 2017-01-29 00:00:00, None, -3.5
None, 0.0, -16.1, None, 2017-01-30 00:00:00, None, -12.0
None, 0.0, -19.5, None, 2017-01-31 00:00:00, None, -14.4
None, 0.0, -19.8, None, 2017-02-01 00:00:00, None, -12.3
None, 0.0, -19.9, None, 2017-02-02 00:00:00, None, -12.1
None, 0.0, -22.5, None, 2017-02-03 00:00:00, None, -16.0
None, 0.0, -21.5, None, 2017-02-04 00:00:00, None, -15.4
None, 0.0, -22.1, None, 2017-02-05 00:00:00, None, -14.2
None, 0.3, -27.1, None, 2017-02-06 00:00:00, None, -18.6
None, 0.0, -27.8, None, 2017-02-07 00:00:00, None, -16.5
None, 0.0, -23.9, None, 2017-02-08 00:00:00, None, -15.5
None, 0.0, -23.7, None, 2017-02-09 00:00:00, None, -9.4
