TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
-8.5, None,69.5, None,2020-03-25 00:00:00, None,13
-9.6, None,77.0, None,2020-03-25 01:00:00, None,13
-10.3, None,79.6, None,2020-03-25 02:00:00, None,13
-11.2, None,85.4, None,2020-03-25 03:00:00, None,13
-11.5, None,89.6, None,2020-03-25 04:00:00, None,13
-11.4, None,86.9, None,2020-03-25 05:00:00, None,13
-12.2, None,89.6, None,2020-03-25 06:00:00, None,13
-12.2, None,89.8, None,2020-03-25 07:00:00, None,13
-10.3, None,81.7, None,2020-03-25 08:00:00, None,13
-7.1, None,68.1, None,2020-03-25 09:00:00, None,13
-4.5, None,57.9, None,2020-03-25 10:00:00, None,13
-0.5, None,46.7, None,2020-03-25 11:00:00, None,13
2.2, None,39.6, None,2020-03-25 12:00:00, None,13
3.9, None,33.8, None,2020-03-25 13:00:00, None,13
4.9, None,31.0, None,2020-03-25 14:00:00, None,13
5.3, None,31.3, None,2020-03-25 15:00:00, None,13
5.6, None,31.8, None,2020-03-25 16:00:00, None,13
5.5, None,33.4, None,2020-03-25 17:00:00, None,13
5.2, None,35.1, None,2020-03-25 18:00:00, None,13
4.7, None,36.5, None,2020-03-25 19:00:00, None,13
4.1, None,38.6, None,2020-03-25 20:00:00, None,13
3.5, None,41.0, None,2020-03-25 21:00:00, None,13
3.4, None,40.7, None,2020-03-25 22:00:00, None,13
3.3, None,41.0, None,2020-03-25 23:00:00, None,13
3.3, None,41.0, None,2020-03-26 00:00:00, None,13
3.0, None,43.1, None,2020-03-26 01:00:00, None,13
2.9, None,45.2, None,2020-03-26 02:00:00, None,13
2.8, None,46.8, None,2020-03-26 03:00:00, None,13
2.5, None,50.7, None,2020-03-26 04:00:00, None,13
2.4, None,53.6, None,2020-03-26 05:00:00, None,13
1.9, None,55.3, None,2020-03-26 06:00:00, None,13
2.0, None,56.3, None,2020-03-26 07:00:00, None,13
3.3, None,53.1, None,2020-03-26 08:00:00, None,13
4.4, None,49.8, None,2020-03-26 09:00:00, None,13
5.4, None,46.7, None,2020-03-26 10:00:00, None,13
5.7, None,45.6, None,2020-03-26 11:00:00, None,13
7.3, None,40.3, None,2020-03-26 12:00:00, None,13
8.4, None,34.0, None,2020-03-26 13:00:00, None,13
4.6, None,61.2, None,2020-03-26 14:00:00, None,13
4.8, None,57.5, None,2020-03-26 15:00:00, None,13
4.7, None,42.5, None,2020-03-26 16:00:00, None,13
4.0, None,40.6, None,2020-03-26 17:00:00, None,13
3.6, None,40.9, None,2020-03-26 18:00:00, None,13
