wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
,89.0, 7.5, None,-1.2, None,0.4, None,18.0,0.0, None, None,2022-05-14 00:00:00,20,,,,,,,,,,,,,,,,
,80.0, 10.2, None,-1.9, None,1.2, None,22.0,0.0, None, None,2022-05-14 01:00:00,20,,,,,,,,,,,,,,,,
,78.0, 8.7, None,-2.3, None,1.1, None,14.0,0.0, 13.8, None,2022-05-14 02:00:00,20,,,,,,,,,,,,,,,,
,70.0, 10.2, None,-2.8, None,2.1, None,23.0,0.0, 13.8, None,2022-05-14 03:00:00,20,,,,,,,,,,,,,,,,
,66.0, 10.1, None,-3.7, None,2.0, None,26.0,0.0, 13.8, None,2022-05-14 04:00:00,20,,,,,,,,,,,,,,,,
,70.0, None, None,-2.9, None,2.0, None,36.0,0.0, 13.8, None,2022-05-14 05:00:00,20,,,,,,,,,,,,,,,,
,61.0, 7.6, None,-5.1, None,1.6, None,30.0,0.0, 13.8, None,2022-05-14 06:00:00,20,,,,,,,,,,,,,,,,
,68.0, 7.5, None,-3.1, None,2.2, None,45.0,0.0, 13.8, None,2022-05-14 07:00:00,20,,,,,,,,,,,,,,,,
,61.0, 6.2, None,-3.6, None,3.2, None,89.0,0.0, 13.8, None,2022-05-14 08:00:00,20,,,,,,,,,,,,,,,,
,59.0, 5.5, None,-1.9, None,5.5, None,182.0,0.0, None, None,2022-05-14 11:00:00,20,,,,,,,,,,,,,,,,
,61.0, 5.7, None,-0.7, None,6.3, None,155.0,0.0, None, None,2022-05-14 13:00:00,20,,,,,,,,,,,,,,,,
,63.0, 7.8, None,0.0, None,6.5, None,169.0,0.0, None, None,2022-05-14 14:00:00,20,,,,,,,,,,,,,,,,
,67.0, 6.6, None,1.1, None,6.8, None,174.0,0.0, None, None,2022-05-14 15:00:00,20,,,,,,,,,,,,,,,,
,57.0, 10.1, None,1.0, None,9.1, None,169.0,0.0, None, None,2022-05-14 16:00:00,20,,,,,,,,,,,,,,,,
,60.0, 7.2, None,0.7, None,8.0, None,168.0,0.0, None, None,2022-05-14 17:00:00,20,,,,,,,,,,,,,,,,
,58.0, 5.7, None,0.4, None,8.2, None,116.0,0.0, None, None,2022-05-14 18:00:00,20,,,,,,,,,,,,,,,,
,63.0, None, None,0.7, None,7.3, None,28.0,0.0, None, None,2022-05-14 19:00:00,20,,,,,,,,,,,,,,,,
,70.0, 6.1, None,1.7, None,6.8, None,33.0,0.0, None, None,2022-05-14 20:00:00,20,,,,,,,,,,,,,,,,
,81.0, 2.4, None,2.6, None,5.6, None,103.0,0.0, None, None,2022-05-14 21:00:00,20,,,,,,,,,,,,,,,,
,95.0, 4.2, None,3.7, None,4.4, None,20.0,0.2, None, None,2022-05-14 22:00:00,20,,,,,,,,,,,,,,,,
,97.0, 4.9, None,3.8, None,4.2, None,34.0,1.0, None, None,2022-05-14 23:00:00,20,,,,,,,,,,,,,,,,
,95.0, 7.7, None,3.3, None,4.0, None,21.0,0.2, None, None,2022-05-15 00:00:00,20,,,,,,,,,,,,,,,,
,96.0, 6.2, None,3.2, None,3.8, None,16.0,0.0, None, None,2022-05-15 01:00:00,20,,,,,,,,,,,,,,,,
,97.0, 5.2, None,2.7, None,3.1, None,11.0,0.0, None, None,2022-05-15 02:00:00,20,,,,,,,,,,,,,,,,
,97.0, 4.6, None,2.6, None,3.0, None,353.0,0.0, None, None,2022-05-15 03:00:00,20,,,,,,,,,,,,,,,,
,95.0, 7.2, None,2.9, None,3.6, None,29.0,0.0, None, None,2022-05-15 04:00:00,20,,,,,,,,,,,,,,,,
,92.0, 7.7, None,2.6, None,3.8, None,16.0,0.0, None, None,2022-05-15 05:00:00,20,,,,,,,,,,,,,,,,
,88.0, 7.7, None,2.3, None,4.1, None,21.0,0.0, None, None,2022-05-15 06:00:00,20,,,,,,,,,,,,,,,,
,87.0, None, None,2.6, None,4.6, None,26.0,0.0, None, None,2022-05-15 07:00:00,20,,,,,,,,,,,,,,,,
,74.0, 9.7, None,1.8, None,6.1, None,29.0,0.0, None, None,2022-05-15 08:00:00,20,,,,,,,,,,,,,,,,
,70.0, 7.5, None,2.2, None,7.3, None,38.0,0.0, None, None,2022-05-15 09:00:00,20,,,,,,,,,,,,,,,,
,69.0, 8.2, None,1.9, None,7.2, None,30.0,0.0, None, None,2022-05-15 10:00:00,20,,,,,,,,,,,,,,,,
,84.0, None, None,4.1, None,6.6, None,59.0,0.6, None, None,2022-05-15 11:00:00,20,,,,,,,,,,,,,,,,
,75.0, 10.1, None,2.7, None,6.8, None,36.0,0.2, 2.2, None,2022-05-15 12:00:00,20,,,,,,,,,,,,,,,,
,74.0, 9.5, None,3.0, None,7.3, None,36.0,0.0, 2.2, None,2022-05-15 13:00:00,20,,,,,,,,,,,,,,,,
,72.0, 8.5, None,3.6, None,8.3, None,44.0,0.0, 2.2, None,2022-05-15 14:00:00,20,,,,,,,,,,,,,,,,
,85.0, None, None,5.3, None,7.7, None,32.0,0.4, None, None,2022-05-15 16:00:00,20,,,,,,,,,,,,,,,,
,91.0, 7.2, None,5.7, None,7.1, None,33.0,0.6, None, None,2022-05-15 17:00:00,20,,,,,,,,,,,,,,,,
