pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,194.0, None, -3.6,-3.5, 137.0, None, None, None,517.0,2021-04-23 00:00:00, None,17
None, None,194.0, None, -8.7,-8.6, 137.0, None, None, None,519.0,2021-04-23 07:00:00, None,17
None, None,194.0, None, 9.0,7.2, 136.0, None, None, None,512.0,2021-04-23 13:00:00, None,17
0.0, None,194.0, None, 8.9,7.2, 136.0, None, None, None,512.0,2021-04-24 13:00:00, None,17
None, None,193.0, None, 8.7,7.6, 135.0, None, None, None,514.0,2021-04-24 16:00:00, None,17
None, None,194.0, None, 4.5,4.5, 135.0, None, None, None,506.0,2021-04-25 20:00:00, None,17
None, None,194.0, None, -4.7,-4.9, 135.0, None, None, None,505.0,2021-04-26 08:00:00, None,17
None, None,194.0, None, 2.6,2.7, 134.0, None, None, None,499.0,2021-04-26 23:00:00, None,17
None, None,193.0, None, 3.3,3.3, 134.0, None, None, None,498.0,2021-04-27 00:00:00, None,17
None, None,194.0, None, 2.7,2.6, 134.0, None, None, None,496.0,2021-04-27 02:00:00, None,17
None, None,194.0, None, 0.5,0.3, 134.0, None, None, None,494.0,2021-04-27 10:00:00, None,17
None, None,198.0, None, -2.1,-2.3, 136.0, None, None, None,496.0,2021-04-28 03:00:00, None,17
None, None,199.0, None, -3.2,-3.3, 136.0, None, None, None,496.0,2021-04-28 05:00:00, None,17
None, None,199.0, None, 7.8,6.2, 133.0, None, None, None,499.0,2021-04-28 14:00:00, None,17
None, None,199.0, None, 3.0,3.0, 132.0, None, None, None,498.0,2021-04-28 21:00:00, None,17
None, None,200.0, None, 2.2,2.3, 132.0, None, None, 1.0,498.0,2021-04-28 22:00:00, None,17
None, None,204.0, None, 4.6,4.5, 129.0, None, None, None,493.0,2021-04-29 18:00:00, None,17
None, None,204.0, None, 3.5,3.4, 128.0, None, None, None,491.0,2021-04-29 20:00:00, None,17
