pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
1.0, None, 0.0,1108.0,312.0, None,2021-04-23 00:00:00,-9.2, None,245.0, None,17
1.0, None, 0.0,1108.0,312.0, None,2021-04-23 01:00:00,-10.0, None,245.0, None,17
1.0, None, 0.0,1109.0,312.0, None,2021-04-23 02:00:00,-10.2, None,245.0, None,17
0.0, None, 0.0,1109.0,312.0, None,2021-04-23 03:00:00,-10.0, None,245.0, None,17
0.0, None, 0.0,1109.0,312.0, None,2021-04-23 04:00:00,-11.0, None,245.0, None,17
0.0, None, 0.0,1110.0,312.0, None,2021-04-23 05:00:00,-11.3, None,245.0, None,17
0.0, None, 0.0,1110.0,312.0, None,2021-04-23 06:00:00,-10.2, None,245.0, None,17
0.0, None, 1.0,1109.0,313.0, None,2021-04-23 07:00:00,-8.4, None,245.0, None,17
1.0, None, 1.0,1109.0,314.0, None,2021-04-23 08:00:00,-4.2, None,244.0, None,17
0.0, None, None,1108.0,313.0, None,2021-04-23 09:00:00,-2.4, None,244.0, None,17
0.0, None, 0.0,1104.0,313.0, None,2021-04-23 10:00:00,-1.9, None,244.0, None,17
1.0, None, 0.0,1102.0,313.0, None,2021-04-23 11:00:00,-0.4, None,244.0, None,17
1.0, None, 0.0,1100.0,313.0, None,2021-04-23 12:00:00,0.9, None,244.0, None,17
None, None, None,1100.0,312.0, None,2021-04-23 13:00:00,1.7, None,243.0, None,17
0.0, None, 0.0,1101.0,312.0, None,2021-04-23 14:00:00,2.3, None,243.0, None,17
None, None, 0.0,1102.0,312.0, None,2021-04-23 15:00:00,3.2, None,243.0, None,17
0.0, None, 0.0,1103.0,312.0, None,2021-04-23 16:00:00,2.9, None,245.0, None,17
0.0, None, 0.0,1103.0,312.0, None,2021-04-23 17:00:00,3.8, None,242.0, None,17
0.0, None, None,1104.0,310.0, None,2021-04-23 18:00:00,1.5, None,243.0, None,17
None, None, 0.0,1104.0,310.0, None,2021-04-23 19:00:00,-2.7, None,243.0, None,17
0.0, None, 1.0,1105.0,311.0, None,2021-04-23 20:00:00,-4.3, None,244.0, None,17
None, None, 0.0,1108.0,311.0, None,2021-04-23 21:00:00,-6.0, None,243.0, None,17
None, None, 0.0,1109.0,311.0, None,2021-04-23 22:00:00,-5.6, None,243.0, None,17
None, None, 0.0,1110.0,311.0, None,2021-04-23 23:00:00,-6.1, None,243.0, None,17
0.0, None, 1.0,1111.0,312.0, None,2021-04-24 00:00:00,-6.6, None,243.0, None,17
0.0, None, 0.0,1112.0,312.0, None,2021-04-24 01:00:00,-7.4, None,243.0, None,17
0.0, None, 0.0,1112.0,312.0, None,2021-04-24 02:00:00,-7.5, None,243.0, None,17
0.0, None, 0.0,1112.0,312.0, None,2021-04-24 03:00:00,-8.7, None,243.0, None,17
0.0, None, 0.0,1113.0,312.0, None,2021-04-24 04:00:00,-8.4, None,243.0, None,17
0.0, None, 0.0,1113.0,312.0, None,2021-04-24 05:00:00,-8.9, None,243.0, None,17
0.0, None, 0.0,1113.0,312.0, None,2021-04-24 06:00:00,-9.5, None,243.0, None,17
None, None, 0.0,1113.0,312.0, None,2021-04-24 07:00:00,-7.2, None,243.0, None,17
None, None, 1.0,1112.0,313.0, None,2021-04-24 08:00:00,-2.7, None,243.0, None,17
0.0, None, 0.0,1109.0,313.0, None,2021-04-24 09:00:00,-1.4, None,242.0, None,17
None, None, None,1104.0,312.0, None,2021-04-24 10:00:00,-0.3, None,242.0, None,17
None, None, 0.0,1100.0,312.0, None,2021-04-24 11:00:00,0.2, None,242.0, None,17
None, None, 0.0,1100.0,312.0, None,2021-04-24 12:00:00,1.5, None,242.0, None,17
