ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
7.4,0.0,-4.5,7.4,2018-12-10,70.0,-2.0,50,,,,,
11.0,0.0,-6.0,11.0,2018-12-11,74.0,-3.5,50,,,,,
2.0,0.0,-6.0,2.0,2018-12-12,82.0,-1.5,50,,,,,
5.0,0.0,-6.0,5.0,2018-12-15,78.0,-3.0,50,,,,,
8.0,0.0,-6.0,8.0,2018-12-16,81.0,0.0,50,,,,,
,,,,2018-12-10 00:00:00,,,50,5.1,-6.2,206.0,100.0,0.0
,,,,2018-12-10 01:00:00,,,50,5.1,-6.3,195.0,100.0,0.0
,,,,2018-12-10 02:00:00,,,50,5.0,-6.4,210.0,100.0,0.0
,,,,2018-12-10 03:00:00,,,50,4.2,-6.3,201.0,100.0,0.0
,,,,2018-12-10 04:00:00,,,50,3.4,-6.2,203.0,100.0,0.0
,,,,2018-12-10 05:00:00,,,50,2.9,-6.0,205.0,100.0,0.0
,,,,2018-12-10 06:00:00,,,50,1.8,-5.9,212.0,100.0,0.0
,,,,2018-12-10 07:00:00,,,50,2.4,-6.0,233.0,100.0,0.0
,,,,2018-12-10 08:00:00,,,50,2.2,-5.7,230.0,100.0,0.0
,,,,2018-12-10 09:00:00,,,50,2.2,-5.2,235.0,100.0,0.0
,,,,2018-12-10 10:00:00,,,50,2.3,-5.1,227.0,100.0,0.0
,,,,2018-12-10 11:00:00,,,50,2.1,-5.2,220.0,100.0,0.0
,,,,2018-12-10 12:00:00,,,50,2.0,-5.3,220.0,100.0,0.0
,,,,2018-12-10 13:00:00,,,50,1.9,-5.2,238.0,100.0,0.0
,,,,2018-12-10 14:00:00,,,50,2.0,-5.6,240.0,100.0,0.0
,,,,2018-12-10 15:00:00,,,50,1.9,-5.8,236.0,100.0,0.0
,,,,2018-12-10 16:00:00,,,50,2.0,-6.0,239.0,100.0,0.0
,,,,2018-12-10 17:00:00,,,50,1.8,-6.4,223.0,100.0,0.0
,,,,2018-12-10 18:00:00,,,50,2.0,-6.5,234.0,100.0,0.0
,,,,2018-12-10 19:00:00,,,50,2.2,-6.7,214.0,100.0,0.0
,,,,2018-12-10 20:00:00,,,50,2.0,-6.9,214.0,100.0,0.0
,,,,2018-12-10 21:00:00,,,50,2.0,-7.0,217.0,100.0,0.0
,,,,2018-12-10 22:00:00,,,50,1.9,-7.3,180.0,100.0,0.0
,,,,2018-12-10 23:00:00,,,50,1.8,-7.6,179.0,100.0,0.0
,,,,2018-12-11 00:00:00,,,50,2.0,-7.5,181.0,100.0,0.0
,,,,2018-12-11 01:00:00,,,50,2.0,-7.7,174.0,100.0,0.0
,,,,2018-12-11 02:00:00,,,50,2.0,-7.9,174.0,100.0,0.0
,,,,2018-12-11 03:00:00,,,50,2.3,-7.9,169.0,100.0,0.0
