ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
, None, -12.5, None,2019-11-26, 48.0, None,48,,,,,,,,,,,,,
, None, -15.0, None,2019-11-27, 47.0, None,48,,,,,,,,,,,,,
, None, -16.0, None,2019-11-28, 47.0, None,48,,,,,,,,,,,,,
, None, -17.0, None,2019-11-29, 47.0, None,48,,,,,,,,,,,,,
, None, -13.0, None,2019-11-30, 46.0, None,48,,,,,,,,,,,,,
, None, -13.0, None,2019-12-01, 46.0, None,48,,,,,,,,,,,,,
5.0, 0.0, None, 5.0,2019-12-02, None, -2.0,48,,,,,,,,,,,,,
, None, -13.0, None,2019-11-26, 25.0, None,48,,,,,,,,,,,,,
, None, -13.0, None,2019-11-27, 25.0, None,48,,,,,,,,,,,,,
, None, -16.0, None,2019-11-28, 25.0, None,48,,,,,,,,,,,,,
0.0, 0.0, None, 0.0,2019-11-29, None, -10.0,48,,,,,,,,,,,,,
, None, -18.0, None,2019-11-30, 25.0, None,48,,,,,,,,,,,,,
, None, -16.0, None,2019-12-01, 25.0, None,48,,,,,,,,,,,,,
, None, -12.0, None,2019-12-02, 26.0, None,48,,,,,,,,,,,,,
, None,-14.0, None,2019-11-26,81.0, None,48,,,,,,,,,,,,,
, None,-16.5, None,2019-11-27,80.0, None,48,,,,,,,,,,,,,
, None,-16.5, None,2019-11-28,79.0, None,48,,,,,,,,,,,,,
, None,-17.0, None,2019-11-29,80.0, None,48,,,,,,,,,,,,,
, None,-12.0, None,2019-11-30,76.0, None,48,,,,,,,,,,,,,
, None,-13.0, None,2019-12-01,76.0, None,48,,,,,,,,,,,,,
, None,-11.0, None,2019-12-02,79.0, None,48,,,,,,,,,,,,,
,,,,2019-11-26 00:00:00,,,48,0.0, None, None,0.0, None,4.6, None,-12.2, None, None, None,84.0,
,,,,2019-11-26 01:00:00,,,48,7.0, None, None,0.0, None,4.3, None,-11.7, None, None, None,85.0,
,,,,2019-11-26 02:00:00,,,48,348.0, None, None,0.0, None,5.1, None,-11.8, None, None, None,84.0,
,,,,2019-11-26 03:00:00,,,48,331.0, None, None,0.0, None,6.3, None,-11.9, None, None, None,85.0,
,,,,2019-11-26 04:00:00,,,48,38.0, None, None,0.0, None,2.7, None,-12.1, None, None, None,87.0,
,,,,2019-11-26 05:00:00,,,48,302.0, None, None,0.0, None,2.2, None,-13.3, None, None, None,84.0,
,,,,2019-11-26 06:00:00,,,48,338.0, None, None,0.0, None,3.8, None,-13.8, None, None, None,84.0,
,,,,2019-11-26 07:00:00,,,48,39.0, None, None,0.0, None,2.2, None,-13.0, None, None, None,85.0,
,,,,2019-11-26 08:00:00,,,48,56.0, None, None,0.0, None,1.5, None,-10.5, None, None, None,84.0,
,,,,2019-11-26 09:00:00,,,48,131.0, None, None,0.0, None,4.9, None,-6.5, None, None, None,68.0,
,,,,2019-11-26 10:00:00,,,48,112.0, None, None,0.0, None,6.3, None,-6.2, None, None, None,67.0,
,,,,2019-11-26 11:00:00,,,48,91.0, None, None,0.0, None,6.0, None,-5.9, None, None, None,67.0,
,,,,2019-11-26 12:00:00,,,48,118.0, None, None,0.0, None,4.9, None,-5.5, None, None, None,67.0,
,,,,2019-11-26 13:00:00,,,48,95.0, None, None,0.0, None,5.1, None,-7.5, None, None, None,76.0,
,,,,2019-11-26 14:00:00,,,48,98.0, None, None,0.0, None,3.0, None,-8.2, None, None, None,73.0,
,,,,2019-11-26 15:00:00,,,48,13.0, None, None,0.0, None,3.9, None,-9.1, None, None, None,75.0,
