AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
5.3, 0.0, 0.0, 3.6, 0.0,2017-11-19 00:00:00, 211.0,75.0,47
5.3, None, 0.0, 2.6, None,2017-11-19 00:15:00, 187.0,77.0,47
5.2, None, 0.0, 4.9, None,2017-11-19 00:30:00, 223.0,77.0,47
5.3, None, 0.0, 8.1, None,2017-11-19 00:45:00, 218.0,76.0,47
5.6, 0.0, 0.0, 9.5, 0.0,2017-11-19 01:00:00, 215.0,71.0,47
5.7, None, 0.0, 8.3, None,2017-11-19 01:15:00, 209.0,70.0,47
5.7, None, 0.0, 8.5, None,2017-11-19 01:30:00, 206.0,74.0,47
5.5, None, 0.0, 5.9, None,2017-11-19 01:45:00, 191.0,78.0,47
5.4, 0.0, 0.0, 7.6, 0.0,2017-11-19 02:00:00, 208.0,81.0,47
5.4, None, 0.0, 9.5, None,2017-11-19 02:15:00, 217.0,81.0,47
5.7, None, 0.0, 16.1, None,2017-11-19 02:30:00, 220.0,80.0,47
5.8, None, 0.0, 14.3, None,2017-11-19 02:45:00, 217.0,80.0,47
5.8, 0.0, 0.0, 13.1, 0.001,2017-11-19 03:00:00, 222.0,80.0,47
6.0, None, 0.0, 17.0, None,2017-11-19 03:15:00, 217.0,79.0,47
6.0, None, 0.0, 18.5, None,2017-11-19 03:30:00, 220.0,81.0,47
5.9, None, 0.0, 10.1, None,2017-11-19 03:45:00, 220.0,82.0,47
5.8, 0.0, 0.0, 10.3, 0.001,2017-11-19 04:00:00, 212.0,82.0,47
5.8, None, 0.0, 10.8, None,2017-11-19 04:15:00, 222.0,84.0,47
5.8, None, 0.0, 9.6, None,2017-11-19 04:30:00, 222.0,84.0,47
5.8, None, 0.0, 8.2, None,2017-11-19 04:45:00, 215.0,84.0,47
5.8, 0.0, 0.0, 8.7, 0.001,2017-11-19 05:00:00, 194.0,85.0,47
5.7, None, 0.0, 8.7, None,2017-11-19 05:15:00, 203.0,86.0,47
5.7, None, 0.0, 9.0, None,2017-11-19 05:30:00, 218.0,85.0,47
5.7, None, 0.0, 5.5, None,2017-11-19 05:45:00, 174.0,85.0,47
5.3, 0.0, 0.0, 8.0, 0.0,2017-11-19 06:00:00, 112.0,86.0,47
5.2, None, 0.0, 10.9, None,2017-11-19 06:15:00, 129.0,83.0,47
5.3, None, 0.0, 9.2, None,2017-11-19 06:30:00, 122.0,81.0,47
5.2, None, 0.0, 10.1, None,2017-11-19 06:45:00, 114.0,85.0,47
4.8, 0.0, 0.254, 9.2, 0.001,2017-11-19 07:00:00, 97.0,89.0,47
4.8, None, 0.0, 7.3, None,2017-11-19 07:15:00, 104.0,89.0,47
4.7, None, 0.254, 4.8, None,2017-11-19 07:30:00, 78.0,93.0,47
4.9, None, 0.254, 6.8, None,2017-11-19 07:45:00, 129.0,92.0,47
5.2, 1.0, 0.254, 8.4, 0.003,2017-11-19 08:00:00, 191.0,93.0,47
5.5, None, 0.509, 8.5, None,2017-11-19 08:15:00, 191.0,93.0,47
5.8, None, 0.508, 7.7, None,2017-11-19 08:30:00, 188.0,93.0,47
6.1, None, 0.508, 9.7, None,2017-11-19 08:45:00, 212.0,93.0,47
6.2, 2.0, 0.762, 11.3, 0.002,2017-11-19 09:00:00, 220.0,94.0,47
6.4, None, 1.271, 15.3, None,2017-11-19 09:15:00, 223.0,93.0,47
6.4, None, 0.762, 12.0, None,2017-11-19 09:30:00, 223.0,94.0,47
6.4, None, 1.778, 13.2, None,2017-11-19 09:45:00, 228.0,94.0,47
6.5, 5.0, 1.523, 15.3, 0.003,2017-11-19 10:00:00, 223.0,94.0,47
6.6, None, 1.524, 13.1, None,2017-11-19 10:15:00, 229.0,94.0,47
6.6, None, 1.778, 14.4, None,2017-11-19 10:30:00, 226.0,94.0,47
6.7, None, 1.777, 14.0, None,2017-11-19 10:45:00, 226.0,94.0,47
6.7, 8.0, 2.032, 16.8, 0.005,2017-11-19 11:00:00, 224.0,95.0,47
6.8, None, 2.54, 17.1, None,2017-11-19 11:15:00, 229.0,95.0,47
6.9, None, 1.523, 17.6, None,2017-11-19 11:30:00, 238.0,95.0,47
7.1, None, 2.286, 21.3, None,2017-11-19 11:45:00, 233.0,94.0,47
7.1, 8.0, 2.286, 18.5, 0.004,2017-11-19 12:00:00, 235.0,95.0,47
6.9, None, 3.302, 25.4, None,2017-11-19 12:15:00, 226.0,95.0,47
6.9, None, 2.54, 23.3, None,2017-11-19 12:30:00, 231.0,94.0,47
6.9, None, 2.794, 19.9, None,2017-11-19 12:45:00, 224.0,95.0,47
6.8, 11.0, 3.049, 15.7, 0.003,2017-11-19 13:00:00, 232.0,96.0,47
6.7, None, 3.81, 17.7, None,2017-11-19 13:15:00, 222.0,95.0,47
6.8, None, 0.254, 15.5, None,2017-11-19 13:30:00, 220.0,94.0,47
6.7, None, 0.762, 16.4, None,2017-11-19 13:45:00, 224.0,94.0,47
6.7, 8.0, 1.524, 17.0, 0.003,2017-11-19 14:00:00, 223.0,93.0,47
6.6, None, 1.271, 16.3, None,2017-11-19 14:15:00, 231.0,93.0,47
6.4, None, 1.777, 15.0, None,2017-11-19 14:30:00, 237.0,94.0,47
6.6, None, 2.286, 18.7, None,2017-11-19 14:45:00, 232.0,93.0,47
6.9, 6.0, 1.271, 22.9, 0.003,2017-11-19 15:00:00, 230.0,90.0,47
6.9, None, 1.523, 20.9, None,2017-11-19 15:15:00, 225.0,90.0,47
6.6, None, 2.032, 20.7, None,2017-11-19 15:30:00, 227.0,92.0,47
6.4, None, 2.286, 18.5, None,2017-11-19 15:45:00, 225.0,92.0,47
6.3, 7.0, 2.286, 17.3, 0.004,2017-11-19 16:00:00, 223.0,93.0,47
6.3, None, 2.54, 16.9, None,2017-11-19 16:15:00, 224.0,92.0,47
6.1, None, 2.285, 17.2, None,2017-11-19 16:30:00, 232.0,93.0,47
6.0, None, 2.032, 17.8, None,2017-11-19 16:45:00, 219.0,93.0,47
6.0, 11.0, 2.032, 21.1, 0.003,2017-11-19 17:00:00, 214.0,93.0,47
5.8, None, 1.778, 18.4, None,2017-11-19 17:15:00, 217.0,94.0,47
5.8, None, 1.777, 17.1, None,2017-11-19 17:30:00, 219.0,94.0,47
5.7, None, 1.524, 15.0, None,2017-11-19 17:45:00, 225.0,95.0,47
5.6, 7.0, 1.778, 18.5, 0.004,2017-11-19 18:00:00, 216.0,95.0,47
5.7, None, 1.27, 14.8, None,2017-11-19 18:15:00, 219.0,96.0,47
6.1, None, 0.762, 17.6, None,2017-11-19 18:30:00, 223.0,95.0,47
6.5, None, 0.0, 18.9, None,2017-11-19 18:45:00, 231.0,93.0,47
6.6, 2.0, 0.509, 17.1, 0.001,2017-11-19 19:00:00, 229.0,93.0,47
6.6, None, 0.254, 15.4, None,2017-11-19 19:15:00, 236.0,93.0,47
6.8, None, 0.254, 18.3, None,2017-11-19 19:30:00, 237.0,91.0,47
6.7, None, 0.254, 14.2, None,2017-11-19 19:45:00, 233.0,93.0,47
6.6, 2.0, 0.508, 9.2, 0.002,2017-11-19 20:00:00, 240.0,93.0,47
6.5, None, 0.254, 5.1, None,2017-11-19 20:15:00, 256.0,95.0,47
6.4, None, 0.762, 3.8, None,2017-11-19 20:30:00, 263.0,97.0,47
6.2, None, 1.271, 1.7, None,2017-11-19 20:45:00, 7.0,97.0,47
6.2, 3.0, 0.762, 3.3, 0.003,2017-11-19 21:00:00, 97.0,98.0,47
6.0, None, 1.524, 4.0, None,2017-11-19 21:15:00, 97.0,98.0,47
5.9, None, 1.016, 5.6, None,2017-11-19 21:30:00, 98.0,99.0,47
5.9, None, 0.762, 3.3, None,2017-11-19 21:45:00, 75.0,99.0,47
5.8, 5.0, 1.017, 3.0, 0.003,2017-11-19 22:00:00, 100.0,99.0,47
5.8, None, 0.762, 2.9, None,2017-11-19 22:15:00, 91.0,99.0,47
5.4, None, 0.254, 5.7, None,2017-11-19 22:30:00, 100.0,99.0,47
5.1, None, 0.762, 2.3, None,2017-11-19 22:45:00, 84.0,99.0,47
5.1, 3.0, 0.763, 5.0, 0.002,2017-11-19 23:00:00, 97.0,99.0,47
5.0, None, 0.508, 5.3, None,2017-11-19 23:15:00, 84.0,99.0,47
4.8, None, 0.254, 5.6, None,2017-11-19 23:30:00, 80.0,99.0,47
4.7, None, 0.254, 3.2, None,2017-11-19 23:45:00, 87.0,99.0,47
4.6, 1.0, 0.254, 3.5, 0.002,2017-11-20 00:00:00, 118.0,99.0,47
4.6, None, 0.0, 3.4, None,2017-11-20 00:15:00, 107.0,99.0,47
4.6, None, 0.254, 1.0, None,2017-11-20 00:30:00, 119.0,99.0,47
4.5, None, 0.254, 0.1, None,2017-11-20 00:45:00, 139.0,99.0,47
4.6, 1.0, 0.509, 0.0, 0.002,2017-11-20 01:00:00, 152.0,99.0,47
4.6, None, 0.508, 1.0, None,2017-11-20 01:15:00, 232.0,99.0,47
4.6, None, 0.254, 2.4, None,2017-11-20 01:30:00, 257.0,99.0,47
4.5, None, 0.762, 4.3, None,2017-11-20 01:45:00, 290.0,99.0,47
4.5, 2.0, 0.254, 3.6, 0.002,2017-11-20 02:00:00, 286.0,99.0,47
4.5, None, 0.508, 1.7, None,2017-11-20 02:15:00, 291.0,99.0,47
4.5, None, 0.509, 1.3, None,2017-11-20 02:30:00, 127.0,99.0,47
4.5, None, 0.508, 0.9, None,2017-11-20 02:45:00, 83.0,99.0,47
4.4, 2.0, 0.762, 2.5, 0.002,2017-11-20 03:00:00, 290.0,99.0,47
4.5, None, 0.508, 1.5, None,2017-11-20 03:15:00, 272.0,99.0,47
4.5, None, 0.509, 2.0, None,2017-11-20 03:30:00, 259.0,99.0,47
4.5, None, 0.508, 2.4, None,2017-11-20 03:45:00, 298.0,100.0,47
4.5, 2.0, 0.508, 1.9, 0.002,2017-11-20 04:00:00, 74.0,100.0,47
4.4, None, 0.254, 3.1, None,2017-11-20 04:15:00, 258.0,100.0,47
4.4, None, 0.254, 4.6, None,2017-11-20 04:30:00, 273.0,100.0,47
4.4, None, 0.254, 5.4, None,2017-11-20 04:45:00, 265.0,100.0,47
4.4, 1.0, 0.254, 3.7, 0.002,2017-11-20 05:00:00, 279.0,100.0,47
4.4, None, 0.508, 3.5, None,2017-11-20 05:15:00, 117.0,100.0,47
4.3, None, 0.255, 1.6, None,2017-11-20 05:30:00, 96.0,100.0,47
4.3, None, 0.0, 2.9, None,2017-11-20 05:45:00, 259.0,100.0,47
4.3, 1.0, 0.0, 4.0, 0.002,2017-11-20 06:00:00, 261.0,100.0,47
4.3, None, 0.0, 1.9, None,2017-11-20 06:15:00, 238.0,100.0,47
4.3, None, 0.0, 6.0, None,2017-11-20 06:30:00, 266.0,100.0,47
4.3, None, 0.254, 3.9, None,2017-11-20 06:45:00, 280.0,100.0,47
4.3, 0.0, 0.0, 3.0, 0.002,2017-11-20 07:00:00, 264.0,100.0,47
4.4, None, 0.0, 3.3, None,2017-11-20 07:15:00, 269.0,100.0,47
4.4, None, 0.0, 2.7, None,2017-11-20 07:30:00, 266.0,100.0,47
4.3, None, 0.0, 3.2, None,2017-11-20 07:45:00, 247.0,100.0,47
4.0, 0.0, 0.0, 5.4, 0.0,2017-11-20 08:00:00, 259.0,100.0,47
4.1, None, 0.0, 5.0, None,2017-11-20 08:15:00, 272.0,100.0,47
4.3, None, 0.0, 5.4, None,2017-11-20 08:30:00, 256.0,100.0,47
4.4, None, 0.0, 4.2, None,2017-11-20 08:45:00, 256.0,100.0,47
