WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,1.874, None,60.8,2016-07-29 00:00:00,21.16,31
None, None, None,1.421, None,69.47,2016-07-29 01:00:00,18.97,31
None, None, None,1.657, None,73.2,2016-07-29 02:00:00,17.93,31
None, None, None,1.296, None,83.7,2016-07-29 03:00:00,15.97,31
None, None, None,1.143, None,86.1,2016-07-29 04:00:00,15.38,31
None, None, None,1.389, None,82.3,2016-07-29 05:00:00,15.77,31
None, None, None,0.87, None,84.2,2016-07-29 06:00:00,15.77,31
None, None, None,1.329, None,73.7,2016-07-29 07:00:00,18.14,31
None, None, None,1.325, None,65.06,2016-07-29 08:00:00,19.57,31
None, None, None,0.734, None,57.23,2016-07-29 09:00:00,22.14,31
None, None, None,0.791, None,46.14,2016-07-29 10:00:00,25.53,31
None, None, None,0.813, None,37.98,2016-07-29 11:00:00,28.61,31
None, None, None,0.892, None,30.35,2016-07-29 12:00:00,31.21,31
None, None, None,1.369, None,24.44,2016-07-29 13:00:00,34.14,31
None, None, None,3.248, None,21.71,2016-07-29 14:00:00,35.28,31
None, None, None,3.49, None,22.64,2016-07-29 15:00:00,35.03,31
None, None, None,3.803, None,22.92,2016-07-29 16:00:00,35.18,31
None, None, None,3.615, None,26.1,2016-07-29 17:00:00,33.7,31
None, None, None,3.229, None,29.74,2016-07-29 18:00:00,32.4,31
None, None, None,1.323, None,42.64,2016-07-29 19:00:00,28.93,31
None, None, None,1.297, None,52.7,2016-07-29 20:00:00,25.54,31
None, None, None,3.019, None,43.43,2016-07-29 21:00:00,26.46,31
None, None, None,2.573, None,34.32,2016-07-29 22:00:00,27.56,31
None, None, None,2.893, None,47.89,2016-07-29 23:00:00,24.31,31
None, None, None,2.747, None,59.62,2016-07-30 00:00:00,22.31,31
None, None, None,2.477, None,68.87,2016-07-30 01:00:00,20.83,31
None, None, None,2.017, None,73.7,2016-07-30 02:00:00,18.98,31
None, None, None,2.444, None,79.4,2016-07-30 03:00:00,17.34,31
None, None, None,1.73, None,80.7,2016-07-30 04:00:00,16.17,31
None, None, None,1.999, None,85.1,2016-07-30 05:00:00,15.45,31
None, None, None,1.798, None,82.7,2016-07-30 06:00:00,16.5,31
None, None, None,1.842, None,73.5,2016-07-30 07:00:00,18.48,31
None, None, None,1.671, None,63.3,2016-07-30 08:00:00,20.42,31
None, None, None,1.314, None,56.03,2016-07-30 09:00:00,22.63,31
None, None, None,0.906, None,44.97,2016-07-30 10:00:00,25.62,31
None, None, None,1.337, None,33.33,2016-07-30 11:00:00,29.61,31
None, None, None,3.112, None,26.99,2016-07-30 12:00:00,31.06,31
None, None, None,2.856, None,23.94,2016-07-30 13:00:00,31.55,31
None, None, None,2.881, None,20.1,2016-07-30 14:00:00,32.3,31
None, None, None,2.882, None,17.67,2016-07-30 15:00:00,33.21,31
None, None, None,5.076, None,15.06,2016-07-30 16:00:00,33.47,31
None, None, None,4.691, None,16.74,2016-07-30 17:00:00,33.02,31
None, None, None,4.629, None,19.05,2016-07-30 18:00:00,31.85,31
None, None, None,5.732, None,18.79,2016-07-30 19:00:00,29.91,31
None, None, None,4.515, None,16.84,2016-07-30 20:00:00,27.56,31
None, None, None,4.414, None,14.57,2016-07-30 21:00:00,25.65,31
None, None, None,4.032, None,15.37,2016-07-30 22:00:00,23.96,31
None, None, None,2.617, None,24.45,2016-07-30 23:00:00,21.63,31
None, None, None,1.788, None,32.54,2016-07-31 00:00:00,20.27,31
