WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.496,78.2,2016-07-29 00:00:00,19.78,31
None, None, 0.173998,81.8,2016-07-29 01:00:00,19.3,31
None, None, 1.121,84.8,2016-07-29 02:00:00,18.81,31
None, None, 1.283,86.4,2016-07-29 03:00:00,18.43,31
None, None, 0.279,87.6,2016-07-29 04:00:00,17.96,31
None, None, 0.981,88.8,2016-07-29 05:00:00,17.76,31
None, None, 0.256998,86.5,2016-07-29 06:00:00,18.42,31
None, None, 0.059999,75.6,2016-07-29 07:00:00,21.03,31
None, None, 1.471,73.5,2016-07-29 08:00:00,21.19,31
None, None, 3.536,73.2,2016-07-29 09:00:00,20.97,31
None, None, 3.63,70.8,2016-07-29 10:00:00,21.22,31
None, None, 4.415,68.92,2016-07-29 11:00:00,21.55,31
None, None, 2.057,66.35,2016-07-29 12:00:00,22.36,31
None, None, 4.609,64.87,2016-07-29 13:00:00,22.83,31
None, None, 1.431,62.63,2016-07-29 14:00:00,23.29,31
None, None, 0.501999,61.02,2016-07-29 15:00:00,23.72,31
None, None, 1.067,61.91,2016-07-29 16:00:00,23.92,31
None, None, 1.287,56.6,2016-07-29 17:00:00,24.53,31
None, None, 1.175,58.12,2016-07-29 18:00:00,24.39,31
None, None, 1.179,60.09,2016-07-29 19:00:00,23.95,31
None, None, 0.740998,63.6,2016-07-29 20:00:00,22.72,31
None, None, 0.876999,69.22,2016-07-29 21:00:00,21.19,31
None, None, 1.031,70.5,2016-07-29 22:00:00,20.36,31
None, None, 0.428,73.7,2016-07-29 23:00:00,19.45,31
None, None, 0.535,76.6,2016-07-30 00:00:00,18.79,31
None, None, 0.589999,79.4,2016-07-30 01:00:00,18.13,31
None, None, 1.013,80.1,2016-07-30 02:00:00,17.72,31
None, None, 0.81,80.0,2016-07-30 03:00:00,17.32,31
None, None, 2.311,80.0,2016-07-30 04:00:00,17.05,31
None, None, 2.116,81.9,2016-07-30 05:00:00,16.35,31
None, None, 2.25,80.9,2016-07-30 06:00:00,16.35,31
None, None, 1.975,78.5,2016-07-30 07:00:00,17.04,31
None, None, 1.944,75.9,2016-07-30 08:00:00,17.35,31
None, None, 1.684,73.5,2016-07-30 09:00:00,17.12,31
None, None, 1.495,71.6,2016-07-30 10:00:00,17.35,31
None, None, 0.825999,69.0,2016-07-30 11:00:00,17.97,31
None, None, 3.562,58.93,2016-07-30 12:00:00,19.4,31
None, None, 7.04,52.26,2016-07-30 13:00:00,20.15,31
None, None, 9.49,54.61,2016-07-30 14:00:00,19.94,31
None, None, 8.21,55.33,2016-07-30 15:00:00,20.19,31
None, None, 7.42,49.36,2016-07-30 16:00:00,20.97,31
None, None, 7.38,46.7,2016-07-30 17:00:00,21.12,31
None, None, 6.155,43.7,2016-07-30 18:00:00,21.41,31
None, None, 4.978,58.42,2016-07-30 19:00:00,19.48,31
None, None, 1.432,60.86,2016-07-30 20:00:00,18.64,31
None, None, 1.581,67.39,2016-07-30 21:00:00,17.33,31
None, None, 0.879,69.74,2016-07-30 22:00:00,16.54,31
None, None, 1.578,72.5,2016-07-30 23:00:00,16.0,31
None, None, 1.625,73.5,2016-07-31 00:00:00,15.65,31
None, None, 1.615,75.2,2016-07-31 01:00:00,15.1,31
None, None, 2.086,75.8,2016-07-31 02:00:00,14.55,31
None, None, 1.831,77.7,2016-07-31 03:00:00,14.5,31
None, None, 1.348,79.5,2016-07-31 04:00:00,14.38,31
None, None, 1.082,81.6,2016-07-31 05:00:00,14.11,31
None, None, 0.919,81.6,2016-07-31 06:00:00,15.05,31
None, None, 0.136998,80.2,2016-07-31 07:00:00,15.76,31
None, None, 0.879998,75.3,2016-07-31 08:00:00,16.68,31
None, None, 2.002,71.3,2016-07-31 09:00:00,17.4,31
None, None, 2.622,70.4,2016-07-31 10:00:00,17.31,31
None, None, 1.389,69.32,2016-07-31 11:00:00,17.61,31
None, None, 1.949,69.68,2016-07-31 12:00:00,17.51,31
None, None, 4.081,71.5,2016-07-31 13:00:00,17.84,31
None, None, 5.368,70.4,2016-07-31 14:00:00,17.31,31
None, None, 4.878,69.34,2016-07-31 15:00:00,17.5,31
None, None, 5.182,69.08,2016-07-31 16:00:00,18.1,31
None, None, 5.079,69.42,2016-07-31 17:00:00,18.16,31
None, None, 4.436,68.89,2016-07-31 18:00:00,18.55,31
None, None, 2.85,70.2,2016-07-31 19:00:00,18.72,31
None, None, 1.304,74.8,2016-07-31 20:00:00,17.56,31
None, None, 1.746,78.0,2016-07-31 21:00:00,16.41,31
None, None, 1.412,78.3,2016-07-31 22:00:00,15.94,31
None, None, 1.659,78.7,2016-07-31 23:00:00,15.45,31
None, None, 1.708,80.8,2016-08-01 00:00:00,15.08,31
None, None, 1.561,82.5,2016-08-01 01:00:00,14.74,31
None, None, 0.477999,83.8,2016-08-01 02:00:00,14.68,31
None, None, 1.905,83.1,2016-08-01 03:00:00,14.31,31
None, None, 1.026,82.9,2016-08-01 04:00:00,14.17,31
None, None, 1.348,84.6,2016-08-01 05:00:00,13.99,31
None, None, 0.86,82.2,2016-08-01 06:00:00,14.44,31
None, None, 0.165,72.7,2016-08-01 07:00:00,17.74,31
None, None, 0.633,78.1,2016-08-01 08:00:00,17.16,31
None, None, 1.819,74.6,2016-08-01 09:00:00,17.98,31
None, None, 2.798,68.99,2016-08-01 10:00:00,19.44,31
None, None, 3.436,65.07,2016-08-01 11:00:00,20.15,31
None, None, 5.072,64.74,2016-08-01 12:00:00,19.48,31
None, None, 4.977,62.99,2016-08-01 13:00:00,19.85,31
None, None, 4.819,57.62,2016-08-01 14:00:00,20.26,31
None, None, 4.728,51.72,2016-08-01 15:00:00,21.18,31
None, None, 4.555,51.61,2016-08-01 16:00:00,21.22,31
None, None, 4.528,59.38,2016-08-01 17:00:00,20.65,31
None, None, 3.949,54.85,2016-08-01 18:00:00,21.28,31
None, None, 1.495,54.71,2016-08-01 19:00:00,21.31,31
None, None, 1.876,62.29,2016-08-01 20:00:00,19.57,31
None, None, 1.461,65.84,2016-08-01 21:00:00,17.93,31
None, None, 1.901,67.38,2016-08-01 22:00:00,17.11,31
None, None, 1.854,70.2,2016-08-01 23:00:00,16.59,31
None, None, 1.774,71.3,2016-08-02 00:00:00,16.24,31
None, None, 2.127,72.9,2016-08-02 01:00:00,17.08,31
None, None, 2.999,74.3,2016-08-02 02:00:00,17.23,31
None, None, 2.467,75.4,2016-08-02 03:00:00,16.62,31
None, None, 2.082,75.3,2016-08-02 04:00:00,16.53,31
None, None, 2.944,75.7,2016-08-02 05:00:00,16.38,31
None, None, 3.405,84.7,2016-08-02 06:00:00,15.27,31
None, None, 2.724,81.4,2016-08-02 07:00:00,15.11,31
None, None, 3.103,82.7,2016-08-02 08:00:00,14.98,31
None, None, 3.919,86.8,2016-08-02 09:00:00,14.33,31
None, None, 3.427,89.3,2016-08-02 10:00:00,13.93,31
None, None, 3.517,86.6,2016-08-02 11:00:00,14.53,31
None, None, 1.62,82.3,2016-08-02 12:00:00,15.3,31
None, None, 1.334,84.9,2016-08-02 13:00:00,14.98,31
None, None, 1.515,89.5,2016-08-02 14:00:00,14.62,31
None, None, 1.59,87.5,2016-08-02 15:00:00,14.95,31
None, None, 1.512,83.1,2016-08-02 16:00:00,16.05,31
None, None, 0.933,81.1,2016-08-02 17:00:00,16.19,31
None, None, 0.578,80.6,2016-08-02 18:00:00,16.33,31
None, None, 2.129,82.5,2016-08-02 19:00:00,16.32,31
None, None, 1.264,82.2,2016-08-02 20:00:00,15.9,31
None, None, 0.703998,87.1,2016-08-02 21:00:00,15.09,31
None, None, 0.839999,89.6,2016-08-02 22:00:00,14.59,31
None, None, 1.151,90.1,2016-08-02 23:00:00,14.51,31
None, None, 1.384,90.6,2016-08-03 00:00:00,14.26,31
None, None, 1.071,90.3,2016-08-03 01:00:00,14.64,31
None, None, 0.256,90.0,2016-08-03 02:00:00,14.86,31
None, None, 0.644999,90.7,2016-08-03 03:00:00,14.93,31
None, None, 0.624,91.8,2016-08-03 04:00:00,14.93,31
None, None, 0.001,92.6,2016-08-03 05:00:00,14.9,31
None, None, 1.087,92.7,2016-08-03 06:00:00,14.95,31
None, None, 0.437,92.5,2016-08-03 07:00:00,15.2,31
None, None, 1.702,90.0,2016-08-03 08:00:00,15.49,31
None, None, 2.194,87.8,2016-08-03 09:00:00,15.78,31
