station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -9.4, 207.0, None, None, 830.0, 478.0, None, 2012-01-01 00:00:00, None
None, None, None, None, -10.8, 196.0, None, None, 830.0, 479.0, None, 2012-01-01 01:00:00, None
None, None, None, None, -12.3, 206.0, None, None, 831.0, 479.0, None, 2012-01-01 02:00:00, None
None, None, None, None, -13.1, 206.0, None, None, 832.0, 479.0, None, 2012-01-01 03:00:00, None
None, None, None, None, -13.0, 207.0, None, None, 831.0, 479.0, None, 2012-01-01 04:00:00, None
None, None, None, None, -12.5, 206.0, None, None, 831.0, 479.0, None, 2012-01-01 05:00:00, None
None, None, None, None, -12.4, 204.0, None, None, 831.0, 479.0, None, 2012-01-01 06:00:00, None
None, None, None, None, -12.0, 204.0, None, None, 830.0, 479.0, None, 2012-01-01 07:00:00, None
None, None, None, None, -11.6, 204.0, None, None, 830.0, 479.0, None, 2012-01-01 08:00:00, None
None, None, None, None, -11.4, 204.0, None, None, 830.0, 479.0, None, 2012-01-01 09:00:00, None
None, None, None, None, -10.5, 204.0, None, None, 830.0, 479.0, None, 2012-01-01 10:00:00, None
None, None, None, None, -10.3, 204.0, None, None, 830.0, 479.0, None, 2012-01-01 11:00:00, None
None, None, None, None, -9.6, 203.0, None, None, 830.0, 479.0, None, 2012-01-01 12:00:00, None
None, None, None, None, -9.9, 203.0, None, None, 830.0, 479.0, None, 2012-01-01 13:00:00, None
None, None, None, None, -9.2, 202.0, None, None, 830.0, 479.0, None, 2012-01-01 14:00:00, None
None, None, None, None, -8.8, 202.0, None, None, 830.0, 479.0, None, 2012-01-01 15:00:00, None
None, None, None, None, -8.6, 201.0, None, None, 830.0, 479.0, None, 2012-01-01 16:00:00, None
None, None, None, None, -7.9, 201.0, None, None, 830.0, 479.0, None, 2012-01-01 17:00:00, None
None, None, None, None, -6.0, 200.0, None, None, 829.0, 479.0, None, 2012-01-01 18:00:00, None
None, None, None, None, -6.2, 200.0, None, None, 829.0, 479.0, None, 2012-01-01 19:00:00, None
None, None, None, None, -5.0, 199.0, None, None, 829.0, 479.0, None, 2012-01-01 20:00:00, None
None, None, None, None, -3.8, 176.0, None, None, 830.0, None, None, 2012-01-01 21:00:00, None
None, None, None, None, -2.6, None, None, None, 831.0, None, None, 2012-01-01 22:00:00, None
None, None, None, None, -2.4, None, None, None, 832.0, None, None, 2012-01-01 23:00:00, None
None, None, None, None, -2.5, None, None, None, 833.0, None, None, 2012-01-02 00:00:00, None
None, None, None, None, 2.7, None, None, None, None, None, None, 2012-03-25 19:00:00, None
None, None, None, None, 2.7, None, None, None, 307.0, None, None, 2012-03-25 20:00:00, None
None, None, None, None, 3.2, 372.0, None, None, 309.0, None, None, 2012-03-25 21:00:00, None
None, None, None, None, 3.1, 370.0, None, None, 310.0, None, None, 2012-03-25 22:00:00, None
None, None, None, None, 3.1, 364.0, None, None, 311.0, 1253.0, None, 2012-03-25 23:00:00, None
None, None, None, None, 1.8, 327.0, None, None, 312.0, 1253.0, None, 2012-03-26 00:00:00, None
None, None, None, None, -0.5, 329.0, None, None, 313.0, 1253.0, None, 2012-03-26 01:00:00, None
None, None, None, None, -1.6, 331.0, None, None, 313.0, 1253.0, None, 2012-03-26 02:00:00, None
None, None, None, None, -2.4, 370.0, None, None, 313.0, 1253.0, None, 2012-03-26 03:00:00, None
None, None, None, None, -2.9, 370.0, None, None, 312.0, 1253.0, None, 2012-03-26 04:00:00, None
None, None, None, None, -2.8, 370.0, None, None, 311.0, 1253.0, None, 2012-03-26 05:00:00, None
None, None, None, None, -3.7, 369.0, None, None, 311.0, 1253.0, None, 2012-03-26 06:00:00, None
None, None, None, None, -3.8, 369.0, None, None, 310.0, 1253.0, None, 2012-03-26 07:00:00, None
None, None, None, None, -3.9, 369.0, None, None, 310.0, 1253.0, None, 2012-03-26 08:00:00, None
None, None, None, None, -4.1, 369.0, None, None, 309.0, 1253.0, None, 2012-03-26 09:00:00, None
None, None, None, None, -4.7, 369.0, None, None, 309.0, 1253.0, None, 2012-03-26 10:00:00, None
None, None, None, None, -5.2, 369.0, None, None, 309.0, 1253.0, None, 2012-03-26 11:00:00, None
None, None, None, None, -4.8, 369.0, None, None, 308.0, 1253.0, None, 2012-03-26 12:00:00, None
None, None, None, None, -4.7, 369.0, None, None, 308.0, 1253.0, None, 2012-03-26 13:00:00, None
None, None, None, None, -4.5, 368.0, None, None, 308.0, 1253.0, None, 2012-03-26 14:00:00, None
None, None, None, None, -3.2, 368.0, None, None, 307.0, 1253.0, None, 2012-03-26 15:00:00, None
None, None, None, None, -1.7, 367.0, None, None, 306.0, 1253.0, None, 2012-03-26 16:00:00, None
