WSPD_SCLR,time,week_of_year
1.29701,2019-09-17 00:00:00,38
1.507,2019-09-17 01:00:00,38
1.24763,2019-09-17 02:00:00,38
1.13354,2019-09-17 03:00:00,38
1.3114,2019-09-17 04:00:00,38
1.54078,2019-09-17 05:00:00,38
1.26893,2019-09-17 06:00:00,38
1.10126,2019-09-17 07:00:00,38
1.48207,2019-09-17 08:00:00,38
0.99072,2019-09-17 09:00:00,38
1.22539,2019-09-17 10:00:00,38
0.776789,2019-09-17 11:00:00,38
1.14992,2019-09-17 12:00:00,38
1.16543,2019-09-17 13:00:00,38
1.17106,2019-09-17 14:00:00,38
1.35612,2019-09-17 15:00:00,38
0.835697,2019-09-17 16:00:00,38
1.16423,2019-09-17 17:00:00,38
0.438243,2019-09-17 18:00:00,38
0.779236,2019-09-17 19:00:00,38
0.724224,2019-09-17 20:00:00,38
1.13473,2019-09-17 21:00:00,38
1.60936,2019-09-17 22:00:00,38
1.66761,2019-09-17 23:00:00,38
1.1671,2019-09-18 00:00:00,38
1.38257,2019-09-18 01:00:00,38
1.37003,2019-09-18 02:00:00,38
1.71955,2019-09-18 03:00:00,38
1.39597,2019-09-18 04:00:00,38
1.73764,2019-09-18 05:00:00,38
2.28662,2019-09-18 06:00:00,38
2.00721,2019-09-18 07:00:00,38
1.92743,2019-09-18 08:00:00,38
2.39699,2019-09-18 09:00:00,38
2.79987,2019-09-18 10:00:00,38
1.75818,2019-09-18 11:00:00,38
1.04465,2019-09-18 12:00:00,38
1.91881,2019-09-18 13:00:00,38
1.78409,2019-09-18 14:00:00,38
1.68585,2019-09-18 15:00:00,38
2.55289,2019-09-18 16:00:00,38
2.11506,2019-09-18 17:00:00,38
1.64306,2019-09-18 18:00:00,38
2.08671,2019-09-18 19:00:00,38
2.21778,2019-09-18 20:00:00,38
2.46027,2019-09-18 21:00:00,38
3.28286,2019-09-18 22:00:00,38
3.53123,2019-09-18 23:00:00,38
2.93274,2019-09-19 00:00:00,38
2.40273,2019-09-19 01:00:00,38
3.19261,2019-09-19 02:00:00,38
3.50748,2019-09-19 03:00:00,38
3.71934,2019-09-19 04:00:00,38
4.57299,2019-09-19 05:00:00,38
3.00242,2019-09-19 06:00:00,38
2.8418,2019-09-19 07:00:00,38
3.77159,2019-09-19 08:00:00,38
5.58768,2019-09-19 09:00:00,38
5.79766,2019-09-19 10:00:00,38
6.14872,2019-09-19 11:00:00,38
5.75605,2019-09-19 12:00:00,38
5.89853,2019-09-19 13:00:00,38
5.97225,2019-09-19 14:00:00,38
6.88947,2019-09-19 15:00:00,38
7.72147,2019-09-19 16:00:00,38
6.75254,2019-09-19 17:00:00,38
6.23562,2019-09-19 18:00:00,38
3.45899,2019-09-19 19:00:00,38
3.14405,2019-09-19 20:00:00,38
3.98171,2019-09-19 21:00:00,38
3.84751,2019-09-19 22:00:00,38
1.99768,2019-09-19 23:00:00,38
2.0963,2019-09-20 00:00:00,38
1.77422,2019-09-20 01:00:00,38
1.50147,2019-09-20 02:00:00,38
2.2468,2019-09-20 03:00:00,38
1.50431,2019-09-20 04:00:00,38
2.48331,2019-09-20 05:00:00,38
3.20774,2019-09-20 06:00:00,38
3.26528,2019-09-20 07:00:00,38
4.19627,2019-09-20 08:00:00,38
3.88449,2019-09-20 09:00:00,38
3.97229,2019-09-20 10:00:00,38
3.14129,2019-09-20 11:00:00,38
2.14411,2019-09-20 12:00:00,38
3.06714,2019-09-20 13:00:00,38
4.01698,2019-09-20 14:00:00,38
4.9819,2019-09-20 15:00:00,38
4.80765,2019-09-20 16:00:00,38
6.07963,2019-09-20 17:00:00,38
5.58586,2019-09-20 18:00:00,38
3.38387,2019-09-20 19:00:00,38
3.96351,2019-09-20 20:00:00,38
5.91315,2019-09-20 21:00:00,38
6.29859,2019-09-20 22:00:00,38
5.51723,2019-09-20 23:00:00,38
7.54927,2019-09-21 00:00:00,38
7.09003,2019-09-21 01:00:00,38
6.60562,2019-09-21 02:00:00,38
5.98448,2019-09-21 03:00:00,38
5.69777,2019-09-21 04:00:00,38
6.20265,2019-09-21 05:00:00,38
7.06636,2019-09-21 06:00:00,38
7.33843,2019-09-21 07:00:00,38
6.27419,2019-09-21 08:00:00,38
6.12494,2019-09-21 09:00:00,38
6.07608,2019-09-21 10:00:00,38
