AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
-0.5, 0.0,0.0, 3.0, None,2019-11-26 00:00:00, 112.0, 0.1,92.0,48
-0.3, None,0.0, 3.9, None,2019-11-26 00:15:00, 147.0, None,90.0,48
-0.4, None,0.0, 4.8, None,2019-11-26 00:30:00, 115.0, None,91.0,48
-0.8, None,0.0, 5.7, None,2019-11-26 00:45:00, 85.0, None,94.0,48
-0.5, 0.0,0.0, 6.4, None,2019-11-26 01:00:00, 89.0, 0.5,92.0,48
-0.4, None,0.0, 6.9, None,2019-11-26 01:15:00, 92.0, None,86.0,48
-0.2, None,0.0, 5.8, None,2019-11-26 01:30:00, 101.0, None,85.0,48
-0.2, None,0.0, 5.1, None,2019-11-26 01:45:00, 105.0, None,84.0,48
-0.2, 0.0,0.0, 5.5, None,2019-11-26 02:00:00, 96.0, 1.0,85.0,48
-0.4, None,0.0, 5.8, None,2019-11-26 02:15:00, 80.0, None,88.0,48
-0.6, None,0.0, 7.7, None,2019-11-26 02:30:00, 83.0, None,89.0,48
-0.5, None,0.0, 7.4, None,2019-11-26 02:45:00, 85.0, None,87.0,48
-0.5, 0.0,0.0, 5.2, None,2019-11-26 03:00:00, 98.0, 0.7,85.0,48
-0.5, None,0.0, 5.1, None,2019-11-26 03:15:00, 104.0, None,84.0,48
-0.7, None,0.0, 5.7, None,2019-11-26 03:30:00, 101.0, None,83.0,48
-0.8, None,0.0, 5.9, None,2019-11-26 03:45:00, 101.0, None,82.0,48
-0.8, 0.0,0.0, 6.8, None,2019-11-26 04:00:00, 112.0, 0.4,82.0,48
-0.8, None,0.0, 7.7, None,2019-11-26 04:15:00, 107.0, None,81.0,48
-0.9, None,0.0, 8.7, None,2019-11-26 04:30:00, 88.0, None,82.0,48
-0.9, None,0.0, 9.7, None,2019-11-26 04:45:00, 80.0, None,81.0,48
-0.9, 0.0,0.0, 9.7, None,2019-11-26 05:00:00, 77.0, 0.4,83.0,48
-1.1, None,0.0, 9.4, None,2019-11-26 05:15:00, 74.0, None,85.0,48
-1.2, None,0.0, 10.4, None,2019-11-26 05:30:00, 73.0, None,85.0,48
-1.1, None,0.0, 9.0, None,2019-11-26 05:45:00, 73.0, None,87.0,48
-1.2, 0.0,0.0, 7.5, None,2019-11-26 06:00:00, 64.0, 0.8,89.0,48
-1.2, None,0.0, 8.0, None,2019-11-26 06:15:00, 69.0, None,90.0,48
-1.2, None,0.0, 8.6, None,2019-11-26 06:30:00, 59.0, None,90.0,48
-1.2, None,0.0, 8.2, None,2019-11-26 06:45:00, 62.0, None,92.0,48
