wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
87.0, None, None,0.0, None,3.5, None,9.6, None, None, None,76.0,2021-06-04 00:00:00,23
169.0, 77.0, 2.0,0.0, 6.3,3.5, 10.1,8.5, 52.0, 0.0, None,78.0,2021-06-04 01:00:00,23
120.0, 76.0, 3.5,0.0, 5.6,2.7, 9.6,8.1, 87.0, 0.0, None,75.0,2021-06-04 02:00:00,23
143.0, None, None,0.0, None,3.4, None,8.1, None, None, None,66.0,2021-06-04 03:00:00,23
114.0, None, None,0.0, None,3.3, None,7.6, None, None, None,61.0,2021-06-04 04:00:00,23
132.0, 66.0, 3.4,0.0, 2.1,2.3, 8.1,7.9, 143.0, 0.0, None,58.0,2021-06-04 05:00:00,23
223.0, 61.0, 3.3,0.0, 0.6,3.0, 7.6,9.5, 114.0, 0.0, 0.0,53.0,2021-06-04 06:00:00,23
257.0, 58.0, 2.3,0.0, 0.2,4.4, 7.9,14.5, 132.0, 0.0, 0.0,37.0,2021-06-04 07:00:00,23
232.0, 53.0, 3.0,0.0, 0.4,5.4, 9.5,17.5, 223.0, 0.0, 0.0,33.0,2021-06-04 08:00:00,23
227.0, 37.0, 4.4,0.0, 0.0,7.3, 14.5,19.6, 257.0, 0.0, 0.0,29.0,2021-06-04 09:00:00,23
233.0, 33.0, 5.4,0.0, 1.1,5.5, 17.5,21.7, 232.0, 0.0, 0.0,17.0,2021-06-04 10:00:00,23
232.0, None, None,0.0, None,5.7, None,22.4, None, None, None,22.0,2021-06-04 11:00:00,23
243.0, 17.0, 5.5,0.0, -4.4,7.2, 21.7,21.9, 233.0, 0.0, 0.0,28.0,2021-06-04 12:00:00,23
274.0, 22.0, 5.7,0.0, -0.3,6.7, 22.4,20.6, 232.0, 0.0, 0.0,29.0,2021-06-04 13:00:00,23
270.0, None, None,0.0, None,8.8, None,22.9, None, None, None,24.0,2021-06-04 14:00:00,23
264.0, None, None,0.0, None,7.2, None,20.4, None, None, None,25.0,2021-06-04 15:00:00,23
259.0, None, None,0.0, None,9.4, None,21.3, None, None, None,22.0,2021-06-04 16:00:00,23
252.0, None, None,0.0, None,11.0, None,17.6, None, None, None,30.0,2021-06-04 17:00:00,23
292.0, 22.0, 9.4,0.0, -1.3,3.2, 21.3,14.4, 259.0, 0.0, None,38.0,2021-06-04 18:00:00,23
21.0, 30.0, 11.0,0.0, -0.2,5.6, 17.6,12.4, 252.0, 0.0, 0.0,43.0,2021-06-04 19:00:00,23
233.0, None, None,0.0, None,4.2, None,11.2, None, None, None,46.0,2021-06-04 20:00:00,23
225.0, 43.0, 5.6,0.0, 0.2,6.3, 12.4,10.0, 21.0, 0.0, 0.0,47.0,2021-06-04 21:00:00,23
248.0, 46.0, 4.2,0.0, 0.0,8.9, 11.2,8.6, 233.0, 0.0, 0.0,52.0,2021-06-04 22:00:00,23
172.0, 47.0, 6.3,0.0, -0.8,3.6, 10.0,7.8, 225.0, 0.0, 0.0,57.0,2021-06-04 23:00:00,23
155.0, None, None,0.0, None,2.8, None,7.2, None, None, None,61.0,2021-06-05 00:00:00,23
146.0, 57.0, 3.6,0.0, -0.2,2.6, 7.8,6.7, 172.0, 0.0, 0.0,63.0,2021-06-05 01:00:00,23
72.0, 61.0, 2.8,0.0, 0.2,2.6, 7.2,6.2, 155.0, 0.0, 0.0,66.0,2021-06-05 02:00:00,23
125.0, 63.0, 2.6,0.0, 0.2,3.3, 6.7,5.8, 146.0, 0.0, 0.0,70.0,2021-06-05 03:00:00,23
120.0, 66.0, 2.6,0.0, 0.3,1.8, 6.2,6.0, 72.0, 0.0, 0.0,71.0,2021-06-05 04:00:00,23
132.0, 70.0, 3.3,0.0, 0.8,2.5, 5.8,6.0, 125.0, 0.0, 0.0,74.0,2021-06-05 05:00:00,23
219.0, None, None,0.0, None,3.4, None,9.3, None, None, None,58.0,2021-06-05 06:00:00,23
263.0, 74.0, 2.5,0.0, 1.7,4.1, 6.0,10.9, 132.0, 0.0, None,55.0,2021-06-05 07:00:00,23
189.0, None, None,0.2, None,4.6, None,7.1, None, None, None,83.0,2021-06-05 08:00:00,23
247.0, 55.0, 4.1,0.4, 2.2,2.2, 10.9,6.5, 263.0, 0.0, 0.0,88.0,2021-06-05 09:00:00,23
159.0, None, None,1.4, None,4.7, None,5.3, None, None, None,90.0,2021-06-05 10:00:00,23
123.0, 88.0, 2.2,0.4, 4.7,4.2, 6.5,9.1, 247.0, 0.4, 0.6,78.0,2021-06-05 11:00:00,23
232.0, 90.0, 4.7,0.0, 3.8,4.4, 5.3,9.6, 159.0, 1.4, 2.0,80.0,2021-06-05 12:00:00,23
249.0, 78.0, 4.2,0.0, 5.5,6.0, 9.1,9.7, 123.0, 0.4, 2.4,73.0,2021-06-05 13:00:00,23
245.0, 80.0, 4.4,0.0, 6.3,7.8, 9.6,14.0, 232.0, 0.0, 2.4,53.0,2021-06-05 14:00:00,23
250.0, 73.0, 6.0,0.0, 5.1,6.0, 9.7,11.6, 249.0, 0.0, 2.4,55.0,2021-06-05 15:00:00,23
256.0, None, None,0.0, None,5.2, None,10.9, None, None, None,63.0,2021-06-05 16:00:00,23
259.0, None, None,0.0, None,4.2, None,8.0, None, None, None,71.0,2021-06-05 17:00:00,23
260.0, 63.0, 5.2,0.0, 4.1,5.8, 10.9,8.4, 256.0, 0.0, None,66.0,2021-06-05 18:00:00,23
217.0, None, None,0.0, None,3.9, None,6.8, None, None, None,61.0,2021-06-05 19:00:00,23
245.0, 66.0, 5.8,0.0, 2.4,10.9, 8.4,5.2, 260.0, 0.0, 2.4,62.0,2021-06-05 20:00:00,23
159.0, 61.0, 3.9,0.0, -0.2,4.5, 6.8,4.5, 217.0, 0.0, 2.4,64.0,2021-06-05 21:00:00,23
236.0, 62.0, 10.9,0.0, -1.5,4.3, 5.2,3.8, 245.0, 0.0, 2.4,71.0,2021-06-05 22:00:00,23
150.0, None, None,0.0, None,2.7, None,3.8, None, None, None,73.0,2021-06-05 23:00:00,23
320.0, 71.0, 4.3,0.0, -1.0,2.8, 3.8,2.9, 236.0, 0.0, None,74.0,2021-06-06 00:00:00,23
149.0, None, None,0.0, None,2.6, None,2.6, None, None, None,77.0,2021-06-06 01:00:00,23
150.0, 74.0, 2.8,0.0, -1.3,2.8, 2.9,2.7, 320.0, 0.0, None,77.0,2021-06-06 02:00:00,23
116.0, None, None,0.0, None,2.7, None,1.4, None, None, None,80.0,2021-06-06 03:00:00,23
127.0, 77.0, 2.8,0.0, -0.9,1.9, 2.7,1.4, 150.0, 0.0, None,79.0,2021-06-06 04:00:00,23
68.0, None, None,0.0, None,2.1, None,1.9, None, None, None,80.0,2021-06-06 05:00:00,23
256.0, 79.0, 1.9,0.0, -1.8,2.8, 1.4,5.1, 127.0, 0.0, None,64.0,2021-06-06 06:00:00,23
256.0, 80.0, 2.1,0.0, -1.2,4.9, 1.9,7.4, 68.0, 0.0, 2.4,54.0,2021-06-06 07:00:00,23
233.0, 64.0, 2.8,0.0, -1.1,5.8, 5.1,10.2, 256.0, 0.0, 2.4,42.0,2021-06-06 08:00:00,23
255.0, 54.0, 4.9,0.0, -1.3,4.8, 7.4,10.2, 256.0, 0.0, 2.4,49.0,2021-06-06 09:00:00,23
229.0, None, None,0.0, None,4.2, None,8.8, None, None, None,54.0,2021-06-06 10:00:00,23
261.0, 49.0, 4.8,0.0, 0.0,4.8, 10.2,9.7, 255.0, 0.0, None,53.0,2021-06-06 11:00:00,23
234.0, None, None,0.0, None,6.0, None,8.8, None, None, None,50.0,2021-06-06 12:00:00,23
237.0, None, None,0.0, None,4.7, None,7.8, None, None, None,57.0,2021-06-06 13:00:00,23
244.0, 50.0, 6.0,0.0, -1.0,4.6, 8.8,9.2, 234.0, 0.0, None,50.0,2021-06-06 14:00:00,23
239.0, 57.0, 4.7,0.0, -0.2,6.5, 7.8,5.8, 237.0, 0.0, None,67.0,2021-06-06 15:00:00,23
242.0, 50.0, 4.6,0.0, -0.7,4.9, 9.2,5.3, 244.0, 0.0, None,76.0,2021-06-06 16:00:00,23
231.0, 67.0, 6.5,0.2, 0.2,4.5, 5.8,4.0, 239.0, 0.0, 0.0,88.0,2021-06-06 17:00:00,23
228.0, None, None,0.0, None,4.0, None,3.3, None, None, None,88.0,2021-06-06 18:00:00,23
209.0, 88.0, 4.5,0.2, 2.2,3.9, 4.0,2.0, 231.0, 0.2, 0.2,92.0,2021-06-06 19:00:00,23
168.0, 88.0, 4.0,0.0, 1.5,3.0, 3.3,1.4, 228.0, 0.0, 0.2,94.0,2021-06-06 20:00:00,23
195.0, 92.0, 3.9,0.0, 0.8,2.1, 2.0,1.4, 209.0, 0.2, 0.4,95.0,2021-06-06 21:00:00,23
141.0, None, None,0.0, None,2.1, None,1.5, None, None, None,95.0,2021-06-06 22:00:00,23
106.0, None, None,0.0, None,2.2, None,1.4, None, None, None,95.0,2021-06-06 23:00:00,23
98.0, None, None,0.0, None,2.0, None,1.5, None, None, None,95.0,2021-06-07 00:00:00,23
92.0, None, None,0.0, None,1.9, None,0.9, None, None, None,95.0,2021-06-07 01:00:00,23
104.0, 95.0, 2.0,0.0, 0.8,2.7, 1.5,-0.3, 98.0, 0.0, 0.4,95.0,2021-06-07 02:00:00,23
97.0, 95.0, 1.9,0.0, 0.2,2.1, 0.9,0.1, 92.0, 0.0, 0.4,96.0,2021-06-07 03:00:00,23
37.0, None, None,0.0, None,4.8, None,-0.2, None, None, None,96.0,2021-06-07 04:00:00,23
28.0, None, None,0.0, None,4.7, None,0.5, None, None, None,96.0,2021-06-07 05:00:00,23
29.0, None, None,0.2, None,2.3, None,2.8, None, None, None,91.0,2021-06-07 06:00:00,23
352.0, 96.0, 4.7,0.0, -0.1,5.4, 0.5,4.9, 28.0, 0.0, None,74.0,2021-06-07 07:00:00,23
207.0, 91.0, 2.3,0.0, 1.5,3.1, 2.8,2.0, 29.0, 0.2, 0.6,90.0,2021-06-07 08:00:00,23
238.0, 74.0, 5.4,1.4, 0.7,4.2, 4.9,2.5, 352.0, 0.0, 0.6,91.0,2021-06-07 09:00:00,23
263.0, 90.0, 3.1,0.4, 0.5,3.1, 2.0,4.3, 207.0, 0.0, 0.6,90.0,2021-06-07 10:00:00,23
240.0, 91.0, 4.2,0.0, 1.2,4.1, 2.5,7.4, 238.0, 1.4, 2.0,74.0,2021-06-07 11:00:00,23
66.0, 90.0, 3.1,0.0, 2.8,4.5, 4.3,5.4, 263.0, 0.4, 2.4,78.0,2021-06-07 12:00:00,23
59.0, None, None,0.8, None,5.6, None,4.0, None, None, None,89.0,2021-06-07 13:00:00,23
17.0, 78.0, 4.5,0.0, 1.9,3.5, 5.4,5.3, 66.0, 0.0, None,86.0,2021-06-07 14:00:00,23
