wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
202.5, 28.2, None, -0.12, 3.0, 101.2, 11.5, None, None, 36.0,2018-06-18 00:00:00, None, None,25
225.0, 27.0, None, -0.11, 1.0, 101.1, 10.4, None, None, 35.0,2018-06-18 01:00:00, None, None,25
270.0, 28.6, None, -0.12, 4.0, 101.1, 8.4, None, None, 28.0,2018-06-18 02:00:00, None, None,25
0.0, 27.0, None, -0.12, 2.0, 101.1, 9.3, None, None, 33.0,2018-06-18 03:00:00, None, None,25
135.0, 23.6, None, -0.08, 1.0, 101.1, 8.3, None, None, 37.0,2018-06-18 04:00:00, None, None,25
None, 23.8, None, -0.02, 0.0, 101.1, 7.0, None, None, 34.0,2018-06-18 05:00:00, None, None,25
45.0, 21.6, None, 0.02, 1.0, 101.1, 8.0, None, 29.6, 42.0,2018-06-18 06:00:00, 15.0, 0.0,25
0.0, 20.4, None, 0.08, 1.0, 101.1, 8.0, None, None, 45.0,2018-06-18 07:00:00, None, None,25
22.5, 19.9, None, 0.14, 1.0, 101.2, 7.9, None, None, 46.0,2018-06-18 08:00:00, None, None,25
22.5, 19.1, None, 0.15, 2.0, 101.2, 7.3, None, None, 46.0,2018-06-18 09:00:00, None, None,25
0.0, 18.2, None, 0.13, 2.0, 101.3, 7.9, None, None, 51.0,2018-06-18 10:00:00, None, None,25
22.5, 18.0, None, 0.06, 2.0, 101.3, 8.0, None, None, 52.0,2018-06-18 11:00:00, None, None,25
45.0, 17.7, None, 0.05, 1.0, 101.3, 7.9, None, None, 53.0,2018-06-18 12:00:00, None, None,25
None, 17.7, None, 0.06, 0.0, 101.3, 8.7, None, None, 55.0,2018-06-18 13:00:00, None, None,25
0.0, 18.0, None, 0.11, 1.0, 101.4, 10.2, None, None, 60.0,2018-06-18 14:00:00, None, None,25
45.0, 21.3, None, 0.13, 1.0, 101.4, 11.8, None, None, 54.0,2018-06-18 15:00:00, None, None,25
225.0, 22.2, None, 0.11, 3.0, 101.4, 11.0, None, None, 49.0,2018-06-18 16:00:00, None, None,25
180.0, 23.8, None, 0.06, 1.0, 101.4, 9.6, None, None, 41.0,2018-06-18 17:00:00, None, None,25
180.0, 24.8, None, 0.04, 2.0, 101.5, 9.9, None, None, 39.0,2018-06-18 18:00:00, None, None,25
157.5, 26.2, None, -0.02, 3.0, 101.4, 9.6, None, None, 35.0,2018-06-18 19:00:00, None, None,25
180.0, 25.5, None, -0.07, 4.0, 101.4, 11.4, None, None, 41.0,2018-06-18 20:00:00, None, None,25
270.0, 27.1, None, -0.12, 3.0, 101.3, 9.3, None, None, 33.0,2018-06-18 21:00:00, None, None,25
202.5, 27.3, None, -0.13, 3.0, 101.3, 8.9, None, None, 32.0,2018-06-18 22:00:00, None, None,25
247.5, 28.5, None, -0.1, 2.0, 101.3, 10.3, None, None, 32.0,2018-06-18 23:00:00, None, 0.0,25
247.5, 29.0, None, -0.1, 2.0, 101.2, 11.9, None, None, 35.0,2018-06-19 00:00:00, None, None,25
270.0, 32.0, None, -0.14, 4.0, 101.1, 7.9, None, None, 22.0,2018-06-19 01:00:00, None, None,25
270.0, 30.3, None, -0.14, 3.0, 101.1, 9.7, None, None, 28.0,2018-06-19 02:00:00, None, None,25
202.5, 24.4, None, -0.06, 1.0, 101.2, 13.7, None, None, 51.0,2018-06-19 03:00:00, None, None,25
None, 21.8, None, 0.1, 0.0, 101.3, 12.9, None, None, 57.0,2018-06-19 04:00:00, None, None,25
90.0, 22.1, None, 0.21, 3.0, 101.3, 12.2, None, None, 53.0,2018-06-19 05:00:00, None, None,25
22.5, 22.0, None, 0.2, 5.0, 101.4, 10.5, None, None, 48.0,2018-06-19 06:00:00, None, None,25
67.5, 21.2, None, 0.14, 4.0, 101.4, 10.7, None, None, 51.0,2018-06-19 07:00:00, None, None,25
90.0, 20.6, None, 0.1, 5.0, 101.4, 11.2, None, None, 55.0,2018-06-19 08:00:00, None, None,25
90.0, 21.4, None, 0.1, 4.0, 101.5, 10.1, None, None, 48.0,2018-06-19 09:00:00, None, None,25
90.0, 21.3, None, 0.14, 4.0, 101.5, 9.5, None, None, 47.0,2018-06-19 10:00:00, None, None,25
90.0, 20.2, None, 0.17, 10.0, 101.6, 8.9, None, None, 48.0,2018-06-19 11:00:00, None, None,25
90.0, 20.3, None, 0.17, 9.0, 101.7, 9.2, None, None, 49.0,2018-06-19 12:00:00, None, None,25
90.0, 19.8, None, 0.16, 7.0, 101.7, 11.6, None, None, 59.0,2018-06-19 13:00:00, None, None,25
90.0, 19.9, None, 0.14, 10.0, 101.8, 12.0, None, None, 60.0,2018-06-19 14:00:00, None, None,25
90.0, 21.0, None, 0.11, 5.0, 101.8, 12.1, None, None, 57.0,2018-06-19 15:00:00, None, None,25
135.0, 21.6, None, 0.08, 2.0, 101.8, 12.4, None, None, 56.0,2018-06-19 16:00:00, None, None,25
157.5, 20.9, None, 0.03, 1.0, 101.8, 12.3, None, None, 58.0,2018-06-19 17:00:00, None, None,25
225.0, 21.8, None, 0.02, 2.0, 101.8, 12.6, None, None, 56.0,2018-06-19 18:00:00, None, None,25
202.5, 22.9, None, -0.01, 4.0, 101.8, 13.0, None, None, 54.0,2018-06-19 19:00:00, None, None,25
180.0, 24.0, None, -0.05, 3.0, 101.7, 13.0, None, None, 50.0,2018-06-19 20:00:00, None, None,25
157.5, 23.9, None, -0.08, 2.0, 101.7, 13.0, None, None, 51.0,2018-06-19 21:00:00, None, None,25
247.5, 23.8, None, -0.08, 3.0, 101.7, 14.4, None, None, 55.0,2018-06-19 22:00:00, None, None,25
292.5, 24.9, None, -0.09, 2.0, 101.7, 13.4, None, None, 49.0,2018-06-19 23:00:00, None, 0.0,25
225.0, 25.1, None, -0.13, 3.0, 101.6, 12.7, None, None, 46.0,2018-06-20 00:00:00, None, None,25
225.0, 25.9, None, -0.18, 3.0, 101.5, 12.1, None, None, 42.0,2018-06-20 01:00:00, None, None,25
225.0, 23.1, None, -0.16, 2.0, 101.5, 11.3, None, None, 47.0,2018-06-20 02:00:00, None, None,25
None, 21.7, None, -0.06, 0.0, 101.5, 13.0, None, None, 58.0,2018-06-20 03:00:00, None, None,25
22.5, 21.0, None, 0.0, 1.0, 101.5, 13.9, None, None, 64.0,2018-06-20 04:00:00, None, None,25
45.0, 19.8, None, 0.09, 2.0, 101.6, 13.5, None, None, 67.0,2018-06-20 05:00:00, None, None,25
None, 19.0, None, 0.04, 0.0, 101.6, 12.7, None, None, 67.0,2018-06-20 06:00:00, None, None,25
22.5, 19.3, None, 0.06, 2.0, 101.6, 11.4, None, None, 61.0,2018-06-20 07:00:00, None, None,25
67.5, 19.4, None, 0.0, 1.0, 101.6, 11.5, None, None, 60.0,2018-06-20 08:00:00, None, None,25
67.5, 20.2, None, 0.01, 4.0, 101.6, 12.2, None, None, 60.0,2018-06-20 09:00:00, None, None,25
0.0, 18.6, None, 0.0, 2.0, 101.6, 13.0, None, None, 70.0,2018-06-20 10:00:00, None, None,25
112.5, 19.0, None, -0.04, 1.0, 101.5, 12.7, None, None, 67.0,2018-06-20 11:00:00, None, None,25
22.5, 18.3, None, -0.06, 2.0, 101.5, 12.7, None, None, 70.0,2018-06-20 12:00:00, None, None,25
90.0, 17.9, None, -0.04, 3.0, 101.5, 13.0, None, None, 73.0,2018-06-20 13:00:00, None, None,25
337.5, 19.2, None, -0.01, 2.0, 101.5, 12.8, None, None, 67.0,2018-06-20 14:00:00, None, None,25
247.5, 20.5, None, 0.02, 1.0, 101.5, 13.6, None, None, 65.0,2018-06-20 15:00:00, None, None,25
202.5, 19.1, None, 0.01, 3.0, 101.5, 15.1, None, None, 78.0,2018-06-20 16:00:00, None, None,25
202.5, 20.4, None, -0.01, 2.0, 101.5, 14.7, None, None, 70.0,2018-06-20 17:00:00, None, None,25
225.0, 22.6, None, -0.02, 2.0, 101.5, 14.9, None, None, 62.0,2018-06-20 18:00:00, None, None,25
202.5, 24.9, None, -0.05, 4.0, 101.5, 14.7, None, None, 53.0,2018-06-20 19:00:00, None, None,25
202.5, 23.7, None, -0.05, 4.0, 101.5, 13.4, None, None, 52.0,2018-06-20 20:00:00, None, None,25
225.0, 27.3, None, -0.1, 3.0, 101.4, 12.4, None, None, 40.0,2018-06-20 21:00:00, None, None,25
247.5, 27.3, None, -0.12, 3.0, 101.4, 13.3, None, None, 42.0,2018-06-20 22:00:00, None, None,25
247.5, 27.2, None, -0.17, 2.0, 101.3, 9.8, None, None, 34.0,2018-06-20 23:00:00, None, 0.0,25
225.0, 26.5, None, -0.16, 3.0, 101.2, 10.2, None, None, 36.0,2018-06-21 00:00:00, None, None,25
180.0, 25.9, None, -0.14, 1.0, 101.2, 9.8, None, None, 36.0,2018-06-21 01:00:00, None, None,25
315.0, 25.2, None, -0.06, 1.0, 101.2, 12.0, None, None, 44.0,2018-06-21 02:00:00, None, None,25
