WDIR_VECT,time,TEMP_MEAN,week_of_year
55.5,2022-12-10 00:00:00, None,50
51.2,2022-12-10 01:00:00, None,50
52.7,2022-12-10 02:00:00, None,50
60.8,2022-12-10 03:00:00, None,50
44.9,2022-12-10 04:00:00, None,50
39.4,2022-12-10 05:00:00, None,50
32.3,2022-12-10 06:00:00, None,50
36.0,2022-12-10 07:00:00, None,50
35.2,2022-12-10 08:00:00, None,50
35.9,2022-12-10 09:00:00, None,50
32.4,2022-12-10 10:00:00, None,50
28.4,2022-12-10 11:00:00, None,50
32.8,2022-12-10 12:00:00, None,50
33.2,2022-12-10 13:00:00, None,50
22.7,2022-12-10 14:00:00, None,50
23.6,2022-12-10 15:00:00, None,50
17.9,2022-12-10 16:00:00, None,50
21.2,2022-12-10 17:00:00, None,50
22.9,2022-12-10 18:00:00, None,50
27.2,2022-12-10 19:00:00, None,50
21.7,2022-12-10 20:00:00, None,50
30.9,2022-12-10 21:00:00, None,50
57.9,2022-12-10 22:00:00, None,50
3.0,2022-12-10 23:00:00, None,50
30.5,2022-12-11 00:00:00, None,50
24.3,2022-12-11 01:00:00, None,50
4.3,2022-12-11 02:00:00, None,50
10.0,2022-12-11 03:00:00, None,50
10.7,2022-12-11 04:00:00, None,50
9.7,2022-12-11 05:00:00, None,50
9.8,2022-12-11 06:00:00, None,50
14.6,2022-12-11 07:00:00, None,50
10.8,2022-12-11 08:00:00, None,50
6.2,2022-12-11 09:00:00, None,50
19.0,2022-12-11 10:00:00, None,50
12.2,2022-12-11 11:00:00, None,50
12.7,2022-12-11 12:00:00, None,50
10.2,2022-12-11 13:00:00, None,50
300.0,2022-12-11 14:00:00, None,50
261.9,2022-12-11 15:00:00, None,50
266.2,2022-12-11 16:00:00, None,50
250.0,2022-12-11 17:00:00, None,50
296.6,2022-12-11 18:00:00, None,50
352.4,2022-12-11 19:00:00, None,50
358.5,2022-12-11 20:00:00, None,50
10.9,2022-12-11 21:00:00, None,50
10.4,2022-12-11 22:00:00, None,50
18.2,2022-12-11 23:00:00, None,50
11.7,2022-12-12 00:00:00, None,50
20.6,2022-12-12 01:00:00, None,50
13.0,2022-12-12 02:00:00, None,50
28.3,2022-12-12 03:00:00, None,50
53.2,2022-12-12 04:00:00, None,50
18.4,2022-12-12 05:00:00, None,50
5.8,2022-12-12 06:00:00, None,50
6.0,2022-12-12 07:00:00, None,50
23.8,2022-12-12 08:00:00, None,50
24.3,2022-12-12 09:00:00, None,50
357.8,2022-12-12 10:00:00, None,50
153.7,2022-12-12 11:00:00, None,50
186.8,2022-12-12 12:00:00, None,50
187.4,2022-12-12 13:00:00, None,50
200.3,2022-12-12 14:00:00, None,50
188.3,2022-12-12 15:00:00, None,50
225.2,2022-12-12 16:00:00, None,50
0.2,2022-12-12 17:00:00, None,50
12.2,2022-12-12 18:00:00, None,50
6.1,2022-12-12 19:00:00, None,50
356.3,2022-12-12 20:00:00, None,50
359.3,2022-12-12 21:00:00, None,50
21.1,2022-12-12 22:00:00, None,50
5.6,2022-12-12 23:00:00, None,50
6.6,2022-12-13 00:00:00, None,50
68.4,2022-12-13 01:00:00, None,50
170.4,2022-12-13 02:00:00, None,50
4.5,2022-12-13 03:00:00, None,50
355.6,2022-12-13 04:00:00, None,50
29.9,2022-12-13 05:00:00, None,50
163.4,2022-12-13 06:00:00, None,50
166.0,2022-12-13 07:00:00, None,50
167.6,2022-12-13 08:00:00, None,50
163.4,2022-12-13 09:00:00, None,50
246.1,2022-12-13 10:00:00, None,50
25.8,2022-12-13 11:00:00, None,50
171.1,2022-12-13 12:00:00, None,50
176.2,2022-12-13 13:00:00, None,50
161.3,2022-12-13 14:00:00, None,50
156.3,2022-12-13 15:00:00, None,50
157.1,2022-12-13 16:00:00, None,50
148.9,2022-12-13 17:00:00, None,50
161.7,2022-12-13 18:00:00, None,50
